,"(mm) Precipitation (CHIRPS) at Batticaloa, 2007-01-01 to 2025-12-31"
"2020-02-10",2.2701
"2020-02-11",0
"2020-02-12",0
"2020-02-13",0
"2020-02-14",0
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0
"2020-02-18",0
"2020-02-19",0
"2020-02-20",4.1888
"2020-02-21",0.5154
"2020-02-22",0.0301
"2020-02-23",0
"2020-02-24",0
"2020-02-25",0
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0.8959
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
"2020-03-05",4.676
"2020-03-06",3.4546
"2020-03-07",0.33
"2020-03-08",0.5669
"2020-03-09",0
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",0.5673
"2020-03-17",0.2624
"2020-03-18",0.6228
"2020-03-19",0
"2020-03-20",0.2015
"2020-03-21",0
"2020-03-22",0
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0.0093
"2020-03-28",0
"2020-03-29",0
"2020-03-30",0
"2020-03-31",0
"2020-04-01",0
"2020-04-02",0
"2020-04-03",0
"2020-04-04",1.7333
"2020-04-05",0
"2020-04-06",0
"2020-04-07",0.0719
"2020-04-08",0.5685
"2020-04-09",0
"2020-04-10",2.5436
"2020-04-11",0
"2020-04-12",2.4676
"2020-04-13",1.7019
"2020-04-14",3.2029
"2020-04-15",1.2383
"2020-04-16",1.8191
"2020-04-17",2.0491
"2020-04-18",1.2022
"2020-04-19",1.7464
"2020-04-20",0.037
"2020-04-21",1.974
"2020-04-22",4.4431
"2020-04-23",0.607
"2020-04-24",2.8178
"2020-04-25",0
"2020-04-26",0
"2020-04-27",0.0008
"2020-04-28",0.0334
"2020-04-29",2.9537
"2020-04-30",0.33
"2020-05-01",0.4791
"2020-05-02",0
"2020-05-03",0.2572
"2020-05-04",1.7073
"2020-05-05",1.8056
"2020-05-06",3.8795
"2020-05-07",2.934
"2020-05-08",1.5955
"2020-05-09",4.3083
"2020-05-10",4.6258
"2020-05-11",3.6796
"2020-05-12",1.8098
"2020-05-13",3.1895
"2020-05-14",0.1086
"2020-05-15",3.9655
"2020-05-16",7.2883
"2020-05-17",4.678
"2020-05-18",3.5436
"2020-05-19",0.7684
"2020-05-20",0
"2020-05-21",0.0317
"2020-05-22",0.416
"2020-05-23",1.4814
"2020-05-24",1.538
"2020-05-25",1.2236
"2020-05-26",0.6938
"2020-05-27",0.5081
"2020-05-28",0.0455
"2020-05-29",0.8234
"2020-05-30",0.0613
"2020-05-31",0
"2020-06-01",0.3232
"2020-06-02",0.0701
"2020-06-03",0
"2020-06-04",0
"2020-06-05",0.0825
"2020-06-06",1.2783
"2020-06-07",1.0146
"2020-06-08",0.0009
"2020-06-09",0
"2020-06-10",0.8032
"2020-06-11",0.0763
"2020-06-12",0.1926
"2020-06-13",0.2746
"2020-06-14",0.0223
"2020-06-15",0.0159
"2020-06-16",0.6751
"2020-06-17",0
"2020-06-18",0
"2020-06-19",1.2715
"2020-06-20",0.0099
"2020-06-21",1.9922
"2020-06-22",0.0074
"2020-06-23",3.2742
"2020-06-24",3.1524
"2020-06-25",1.2954
"2020-06-26",0.2647
"2020-06-27",0
"2020-06-28",0
"2020-06-29",3.2398
"2020-06-30",2.4641
"2020-07-01",0
"2020-07-02",0.0962
"2020-07-03",7.134
"2020-07-04",2.1402
"2020-07-05",0
"2020-07-06",0.0282
"2020-07-07",0.2018
"2020-07-08",0.5062
"2020-07-09",0.4167
"2020-07-10",0.255
"2020-07-11",2.8248
"2020-07-12",1.8041
"2020-07-13",3.9768
"2020-07-14",0
"2020-07-15",1.9986
"2020-07-16",3.787
"2020-07-17",1.7777
"2020-07-18",1.8508
"2020-07-19",4.6454
"2020-07-20",4.9643
"2020-07-21",0
"2020-07-22",2.4727
"2020-07-23",0.4424
"2020-07-24",0
"2020-07-25",0
"2020-07-26",13.4511
"2020-07-27",8.952
"2020-07-28",12.22
"2020-07-29",0.1257
"2020-07-30",0.2773
"2020-07-31",0
"2020-08-01",4.4768
"2020-08-02",0.0874
"2020-08-03",6.9078
"2020-08-04",3.3844
"2020-08-05",0.9587
"2020-08-06",0.0469
"2020-08-07",0
"2020-08-08",0.0155
"2020-08-09",5.0972
"2020-08-10",0
"2020-08-11",0.1051
"2020-08-12",0.0165
"2020-08-13",0
"2020-08-14",0.3754
"2020-08-15",0.5236
"2020-08-16",3.2254
"2020-08-17",0
"2020-08-18",0
"2020-08-19",0
"2020-08-20",0
"2020-08-21",0
"2020-08-22",0
"2020-08-23",0.0089
"2020-08-24",0
"2020-08-25",0
"2020-08-26",0.087
"2020-08-27",0.0071
"2020-08-28",0
"2020-08-29",0
"2020-08-30",8.3607
"2020-08-31",7.6234
"2020-09-01",11.4225
"2020-09-02",6.1575
"2020-09-03",2.9195
"2020-09-04",0.0856
"2020-09-05",8.9215
"2020-09-06",9.178
"2020-09-07",7.2466
"2020-09-08",2.5704
"2020-09-09",2.7648
"2020-09-10",12.2165
"2020-09-11",4.924
"2020-09-12",9.1882
"2020-09-13",10.2082
"2020-09-14",1.7435
"2020-09-15",0.1531
"2020-09-16",2.6248
"2020-09-17",1.2992
"2020-09-18",16.087
"2020-09-19",0.4681
"2020-09-20",0.4771
"2020-09-21",0.0542
"2020-09-22",2.4564
"2020-09-23",0
"2020-09-24",17.0833
"2020-09-25",24.2614
"2020-09-26",0.0185
"2020-09-27",0
"2020-09-28",13.4201
"2020-09-29",13.0743
"2020-09-30",0.0014
"2020-10-01",2.7687
"2020-10-02",0.3185
"2020-10-03",0.8546
"2020-10-04",0
"2020-10-05",0
"2020-10-06",0
"2020-10-07",4.7193
"2020-10-08",0.8209
"2020-10-09",5.1976
"2020-10-10",0.4419
"2020-10-11",11.1422
"2020-10-12",2.1732
"2020-10-13",0.1264
"2020-10-14",0.1991
"2020-10-15",1.9147
"2020-10-16",0
"2020-10-17",7.5148
"2020-10-18",14.5442
"2020-10-19",1.5481
"2020-10-20",0
"2020-10-21",1.0233
"2020-10-22",0
"2020-10-23",0
"2020-10-24",0.0875
"2020-10-25",9.7112
"2020-10-26",14.5306
"2020-10-27",13.862
"2020-10-28",5.3181
"2020-10-29",11.853
"2020-10-30",15.1091
"2020-10-31",12.1996
"2020-11-01",11.6545
"2020-11-02",0.0975
"2020-11-03",12.0904
"2020-11-04",18.6711
"2020-11-05",0.8747
"2020-11-06",1.336
"2020-11-07",0
"2020-11-08",26.8367
"2020-11-09",25.1547
"2020-11-10",11.5858
"2020-11-11",1.3302
"2020-11-12",20.5185
"2020-11-13",0.0533
"2020-11-14",8.2895
"2020-11-15",12.239
"2020-11-16",32.2231
"2020-11-17",3.5531
"2020-11-18",0.0651
"2020-11-19",0.7206
"2020-11-20",8.3384
"2020-11-21",13.2618
"2020-11-22",19.9192
"2020-11-23",6.8366
"2020-11-24",13.0731
"2020-11-25",6.5692
"2020-11-26",0.0448
"2020-11-27",2.8117
"2020-11-28",0
"2020-11-29",0
"2020-11-30",0.1599
"2020-12-01",67.2417
"2020-12-02",44.9251
"2020-12-03",0.6968
"2020-12-04",5.9703
"2020-12-05",11.1128
"2020-12-06",21.5151
"2020-12-07",1.4176
"2020-12-08",1.9889
"2020-12-09",0
"2020-12-10",0.6021
"2020-12-11",0
"2020-12-12",4.3865
"2020-12-13",0
"2020-12-14",0
"2020-12-15",0
"2020-12-16",0
"2020-12-17",5.9562
"2020-12-18",30.5753
"2020-12-19",14.0751
"2020-12-20",69.9155
"2020-12-21",31.0407
"2020-12-22",31.2846
"2020-12-23",16.1674
"2020-12-24",0
"2020-12-25",0.1547
"2020-12-26",0
"2020-12-27",27.6409
"2020-12-28",17.2998
"2020-12-29",0
"2020-12-30",9.2854
"2020-12-31",49.962
"2021-01-01",5.4921
"2021-01-02",1.6809
"2021-01-03",42.4235
"2021-01-04",40.9133
"2021-01-05",3.0849
"2021-01-06",0.2762
"2021-01-07",0
"2021-01-08",1.828
"2021-01-09",54.0856
"2021-01-10",50.9982
"2021-01-11",34.5119
"2021-01-12",32.8604
"2021-01-13",7.3096
"2021-01-14",20.8424
"2021-01-15",38.7657
"2021-01-16",0.2687
"2021-01-17",0
"2021-01-18",1.5103
"2021-01-19",0.3104
"2021-01-20",0
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",6.6033
"2021-01-28",15.8378
"2021-01-29",33.3266
"2021-01-30",2.8733
"2021-01-31",15.9718
"2021-02-01",14.4018
"2021-02-02",6.7942
"2021-02-03",50.591
"2021-02-04",10.2847
"2021-02-05",0
"2021-02-06",3.0395
"2021-02-07",0
"2021-02-08",0.0053
"2021-02-09",0
"2021-02-10",0.0614
"2021-02-11",0.955
"2021-02-12",0
"2021-02-13",0
"2021-02-14",0
"2021-02-15",0
"2021-02-16",0
"2021-02-17",0
"2021-02-18",0
"2021-02-19",0
"2021-02-20",0
"2021-02-21",0
"2021-02-22",0
"2021-02-23",0
"2021-02-24",0
"2021-02-25",0
"2021-02-26",0
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",2.3019
"2021-03-06",0
"2021-03-07",0.1391
"2021-03-08",0.1951
"2021-03-09",2.8867
"2021-03-10",12.0622
"2021-03-11",0.0219
"2021-03-12",0
"2021-03-13",0
"2021-03-14",0.1746
"2021-03-15",0
"2021-03-16",0
"2021-03-17",0.1502
"2021-03-18",0.1344
"2021-03-19",9.3199
"2021-03-20",1.938
"2021-03-21",1.009
"2021-03-22",0
"2021-03-23",0.3762
"2021-03-24",5.4957
"2021-03-25",8.2675
"2021-03-26",16.5104
"2021-03-27",16.6689
"2021-03-28",0.1468
"2021-03-29",0.0734
"2021-03-30",0
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0.0022
"2021-04-03",0
"2021-04-04",0
"2021-04-05",0
"2021-04-06",0
"2021-04-07",0
"2021-04-08",0
"2021-04-09",0.0032
"2021-04-10",3.6358
"2021-04-11",5.9602
"2021-04-12",3.824
"2021-04-13",6.3873
"2021-04-14",9.9752
"2021-04-15",14.493
"2021-04-16",6.0149
"2021-04-17",0
"2021-04-18",3.9446
"2021-04-19",0
"2021-04-20",0.067
"2021-04-21",0
"2021-04-22",0
"2021-04-23",0.0334
"2021-04-24",0
"2021-04-25",0
"2021-04-26",0.0299
"2021-04-27",4.1764
"2021-04-28",3.8724
"2021-04-29",4.7382
"2021-04-30",0.3696
"2021-05-01",3.4772
"2021-05-02",2.3062
"2021-05-03",3.4226
"2021-05-04",0.3216
"2021-05-05",0.3162
"2021-05-06",0
"2021-05-07",1.0575
"2021-05-08",0.4873
"2021-05-09",1.3312
"2021-05-10",3.0489
"2021-05-11",0.8019
"2021-05-12",1.362
"2021-05-13",6.0591
"2021-05-14",3.94
"2021-05-15",4.0712
"2021-05-16",0
"2021-05-17",0
"2021-05-18",1.5408
"2021-05-19",2.2359
"2021-05-20",1.75
"2021-05-21",2.6555
"2021-05-22",1.2185
"2021-05-23",0.1428
"2021-05-24",1.3064
"2021-05-25",1.6211
"2021-05-26",0
"2021-05-27",0
"2021-05-28",0
"2021-05-29",0.1133
"2021-05-30",0
"2021-05-31",0.0076
"2021-06-01",0
"2021-06-02",0
"2021-06-03",0.3752
"2021-06-04",1.403
"2021-06-05",2.8165
"2021-06-06",0.2962
"2021-06-07",0
"2021-06-08",0.0314
"2021-06-09",0.2555
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0
"2021-06-13",0
"2021-06-14",0
"2021-06-15",0.0034
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",0
"2021-06-22",0.1109
"2021-06-23",1.4124
"2021-06-24",0.2694
"2021-06-25",0
"2021-06-26",0
"2021-06-27",3.663
"2021-06-28",0.6091
"2021-06-29",0.0837
"2021-06-30",0.5466
"2021-07-01",2.3975
"2021-07-02",0
"2021-07-03",0.0336
"2021-07-04",0.6278
"2021-07-05",2.3961
"2021-07-06",3.9933
"2021-07-07",4.3079
"2021-07-08",0.5148
"2021-07-09",1.9246
"2021-07-10",14.5049
"2021-07-11",1.2319
"2021-07-12",0.4103
"2021-07-13",0.187
"2021-07-14",2.5018
"2021-07-15",9.3954
"2021-07-16",0.3292
"2021-07-17",4.3917
"2021-07-18",10.0749
"2021-07-19",0
"2021-07-20",0
"2021-07-21",0.6466
"2021-07-22",5.6038
"2021-07-23",0.1965
"2021-07-24",0
"2021-07-25",0.0623
"2021-07-26",1.2407
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",0
"2021-08-01",0.0003
"2021-08-02",0.5403
"2021-08-03",1.3691
"2021-08-04",0
"2021-08-05",0
"2021-08-06",0.4097
"2021-08-07",1.9527
"2021-08-08",3.8255
"2021-08-09",1.8821
"2021-08-10",1.8347
"2021-08-11",6.9573
"2021-08-12",1.38
"2021-08-13",4.5987
"2021-08-14",2.2468
"2021-08-15",7.5545
"2021-08-16",2.8366
"2021-08-17",0
"2021-08-18",0.4408
"2021-08-19",0
"2021-08-20",0.7099
"2021-08-21",6.2119
"2021-08-22",7.6399
"2021-08-23",1.8339
"2021-08-24",0.9134
"2021-08-25",0.906
"2021-08-26",0
"2021-08-27",0.523
"2021-08-28",5.3429
"2021-08-29",4.7207
"2021-08-30",0.8173
"2021-08-31",0
"2021-09-01",14.2819
"2021-09-02",23.9455
"2021-09-03",3.7785
"2021-09-04",0.4674
"2021-09-05",0
"2021-09-06",0.3766
"2021-09-07",0.3236
"2021-09-08",0
"2021-09-09",0
"2021-09-10",0.2282
"2021-09-11",0.4198
"2021-09-12",0
"2021-09-13",0
"2021-09-14",0
"2021-09-15",3.947
"2021-09-16",3.8302
"2021-09-17",3.6807
"2021-09-18",7.0512
"2021-09-19",0.893
"2021-09-20",0.0154
"2021-09-21",0.4698
"2021-09-22",0.3173
"2021-09-23",2.2418
"2021-09-24",0
"2021-09-25",0.3455
"2021-09-26",0.1815
"2021-09-27",0
"2021-09-28",3.2303
"2021-09-29",1.363
"2021-09-30",44.9034
"2021-10-01",19.0075
"2021-10-02",0
"2021-10-03",9.1095
"2021-10-04",30.3431
"2021-10-05",4.1754
"2021-10-06",1.2546
"2021-10-07",0.8952
"2021-10-08",0
"2021-10-09",14.3776
"2021-10-10",34.3594
"2021-10-11",5.7583
"2021-10-12",13.0809
"2021-10-13",0
"2021-10-14",1.2621
"2021-10-15",0.3799
"2021-10-16",0.0243
"2021-10-17",1.5693
"2021-10-18",0
"2021-10-19",3.663
"2021-10-20",0.1662
"2021-10-21",1.5201
"2021-10-22",1.5894
"2021-10-23",0.8899
"2021-10-24",19.6857
"2021-10-25",10.4132
"2021-10-26",11.5167
"2021-10-27",9.3856
"2021-10-28",19.4782
"2021-10-29",9.0851
"2021-10-30",16.7881
"2021-10-31",6.2459
"2021-11-01",7.2275
"2021-11-02",1.9234
"2021-11-03",21.7392
"2021-11-04",18.3089
"2021-11-05",8.7796
"2021-11-06",27.2958
"2021-11-07",29.8975
"2021-11-08",37.3137
"2021-11-09",29.0946
"2021-11-10",0.5483
"2021-11-11",0
"2021-11-12",8.5961
"2021-11-13",7.5875
"2021-11-14",9.6819
"2021-11-15",10.8304
"2021-11-16",0.6454
"2021-11-17",28.7075
"2021-11-18",1.1767
"2021-11-19",2.9679
"2021-11-20",0
"2021-11-21",0
"2021-11-22",10.9603
"2021-11-23",35.9989
"2021-11-24",40.5196
"2021-11-25",39.0242
"2021-11-26",5.6818
"2021-11-27",22.606
"2021-11-28",18.6083
"2021-11-29",8.5212
"2021-11-30",0
"2021-12-01",0
"2021-12-02",0
"2021-12-03",0
"2021-12-04",0
"2021-12-05",0
"2021-12-06",0
"2021-12-07",0
"2021-12-08",7.6506
"2021-12-09",0.0013
"2021-12-10",0.7434
"2021-12-11",0.0572
"2021-12-12",37.2529
"2021-12-13",32.0996
"2021-12-14",18.9013
"2021-12-15",3.357
"2021-12-16",0.4851
"2021-12-17",0.7617
"2021-12-18",25.1722
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",0
"2021-12-31",0.1795
"2022-01-01",3.1068
"2022-01-02",5.271
"2022-01-03",20.4902
"2022-01-04",0.0043
"2022-01-05",0.0918
"2022-01-06",0.0285
"2022-01-07",0.0225
"2022-01-08",11.3114
"2022-01-09",20.0061
"2022-01-10",5.9331
"2022-01-11",0
"2022-01-12",0
"2022-01-13",0
"2022-01-14",0
"2022-01-15",0
"2022-01-16",0
"2022-01-17",0
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0.0018
"2022-01-25",0
"2022-01-26",0
"2022-01-27",4.4581
"2022-01-28",0
"2022-01-29",0.0513
"2022-01-30",0.4745
"2022-01-31",2.7363
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0
"2022-02-04",0
"2022-02-05",0
"2022-02-06",1.164
"2022-02-07",15.2624
"2022-02-08",17.4519
"2022-02-09",4.0266
"2022-02-10",0.6547
"2022-02-11",57.6473
"2022-02-12",30.6378
"2022-02-13",23.3383
"2022-02-14",0.0786
"2022-02-15",1.3965
"2022-02-16",0
"2022-02-17",0
"2022-02-18",19.2402
"2022-02-19",23.642
"2022-02-20",0
"2022-02-21",0
"2022-02-22",0
"2022-02-23",0.26
"2022-02-24",0
"2022-02-25",0.6396
"2022-02-26",10.6108
"2022-02-27",0
"2022-02-28",0
"2022-03-01",0.0411
"2022-03-02",28.2521
"2022-03-03",18.7846
"2022-03-04",21.0055
"2022-03-05",0
"2022-03-06",0.1189
"2022-03-07",0
"2022-03-08",0
"2022-03-09",0
"2022-03-10",0
"2022-03-11",3.7688
"2022-03-12",5.1041
"2022-03-13",0
"2022-03-14",0.2624
"2022-03-15",1.3079
"2022-03-16",5.028
"2022-03-17",7.1239
"2022-03-18",1.5314
"2022-03-19",0.4683
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0
"2022-03-23",0
"2022-03-24",0
"2022-03-25",0
"2022-03-26",0
"2022-03-27",0
"2022-03-28",0
"2022-03-29",0
"2022-03-30",0
"2022-03-31",0
"2022-04-01",0
"2022-04-02",0.0211
"2022-04-03",0.0394
"2022-04-04",0
"2022-04-05",0.6553
"2022-04-06",6.0672
"2022-04-07",0.0506
"2022-04-08",7.1534
"2022-04-09",14.2996
"2022-04-10",22.4855
"2022-04-11",7.3284
"2022-04-12",10.0232
"2022-04-13",1.3468
"2022-04-14",2.5221
"2022-04-15",1.3411
"2022-04-16",3.7697
"2022-04-17",1.4137
"2022-04-18",1.3097
"2022-04-19",0.8696
"2022-04-20",0
"2022-04-21",0
"2022-04-22",3.4105
"2022-04-23",0.2801
"2022-04-24",0
"2022-04-25",0
"2022-04-26",0
"2022-04-27",0
"2022-04-28",0.7787
"2022-04-29",0.0238
"2022-04-30",0
"2022-05-01",0.1822
"2022-05-02",0.3333
"2022-05-03",0.4958
"2022-05-04",2.6026
"2022-05-05",2.8471
"2022-05-06",0.5686
"2022-05-07",1.1666
"2022-05-08",4.0296
"2022-05-09",0.2964
"2022-05-10",0.6054
"2022-05-11",0.0334
"2022-05-12",0
"2022-05-13",0.0892
"2022-05-14",0.0495
"2022-05-15",0.1914
"2022-05-16",0
"2022-05-17",0
"2022-05-18",0.0419
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0
"2022-05-24",0.2927
"2022-05-25",0.1703
"2022-05-26",0.4258
"2022-05-27",0.114
"2022-05-28",1.4109
"2022-05-29",0.6952
"2022-05-30",0.7751
"2022-05-31",1.5241
"2022-06-01",0.01
"2022-06-02",0
"2022-06-03",0.8415
"2022-06-04",0
"2022-06-05",0.0007
"2022-06-06",0.1341
"2022-06-07",0.9618
"2022-06-08",0
"2022-06-09",0.0199
"2022-06-10",0
"2022-06-11",0.897
"2022-06-12",0.6215
"2022-06-13",0
"2022-06-14",0.5473
"2022-06-15",0.2769
"2022-06-16",0.7431
"2022-06-17",0.6895
"2022-06-18",0.6148
"2022-06-19",0.7794
"2022-06-20",0.5697
"2022-06-21",0.0984
"2022-06-22",1.49
"2022-06-23",0.0061
"2022-06-24",0
"2022-06-25",0
"2022-06-26",0
"2022-06-27",0
"2022-06-28",0.0018
"2022-06-29",0
"2022-06-30",0.0478
"2022-07-01",0
"2022-07-02",0.493
"2022-07-03",1.977
"2022-07-04",0.0029
"2022-07-05",0.936
"2022-07-06",0
"2022-07-07",0.5467
"2022-07-08",0
"2022-07-09",0
"2022-07-10",3.3332
"2022-07-11",0.7763
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0
"2022-07-15",0
"2022-07-16",0.1886
"2022-07-17",0.0084
"2022-07-18",0
"2022-07-19",0
"2022-07-20",0.2475
"2022-07-21",4.5266
"2022-07-22",1.3127
"2022-07-23",2.7297
"2022-07-24",13.6076
"2022-07-25",13.8496
"2022-07-26",0.0143
"2022-07-27",8.5618
"2022-07-28",13.7679
"2022-07-29",4.4248
"2022-07-30",3.587
"2022-07-31",4.8266
"2022-08-01",17.6459
"2022-08-02",1.8231
"2022-08-03",16.6499
"2022-08-04",11.6079
"2022-08-05",4.779
"2022-08-06",3.7617
"2022-08-07",0.6754
"2022-08-08",0
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",1.2453
"2022-08-13",0
"2022-08-14",0
"2022-08-15",0.0061
"2022-08-16",0.1088
"2022-08-17",0.0072
"2022-08-18",0.0216
"2022-08-19",0.0857
"2022-08-20",0
"2022-08-21",0
"2022-08-22",0
"2022-08-23",0
"2022-08-24",8.5798
"2022-08-25",3.7162
"2022-08-26",19.7445
"2022-08-27",2.4275
"2022-08-28",3.1999
"2022-08-29",7.7173
"2022-08-30",2.72
"2022-08-31",34.1944
"2022-09-01",6.3682
"2022-09-02",0.2397
"2022-09-03",1.6707
"2022-09-04",1.5108
"2022-09-05",19.3951
"2022-09-06",3.9075
"2022-09-07",0.1452
"2022-09-08",2.6031
"2022-09-09",0.0001
"2022-09-10",0
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0
"2022-09-15",0
"2022-09-16",0
"2022-09-17",0
"2022-09-18",0
"2022-09-19",0.3874
"2022-09-20",0
"2022-09-21",0
"2022-09-22",0
"2022-09-23",0
"2022-09-24",0
"2022-09-25",0
"2022-09-26",2.0812
"2022-09-27",3.2476
"2022-09-28",2.8683
"2022-09-29",1.5127
"2022-09-30",0.6805
"2022-10-01",7.2987
"2022-10-02",0.0956
"2022-10-03",6.5181
"2022-10-04",8.6198
"2022-10-05",3.0507
"2022-10-06",1.4301
"2022-10-07",9.2432
"2022-10-08",2.3
"2022-10-09",0.9747
"2022-10-10",0.0127
"2022-10-11",0.673
"2022-10-12",4.0488
"2022-10-13",6.0964
"2022-10-14",13.3849
"2022-10-15",11.0929
"2022-10-16",5.0193
"2022-10-17",12.4119
"2022-10-18",0.1001
"2022-10-19",16.7739
"2022-10-20",24.617
"2022-10-21",22.8027
"2022-10-22",3.0931
"2022-10-23",5.2463
"2022-10-24",11.6831
"2022-10-25",19.8979
"2022-10-26",2.6436
"2022-10-27",0
"2022-10-28",0
"2022-10-29",0
"2022-10-30",6.3668
"2022-10-31",15.5737
"2022-11-01",26.4727
"2022-11-02",15.2122
"2022-11-03",27.5086
"2022-11-04",42.3708
"2022-11-05",7.2334
"2022-11-06",0
"2022-11-07",10.5928
"2022-11-08",31.3667
"2022-11-09",27.3036
"2022-11-10",27.1523
"2022-11-11",6.1052
"2022-11-12",14.6041
"2022-11-13",20.6536
"2022-11-14",19.9298
"2022-11-15",3.3133
"2022-11-16",0
"2022-11-17",0
"2022-11-18",0.2693
"2022-11-19",12.4551
"2022-11-20",0.3053
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0
"2022-11-26",0
"2022-11-27",0
"2022-11-28",0
"2022-11-29",0
"2022-11-30",0
"2022-12-01",1.7407
"2022-12-02",9.4961
"2022-12-03",8.3288
"2022-12-04",20.9631
"2022-12-05",14.4759
"2022-12-06",22.7057
"2022-12-07",31.012
"2022-12-08",31.012
"2022-12-09",14.9784
"2022-12-10",0.2758
"2022-12-11",0
"2022-12-12",2.5767
"2022-12-13",0
"2022-12-14",0.2503
"2022-12-15",0
"2022-12-16",0
"2022-12-17",16.5832
"2022-12-18",33.2647
"2022-12-19",33.4572
"2022-12-20",49.9633
"2022-12-21",34.5339
"2022-12-22",0.2272
"2022-12-23",0
"2022-12-24",35.0638
"2022-12-25",75.6265
"2022-12-26",0
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",2.3187
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",4.4633
"2023-01-06",0.3192
"2023-01-07",0.9398
"2023-01-08",0.407
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0.2031
"2023-01-13",0
"2023-01-14",0
"2023-01-15",0.9428
"2023-01-16",0.2548
"2023-01-17",1.7595
"2023-01-18",0
"2023-01-19",0
"2023-01-20",0
"2023-01-21",70.914
"2023-01-22",3.1685
"2023-01-23",5.8859
"2023-01-24",0
"2023-01-25",0
"2023-01-26",10.9806
"2023-01-27",25.8554
"2023-01-28",0
"2023-01-29",0.2223
"2023-01-30",21.9857
"2023-01-31",40.1487
"2023-02-01",0.9081
"2023-02-02",2.4026
"2023-02-03",0
"2023-02-04",17.9161
"2023-02-05",48.0116
"2023-02-06",14.9491
"2023-02-07",0.152
"2023-02-08",0
"2023-02-09",0
"2023-02-10",0.3818
"2023-02-11",0.4945
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0.0964
"2023-02-19",11.8887
"2023-02-20",10.8658
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",0.0286
"2023-02-25",0
"2023-02-26",0
"2023-02-27",15.9522
"2023-02-28",32.8781
"2023-03-01",0.266
"2023-03-02",8.6574
"2023-03-03",4.619
"2023-03-04",10.4648
"2023-03-05",1.3118
"2023-03-06",0.0095
"2023-03-07",0
"2023-03-08",0
"2023-03-09",0.1884
"2023-03-10",3.1501
"2023-03-11",7.8732
"2023-03-12",8.3457
"2023-03-13",0.1087
"2023-03-14",5.6213
"2023-03-15",9.9699
"2023-03-16",23.2939
"2023-03-17",0
"2023-03-18",11.6288
"2023-03-19",33.3207
"2023-03-20",17.3055
"2023-03-21",0.4523
"2023-03-22",0
"2023-03-23",0
"2023-03-24",0
"2023-03-25",0
"2023-03-26",0
"2023-03-27",0
"2023-03-28",0
"2023-03-29",2.4697
"2023-03-30",0
"2023-03-31",0
"2023-04-01",0.1431
"2023-04-02",0
"2023-04-03",0
"2023-04-04",0.1559
"2023-04-05",0
"2023-04-06",0
"2023-04-07",0
"2023-04-08",0.9362
"2023-04-09",0
"2023-04-10",0
"2023-04-11",0
"2023-04-12",0
"2023-04-13",0
"2023-04-14",0.0369
"2023-04-15",2.5101
"2023-04-16",3.3201
"2023-04-17",0
"2023-04-18",0
"2023-04-19",0
"2023-04-20",3.0076
"2023-04-21",5.2541
"2023-04-22",3.5923
"2023-04-23",1.3785
"2023-04-24",5.0622
"2023-04-25",5.2038
"2023-04-26",7.8371
"2023-04-27",1.436
"2023-04-28",6.8542
