,"(mm) Precipitation (CHIRPS) at Galle, 2007-01-01 to 2025-12-31"
"2019-10-25",11.7936
"2019-10-26",22.9971
"2019-10-27",26.1534
"2019-10-28",48.291
"2019-10-29",48.2289
"2019-10-30",3.1197
"2019-10-31",7.9296
"2019-11-01",7.3618
"2019-11-02",7.2525
"2019-11-03",10.0751
"2019-11-04",2.9498
"2019-11-05",10.0568
"2019-11-06",0
"2019-11-07",0
"2019-11-08",0.609
"2019-11-09",12.4415
"2019-11-10",46.024
"2019-11-11",6.4831
"2019-11-12",2.5014
"2019-11-13",1.4778
"2019-11-14",7.4242
"2019-11-15",25.908
"2019-11-16",17.2277
"2019-11-17",3.6119
"2019-11-18",19.0538
"2019-11-19",18.7685
"2019-11-20",17.2011
"2019-11-21",3.6144
"2019-11-22",10.7623
"2019-11-23",11.469
"2019-11-24",8.6011
"2019-11-25",11.2988
"2019-11-26",1.9431
"2019-11-27",2.6477
"2019-11-28",28.1355
"2019-11-29",21.1358
"2019-11-30",34.5108
"2019-12-01",15.8394
"2019-12-02",18.4717
"2019-12-03",7.742
"2019-12-04",40.723
"2019-12-05",3.1591
"2019-12-06",0
"2019-12-07",0.0859
"2019-12-08",1.7854
"2019-12-09",0.7144
"2019-12-10",8.7697
"2019-12-11",4.4774
"2019-12-12",1.2515
"2019-12-13",1.3553
"2019-12-14",11.5785
"2019-12-15",0.7374
"2019-12-16",2.9433
"2019-12-17",14.8891
"2019-12-18",16.6873
"2019-12-19",9.9565
"2019-12-20",6.3857
"2019-12-21",3.0737
"2019-12-22",11.2859
"2019-12-23",26.1773
"2019-12-24",5.8084
"2019-12-25",16.3931
"2019-12-26",4.381
"2019-12-27",0
"2019-12-28",7.0692
"2019-12-29",0
"2019-12-30",0
"2019-12-31",0.2851
"2020-01-01",0
"2020-01-02",18.4185
"2020-01-03",0
"2020-01-04",4.377
"2020-01-05",2.5708
"2020-01-06",0
"2020-01-07",0
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",0.0368
"2020-01-12",0
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",3.7344
"2020-01-18",0.9409
"2020-01-19",31.923
"2020-01-20",4.7913
"2020-01-21",2.9196
"2020-01-22",1.9416
"2020-01-23",0
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0
"2020-01-27",0.1774
"2020-01-28",0
"2020-01-29",0
"2020-01-30",0
"2020-01-31",0
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0
"2020-02-04",0
"2020-02-05",3.8456
"2020-02-06",0
"2020-02-07",1.6117
"2020-02-08",0
"2020-02-09",0
"2020-02-10",0
"2020-02-11",0
"2020-02-12",0
"2020-02-13",19.9202
"2020-02-14",0
"2020-02-15",11.1565
"2020-02-16",0
"2020-02-17",0.1924
"2020-02-18",0
"2020-02-19",0
"2020-02-20",0
"2020-02-21",0
"2020-02-22",1.9702
"2020-02-23",0
"2020-02-24",0
"2020-02-25",0
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
"2020-03-05",5.9902
"2020-03-06",7.4423
"2020-03-07",0
"2020-03-08",0
"2020-03-09",0
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",14.0662
"2020-03-17",2.7012
"2020-03-18",1.4522
"2020-03-19",3.7965
"2020-03-20",6.4719
"2020-03-21",0.6851
"2020-03-22",0.0185
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",0
"2020-03-27",2.1078
"2020-03-28",0
"2020-03-29",0
"2020-03-30",21.2965
"2020-03-31",0.4359
"2020-04-01",0.4598
"2020-04-02",0
"2020-04-03",0
"2020-04-04",14.1092
"2020-04-05",0
"2020-04-06",0.298
"2020-04-07",5.5682
"2020-04-08",11.8506
"2020-04-09",5.927
"2020-04-10",2.203
"2020-04-11",1.4522
"2020-04-12",17.4007
"2020-04-13",7.1047
"2020-04-14",1.0798
"2020-04-15",0.0168
"2020-04-16",0.6844
"2020-04-17",4.4449
"2020-04-18",4.2733
"2020-04-19",5.7181
"2020-04-20",2.4425
"2020-04-21",16.712
"2020-04-22",20.2761
"2020-04-23",13.8369
"2020-04-24",2.2042
"2020-04-25",8.5463
"2020-04-26",0
"2020-04-27",18.5202
"2020-04-28",26.2802
"2020-04-29",18.387
"2020-04-30",8.2974
"2020-05-01",7.743
"2020-05-02",1.0063
"2020-05-03",15.7979
"2020-05-04",4.4554
"2020-05-05",21.0288
"2020-05-06",20.9499
"2020-05-07",10.1714
"2020-05-08",0.2772
"2020-05-09",14.0865
"2020-05-10",14.7356
"2020-05-11",29.7702
"2020-05-12",23.8397
"2020-05-13",33.0003
"2020-05-14",18.026
"2020-05-15",61.5344
"2020-05-16",57.1477
"2020-05-17",31.293
"2020-05-18",30.5868
"2020-05-19",35.1014
"2020-05-20",0.4255
"2020-05-21",13.6357
"2020-05-22",8.5815
"2020-05-23",6.3006
"2020-05-24",8.0537
"2020-05-25",8.8378
"2020-05-26",20.6215
"2020-05-27",29.3826
"2020-05-28",3.3132
"2020-05-29",5.7179
"2020-05-30",0
"2020-05-31",0
"2020-06-01",0.3491
"2020-06-02",0.5628
"2020-06-03",0.0072
"2020-06-04",1.2645
"2020-06-05",3.5729
"2020-06-06",12.2098
"2020-06-07",34.1124
"2020-06-08",2.7589
"2020-06-09",4.9879
"2020-06-10",7.4024
"2020-06-11",2.967
"2020-06-12",3.9581
"2020-06-13",2.6366
"2020-06-14",2.6057
"2020-06-15",1.941
"2020-06-16",9.472
"2020-06-17",2.9274
"2020-06-18",0
"2020-06-19",0.3266
"2020-06-20",3.3672
"2020-06-21",3.1136
"2020-06-22",0
"2020-06-23",28.1209
"2020-06-24",42.8577
"2020-06-25",37.4992
"2020-06-26",24.8193
"2020-06-27",2.6461
"2020-06-28",0
"2020-06-29",18.9367
"2020-06-30",15.0869
"2020-07-01",0
"2020-07-02",3.5803
"2020-07-03",22.2761
"2020-07-04",0.189
"2020-07-05",0
"2020-07-06",2.851
"2020-07-07",0
"2020-07-08",12.2816
"2020-07-09",8.3538
"2020-07-10",17.2205
"2020-07-11",8.7584
"2020-07-12",0.6979
"2020-07-13",28.2395
"2020-07-14",10.9943
"2020-07-15",7.9454
"2020-07-16",25.1987
"2020-07-17",12.7819
"2020-07-18",8.3404
"2020-07-19",17.3086
"2020-07-20",28.483
"2020-07-21",0
"2020-07-22",5.1423
"2020-07-23",40.8536
"2020-07-24",0
"2020-07-25",2.9162
"2020-07-26",3.2974
"2020-07-27",15.092
"2020-07-28",25.7616
"2020-07-29",0.3076
"2020-07-30",0
"2020-07-31",0
"2020-08-01",23.1554
"2020-08-02",15.6237
"2020-08-03",39.6434
"2020-08-04",8.1621
"2020-08-05",13.9712
"2020-08-06",54.8068
"2020-08-07",0
"2020-08-08",27.6495
"2020-08-09",12.8457
"2020-08-10",0
"2020-08-11",11.9664
"2020-08-12",0
"2020-08-13",0.4437
"2020-08-14",0
"2020-08-15",0.0658
"2020-08-16",2.9719
"2020-08-17",0
"2020-08-18",0
"2020-08-19",0
"2020-08-20",0
"2020-08-21",0
"2020-08-22",0
"2020-08-23",0
"2020-08-24",0
"2020-08-25",0.1625
"2020-08-26",1.3185
"2020-08-27",0
"2020-08-28",0
"2020-08-29",0
"2020-08-30",12.6296
"2020-08-31",14.8792
"2020-09-01",61.2274
"2020-09-02",20.018
"2020-09-03",0
"2020-09-04",0
"2020-09-05",0.4677
"2020-09-06",49.2825
"2020-09-07",0.236
"2020-09-08",61.5025
"2020-09-09",0.0829
"2020-09-10",6.3861
"2020-09-11",20.848
"2020-09-12",18.0408
"2020-09-13",8.4416
"2020-09-14",17.4116
"2020-09-15",4.2188
"2020-09-16",9.4243
"2020-09-17",21.7111
"2020-09-18",22.3974
"2020-09-19",22.6206
"2020-09-20",21.2025
"2020-09-21",2.7718
"2020-09-22",10.6128
"2020-09-23",0
"2020-09-24",56.9161
"2020-09-25",25.4432
"2020-09-26",0
"2020-09-27",0.9005
"2020-09-28",11.4214
"2020-09-29",65.4039
"2020-09-30",28.005
"2020-10-01",0
"2020-10-02",0
"2020-10-03",0
"2020-10-04",0
"2020-10-05",0
"2020-10-06",7.9365
"2020-10-07",0
"2020-10-08",1.3888
"2020-10-09",5.1839
"2020-10-10",20.3263
"2020-10-11",5.514
"2020-10-12",6.3586
"2020-10-13",35.2742
"2020-10-14",5.2296
"2020-10-15",16.2036
"2020-10-16",0.0512
"2020-10-17",0.4705
"2020-10-18",0.9273
"2020-10-19",0.2455
"2020-10-20",0
"2020-10-21",0
"2020-10-22",0
"2020-10-23",0
"2020-10-24",0
"2020-10-25",1.3723
"2020-10-26",3.3001
"2020-10-27",4.2473
"2020-10-28",3.8665
"2020-10-29",2.2358
"2020-10-30",1.6569
"2020-10-31",1.628
"2020-11-01",0.059
"2020-11-02",5.9642
"2020-11-03",10.3849
"2020-11-04",12.3862
"2020-11-05",15.7114
"2020-11-06",6.8458
"2020-11-07",10.8588
"2020-11-08",15.1182
"2020-11-09",25.1414
"2020-11-10",19.9449
"2020-11-11",12.2757
"2020-11-12",5.0885
"2020-11-13",18.0287
"2020-11-14",17.043
"2020-11-15",9.9696
"2020-11-16",24.1445
"2020-11-17",12.0526
"2020-11-18",6.5359
"2020-11-19",12.113
"2020-11-20",11.2425
"2020-11-21",13.9983
"2020-11-22",1.7644
"2020-11-23",2.7325
"2020-11-24",0.0274
"2020-11-25",4.1362
"2020-11-26",0
"2020-11-27",0.012
"2020-11-28",0
"2020-11-29",5.0663
"2020-11-30",14.5844
"2020-12-01",8.9658
"2020-12-02",2.7183
"2020-12-03",0.2949
"2020-12-04",0
"2020-12-05",0.7993
"2020-12-06",3.3808
"2020-12-07",11.6212
"2020-12-08",7.6809
"2020-12-09",0
"2020-12-10",12.54
"2020-12-11",7.1295
"2020-12-12",8.1426
"2020-12-13",0.1862
"2020-12-14",0.8006
"2020-12-15",0
"2020-12-16",0
"2020-12-17",0.0298
"2020-12-18",12.3111
"2020-12-19",12.9354
"2020-12-20",4.8989
"2020-12-21",3.5227
"2020-12-22",11.8339
"2020-12-23",8.5872
"2020-12-24",13.7707
"2020-12-25",0
"2020-12-26",0
"2020-12-27",1.0566
"2020-12-28",20.8459
"2020-12-29",0.6941
"2020-12-30",0
"2020-12-31",10.2199
"2021-01-01",9.2896
"2021-01-02",0.365
"2021-01-03",2.4238
"2021-01-04",16.8924
"2021-01-05",2.2636
"2021-01-06",5.0374
"2021-01-07",3.7717
"2021-01-08",7.0232
"2021-01-09",8.5516
"2021-01-10",11.9412
"2021-01-11",10.579
"2021-01-12",28.664
"2021-01-13",16.3597
"2021-01-14",3.2138
"2021-01-15",4.4594
"2021-01-16",30.8526
"2021-01-17",9.4414
"2021-01-18",6.8415
"2021-01-19",0.8664
"2021-01-20",0
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",0
"2021-01-28",0
"2021-01-29",8.3465
"2021-01-30",11.1214
"2021-01-31",8.0104
"2021-02-01",0
"2021-02-02",8.8312
"2021-02-03",18.3235
"2021-02-04",0.9143
"2021-02-05",1.3098
"2021-02-06",15.2951
"2021-02-07",3.3848
"2021-02-08",5.172
"2021-02-09",0
"2021-02-10",0.4677
"2021-02-11",0
"2021-02-12",0
"2021-02-13",1.2394
"2021-02-14",1.1962
"2021-02-15",0
"2021-02-16",0
"2021-02-17",0
"2021-02-18",0
"2021-02-19",0
"2021-02-20",0.528
"2021-02-21",5.3786
"2021-02-22",1.2989
"2021-02-23",8.7745
"2021-02-24",15.323
"2021-02-25",0.0255
"2021-02-26",0.019
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0
"2021-03-06",16.991
"2021-03-07",14.145
"2021-03-08",19.8054
"2021-03-09",3.1845
"2021-03-10",7.5014
"2021-03-11",5.8552
"2021-03-12",1.0025
"2021-03-13",21.6574
"2021-03-14",23.4446
"2021-03-15",0.7291
"2021-03-16",2.153
"2021-03-17",8.1193
"2021-03-18",11.0282
"2021-03-19",0.105
"2021-03-20",1.6278
"2021-03-21",6.6268
"2021-03-22",3.658
"2021-03-23",6.6129
"2021-03-24",8.5263
"2021-03-25",6.6629
"2021-03-26",17.8093
"2021-03-27",10.2866
"2021-03-28",20.2358
"2021-03-29",8.6644
"2021-03-30",0
"2021-03-31",0
"2021-04-01",7.215
"2021-04-02",0.0211
"2021-04-03",0
"2021-04-04",0
"2021-04-05",0
"2021-04-06",7.3351
"2021-04-07",2.9815
"2021-04-08",1.1872
"2021-04-09",0
"2021-04-10",0
"2021-04-11",3.7813
"2021-04-12",7.747
"2021-04-13",6.7048
"2021-04-14",11.6155
"2021-04-15",4.0463
"2021-04-16",12.4259
"2021-04-17",17.8085
"2021-04-18",0
"2021-04-19",2.9672
"2021-04-20",3.8138
"2021-04-21",10.0459
"2021-04-22",14.4962
"2021-04-23",6.2309
"2021-04-24",21.98
"2021-04-25",6.0624
"2021-04-26",2.1686
"2021-04-27",0
"2021-04-28",2.0837
"2021-04-29",13.9822
"2021-04-30",30.6264
"2021-05-01",19.2166
"2021-05-02",27.8782
"2021-05-03",38.3847
"2021-05-04",15.0613
"2021-05-05",14.8018
"2021-05-06",29.3699
"2021-05-07",16.9975
"2021-05-08",21.8886
"2021-05-09",24.0188
"2021-05-10",13.2666
"2021-05-11",19.2174
"2021-05-12",31.4594
"2021-05-13",81.3762
"2021-05-14",18.413
"2021-05-15",14.15
"2021-05-16",0
"2021-05-17",0
"2021-05-18",12.3807
"2021-05-19",0
"2021-05-20",10.7217
"2021-05-21",46.7314
"2021-05-22",13.8858
"2021-05-23",54.9759
"2021-05-24",62.5482
"2021-05-25",21.7223
"2021-05-26",9.6862
"2021-05-27",0
"2021-05-28",0.0754
"2021-05-29",0
"2021-05-30",0
"2021-05-31",4.3653
"2021-06-01",0
"2021-06-02",59.4042
"2021-06-03",40.5722
"2021-06-04",40.7605
"2021-06-05",19.3175
"2021-06-06",0
"2021-06-07",15.0395
"2021-06-08",43.576
"2021-06-09",22.0833
"2021-06-10",0
"2021-06-11",0
"2021-06-12",2.3441
"2021-06-13",57.9837
"2021-06-14",6.2679
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",0
"2021-06-22",6.0982
"2021-06-23",8.5444
"2021-06-24",0
"2021-06-25",0.0162
"2021-06-26",48.9977
"2021-06-27",0.215
"2021-06-28",0
"2021-06-29",1.3628
"2021-06-30",0
"2021-07-01",31.5514
"2021-07-02",0.2659
"2021-07-03",0
"2021-07-04",21.7491
"2021-07-05",17.2564
"2021-07-06",8.5254
"2021-07-07",20.9601
"2021-07-08",10.4368
"2021-07-09",73.8023
"2021-07-10",22.4324
"2021-07-11",15.9929
"2021-07-12",0
"2021-07-13",0
"2021-07-14",0.2553
"2021-07-15",29.1225
"2021-07-16",3.3567
"2021-07-17",17.6616
"2021-07-18",12.3676
"2021-07-19",0
"2021-07-20",0
"2021-07-21",1.3063
"2021-07-22",66.2548
"2021-07-23",19.9743
"2021-07-24",1.8477
"2021-07-25",0
"2021-07-26",8.6491
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",2.7311
"2021-08-01",0
"2021-08-02",0.1378
"2021-08-03",0
"2021-08-04",0
"2021-08-05",0
"2021-08-06",5.0359
"2021-08-07",19.0179
"2021-08-08",6.0252
"2021-08-09",0
"2021-08-10",0
"2021-08-11",19.1244
"2021-08-12",0
"2021-08-13",15.2112
"2021-08-14",0.8252
"2021-08-15",11.2548
"2021-08-16",0.0011
"2021-08-17",0.9865
"2021-08-18",0
"2021-08-19",0.0611
"2021-08-20",0.7674
"2021-08-21",23.2517
"2021-08-22",29.22
"2021-08-23",0.0364
"2021-08-24",0
"2021-08-25",10.4722
"2021-08-26",49.7002
"2021-08-27",11.6206
"2021-08-28",43.0946
"2021-08-29",13.2999
"2021-08-30",2.2311
"2021-08-31",0
"2021-09-01",38.9199
"2021-09-02",34.937
"2021-09-03",15.5504
"2021-09-04",3.2452
"2021-09-05",2.1749
"2021-09-06",1.1391
"2021-09-07",1.1906
"2021-09-08",0
"2021-09-09",1.004
"2021-09-10",0
"2021-09-11",9.8282
"2021-09-12",0
"2021-09-13",0
"2021-09-14",0.7234
"2021-09-15",7.7408
"2021-09-16",1.8042
"2021-09-17",4.431
"2021-09-18",0
"2021-09-19",11.3507
"2021-09-20",17.7647
"2021-09-21",0.7193
"2021-09-22",20.041
"2021-09-23",2.7611
"2021-09-24",20.8899
"2021-09-25",12.3991
"2021-09-26",37.8089
"2021-09-27",0
"2021-09-28",7.4212
"2021-09-29",10.6694
"2021-09-30",26.0048
"2021-10-01",44.9666
"2021-10-02",10.0649
"2021-10-03",6.4548
"2021-10-04",40.9259
"2021-10-05",52.3936
"2021-10-06",1.4898
"2021-10-07",0
"2021-10-08",0
"2021-10-09",11.7493
"2021-10-10",4.0196
"2021-10-11",7.8322
"2021-10-12",0
"2021-10-13",0
"2021-10-14",1.6086
"2021-10-15",0
"2021-10-16",2.1204
"2021-10-17",3.5145
"2021-10-18",0
"2021-10-19",16.2442
"2021-10-20",21.2755
"2021-10-21",8.4989
"2021-10-22",12.1088
"2021-10-23",0
"2021-10-24",6.5042
"2021-10-25",30.8671
"2021-10-26",44.5457
"2021-10-27",6.2321
"2021-10-28",25.243
"2021-10-29",17.3102
"2021-10-30",18.8146
"2021-10-31",22.6925
"2021-11-01",34.83
"2021-11-02",4.9219
"2021-11-03",36.1353
"2021-11-04",9.5115
"2021-11-05",11.5211
"2021-11-06",45.4667
"2021-11-07",30.69
"2021-11-08",16.3255
"2021-11-09",15.8212
"2021-11-10",0.7948
"2021-11-11",0
"2021-11-12",0
"2021-11-13",0.5486
"2021-11-14",5.3553
"2021-11-15",29.6616
"2021-11-16",6.9348
"2021-11-17",17.9671
"2021-11-18",2.748
"2021-11-19",9.2866
"2021-11-20",0
"2021-11-21",0
"2021-11-22",0
"2021-11-23",22.8114
"2021-11-24",31.384
"2021-11-25",25.3583
"2021-11-26",9.0366
"2021-11-27",19.396
"2021-11-28",13.5964
"2021-11-29",17.6744
"2021-11-30",9.2628
"2021-12-01",4.7267
"2021-12-02",5.7671
"2021-12-03",15.6368
"2021-12-04",15.6428
"2021-12-05",18.5371
"2021-12-06",7.5004
"2021-12-07",0
"2021-12-08",15.1838
"2021-12-09",7.368
"2021-12-10",0
"2021-12-11",18.3834
"2021-12-12",6.5985
"2021-12-13",20.5935
"2021-12-14",2.6836
"2021-12-15",10.0596
"2021-12-16",4.3249
"2021-12-17",2.4665
"2021-12-18",14.5399
"2021-12-19",0
"2021-12-20",0.8419
"2021-12-21",0.0188
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",0
"2021-12-31",5.7674
"2022-01-01",0.0549
"2022-01-02",8.6633
"2022-01-03",2.6545
"2022-01-04",5.7812
"2022-01-05",9.6841
"2022-01-06",0
"2022-01-07",1.4999
"2022-01-08",3.6991
"2022-01-09",14.5818
"2022-01-10",4.3904
"2022-01-11",0.509
"2022-01-12",3.8633
"2022-01-13",0
"2022-01-14",0
"2022-01-15",5.1775
"2022-01-16",17.0446
"2022-01-17",13.4766
"2022-01-18",0
"2022-01-19",3.8811
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0
"2022-01-25",0
"2022-01-26",0
"2022-01-27",0
"2022-01-28",0
"2022-01-29",0
"2022-01-30",0
"2022-01-31",2.5265
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0
"2022-02-04",0
"2022-02-05",1.3092
"2022-02-06",0.5157
"2022-02-07",0.2916
"2022-02-08",2.3176
"2022-02-09",0
"2022-02-10",9.4252
"2022-02-11",7.9639
"2022-02-12",22.1199
"2022-02-13",13.6732
"2022-02-14",24.624
"2022-02-15",1.3906
"2022-02-16",0
"2022-02-17",0
"2022-02-18",0.7571
"2022-02-19",4.2226
"2022-02-20",0
"2022-02-21",0
"2022-02-22",7.295
"2022-02-23",6.6102
"2022-02-24",15.1048
"2022-02-25",4.8128
"2022-02-26",14.8236
"2022-02-27",0
"2022-02-28",0
"2022-03-01",1.513
"2022-03-02",3.8947
"2022-03-03",1.7877
"2022-03-04",4.705
"2022-03-05",3.5529
"2022-03-06",0.9731
"2022-03-07",0.3202
"2022-03-08",32.1138
"2022-03-09",2.7246
"2022-03-10",2.4534
"2022-03-11",12.7472
"2022-03-12",6.9993
"2022-03-13",0.6742
"2022-03-14",0
"2022-03-15",12.2588
"2022-03-16",9.0492
"2022-03-17",22.5775
"2022-03-18",4.6299
"2022-03-19",0
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0
"2022-03-23",1.2586
"2022-03-24",0
"2022-03-25",0
"2022-03-26",0
"2022-03-27",0.3147
"2022-03-28",0
"2022-03-29",25.3076
"2022-03-30",9.1498
"2022-03-31",4.5504
"2022-04-01",0
"2022-04-02",2.9928
"2022-04-03",5.8573
"2022-04-04",12.5063
"2022-04-05",8.779
"2022-04-06",28.1191
"2022-04-07",15.4557
"2022-04-08",23.8751
"2022-04-09",5.9903
"2022-04-10",54.4112
"2022-04-11",11.7559
"2022-04-12",12.4268
"2022-04-13",16.1063
"2022-04-14",0
"2022-04-15",1.0677
"2022-04-16",0.0018
"2022-04-17",0
"2022-04-18",0.3014
"2022-04-19",6.8297
"2022-04-20",19.3557
"2022-04-21",5.1594
"2022-04-22",13.8783
"2022-04-23",6.0882
"2022-04-24",18.6308
"2022-04-25",16.4061
"2022-04-26",7.2418
"2022-04-27",18.343
"2022-04-28",13.5132
"2022-04-29",11.1252
"2022-04-30",11.8222
"2022-05-01",54.7719
"2022-05-02",7.9446
"2022-05-03",22.5939
"2022-05-04",10.917
"2022-05-05",26.9857
"2022-05-06",1.9036
"2022-05-07",12.0979
"2022-05-08",13.5733
"2022-05-09",19.7759
"2022-05-10",13.5246
"2022-05-11",6.9172
"2022-05-12",16.0827
"2022-05-13",73.7067
"2022-05-14",29.9225
"2022-05-15",20.1129
"2022-05-16",0
"2022-05-17",0
"2022-05-18",5.5246
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",19.2061
"2022-05-24",27.1612
"2022-05-25",0
"2022-05-26",25.3904
"2022-05-27",13.1384
"2022-05-28",3.9292
"2022-05-29",37.4716
"2022-05-30",106.4891
"2022-05-31",85.7611
"2022-06-01",0
"2022-06-02",18.0871
"2022-06-03",4.7394
"2022-06-04",0
"2022-06-05",18.113
"2022-06-06",16.4912
"2022-06-07",2.4145
"2022-06-08",3.4665
"2022-06-09",3.6906
"2022-06-10",0
"2022-06-11",10.8578
"2022-06-12",7.8699
"2022-06-13",7.7025
"2022-06-14",1.7866
"2022-06-15",14.1819
"2022-06-16",16.1304
"2022-06-17",10.7534
"2022-06-18",10.9268
"2022-06-19",8.978
"2022-06-20",10.8946
"2022-06-21",9.4366
"2022-06-22",8.5565
"2022-06-23",6.9461
"2022-06-24",6.383
"2022-06-25",8.8949
"2022-06-26",0.3398
"2022-06-27",0.0691
"2022-06-28",0
"2022-06-29",0.3261
"2022-06-30",3.7744
"2022-07-01",0
"2022-07-02",11.3762
"2022-07-03",6.7436
"2022-07-04",7.8372
"2022-07-05",1.1257
"2022-07-06",0
"2022-07-07",0
"2022-07-08",0
"2022-07-09",0
"2022-07-10",2.866
"2022-07-11",0.0421
"2022-07-12",0
"2022-07-13",0
"2022-07-14",1.0986
"2022-07-15",0
"2022-07-16",0
"2022-07-17",10.7983
"2022-07-18",4.8381
"2022-07-19",13.3629
"2022-07-20",7.0998
"2022-07-21",20.5848
"2022-07-22",0.1965
"2022-07-23",0
"2022-07-24",0.7146
"2022-07-25",29.9931
"2022-07-26",16.4954
"2022-07-27",33.7455
"2022-07-28",5.2942
"2022-07-29",13.4801
"2022-07-30",18.1964
"2022-07-31",48.589
"2022-08-01",49.119
"2022-08-02",0
"2022-08-03",28.0952
"2022-08-04",6.8358
"2022-08-05",7.6123
"2022-08-06",0
"2022-08-07",0.0014
"2022-08-08",0
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",0
"2022-08-13",0
"2022-08-14",2.6699
"2022-08-15",2.854
"2022-08-16",0
"2022-08-17",0
"2022-08-18",0
"2022-08-19",0
"2022-08-20",0
"2022-08-21",0
"2022-08-22",0
"2022-08-23",0
"2022-08-24",7.5997
"2022-08-25",33.9225
"2022-08-26",40.8789
"2022-08-27",2.7048
"2022-08-28",0.7069
"2022-08-29",0
"2022-08-30",55.745
"2022-08-31",51.0362
"2022-09-01",1.2014
"2022-09-02",0
"2022-09-03",0.6709
"2022-09-04",24.4977
"2022-09-05",42.3541
"2022-09-06",1.7835
"2022-09-07",5.0742
"2022-09-08",22.0155
"2022-09-09",8.8586
"2022-09-10",0
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0
"2022-09-15",0
"2022-09-16",0
"2022-09-17",0
"2022-09-18",0
"2022-09-19",0
"2022-09-20",0.9648
"2022-09-21",0
"2022-09-22",0
"2022-09-23",1.9292
"2022-09-24",0
"2022-09-25",3.7813
"2022-09-26",3.5267
"2022-09-27",2.9718
"2022-09-28",3.3687
"2022-09-29",4.0279
"2022-09-30",6.8716
"2022-10-01",0.5134
"2022-10-02",0
"2022-10-03",0
"2022-10-04",2.4769
"2022-10-05",20.8943
"2022-10-06",0.0022
"2022-10-07",13.7773
"2022-10-08",0
"2022-10-09",6.4646
"2022-10-10",4.4365
"2022-10-11",9.7378
"2022-10-12",35.9479
"2022-10-13",59.799
"2022-10-14",48.3007
"2022-10-15",33.8512
"2022-10-16",11.8039
"2022-10-17",26.075
"2022-10-18",6.4213
"2022-10-19",2.0286
"2022-10-20",33.8895
"2022-10-21",27.8169
"2022-10-22",56.2751
"2022-10-23",29.9514
"2022-10-24",14.0853
"2022-10-25",9.536
"2022-10-26",43.6076
"2022-10-27",1.6705
"2022-10-28",0
"2022-10-29",0
"2022-10-30",26.7787
"2022-10-31",21.3397
"2022-11-01",11.8599
"2022-11-02",0
"2022-11-03",15.1388
"2022-11-04",17.7997
"2022-11-05",23.3766
"2022-11-06",11.0245
"2022-11-07",8.1037
"2022-11-08",26.425
"2022-11-09",12.1094
"2022-11-10",11.3158
"2022-11-11",0
"2022-11-12",30.3887
"2022-11-13",42.1741
"2022-11-14",17.5656
"2022-11-15",25.4565
"2022-11-16",11.6231
"2022-11-17",0
"2022-11-18",0
"2022-11-19",0
"2022-11-20",1.4983
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",2.0671
"2022-11-26",17.2113
"2022-11-27",1.0575
"2022-11-28",11.6794
"2022-11-29",7.3304
"2022-11-30",0
"2022-12-01",8.7884
"2022-12-02",23.2696
"2022-12-03",11.1004
"2022-12-04",14.4743
"2022-12-05",9.8903
"2022-12-06",1.2196
"2022-12-07",6.1562
"2022-12-08",10.7828
"2022-12-09",19.5523
"2022-12-10",17.4342
"2022-12-11",12.5794
"2022-12-12",3.5982
"2022-12-13",0
"2022-12-14",10.4388
"2022-12-15",10.3204
"2022-12-16",1.7279
"2022-12-17",6.8837
"2022-12-18",10.1535
"2022-12-19",11.8686
"2022-12-20",7.3331
"2022-12-21",10.4238
"2022-12-22",10.7377
"2022-12-23",0
"2022-12-24",0
