,"(mm) Precipitation (CHIRPS) at Gampaha, 2007-01-01 to 2025-12-31"
"2019-11-08",1.0564
"2019-11-09",15.7283
"2019-11-10",12.0164
"2019-11-11",10.8107
"2019-11-12",3.1021
"2019-11-13",1.8598
"2019-11-14",4.0445
"2019-11-15",30.9341
"2019-11-16",19.7878
"2019-11-17",13.4596
"2019-11-18",21.6548
"2019-11-19",14.9311
"2019-11-20",6.937
"2019-11-21",3.389
"2019-11-22",4.7893
"2019-11-23",6.5345
"2019-11-24",2.2463
"2019-11-25",12.5709
"2019-11-26",5.1807
"2019-11-27",9.7763
"2019-11-28",23.4678
"2019-11-29",27.5783
"2019-11-30",36.7876
"2019-12-01",15.6447
"2019-12-02",19.46
"2019-12-03",8.3129
"2019-12-04",15.5276
"2019-12-05",4.5303
"2019-12-06",0
"2019-12-07",0.7414
"2019-12-08",0
"2019-12-09",0.9864
"2019-12-10",7.6014
"2019-12-11",0
"2019-12-12",0
"2019-12-13",10.9165
"2019-12-14",7.474
"2019-12-15",0.2082
"2019-12-16",3.2409
"2019-12-17",8.0309
"2019-12-18",15.9885
"2019-12-19",2.9622
"2019-12-20",3.6679
"2019-12-21",0.1061
"2019-12-22",0.0221
"2019-12-23",0.8724
"2019-12-24",14.5495
"2019-12-25",9.7256
"2019-12-26",0
"2019-12-27",0
"2019-12-28",1.8908
"2019-12-29",1.9254
"2019-12-30",0
"2019-12-31",0
"2020-01-01",5.9134
"2020-01-02",7.6818
"2020-01-03",0
"2020-01-04",1.536
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",0
"2020-01-12",1.4319
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0
"2020-01-19",0
"2020-01-20",0
"2020-01-21",1.8068
"2020-01-22",0.1463
"2020-01-23",0
"2020-01-24",0
"2020-01-25",0
"2020-01-26",2.7562
"2020-01-27",0
"2020-01-28",0
"2020-01-29",0
"2020-01-30",0
"2020-01-31",0
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0
"2020-02-04",5.6419
"2020-02-05",2.2498
"2020-02-06",0
"2020-02-07",5.6073
"2020-02-08",0.7589
"2020-02-09",0
"2020-02-10",0
"2020-02-11",0
"2020-02-12",0
"2020-02-13",0
"2020-02-14",1.1973
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0
"2020-02-18",0
"2020-02-19",0
"2020-02-20",0
"2020-02-21",0.0385
"2020-02-22",0
"2020-02-23",0.0052
"2020-02-24",0
"2020-02-25",0
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
"2020-03-05",0.074
"2020-03-06",6.7558
"2020-03-07",0.0629
"2020-03-08",0
"2020-03-09",8.2364
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",7.1484
"2020-03-17",9.3538
"2020-03-18",4.705
"2020-03-19",0
"2020-03-20",0
"2020-03-21",0
"2020-03-22",0
"2020-03-23",0
"2020-03-24",0
"2020-03-25",2.1167
"2020-03-26",0
"2020-03-27",0
"2020-03-28",0
"2020-03-29",0
"2020-03-30",27.3107
"2020-03-31",0
"2020-04-01",1.5917
"2020-04-02",0
"2020-04-03",1.9204
"2020-04-04",24.3616
"2020-04-05",0
"2020-04-06",0
"2020-04-07",0
"2020-04-08",5.1529
"2020-04-09",3.3512
"2020-04-10",2.0894
"2020-04-11",0.0515
"2020-04-12",13.3863
"2020-04-13",0
"2020-04-14",5.5058
"2020-04-15",1.8115
"2020-04-16",0
"2020-04-17",0.0043
"2020-04-18",3.7066
"2020-04-19",0
"2020-04-20",1.3082
"2020-04-21",4.1805
"2020-04-22",12.5223
"2020-04-23",9.0777
"2020-04-24",7.7012
"2020-04-25",5.2843
"2020-04-26",9.4296
"2020-04-27",11.5485
"2020-04-28",0
"2020-04-29",9.2939
"2020-04-30",17.0808
"2020-05-01",9.86
"2020-05-02",0
"2020-05-03",6.6774
"2020-05-04",3.6871
"2020-05-05",11.91
"2020-05-06",8.0991
"2020-05-07",9.1091
"2020-05-08",9.3228
"2020-05-09",19.9453
"2020-05-10",19.1876
"2020-05-11",19.2787
"2020-05-12",20.1733
"2020-05-13",17.7012
"2020-05-14",4.2738
"2020-05-15",57.0025
"2020-05-16",46.5899
"2020-05-17",29.7454
"2020-05-18",30.7398
"2020-05-19",24.8678
"2020-05-20",0.5878
"2020-05-21",7.6502
"2020-05-22",4.1237
"2020-05-23",4.1802
"2020-05-24",4.782
"2020-05-25",4.8071
"2020-05-26",18.2914
"2020-05-27",14.8351
"2020-05-28",6.1421
"2020-05-29",1.2061
"2020-05-30",0.0575
"2020-05-31",0.1665
"2020-06-01",1.3297
"2020-06-02",0.4564
"2020-06-03",0.1127
"2020-06-04",0.344
"2020-06-05",2.7093
"2020-06-06",34.7252
"2020-06-07",30.6858
"2020-06-08",0.8095
"2020-06-09",0.0763
"2020-06-10",18.623
"2020-06-11",5.0365
"2020-06-12",7.2437
"2020-06-13",4.6415
"2020-06-14",6.0739
"2020-06-15",3.2539
"2020-06-16",14.9
"2020-06-17",1.3163
"2020-06-18",0
"2020-06-19",0.0875
"2020-06-20",0
"2020-06-21",8.2288
"2020-06-22",0
"2020-06-23",7.6843
"2020-06-24",26.5755
"2020-06-25",19.0925
"2020-06-26",5.3775
"2020-06-27",0
"2020-06-28",0
"2020-06-29",18.4736
"2020-06-30",0
"2020-07-01",0
"2020-07-02",0
"2020-07-03",16.4316
"2020-07-04",3.0785
"2020-07-05",0.2267
"2020-07-06",0.5487
"2020-07-07",0
"2020-07-08",14.9103
"2020-07-09",17.8803
"2020-07-10",9.2654
"2020-07-11",11.7035
"2020-07-12",1.348
"2020-07-13",7.9877
"2020-07-14",0
"2020-07-15",2.7224
"2020-07-16",13.5437
"2020-07-17",5.8253
"2020-07-18",6.8448
"2020-07-19",13.206
"2020-07-20",13.4142
"2020-07-21",0
"2020-07-22",9.1222
"2020-07-23",14.4292
"2020-07-24",0
"2020-07-25",0
"2020-07-26",1.7845
"2020-07-27",11.1149
"2020-07-28",25.6887
"2020-07-29",0
"2020-07-30",6.0221
"2020-07-31",0
"2020-08-01",15.7266
"2020-08-02",13.2448
"2020-08-03",1.2033
"2020-08-04",12.3962
"2020-08-05",12.174
"2020-08-06",1.3696
"2020-08-07",2.9387
"2020-08-08",0.3693
"2020-08-09",22.7232
"2020-08-10",0
"2020-08-11",0
"2020-08-12",0
"2020-08-13",0
"2020-08-14",0.5109
"2020-08-15",0.0858
"2020-08-16",3.6815
"2020-08-17",0
"2020-08-18",0
"2020-08-19",0
"2020-08-20",0
"2020-08-21",0
"2020-08-22",5.5405
"2020-08-23",5.1962
"2020-08-24",0
"2020-08-25",0
"2020-08-26",7.3031
"2020-08-27",1.0398
"2020-08-28",0.3889
"2020-08-29",0
"2020-08-30",12.6329
"2020-08-31",10.7829
"2020-09-01",25.174
"2020-09-02",8.5948
"2020-09-03",12.0364
"2020-09-04",0
"2020-09-05",11.1402
"2020-09-06",63.5269
"2020-09-07",3.607
"2020-09-08",0.2716
"2020-09-09",29.0566
"2020-09-10",2.1275
"2020-09-11",3.0869
"2020-09-12",19.0051
"2020-09-13",3.8311
"2020-09-14",4.0327
"2020-09-15",0
"2020-09-16",3.5925
"2020-09-17",12.0364
"2020-09-18",18.266
"2020-09-19",14.1005
"2020-09-20",13.2379
"2020-09-21",9.7725
"2020-09-22",5.0106
"2020-09-23",0
"2020-09-24",36.5101
"2020-09-25",21.4765
"2020-09-26",4.513
"2020-09-27",10.4665
"2020-09-28",18.1597
"2020-09-29",26.2129
"2020-09-30",4.5729
"2020-10-01",1.4562
"2020-10-02",0
"2020-10-03",4.28
"2020-10-04",0
"2020-10-05",0
"2020-10-06",2.4472
"2020-10-07",7.6537
"2020-10-08",1.1977
"2020-10-09",12.711
"2020-10-10",4.6315
"2020-10-11",21.0835
"2020-10-12",0
"2020-10-13",11.6775
"2020-10-14",36.5186
"2020-10-15",22.437
"2020-10-16",0.5379
"2020-10-17",0.0703
"2020-10-18",3.405
"2020-10-19",0
"2020-10-20",0
"2020-10-21",0.0465
"2020-10-22",0
"2020-10-23",0
"2020-10-24",2.2411
"2020-10-25",5.9469
"2020-10-26",6.0432
"2020-10-27",8.3208
"2020-10-28",5.0721
"2020-10-29",3.3329
"2020-10-30",4.4144
"2020-10-31",2.1238
"2020-11-01",3.8856
"2020-11-02",9.0142
"2020-11-03",12.3606
"2020-11-04",9.4861
"2020-11-05",9.9977
"2020-11-06",12.069
"2020-11-07",10.7086
"2020-11-08",8.2123
"2020-11-09",20.0943
"2020-11-10",6.5337
"2020-11-11",9.6157
"2020-11-12",17.9331
"2020-11-13",13.7394
"2020-11-14",11.4904
"2020-11-15",8.0289
"2020-11-16",17.8837
"2020-11-17",15.7876
"2020-11-18",10.3882
"2020-11-19",8.7995
"2020-11-20",8.4601
"2020-11-21",6.9306
"2020-11-22",9.4505
"2020-11-23",0.2514
"2020-11-24",1.8637
"2020-11-25",6.7098
"2020-11-26",0
"2020-11-27",0.567
"2020-11-28",2.1807
"2020-11-29",0
"2020-11-30",0.2072
"2020-12-01",0.3662
"2020-12-02",18.1542
"2020-12-03",0.4441
"2020-12-04",6.4438
"2020-12-05",26.1099
"2020-12-06",5.0362
"2020-12-07",2.7289
"2020-12-08",3.743
"2020-12-09",0
"2020-12-10",3.7649
"2020-12-11",0
"2020-12-12",0
"2020-12-13",0
"2020-12-14",1.1971
"2020-12-15",0.2772
"2020-12-16",0.7603
"2020-12-17",3.4999
"2020-12-18",6.4262
"2020-12-19",3.2366
"2020-12-20",5.8733
"2020-12-21",2.9708
"2020-12-22",9.2984
"2020-12-23",16.4508
"2020-12-24",5.9412
"2020-12-25",0
"2020-12-26",0
"2020-12-27",0.098
"2020-12-28",6.6805
"2020-12-29",10.1282
"2020-12-30",6.8756
"2020-12-31",9.6585
"2021-01-01",0.1754
"2021-01-02",0
"2021-01-03",5.9624
"2021-01-04",9.5511
"2021-01-05",4.7237
"2021-01-06",4.5027
"2021-01-07",1.4519
"2021-01-08",10.0642
"2021-01-09",13.2976
"2021-01-10",19.5097
"2021-01-11",9.7981
"2021-01-12",5.8621
"2021-01-13",0.9105
"2021-01-14",5.2584
"2021-01-15",7.2179
"2021-01-16",6.7464
"2021-01-17",0.014
"2021-01-18",0.8762
"2021-01-19",0
"2021-01-20",2.3622
"2021-01-21",2.5417
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",0
"2021-01-28",0
"2021-01-29",3.7883
"2021-01-30",3.7303
"2021-01-31",5.0327
"2021-02-01",0
"2021-02-02",0.1302
"2021-02-03",2.5025
"2021-02-04",0
"2021-02-05",0
"2021-02-06",0.6124
"2021-02-07",0
"2021-02-08",0
"2021-02-09",0
"2021-02-10",0
"2021-02-11",0
"2021-02-12",0
"2021-02-13",0
"2021-02-14",0
"2021-02-15",0
"2021-02-16",0
"2021-02-17",0
"2021-02-18",0
"2021-02-19",0
"2021-02-20",0
"2021-02-21",2.865
"2021-02-22",19.6
"2021-02-23",0
"2021-02-24",10.1606
"2021-02-25",0
"2021-02-26",0.123
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0.4742
"2021-03-06",12.7121
"2021-03-07",6.5623
"2021-03-08",12.3623
"2021-03-09",6.0233
"2021-03-10",12.0306
"2021-03-11",3.098
"2021-03-12",0.6501
"2021-03-13",9.295
"2021-03-14",15.0973
"2021-03-15",0
"2021-03-16",0.073
"2021-03-17",4.4124
"2021-03-18",9.4239
"2021-03-19",1.1402
"2021-03-20",4.4674
"2021-03-21",4.6898
"2021-03-22",5.2322
"2021-03-23",1.9716
"2021-03-24",4.6705
"2021-03-25",3.1151
"2021-03-26",22.6047
"2021-03-27",22.9183
"2021-03-28",12.8678
"2021-03-29",8.2178
"2021-03-30",0
"2021-03-31",0
"2021-04-01",0.3989
"2021-04-02",0.0871
"2021-04-03",0
"2021-04-04",0
"2021-04-05",0
"2021-04-06",6.5711
"2021-04-07",0.0135
"2021-04-08",0
"2021-04-09",0.4607
"2021-04-10",0
"2021-04-11",4.6128
"2021-04-12",12.4236
"2021-04-13",2.4899
"2021-04-14",15.292
"2021-04-15",3.7137
"2021-04-16",7.1937
"2021-04-17",7.3891
"2021-04-18",0.3443
"2021-04-19",0
"2021-04-20",4.2422
"2021-04-21",5.8868
"2021-04-22",10.8034
"2021-04-23",8.4136
"2021-04-24",17.1438
"2021-04-25",12.4896
"2021-04-26",0
"2021-04-27",0
"2021-04-28",0.2001
"2021-04-29",11.1374
"2021-04-30",18.5452
"2021-05-01",16.6865
"2021-05-02",23.4739
"2021-05-03",19.946
"2021-05-04",7.53
"2021-05-05",0.5715
"2021-05-06",18.5636
"2021-05-07",11.0086
"2021-05-08",16.8111
"2021-05-09",17.9748
"2021-05-10",17.0081
"2021-05-11",0.2317
"2021-05-12",43.0208
"2021-05-13",80.6577
"2021-05-14",18.4051
"2021-05-15",3.6124
"2021-05-16",3.1103
"2021-05-17",1.616
"2021-05-18",6.7237
"2021-05-19",6.0239
"2021-05-20",20.3674
"2021-05-21",29.9401
"2021-05-22",14.5642
"2021-05-23",41.8307
"2021-05-24",53.8366
"2021-05-25",29.1282
"2021-05-26",31.1161
"2021-05-27",0
"2021-05-28",0
"2021-05-29",1.9909
"2021-05-30",0
"2021-05-31",0
"2021-06-01",0
"2021-06-02",20.2624
"2021-06-03",74.2507
"2021-06-04",45.9585
"2021-06-05",61.4998
"2021-06-06",3.1639
"2021-06-07",0
"2021-06-08",28.1316
"2021-06-09",35.7409
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0.4462
"2021-06-13",75.3134
"2021-06-14",7.8448
"2021-06-15",3.2764
"2021-06-16",0
"2021-06-17",0.3176
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",0
"2021-06-22",5.3961
"2021-06-23",3.4938
"2021-06-24",20.4273
"2021-06-25",0
"2021-06-26",0
"2021-06-27",1.371
"2021-06-28",0
"2021-06-29",0
"2021-06-30",3.2686
"2021-07-01",7.3204
"2021-07-02",0
"2021-07-03",9.6353
"2021-07-04",19.5939
"2021-07-05",9.3006
"2021-07-06",12.3849
"2021-07-07",15.9603
"2021-07-08",10.4077
"2021-07-09",47.778
"2021-07-10",8.5746
"2021-07-11",5.1474
"2021-07-12",0
"2021-07-13",0
"2021-07-14",0.6123
"2021-07-15",4.0919
"2021-07-16",4.2447
"2021-07-17",5.3108
"2021-07-18",8.7593
"2021-07-19",0
"2021-07-20",0
"2021-07-21",0.9868
"2021-07-22",0.5008
"2021-07-23",20.0936
"2021-07-24",3.6725
"2021-07-25",5.6937
"2021-07-26",24.582
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",0
"2021-08-01",0
"2021-08-02",0.4778
"2021-08-03",3.9178
"2021-08-04",0.1719
"2021-08-05",0
"2021-08-06",6.1709
"2021-08-07",14.7928
"2021-08-08",11.9835
"2021-08-09",6.3046
"2021-08-10",0
"2021-08-11",8.5559
"2021-08-12",11.5398
"2021-08-13",8.1306
"2021-08-14",4.1356
"2021-08-15",4.7108
"2021-08-16",0.4315
"2021-08-17",4.243
"2021-08-18",1.4366
"2021-08-19",0
"2021-08-20",5.5829
"2021-08-21",10.5191
"2021-08-22",12.4067
"2021-08-23",1.9394
"2021-08-24",0
"2021-08-25",4.7349
"2021-08-26",29.7586
"2021-08-27",3.1107
"2021-08-28",31.3086
"2021-08-29",3.6478
"2021-08-30",0
"2021-08-31",0
"2021-09-01",20.503
"2021-09-02",18.6844
"2021-09-03",9.1873
"2021-09-04",2.0469
"2021-09-05",3.738
"2021-09-06",6.5471
"2021-09-07",3.1257
"2021-09-08",0
"2021-09-09",0
"2021-09-10",0
"2021-09-11",2.3489
"2021-09-12",0.2098
"2021-09-13",0.0483
"2021-09-14",0
"2021-09-15",36.6745
"2021-09-16",11.4493
"2021-09-17",8.4994
"2021-09-18",8.0094
"2021-09-19",7.4172
"2021-09-20",15.3272
"2021-09-21",4.192
"2021-09-22",10.9489
"2021-09-23",14.0472
"2021-09-24",17.7482
"2021-09-25",22.4308
"2021-09-26",25.2282
"2021-09-27",1.8599
"2021-09-28",23.8318
"2021-09-29",0
"2021-09-30",27.3241
"2021-10-01",30.0493
"2021-10-02",6.8784
"2021-10-03",12.407
"2021-10-04",37.9568
"2021-10-05",36.7795
"2021-10-06",15.9588
"2021-10-07",0
"2021-10-08",0
"2021-10-09",13.9716
"2021-10-10",17.3663
"2021-10-11",20.4682
"2021-10-12",5.6721
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0
"2021-10-16",11.3873
"2021-10-17",0.5354
"2021-10-18",0
"2021-10-19",18.805
"2021-10-20",29.0289
"2021-10-21",12.4683
"2021-10-22",12.825
"2021-10-23",5.0609
"2021-10-24",27.4583
"2021-10-25",23.0701
"2021-10-26",24.8126
"2021-10-27",8.1188
"2021-10-28",25.7316
"2021-10-29",26.1604
"2021-10-30",43.3257
"2021-10-31",25.1332
"2021-11-01",25.7821
"2021-11-02",15.8691
"2021-11-03",16.488
"2021-11-04",15.9245
"2021-11-05",7.5295
"2021-11-06",61.0638
"2021-11-07",40.5049
"2021-11-08",19.2034
"2021-11-09",8.6504
"2021-11-10",1.4996
"2021-11-11",0
"2021-11-12",5.1706
"2021-11-13",12.7504
"2021-11-14",11.2545
"2021-11-15",28.9744
"2021-11-16",5.616
"2021-11-17",23.7668
"2021-11-18",0
"2021-11-19",30.3435
"2021-11-20",0.0012
"2021-11-21",0
"2021-11-22",0.3137
"2021-11-23",21.4183
"2021-11-24",30.9043
"2021-11-25",18.4504
"2021-11-26",19.5575
"2021-11-27",29.0394
"2021-11-28",21.035
"2021-11-29",15.413
"2021-11-30",11.3807
"2021-12-01",1.3925
"2021-12-02",1.8797
"2021-12-03",10.8392
"2021-12-04",10.4807
"2021-12-05",12.1811
"2021-12-06",10.2236
"2021-12-07",0
"2021-12-08",8.9139
"2021-12-09",0.7413
"2021-12-10",1.2597
"2021-12-11",0
"2021-12-12",9.8606
"2021-12-13",11.8772
"2021-12-14",3.3439
"2021-12-15",0.8311
"2021-12-16",0.0649
"2021-12-17",0
"2021-12-18",4.0705
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",0.7016
"2021-12-31",2.8327
"2022-01-01",6.6249
"2022-01-02",0
"2022-01-03",0
"2022-01-04",0
"2022-01-05",4.0779
"2022-01-06",0
"2022-01-07",2.2987
"2022-01-08",9.0494
"2022-01-09",6.4831
"2022-01-10",0
"2022-01-11",0
"2022-01-12",0.5577
"2022-01-13",0
"2022-01-14",0
"2022-01-15",0
"2022-01-16",3.9648
"2022-01-17",0
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0
"2022-01-25",0
"2022-01-26",0
"2022-01-27",0
"2022-01-28",0
"2022-01-29",0
"2022-01-30",0
"2022-01-31",0.9549
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0
"2022-02-04",0
"2022-02-05",0
"2022-02-06",0
"2022-02-07",2.0322
"2022-02-08",2.6471
"2022-02-09",0
"2022-02-10",7.457
"2022-02-11",19.8405
"2022-02-12",16.8264
"2022-02-13",10.5543
"2022-02-14",0
"2022-02-15",1.0563
"2022-02-16",0
"2022-02-17",0
"2022-02-18",0.4015
"2022-02-19",8.7041
"2022-02-20",0
"2022-02-21",0
"2022-02-22",0
"2022-02-23",16.2606
"2022-02-24",8.5844
"2022-02-25",1.5548
"2022-02-26",11.6561
"2022-02-27",0
"2022-02-28",0
"2022-03-01",0
"2022-03-02",2.0347
"2022-03-03",0.6079
"2022-03-04",0
"2022-03-05",0
"2022-03-06",4.2209
"2022-03-07",6.1323
"2022-03-08",9.2627
"2022-03-09",0.3034
"2022-03-10",0.0398
"2022-03-11",0.5845
"2022-03-12",6.1171
"2022-03-13",5.4992
"2022-03-14",0
"2022-03-15",0.1294
"2022-03-16",1.3951
"2022-03-17",5.2122
"2022-03-18",4.6748
"2022-03-19",4.9049
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0
"2022-03-23",0.149
"2022-03-24",0
"2022-03-25",0
"2022-03-26",7.0187
"2022-03-27",1.1638
"2022-03-28",9.5676
"2022-03-29",8.5125
"2022-03-30",8.8495
"2022-03-31",8.728
"2022-04-01",1.9247
"2022-04-02",12.5213
"2022-04-03",12.5318
"2022-04-04",13.7148
"2022-04-05",11.0568
"2022-04-06",18.1888
"2022-04-07",30.7209
"2022-04-08",21.0133
"2022-04-09",20.1119
"2022-04-10",52.4961
"2022-04-11",11.2058
"2022-04-12",20.1041
"2022-04-13",1.6548
"2022-04-14",0.1038
"2022-04-15",0
"2022-04-16",0
"2022-04-17",6.0069
"2022-04-18",0
"2022-04-19",12.6782
"2022-04-20",2.3177
"2022-04-21",10.3413
"2022-04-22",15.8812
"2022-04-23",4.5201
"2022-04-24",15.7802
"2022-04-25",16.9414
"2022-04-26",16.2947
"2022-04-27",23.2142
"2022-04-28",24.4427
"2022-04-29",8.5598
"2022-04-30",11.3108
"2022-05-01",7.2222
"2022-05-02",3.4695
"2022-05-03",0
"2022-05-04",3.3374
"2022-05-05",5.5029
"2022-05-06",5.1037
"2022-05-07",0
"2022-05-08",14.8324
"2022-05-09",12.6412
"2022-05-10",18.044
"2022-05-11",0.4304
"2022-05-12",17.8623
"2022-05-13",40.8867
"2022-05-14",48.7484
"2022-05-15",1.4421
"2022-05-16",0
"2022-05-17",0
"2022-05-18",0.8356
"2022-05-19",0.0807
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0.0247
"2022-05-24",29.5
"2022-05-25",8.4638
"2022-05-26",34.1891
"2022-05-27",10.805
"2022-05-28",20.9373
"2022-05-29",30.9674
"2022-05-30",19.6054
"2022-05-31",38.6171
"2022-06-01",1.1467
"2022-06-02",5.2553
"2022-06-03",0
"2022-06-04",5.8797
"2022-06-05",2.6716
"2022-06-06",2.6526
"2022-06-07",8.7466
"2022-06-08",0
"2022-06-09",1.3501
"2022-06-10",0
"2022-06-11",22.3547
"2022-06-12",4.4728
"2022-06-13",5.3305
"2022-06-14",12.5553
"2022-06-15",13.8797
"2022-06-16",18.5655
"2022-06-17",11.3524
"2022-06-18",10.657
"2022-06-19",10.8642
"2022-06-20",15.9461
"2022-06-21",10.0501
"2022-06-22",0.1569
"2022-06-23",0
"2022-06-24",8.7336
"2022-06-25",0
"2022-06-26",0
"2022-06-27",3.5504
"2022-06-28",1.0187
"2022-06-29",0
"2022-06-30",0
"2022-07-01",0
"2022-07-02",5.7161
"2022-07-03",10.4888
"2022-07-04",0
"2022-07-05",0.1907
"2022-07-06",0
"2022-07-07",0.1047
"2022-07-08",0
"2022-07-09",0
"2022-07-10",2.5909
"2022-07-11",0
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0
"2022-07-15",0
"2022-07-16",0.623
"2022-07-17",7.1764
"2022-07-18",7.4644
"2022-07-19",12.7833
"2022-07-20",7.1516
"2022-07-21",12.5488
"2022-07-22",4.5861
"2022-07-23",0
"2022-07-24",5.5447
"2022-07-25",18.0225
"2022-07-26",15.4404
"2022-07-27",9.8178
"2022-07-28",13.7567
"2022-07-29",9.5083
"2022-07-30",18.0432
"2022-07-31",17.598
"2022-08-01",35.2461
"2022-08-02",17.2521
"2022-08-03",5.5181
"2022-08-04",16.9525
"2022-08-05",5.6727
"2022-08-06",2.9335
"2022-08-07",0
"2022-08-08",0
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",0.4171
"2022-08-13",0
"2022-08-14",0
"2022-08-15",0
"2022-08-16",1.5187
"2022-08-17",1.3376
"2022-08-18",4.5997
"2022-08-19",3.1047
"2022-08-20",0
"2022-08-21",5.0447
"2022-08-22",0
"2022-08-23",0
"2022-08-24",6.1767
"2022-08-25",8.2599
"2022-08-26",49.839
"2022-08-27",9.1884
"2022-08-28",0
"2022-08-29",2.5888
"2022-08-30",40.9109
"2022-08-31",17.5645
"2022-09-01",17.4636
"2022-09-02",0
"2022-09-03",3.2064
"2022-09-04",41.4292
"2022-09-05",55.4777
"2022-09-06",0
"2022-09-07",0.5253
"2022-09-08",14.2075
"2022-09-09",0.4195
"2022-09-10",0
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",3.2814
"2022-09-15",0.0051
"2022-09-16",0
"2022-09-17",0
"2022-09-18",0
"2022-09-19",0
"2022-09-20",0
"2022-09-21",0
"2022-09-22",0
"2022-09-23",1.1635
"2022-09-24",0
"2022-09-25",7.4462
"2022-09-26",4.8231
"2022-09-27",4.5126
"2022-09-28",4.0633
"2022-09-29",5.754
"2022-09-30",7.3235
"2022-10-01",8.3966
"2022-10-02",0
"2022-10-03",3.7375
"2022-10-04",15.0999
"2022-10-05",1.4726
"2022-10-06",0
"2022-10-07",9.1358
"2022-10-08",7.2679
"2022-10-09",11.4324
"2022-10-10",3.3958
"2022-10-11",28.7212
"2022-10-12",27.9587
"2022-10-13",32.7288
"2022-10-14",50.6546
"2022-10-15",16.5562
"2022-10-16",21.6332
"2022-10-17",13.9217
"2022-10-18",25.3929
"2022-10-19",11.119
"2022-10-20",45.6569
"2022-10-21",22.2911
"2022-10-22",16.6082
"2022-10-23",29.1515
"2022-10-24",3.7299
"2022-10-25",32.9537
"2022-10-26",9.2837
"2022-10-27",0
"2022-10-28",0
"2022-10-29",0
"2022-10-30",11.8735
"2022-10-31",20.9643
"2022-11-01",26.0105
"2022-11-02",4.0983
"2022-11-03",18.9305
"2022-11-04",22.5219
"2022-11-05",16.2952
"2022-11-06",3.0418
"2022-11-07",16.8072
"2022-11-08",14.4995
"2022-11-09",6.5923
"2022-11-10",5.1496
"2022-11-11",16.2029
"2022-11-12",25.8954
"2022-11-13",26.3542
"2022-11-14",15.8999
"2022-11-15",6.1319
"2022-11-16",8.1576
"2022-11-17",0
"2022-11-18",0
"2022-11-19",0.3334
"2022-11-20",0
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0
"2022-11-26",3.2441
"2022-11-27",0.0121
"2022-11-28",0
"2022-11-29",28.6719
"2022-11-30",0
"2022-12-01",1.451
"2022-12-02",18.857
"2022-12-03",14.4899
"2022-12-04",14.4897
"2022-12-05",11.1312
"2022-12-06",3.5619
"2022-12-07",4.4526
"2022-12-08",15.6502
"2022-12-09",9.7908
"2022-12-10",12.8463
"2022-12-11",10.6648
"2022-12-12",1.1281
"2022-12-13",0.1209
"2022-12-14",2.0477
"2022-12-15",1.3685
"2022-12-16",0
"2022-12-17",11.7133
"2022-12-18",0.9179
"2022-12-19",0.6042
"2022-12-20",6.0998
"2022-12-21",2.6368
"2022-12-22",11.0574
"2022-12-23",4.0881
"2022-12-24",5.0509
"2022-12-25",47.6385
"2022-12-26",14.6463
"2022-12-27",0
"2022-12-28",0.106
"2022-12-29",0
"2022-12-30",0
"2022-12-31",2.6096
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0
"2023-01-06",11.0724
"2023-01-07",12.0621
"2023-01-08",0
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0.0336
"2023-01-13",0
"2023-01-14",0
