,"(mm) Precipitation (CHIRPS) at Badulla, 2007-01-01 to 2025-12-31"
"2019-08-29",5.6241
"2019-08-30",0.1879
"2019-08-31",0
"2019-09-01",8.0109
"2019-09-02",1.8737
"2019-09-03",0.1921
"2019-09-04",6.2829
"2019-09-05",0.2893
"2019-09-06",7.7467
"2019-09-07",0
"2019-09-08",0
"2019-09-09",5.3745
"2019-09-10",2.2296
"2019-09-11",10.0319
"2019-09-12",15.2589
"2019-09-13",12.9949
"2019-09-14",10.6811
"2019-09-15",21.7131
"2019-09-16",11.2915
"2019-09-17",3.5394
"2019-09-18",0
"2019-09-19",11.5116
"2019-09-20",11.8983
"2019-09-21",7.5425
"2019-09-22",16.667
"2019-09-23",14.0092
"2019-09-24",20.2505
"2019-09-25",14.4836
"2019-09-26",0.0363
"2019-09-27",1.2097
"2019-09-28",23.121
"2019-09-29",6.0637
"2019-09-30",4.0969
"2019-10-01",2.4917
"2019-10-02",2.1867
"2019-10-03",6.7721
"2019-10-04",6.9293
"2019-10-05",10.5956
"2019-10-06",9.943
"2019-10-07",9.4507
"2019-10-08",5.2397
"2019-10-09",16.2459
"2019-10-10",11.165
"2019-10-11",20.6622
"2019-10-12",8.0446
"2019-10-13",13.074
"2019-10-14",2.3781
"2019-10-15",15.8494
"2019-10-16",22.4041
"2019-10-17",6.5103
"2019-10-18",5.0536
"2019-10-19",11.9749
"2019-10-20",21.253
"2019-10-21",21.8816
"2019-10-22",3.1366
"2019-10-23",24.9528
"2019-10-24",15.9002
"2019-10-25",6.3583
"2019-10-26",37.0777
"2019-10-27",26.4687
"2019-10-28",30.7775
"2019-10-29",20.2563
"2019-10-30",4.1272
"2019-10-31",9.5759
"2019-11-01",1.452
"2019-11-02",5.9191
"2019-11-03",12.1812
"2019-11-04",7.4893
"2019-11-05",9.4835
"2019-11-06",1.4665
"2019-11-07",0
"2019-11-08",9.2248
"2019-11-09",13.4515
"2019-11-10",7.8909
"2019-11-11",2.5372
"2019-11-12",0.6809
"2019-11-13",1.2768
"2019-11-14",5.9552
"2019-11-15",18.9406
"2019-11-16",17.743
"2019-11-17",3.0623
"2019-11-18",10.6794
"2019-11-19",8.4296
"2019-11-20",2.6012
"2019-11-21",8.3174
"2019-11-22",12.3643
"2019-11-23",17.2111
"2019-11-24",14.3529
"2019-11-25",21.2241
"2019-11-26",8.0109
"2019-11-27",13.6948
"2019-11-28",40.3788
"2019-11-29",41.8726
"2019-11-30",45.5199
"2019-12-01",19.332
"2019-12-02",30.5521
"2019-12-03",31.6192
"2019-12-04",53.8488
"2019-12-05",18.2316
"2019-12-06",0.3842
"2019-12-07",0.1953
"2019-12-08",0.6992
"2019-12-09",24.147
"2019-12-10",3.8396
"2019-12-11",0.6972
"2019-12-12",2.5676
"2019-12-13",0.1879
"2019-12-14",16.2007
"2019-12-15",0.4104
"2019-12-16",2.3247
"2019-12-17",27.8369
"2019-12-18",37.4907
"2019-12-19",31.3581
"2019-12-20",31.9681
"2019-12-21",10.5853
"2019-12-22",23.1199
"2019-12-23",0
"2019-12-24",0
"2019-12-25",3.7041
"2019-12-26",0.7339
"2019-12-27",0
"2019-12-28",2.6607
"2019-12-29",0
"2019-12-30",0
"2019-12-31",0.0301
"2020-01-01",0.3686
"2020-01-02",8.6381
"2020-01-03",0
"2020-01-04",0
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",0.3017
"2020-01-12",0.009
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0
"2020-01-19",10.3477
"2020-01-20",13.9922
"2020-01-21",0.025
"2020-01-22",28.5284
"2020-01-23",0.0221
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0.0289
"2020-01-27",0
"2020-01-28",0
"2020-01-29",0
"2020-01-30",0
"2020-01-31",0
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0
"2020-02-04",3.6782
"2020-02-05",2.6364
"2020-02-06",0
"2020-02-07",1.9941
"2020-02-08",1.813
"2020-02-09",0
"2020-02-10",2.5989
"2020-02-11",0
"2020-02-12",1.1987
"2020-02-13",0.2238
"2020-02-14",0.7703
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0.1248
"2020-02-18",0
"2020-02-19",0
"2020-02-20",4.7601
"2020-02-21",1.1353
"2020-02-22",0.2033
"2020-02-23",0
"2020-02-24",0
"2020-02-25",0
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0.2051
"2020-03-01",0.0982
"2020-03-02",0.0008
"2020-03-03",0
"2020-03-04",0
"2020-03-05",0.4524
"2020-03-06",8.2247
"2020-03-07",1.2244
"2020-03-08",0
"2020-03-09",0.9159
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",7.9972
"2020-03-17",1.9519
"2020-03-18",2.5862
"2020-03-19",2.2584
"2020-03-20",5.1255
"2020-03-21",0
"2020-03-22",0.1307
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0
"2020-03-28",0
"2020-03-29",0
"2020-03-30",6.2272
"2020-03-31",0.6742
"2020-04-01",0.3734
"2020-04-02",0
"2020-04-03",0
"2020-04-04",5.03
"2020-04-05",0
"2020-04-06",0.6285
"2020-04-07",0.4036
"2020-04-08",0.9833
"2020-04-09",0.4618
"2020-04-10",3.2437
"2020-04-11",2.1324
"2020-04-12",8.4054
"2020-04-13",6.5607
"2020-04-14",4.2705
"2020-04-15",2.9625
"2020-04-16",4.8936
"2020-04-17",6.3545
"2020-04-18",6.54
"2020-04-19",4.6212
"2020-04-20",2.8947
"2020-04-21",3.3738
"2020-04-22",10.0846
"2020-04-23",4.0311
"2020-04-24",3.4709
"2020-04-25",1.8906
"2020-04-26",1.9596
"2020-04-27",1.5016
"2020-04-28",4.1218
"2020-04-29",11.4753
"2020-04-30",8.6866
"2020-05-01",5.4502
"2020-05-02",0.0269
"2020-05-03",4.256
"2020-05-04",8.1733
"2020-05-05",8.5224
"2020-05-06",7.5337
"2020-05-07",11.8865
"2020-05-08",15.4845
"2020-05-09",16.123
"2020-05-10",15.5592
"2020-05-11",8.2477
"2020-05-12",18.1739
"2020-05-13",8.7229
"2020-05-14",9.2791
"2020-05-15",16.7618
"2020-05-16",33.3355
"2020-05-17",18.6372
"2020-05-18",15.988
"2020-05-19",8.1329
"2020-05-20",0
"2020-05-21",4.0255
"2020-05-22",2.8131
"2020-05-23",9.026
"2020-05-24",9.641
"2020-05-25",12.3537
"2020-05-26",13.0822
"2020-05-27",12.364
"2020-05-28",0.4911
"2020-05-29",6.0933
"2020-05-30",3.213
"2020-05-31",0.6453
"2020-06-01",2.1985
"2020-06-02",0.7902
"2020-06-03",0.0002
"2020-06-04",0.1206
"2020-06-05",0.8888
"2020-06-06",4.0708
"2020-06-07",7.858
"2020-06-08",0.4902
"2020-06-09",1.1682
"2020-06-10",4.7849
"2020-06-11",1.1452
"2020-06-12",4.9086
"2020-06-13",3.2557
"2020-06-14",0.9066
"2020-06-15",1.3641
"2020-06-16",0.5519
"2020-06-17",0.6708
"2020-06-18",0.0337
"2020-06-19",9.6516
"2020-06-20",1.8526
"2020-06-21",14.0826
"2020-06-22",0.062
"2020-06-23",8.5839
"2020-06-24",13.7987
"2020-06-25",11.6712
"2020-06-26",0
"2020-06-27",0
"2020-06-28",0
"2020-06-29",9.414
"2020-06-30",0.0819
"2020-07-01",0
"2020-07-02",1.0495
"2020-07-03",6.8097
"2020-07-04",3.3807
"2020-07-05",0.0436
"2020-07-06",1.3215
"2020-07-07",0.2226
"2020-07-08",8.6007
"2020-07-09",3.8304
"2020-07-10",8.9875
"2020-07-11",9.2458
"2020-07-12",0.9753
"2020-07-13",6.9612
"2020-07-14",0.037
"2020-07-15",5.3559
"2020-07-16",3.7571
"2020-07-17",1.0581
"2020-07-18",7.4132
"2020-07-19",11.2534
"2020-07-20",10.8206
"2020-07-21",0.0558
"2020-07-22",4.0764
"2020-07-23",6.9088
"2020-07-24",1.0182
"2020-07-25",0.027
"2020-07-26",12.8094
"2020-07-27",7.1142
"2020-07-28",12.9324
"2020-07-29",0.6922
"2020-07-30",1.6018
"2020-07-31",0
"2020-08-01",3.7313
"2020-08-02",0.7152
"2020-08-03",10.4579
"2020-08-04",8.6731
"2020-08-05",3.657
"2020-08-06",1.1399
"2020-08-07",0
"2020-08-08",0.5324
"2020-08-09",2.6786
"2020-08-10",0
"2020-08-11",2.5279
"2020-08-12",0.6631
"2020-08-13",0
"2020-08-14",1.1685
"2020-08-15",0.1297
"2020-08-16",2.0846
"2020-08-17",3.4174
"2020-08-18",0
"2020-08-19",0
"2020-08-20",0
"2020-08-21",0.496
"2020-08-22",2.3558
"2020-08-23",0.3541
"2020-08-24",0.3647
"2020-08-25",2.0989
"2020-08-26",4.4775
"2020-08-27",3.197
"2020-08-28",4.3678
"2020-08-29",0.6195
"2020-08-30",6.7761
"2020-08-31",14.0438
"2020-09-01",17.6555
"2020-09-02",12.2939
"2020-09-03",0.9406
"2020-09-04",0.5682
"2020-09-05",3.5881
"2020-09-06",22.3551
"2020-09-07",6.5839
"2020-09-08",4.5367
"2020-09-09",5.6528
"2020-09-10",10.968
"2020-09-11",12.1976
"2020-09-12",11.6416
"2020-09-13",8.5554
"2020-09-14",0.004
"2020-09-15",0
"2020-09-16",0.3473
"2020-09-17",2.9045
"2020-09-18",14.0607
"2020-09-19",10.4879
"2020-09-20",12.3025
"2020-09-21",0
"2020-09-22",1.3029
"2020-09-23",0.2607
"2020-09-24",27.3509
"2020-09-25",18.5185
"2020-09-26",8.1358
"2020-09-27",14.5939
"2020-09-28",13.734
"2020-09-29",6.7141
"2020-09-30",0.7399
"2020-10-01",0.4013
"2020-10-02",0
"2020-10-03",1.5692
"2020-10-04",0
"2020-10-05",0
"2020-10-06",5.1303
"2020-10-07",9.3508
"2020-10-08",2.292
"2020-10-09",11.5301
"2020-10-10",1.1542
"2020-10-11",5.8754
"2020-10-12",2.1495
"2020-10-13",3.0859
"2020-10-14",10.0104
"2020-10-15",7.6095
"2020-10-16",0.014
"2020-10-17",1.3725
"2020-10-18",6.5673
"2020-10-19",0.0022
"2020-10-20",0
"2020-10-21",1.6419
"2020-10-22",0
"2020-10-23",0
"2020-10-24",1.683
"2020-10-25",7.8854
"2020-10-26",11.084
"2020-10-27",18.9433
"2020-10-28",8.7701
"2020-10-29",7.1399
"2020-10-30",10.2791
"2020-10-31",8.5306
"2020-11-01",16.9413
"2020-11-02",16.9298
"2020-11-03",10.8812
"2020-11-04",14.9583
"2020-11-05",9.2578
"2020-11-06",13.3947
"2020-11-07",0.0864
"2020-11-08",9.3341
"2020-11-09",7.8745
"2020-11-10",12.5973
"2020-11-11",7.7049
"2020-11-12",10.279
"2020-11-13",11.5195
"2020-11-14",0.6453
"2020-11-15",5.7989
"2020-11-16",33.7171
"2020-11-17",8.5485
"2020-11-18",12.2314
"2020-11-19",1.2703
"2020-11-20",7.5435
"2020-11-21",12.9029
"2020-11-22",10.0318
"2020-11-23",3.5421
"2020-11-24",1.2408
"2020-11-25",12.7176
"2020-11-26",0.559
"2020-11-27",9.5212
"2020-11-28",1.4931
"2020-11-29",0
"2020-11-30",2.7318
"2020-12-01",42.6874
"2020-12-02",27.7946
"2020-12-03",0.6855
"2020-12-04",6.2002
"2020-12-05",13.7279
"2020-12-06",26.3199
"2020-12-07",4.4413
"2020-12-08",4.483
"2020-12-09",0
"2020-12-10",2.6823
"2020-12-11",0
"2020-12-12",11.7282
"2020-12-13",0
"2020-12-14",0.2894
"2020-12-15",0
"2020-12-16",0
"2020-12-17",1.6969
"2020-12-18",15.801
"2020-12-19",13.3899
"2020-12-20",43.6205
"2020-12-21",15.137
"2020-12-22",27.0456
"2020-12-23",1.7124
"2020-12-24",0
"2020-12-25",0.083
"2020-12-26",0
"2020-12-27",0.5663
"2020-12-28",2.6767
"2020-12-29",0
"2020-12-30",7.168
"2020-12-31",28.9147
"2021-01-01",3.5357
"2021-01-02",0
"2021-01-03",37.7177
"2021-01-04",22.4827
"2021-01-05",3.5677
"2021-01-06",0.8103
"2021-01-07",5.1066
"2021-01-08",9.6493
"2021-01-09",50.1729
"2021-01-10",47.9949
"2021-01-11",32.4554
"2021-01-12",21.2261
"2021-01-13",8.9375
"2021-01-14",14.5925
"2021-01-15",15.9634
"2021-01-16",2.6528
"2021-01-17",0
"2021-01-18",3.0311
"2021-01-19",5.5333
"2021-01-20",0
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",0
"2021-01-28",8.0863
"2021-01-29",18.0282
"2021-01-30",4.2998
"2021-01-31",6.885
"2021-02-01",0.2831
"2021-02-02",0.2431
"2021-02-03",27.7739
"2021-02-04",7.2361
"2021-02-05",0.0011
"2021-02-06",18.0534
"2021-02-07",0
"2021-02-08",0
"2021-02-09",0
"2021-02-10",0.262
"2021-02-11",1.0042
"2021-02-12",0
"2021-02-13",1.3334
"2021-02-14",8.586
"2021-02-15",1.8617
"2021-02-16",2.0489
"2021-02-17",0
"2021-02-18",0
"2021-02-19",3.9552
"2021-02-20",0.0006
"2021-02-21",1.6035
"2021-02-22",20.0204
"2021-02-23",0
"2021-02-24",0
"2021-02-25",0
"2021-02-26",0
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0.0523
"2021-03-06",10.1441
"2021-03-07",5.551
"2021-03-08",21.5228
"2021-03-09",0
"2021-03-10",24.6968
"2021-03-11",0.4825
"2021-03-12",0
"2021-03-13",0
"2021-03-14",0.8013
"2021-03-15",0
"2021-03-16",1.1268
"2021-03-17",0.7415
"2021-03-18",5.1557
"2021-03-19",2.4696
"2021-03-20",4.4508
"2021-03-21",4.7535
"2021-03-22",0.1157
"2021-03-23",0.2499
"2021-03-24",7.536
"2021-03-25",7.3733
"2021-03-26",25.5198
"2021-03-27",12.7754
"2021-03-28",9.2593
"2021-03-29",9.6771
"2021-03-30",1.3492
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0.1722
"2021-04-03",0
"2021-04-04",0
"2021-04-05",0
"2021-04-06",0.0163
"2021-04-07",0.2381
"2021-04-08",1.7089
"2021-04-09",2.3556
"2021-04-10",8.7234
"2021-04-11",12.2808
"2021-04-12",9.02
"2021-04-13",9.3937
"2021-04-14",15.0712
"2021-04-15",18.4094
"2021-04-16",8.382
"2021-04-17",3.3036
"2021-04-18",1.9
"2021-04-19",0.6434
"2021-04-20",0.4178
"2021-04-21",1.6547
"2021-04-22",0.5865
"2021-04-23",6.1527
"2021-04-24",6.9641
"2021-04-25",1.0312
"2021-04-26",1.9685
"2021-04-27",6.274
"2021-04-28",6.8702
"2021-04-29",1.8608
"2021-04-30",4.0706
"2021-05-01",10.4376
"2021-05-02",10.7904
"2021-05-03",13.2774
"2021-05-04",4.3891
"2021-05-05",2.4609
"2021-05-06",3.4271
"2021-05-07",5.9877
"2021-05-08",2.1208
"2021-05-09",10.6382
"2021-05-10",15.0165
"2021-05-11",11.3616
"2021-05-12",8.5206
"2021-05-13",33.3368
"2021-05-14",8.9624
"2021-05-15",13.5382
"2021-05-16",0.0361
"2021-05-17",1.8473
"2021-05-18",8.6201
"2021-05-19",9.3459
"2021-05-20",10.4429
"2021-05-21",12.7161
"2021-05-22",6.51
"2021-05-23",8.7042
"2021-05-24",22.1902
"2021-05-25",12.7864
"2021-05-26",2.4702
"2021-05-27",0
"2021-05-28",6.6018
"2021-05-29",10.3733
"2021-05-30",3.7489
"2021-05-31",0
"2021-06-01",0
"2021-06-02",8.8809
"2021-06-03",19.2695
"2021-06-04",19.9647
"2021-06-05",11.0698
"2021-06-06",7.23
"2021-06-07",1.5336
"2021-06-08",6.4248
"2021-06-09",5.0953
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0
"2021-06-13",2.0792
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",5.5777
"2021-06-22",5.859
"2021-06-23",1.3198
"2021-06-24",3.3378
"2021-06-25",0
"2021-06-26",1.2575
"2021-06-27",4.4122
"2021-06-28",0.0359
"2021-06-29",0.0069
"2021-06-30",2.2255
"2021-07-01",3.1294
"2021-07-02",0.0067
"2021-07-03",4.0439
"2021-07-04",6.1135
"2021-07-05",1.5406
"2021-07-06",12.4225
"2021-07-07",10.5991
"2021-07-08",8.2657
"2021-07-09",15.6387
"2021-07-10",17.9044
"2021-07-11",2.2188
"2021-07-12",0.0964
"2021-07-13",0
"2021-07-14",1.712
"2021-07-15",9.5123
"2021-07-16",4.9652
"2021-07-17",10.8047
"2021-07-18",7.5012
"2021-07-19",0
"2021-07-20",0
"2021-07-21",0.7266
"2021-07-22",16.8449
"2021-07-23",3.0269
"2021-07-24",0
"2021-07-25",5.714
"2021-07-26",6.7743
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",1.1631
"2021-08-01",0
"2021-08-02",0.258
"2021-08-03",1.3675
"2021-08-04",0.311
"2021-08-05",0
"2021-08-06",7.3198
"2021-08-07",10.2837
"2021-08-08",5.6307
"2021-08-09",3.9862
"2021-08-10",2.1463
"2021-08-11",11.7271
"2021-08-12",2.1272
"2021-08-13",10.731
"2021-08-14",4.4375
"2021-08-15",7.6609
"2021-08-16",1.5418
"2021-08-17",4.2444
"2021-08-18",1.4538
"2021-08-19",0
"2021-08-20",3.595
"2021-08-21",10.8197
"2021-08-22",14.9911
"2021-08-23",2.4797
"2021-08-24",0.0037
"2021-08-25",1.9677
"2021-08-26",6.321
"2021-08-27",8.669
"2021-08-28",14.9822
"2021-08-29",3.414
"2021-08-30",0
"2021-08-31",4.0189
"2021-09-01",20.7239
"2021-09-02",26.5594
"2021-09-03",8.6463
"2021-09-04",0
"2021-09-05",0.4475
"2021-09-06",0
"2021-09-07",0.0166
"2021-09-08",0
"2021-09-09",3.8084
"2021-09-10",11.9976
"2021-09-11",1.1638
"2021-09-12",0
"2021-09-13",0
"2021-09-14",1.528
"2021-09-15",20.2687
"2021-09-16",5.7198
"2021-09-17",10.1616
"2021-09-18",4.1765
"2021-09-19",9.925
"2021-09-20",10.5365
"2021-09-21",3.9384
"2021-09-22",10.9642
"2021-09-23",10.307
"2021-09-24",7.8151
"2021-09-25",11.9544
"2021-09-26",10.8685
"2021-09-27",0
"2021-09-28",0.6955
"2021-09-29",2.9209
"2021-09-30",31.7894
"2021-10-01",30.9174
"2021-10-02",2.4907
"2021-10-03",13.3679
"2021-10-04",37.2486
"2021-10-05",14.3142
"2021-10-06",2.5749
"2021-10-07",0
"2021-10-08",0
"2021-10-09",9.7686
"2021-10-10",17.1819
"2021-10-11",0.4929
"2021-10-12",5.3851
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0.4926
"2021-10-16",1.6151
"2021-10-17",4.2073
"2021-10-18",0
"2021-10-19",4.3864
"2021-10-20",10.8743
"2021-10-21",6.6391
"2021-10-22",8.0634
"2021-10-23",7.0179
"2021-10-24",22.5707
"2021-10-25",20.5642
"2021-10-26",23.9738
"2021-10-27",0
"2021-10-28",23.9922
"2021-10-29",18.3162
"2021-10-30",18.6675
"2021-10-31",12.045
"2021-11-01",21.6026
"2021-11-02",6.7035
"2021-11-03",17.6703
"2021-11-04",17.4773
"2021-11-05",8.9094
"2021-11-06",35.3418
"2021-11-07",38.4036
"2021-11-08",36.3594
"2021-11-09",10.7557
"2021-11-10",0.5807
"2021-11-11",5.8354
"2021-11-12",15.4949
"2021-11-13",0.1747
"2021-11-14",0.2149
"2021-11-15",4.4416
"2021-11-16",6.9967
"2021-11-17",24.2074
"2021-11-18",0.6571
"2021-11-19",4.2574
"2021-11-20",3.9886
"2021-11-21",0
"2021-11-22",0.7504
"2021-11-23",23.8276
"2021-11-24",44.4686
"2021-11-25",34.2576
"2021-11-26",26.1182
"2021-11-27",26.3003
"2021-11-28",27.8323
"2021-11-29",9.0488
"2021-11-30",0.3571
"2021-12-01",0
"2021-12-02",2.1694
"2021-12-03",18.5966
"2021-12-04",5.3704
"2021-12-05",12.1246
"2021-12-06",4.4933
"2021-12-07",0
"2021-12-08",4.6407
"2021-12-09",7.7761
"2021-12-10",0.0364
"2021-12-11",0.1458
"2021-12-12",20.9864
"2021-12-13",33.531
"2021-12-14",16.9697
"2021-12-15",1.9641
"2021-12-16",1.8475
"2021-12-17",2.9187
"2021-12-18",5.3247
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",8.2329
"2021-12-31",0
"2022-01-01",0.1396
"2022-01-02",3.492
"2022-01-03",12.1987
"2022-01-04",1.7121
"2022-01-05",5.1358
"2022-01-06",1.073
"2022-01-07",0
"2022-01-08",0.9691
"2022-01-09",15.6949
"2022-01-10",2.8295
"2022-01-11",0
"2022-01-12",4.549
"2022-01-13",11.4344
"2022-01-14",2.4638
"2022-01-15",0.1209
"2022-01-16",0.0699
"2022-01-17",0
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0.0008
"2022-01-25",0
"2022-01-26",0
"2022-01-27",1.0631
"2022-01-28",0
"2022-01-29",0
"2022-01-30",4.4827
"2022-01-31",7.8529
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0.1101
"2022-02-04",0
"2022-02-05",0
"2022-02-06",0.0499
"2022-02-07",11.0342
"2022-02-08",13.9577
"2022-02-09",1.8669
"2022-02-10",9.9932
"2022-02-11",42.9525
"2022-02-12",14.0009
"2022-02-13",5.4327
"2022-02-14",1.2361
"2022-02-15",1.6574
"2022-02-16",0.7413
"2022-02-17",0
"2022-02-18",9.6491
"2022-02-19",17.0114
"2022-02-20",3.1606
"2022-02-21",0.1041
"2022-02-22",0
"2022-02-23",2.2995
"2022-02-24",0
"2022-02-25",2.0656
"2022-02-26",0.293
"2022-02-27",0
"2022-02-28",0
"2022-03-01",0.0986
"2022-03-02",9.5642
"2022-03-03",4.9939
"2022-03-04",1.8422
"2022-03-05",2.1931
"2022-03-06",4.0613
"2022-03-07",3.8424
"2022-03-08",14.7441
"2022-03-09",0
"2022-03-10",0
"2022-03-11",11.4846
"2022-03-12",14.8819
"2022-03-13",0
"2022-03-14",0
"2022-03-15",3.6483
"2022-03-16",17.3887
"2022-03-17",13.344
"2022-03-18",4.8199
"2022-03-19",7.7137
"2022-03-20",0
"2022-03-21",0
"2022-03-22",1.1983
"2022-03-23",1.1328
"2022-03-24",0.811
"2022-03-25",0
"2022-03-26",0
"2022-03-27",0.4295
"2022-03-28",0
"2022-03-29",2.9502
"2022-03-30",4.1319
"2022-03-31",5.1915
"2022-04-01",0
"2022-04-02",9.8897
"2022-04-03",5.4026
"2022-04-04",7.8215
"2022-04-05",7.7173
"2022-04-06",17.5869
"2022-04-07",21.758
"2022-04-08",19.992
"2022-04-09",20.9386
"2022-04-10",0.1369
"2022-04-11",10.969
"2022-04-12",9.9137
"2022-04-13",2.7573
"2022-04-14",7.1967
"2022-04-15",10.6937
"2022-04-16",3.7883
"2022-04-17",1.375
"2022-04-18",4.3117
"2022-04-19",4.0648
"2022-04-20",2.7904
"2022-04-21",2.2484
"2022-04-22",10.0919
"2022-04-23",7.5795
"2022-04-24",3.3797
"2022-04-25",3.3438
"2022-04-26",2.2833
"2022-04-27",3.6059
"2022-04-28",14.2109
"2022-04-29",5.9823
"2022-04-30",7.5284
"2022-05-01",4.0894
"2022-05-02",1.6159
"2022-05-03",2.7345
"2022-05-04",4.3184
"2022-05-05",5.1834
"2022-05-06",1.0665
"2022-05-07",0.6155
"2022-05-08",9.7794
"2022-05-09",1.8462
"2022-05-10",2.7478
"2022-05-11",2.2847
"2022-05-12",0
"2022-05-13",18.9907
"2022-05-14",10.7889
"2022-05-15",0
"2022-05-16",0
"2022-05-17",0
"2022-05-18",4.0654
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0
"2022-05-24",6.6878
"2022-05-25",6.4092
"2022-05-26",4.2486
"2022-05-27",1.3725
"2022-05-28",9.2264
"2022-05-29",3.6246
"2022-05-30",4.7936
"2022-05-31",16.4489
"2022-06-01",0
"2022-06-02",0
"2022-06-03",0.2165
"2022-06-04",0.8506
"2022-06-05",2.8552
"2022-06-06",6.0054
"2022-06-07",2.1704
"2022-06-08",0
"2022-06-09",0.7435
"2022-06-10",0
"2022-06-11",11.0529
"2022-06-12",1.1923
"2022-06-13",2.6976
"2022-06-14",5.4494
"2022-06-15",4.4199
"2022-06-16",13.3229
"2022-06-17",5.0006
"2022-06-18",6.0514
"2022-06-19",7.893
"2022-06-20",6.4219
"2022-06-21",7.3496
"2022-06-22",4.2393
"2022-06-23",0
"2022-06-24",1.9776
"2022-06-25",0
"2022-06-26",0.0049
"2022-06-27",1.6302
"2022-06-28",2.0882
"2022-06-29",0.2839
"2022-06-30",3.4433
"2022-07-01",0
"2022-07-02",4.3177
"2022-07-03",3.2592
"2022-07-04",0.0129
"2022-07-05",0.652
"2022-07-06",0.007
"2022-07-07",0.4907
"2022-07-08",0
"2022-07-09",0.0452
"2022-07-10",7.1841
"2022-07-11",0.2112
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0
"2022-07-15",0
"2022-07-16",1.4742
"2022-07-17",2.8374
"2022-07-18",1.2867
"2022-07-19",5.7959
"2022-07-20",5.4642
"2022-07-21",10.7219
"2022-07-22",7.3446
"2022-07-23",2.5233
"2022-07-24",15.8816
"2022-07-25",15.4504
"2022-07-26",9.264
"2022-07-27",7.5185
"2022-07-28",14.7495
"2022-07-29",8.6315
"2022-07-30",10.295
"2022-07-31",8.0419
"2022-08-01",17.2652
"2022-08-02",4.0462
"2022-08-03",18.4537
"2022-08-04",27.7287
"2022-08-05",1.6261
"2022-08-06",1.896
"2022-08-07",0.1191
"2022-08-08",0
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",1.048
"2022-08-13",0.0638
"2022-08-14",2.7207
"2022-08-15",1.6453
"2022-08-16",1.5182
"2022-08-17",0.8609
"2022-08-18",3.9695
"2022-08-19",1.6402
"2022-08-20",1.9547
"2022-08-21",0.0193
"2022-08-22",0
"2022-08-23",2.2462
"2022-08-24",6.2142
"2022-08-25",13.9484
"2022-08-26",35.9812
"2022-08-27",7.6387
"2022-08-28",0.3938
"2022-08-29",5.8603
"2022-08-30",23.8762
"2022-08-31",35.8509
"2022-09-01",0.3324
"2022-09-02",0
"2022-09-03",8.1315
"2022-09-04",19.6357
"2022-09-05",47.8371
"2022-09-06",3.0036
"2022-09-07",4.6748
"2022-09-08",0.7357
"2022-09-09",2.6705
"2022-09-10",0
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0.3764
"2022-09-15",0.9574
"2022-09-16",0
"2022-09-17",0
"2022-09-18",2.322
"2022-09-19",0.8612
"2022-09-20",1.1435
"2022-09-21",0.1448
"2022-09-22",0.9585
"2022-09-23",3.7582
"2022-09-24",0.0005
"2022-09-25",0.6465
"2022-09-26",6.4843
"2022-09-27",10.6654
"2022-09-28",4.1017
"2022-09-29",2.431
"2022-09-30",2.1095
"2022-10-01",5.9784
"2022-10-02",0
"2022-10-03",2.1833
"2022-10-04",11.7834
"2022-10-05",5.1164
"2022-10-06",2.0183
"2022-10-07",7.233
"2022-10-08",4.613
"2022-10-09",5.7017
