,"(mm) Precipitation (CHIRPS) at Ampara, 2007-01-01 to 2025-12-31"
"2019-10-02",5.4761
"2019-10-03",2.0813
"2019-10-04",0.7864
"2019-10-05",3.6706
"2019-10-06",13.2654
"2019-10-07",0.6437
"2019-10-08",4.1891
"2019-10-09",9.1724
"2019-10-10",10.7129
"2019-10-11",9.8851
"2019-10-12",0.1154
"2019-10-13",1.5812
"2019-10-14",2.1389
"2019-10-15",14.5889
"2019-10-16",15.513
"2019-10-17",2.9508
"2019-10-18",0.3051
"2019-10-19",12.5072
"2019-10-20",20.8042
"2019-10-21",17.7351
"2019-10-22",3.6965
"2019-10-23",27.6487
"2019-10-24",12.6823
"2019-10-25",4.9126
"2019-10-26",52.0836
"2019-10-27",41.2475
"2019-10-28",26.3723
"2019-10-29",22.6978
"2019-10-30",2.4214
"2019-10-31",7.6839
"2019-11-01",0.3611
"2019-11-02",5.8474
"2019-11-03",6.6515
"2019-11-04",1.1602
"2019-11-05",10.819
"2019-11-06",0.8766
"2019-11-07",0
"2019-11-08",6.0549
"2019-11-09",7.5392
"2019-11-10",0.8038
"2019-11-11",0.1799
"2019-11-12",0.0679
"2019-11-13",0.4553
"2019-11-14",1.5885
"2019-11-15",4.1036
"2019-11-16",4.7282
"2019-11-17",0
"2019-11-18",5.4856
"2019-11-19",17.4582
"2019-11-20",0.4531
"2019-11-21",19.4326
"2019-11-22",27.5467
"2019-11-23",29.7376
"2019-11-24",29.9069
"2019-11-25",32.8233
"2019-11-26",3.2954
"2019-11-27",27.977
"2019-11-28",52.9899
"2019-11-29",51.3818
"2019-11-30",45.2902
"2019-12-01",9.07
"2019-12-02",48.663
"2019-12-03",43.892
"2019-12-04",64.082
"2019-12-05",19.8497
"2019-12-06",0.2011
"2019-12-07",1.1916
"2019-12-08",9.0372
"2019-12-09",42.1659
"2019-12-10",10.163
"2019-12-11",2.5516
"2019-12-12",0.0249
"2019-12-13",0.2525
"2019-12-14",17.1195
"2019-12-15",4.5909
"2019-12-16",1.3002
"2019-12-17",33.7209
"2019-12-18",34.478
"2019-12-19",34.5206
"2019-12-20",24.6143
"2019-12-21",9.4467
"2019-12-22",18.0161
"2019-12-23",0.6367
"2019-12-24",0
"2019-12-25",0.2635
"2019-12-26",0.5361
"2019-12-27",0
"2019-12-28",1.3009
"2019-12-29",0
"2019-12-30",0.0416
"2019-12-31",0.0365
"2020-01-01",0.212
"2020-01-02",1.5764
"2020-01-03",0
"2020-01-04",0
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0.0047
"2020-01-11",2.2353
"2020-01-12",0
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0.0508
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0
"2020-01-19",0.9276
"2020-01-20",0
"2020-01-21",0.8937
"2020-01-22",47.1069
"2020-01-23",0.2563
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0.1465
"2020-01-27",0
"2020-01-28",0
"2020-01-29",0
"2020-01-30",0.0077
"2020-01-31",0
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0
"2020-02-04",5.5935
"2020-02-05",0.9531
"2020-02-06",0.5787
"2020-02-07",1.3057
"2020-02-08",0.0498
"2020-02-09",0
"2020-02-10",3.1366
"2020-02-11",0
"2020-02-12",4.2938
"2020-02-13",0.6868
"2020-02-14",0
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0.0293
"2020-02-18",0
"2020-02-19",0
"2020-02-20",6.0348
"2020-02-21",2.819
"2020-02-22",0.9306
"2020-02-23",0.8055
"2020-02-24",0
"2020-02-25",0
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0.2837
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
"2020-03-05",3.1294
"2020-03-06",4.0351
"2020-03-07",0.045
"2020-03-08",0.1055
"2020-03-09",0
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",4.3196
"2020-03-17",0.4563
"2020-03-18",1.8163
"2020-03-19",0.1712
"2020-03-20",2.2557
"2020-03-21",0
"2020-03-22",0
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0.1696
"2020-03-28",0
"2020-03-29",0
"2020-03-30",0
"2020-03-31",0
"2020-04-01",0.0111
"2020-04-02",0
"2020-04-03",0
"2020-04-04",1.0925
"2020-04-05",0
"2020-04-06",0
"2020-04-07",0
"2020-04-08",1.4446
"2020-04-09",0
"2020-04-10",2.7983
"2020-04-11",0.0995
"2020-04-12",2.8774
"2020-04-13",3.2073
"2020-04-14",3.8008
"2020-04-15",0.5211
"2020-04-16",1.9537
"2020-04-17",3.6036
"2020-04-18",2.7524
"2020-04-19",2.5482
"2020-04-20",2.4496
"2020-04-21",2.8946
"2020-04-22",9.3424
"2020-04-23",1.2607
"2020-04-24",2.7322
"2020-04-25",0.0026
"2020-04-26",0.0948
"2020-04-27",1.5553
"2020-04-28",1.4914
"2020-04-29",6.0257
"2020-04-30",2.6366
"2020-05-01",2.1792
"2020-05-02",0.2166
"2020-05-03",1.4886
"2020-05-04",4.2478
"2020-05-05",4.8722
"2020-05-06",5.2555
"2020-05-07",6.6836
"2020-05-08",5.7932
"2020-05-09",8.8858
"2020-05-10",8.9235
"2020-05-11",6.0415
"2020-05-12",9.0836
"2020-05-13",10.1131
"2020-05-14",4.0912
"2020-05-15",12.9307
"2020-05-16",21.5071
"2020-05-17",12.9137
"2020-05-18",7.7081
"2020-05-19",3.8441
"2020-05-20",0.0116
"2020-05-21",0.292
"2020-05-22",1.4505
"2020-05-23",4.727
"2020-05-24",10.6293
"2020-05-25",7.2101
"2020-05-26",7.6828
"2020-05-27",5.0968
"2020-05-28",0.8312
"2020-05-29",2.5766
"2020-05-30",1.8057
"2020-05-31",0.2696
"2020-06-01",0.9257
"2020-06-02",0.4968
"2020-06-03",0.0007
"2020-06-04",0.0286
"2020-06-05",0.2902
"2020-06-06",3.6007
"2020-06-07",3.3714
"2020-06-08",0.2978
"2020-06-09",0.1035
"2020-06-10",2.5346
"2020-06-11",0.3328
"2020-06-12",1.1945
"2020-06-13",1.6898
"2020-06-14",0.1637
"2020-06-15",0.1059
"2020-06-16",2.1153
"2020-06-17",0
"2020-06-18",0
"2020-06-19",3.3104
"2020-06-20",1.0313
"2020-06-21",6.1355
"2020-06-22",0.0421
"2020-06-23",6.6235
"2020-06-24",5.7253
"2020-06-25",5.1982
"2020-06-26",0
"2020-06-27",0
"2020-06-28",0
"2020-06-29",4.4819
"2020-06-30",0.2315
"2020-07-01",0
"2020-07-02",0.5749
"2020-07-03",5.9804
"2020-07-04",1.5004
"2020-07-05",0.0961
"2020-07-06",1.1647
"2020-07-07",0
"2020-07-08",4.4168
"2020-07-09",0.6063
"2020-07-10",3.7051
"2020-07-11",3.9493
"2020-07-12",0.5364
"2020-07-13",4.5648
"2020-07-14",0
"2020-07-15",4.3417
"2020-07-16",4.3119
"2020-07-17",1.2789
"2020-07-18",2.8982
"2020-07-19",7.4087
"2020-07-20",5.8691
"2020-07-21",0.3028
"2020-07-22",2.2658
"2020-07-23",2.0595
"2020-07-24",0.4073
"2020-07-25",0.1677
"2020-07-26",9.8603
"2020-07-27",6.0571
"2020-07-28",8.6364
"2020-07-29",0.1799
"2020-07-30",0.5589
"2020-07-31",0
"2020-08-01",2.653
"2020-08-02",1.7468
"2020-08-03",7.1435
"2020-08-04",5.6044
"2020-08-05",1.7546
"2020-08-06",3.5598
"2020-08-07",0
"2020-08-08",0.132
"2020-08-09",6.0793
"2020-08-10",0
"2020-08-11",0.5349
"2020-08-12",0.3487
"2020-08-13",0.0136
"2020-08-14",0.1999
"2020-08-15",0.6933
"2020-08-16",2.2839
"2020-08-17",0
"2020-08-18",0
"2020-08-19",0
"2020-08-20",0
"2020-08-21",0
"2020-08-22",0.0045
"2020-08-23",0.1671
"2020-08-24",0
"2020-08-25",0.0059
"2020-08-26",3.0754
"2020-08-27",2.7983
"2020-08-28",0.292
"2020-08-29",0
"2020-08-30",5.1379
"2020-08-31",7.9192
"2020-09-01",11.2644
"2020-09-02",7.5476
"2020-09-03",1.532
"2020-09-04",0.0003
"2020-09-05",3.6928
"2020-09-06",9.7478
"2020-09-07",5.3302
"2020-09-08",5.0324
"2020-09-09",0.5654
"2020-09-10",9.4197
"2020-09-11",6.484
"2020-09-12",6.7703
"2020-09-13",4.7549
"2020-09-14",0.0415
"2020-09-15",0
"2020-09-16",2.271
"2020-09-17",0.7791
"2020-09-18",11.8574
"2020-09-19",2.0186
"2020-09-20",2.0604
"2020-09-21",0
"2020-09-22",0.7234
"2020-09-23",0.1285
"2020-09-24",13.618
"2020-09-25",15.2547
"2020-09-26",3.7172
"2020-09-27",2.0666
"2020-09-28",7.1405
"2020-09-29",7.5276
"2020-09-30",0.5992
"2020-10-01",0.9028
"2020-10-02",0.2231
"2020-10-03",1.9146
"2020-10-04",0
"2020-10-05",0
"2020-10-06",1.2215
"2020-10-07",9.1288
"2020-10-08",1.6797
"2020-10-09",8.2476
"2020-10-10",0.7378
"2020-10-11",7.7776
"2020-10-12",3.1583
"2020-10-13",1.0773
"2020-10-14",4.7636
"2020-10-15",1.9808
"2020-10-16",0
"2020-10-17",1.9798
"2020-10-18",7.9639
"2020-10-19",0.0685
"2020-10-20",0
"2020-10-21",0.9755
"2020-10-22",0
"2020-10-23",0
"2020-10-24",0.7673
"2020-10-25",4.0217
"2020-10-26",11.6445
"2020-10-27",17.3403
"2020-10-28",7.7263
"2020-10-29",9.23
"2020-10-30",12.8055
"2020-10-31",12.2346
"2020-11-01",15.6789
"2020-11-02",4.8219
"2020-11-03",6.2122
"2020-11-04",14.1974
"2020-11-05",0.0394
"2020-11-06",2.5635
"2020-11-07",0.0013
"2020-11-08",13.0669
"2020-11-09",3.9705
"2020-11-10",25.2201
"2020-11-11",6.0251
"2020-11-12",10.941
"2020-11-13",0.8922
"2020-11-14",2.0424
"2020-11-15",4.8928
"2020-11-16",41.0747
"2020-11-17",4.6752
"2020-11-18",0.5915
"2020-11-19",0.2729
"2020-11-20",12.4501
"2020-11-21",14.2829
"2020-11-22",13.4205
"2020-11-23",2.7071
"2020-11-24",1.8643
"2020-11-25",9.9392
"2020-11-26",0.0242
"2020-11-27",3.5628
"2020-11-28",0
"2020-11-29",0
"2020-11-30",1.8951
"2020-12-01",61.2903
"2020-12-02",28.3616
"2020-12-03",2.6665
"2020-12-04",8.8015
"2020-12-05",7.0142
"2020-12-06",19.3465
"2020-12-07",1.888
"2020-12-08",6.33
"2020-12-09",2.0349
"2020-12-10",3.0361
"2020-12-11",0
"2020-12-12",8.7355
"2020-12-13",0.4305
"2020-12-14",0
"2020-12-15",0
"2020-12-16",0
"2020-12-17",2.2133
"2020-12-18",20.8011
"2020-12-19",17.7803
"2020-12-20",65.3656
"2020-12-21",24.439
"2020-12-22",31.8451
"2020-12-23",4.4998
"2020-12-24",0
"2020-12-25",0.0416
"2020-12-26",0.2243
"2020-12-27",3.075
"2020-12-28",2.4835
"2020-12-29",0
"2020-12-30",6.6584
"2020-12-31",47.061
"2021-01-01",12.362
"2021-01-02",2.0084
"2021-01-03",40.2153
"2021-01-04",27.1234
"2021-01-05",2.26
"2021-01-06",2.247
"2021-01-07",0.7854
"2021-01-08",6.9548
"2021-01-09",46.8175
"2021-01-10",42.5668
"2021-01-11",22.6393
"2021-01-12",25.4616
"2021-01-13",10.1927
"2021-01-14",15.5674
"2021-01-15",25.9752
"2021-01-16",2.5199
"2021-01-17",0.5744
"2021-01-18",4.9809
"2021-01-19",7.532
"2021-01-20",0
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",3.7517
"2021-01-28",19.9924
"2021-01-29",22.9147
"2021-01-30",3.7363
"2021-01-31",13.323
"2021-02-01",2.0912
"2021-02-02",7.738
"2021-02-03",44.3649
"2021-02-04",13.3263
"2021-02-05",4.693
"2021-02-06",44.8688
"2021-02-07",1.2628
"2021-02-08",0.8104
"2021-02-09",0
"2021-02-10",1.8598
"2021-02-11",2.7062
"2021-02-12",0
"2021-02-13",0
"2021-02-14",1.8075
"2021-02-15",0
"2021-02-16",0
"2021-02-17",0
"2021-02-18",0
"2021-02-19",1.7713
"2021-02-20",0
"2021-02-21",0.0012
"2021-02-22",0.5846
"2021-02-23",0
"2021-02-24",0
"2021-02-25",0
"2021-02-26",0
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",1.5079
"2021-03-06",0
"2021-03-07",0.1382
"2021-03-08",5.2349
"2021-03-09",0.6931
"2021-03-10",26.3378
"2021-03-11",1.5849
"2021-03-12",0.4912
"2021-03-13",0
"2021-03-14",1.9261
"2021-03-15",0
"2021-03-16",0
"2021-03-17",0.0275
"2021-03-18",1.2117
"2021-03-19",13.7221
"2021-03-20",5.405
"2021-03-21",1.2935
"2021-03-22",0.0185
"2021-03-23",0.4067
"2021-03-24",9.8546
"2021-03-25",9.5715
"2021-03-26",28.4202
"2021-03-27",15.5274
"2021-03-28",8.0102
"2021-03-29",2.4614
"2021-03-30",0
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0
"2021-04-03",0
"2021-04-04",0
"2021-04-05",0
"2021-04-06",0
"2021-04-07",0
"2021-04-08",0.0641
"2021-04-09",0.9611
"2021-04-10",5.0693
"2021-04-11",9.8524
"2021-04-12",4.0758
"2021-04-13",5.2882
"2021-04-14",14.0497
"2021-04-15",16.0503
"2021-04-16",5.7368
"2021-04-17",1.0216
"2021-04-18",2.4524
"2021-04-19",1.279
"2021-04-20",0.2691
"2021-04-21",0.7076
"2021-04-22",0.0042
"2021-04-23",0.375
"2021-04-24",0.106
"2021-04-25",0
"2021-04-26",0.4773
"2021-04-27",4.4787
"2021-04-28",6.1398
"2021-04-29",4.4575
"2021-04-30",2.0223
"2021-05-01",7.5829
"2021-05-02",5.3249
"2021-05-03",7.2368
"2021-05-04",1.546
"2021-05-05",0.4633
"2021-05-06",0
"2021-05-07",6.996
"2021-05-08",1.1261
"2021-05-09",2.6283
"2021-05-10",7.1764
"2021-05-11",3.7909
"2021-05-12",4.1183
"2021-05-13",18.3032
"2021-05-14",12.0626
"2021-05-15",9.4484
"2021-05-16",0
"2021-05-17",0
"2021-05-18",4.8687
"2021-05-19",5.3159
"2021-05-20",5.8294
"2021-05-21",8.3915
"2021-05-22",3.2319
"2021-05-23",1.68
"2021-05-24",8.8238
"2021-05-25",5.5542
"2021-05-26",0.0778
"2021-05-27",0
"2021-05-28",0.5179
"2021-05-29",7.0626
"2021-05-30",1.6024
"2021-05-31",0
"2021-06-01",0
"2021-06-02",1.0238
"2021-06-03",4.4505
"2021-06-04",6.0761
"2021-06-05",6.1832
"2021-06-06",0.9791
"2021-06-07",1.8005
"2021-06-08",1.8853
"2021-06-09",2.4246
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0
"2021-06-13",0
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",0
"2021-06-22",1.4157
"2021-06-23",1.4696
"2021-06-24",1.629
"2021-06-25",0
"2021-06-26",1.7813
"2021-06-27",1.5565
"2021-06-28",0.5028
"2021-06-29",0.3786
"2021-06-30",0.422
"2021-07-01",2.9555
"2021-07-02",0.0166
"2021-07-03",1.2778
"2021-07-04",1.6456
"2021-07-05",3.6484
"2021-07-06",5.493
"2021-07-07",4.9895
"2021-07-08",1.9852
"2021-07-09",5.6854
"2021-07-10",13.5795
"2021-07-11",1.0734
"2021-07-12",0.1568
"2021-07-13",0
"2021-07-14",2.2404
"2021-07-15",7.8995
"2021-07-16",0.1088
"2021-07-17",5.8775
"2021-07-18",5.5408
"2021-07-19",0
"2021-07-20",0
"2021-07-21",0.1255
"2021-07-22",13.1287
"2021-07-23",0.974
"2021-07-24",0
"2021-07-25",3.4052
"2021-07-26",2.0098
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",0
"2021-08-01",0.0416
"2021-08-02",0.5077
"2021-08-03",0.9236
"2021-08-04",0.0131
"2021-08-05",0
"2021-08-06",3.7027
"2021-08-07",5.1128
"2021-08-08",6.0279
"2021-08-09",1.692
"2021-08-10",0.049
"2021-08-11",11.7564
"2021-08-12",1.8536
"2021-08-13",5.5025
"2021-08-14",2.9092
"2021-08-15",6.5165
"2021-08-16",1.6181
"2021-08-17",1.1665
"2021-08-18",0.6547
"2021-08-19",0.2222
"2021-08-20",0.8253
"2021-08-21",7.0008
"2021-08-22",11.4106
"2021-08-23",0.8001
"2021-08-24",0.0298
"2021-08-25",0.4362
"2021-08-26",0.1938
"2021-08-27",3.3269
"2021-08-28",11.6494
"2021-08-29",5.0037
"2021-08-30",0.6601
"2021-08-31",1.01
"2021-09-01",9.9082
"2021-09-02",21.6388
"2021-09-03",6.1393
"2021-09-04",0
"2021-09-05",0.0559
"2021-09-06",0.008
"2021-09-07",0.0717
"2021-09-08",0
"2021-09-09",0.0081
"2021-09-10",1.5172
"2021-09-11",1.2916
"2021-09-12",0
"2021-09-13",0
"2021-09-14",0
"2021-09-15",8.6328
"2021-09-16",4.3175
"2021-09-17",4.2068
"2021-09-18",3.7874
"2021-09-19",1.0033
"2021-09-20",3.2088
"2021-09-21",1.0912
"2021-09-22",1.5777
"2021-09-23",2.5429
"2021-09-24",0.9778
"2021-09-25",2.4097
"2021-09-26",1.1636
"2021-09-27",0
"2021-09-28",1.823
"2021-09-29",1.5228
"2021-09-30",30.3318
"2021-10-01",17.5901
"2021-10-02",0.268
"2021-10-03",11.6419
"2021-10-04",37.1394
"2021-10-05",4.0613
"2021-10-06",0.3317
"2021-10-07",0
"2021-10-08",0.185
"2021-10-09",13.0159
"2021-10-10",14.1666
"2021-10-11",2.5553
"2021-10-12",11.3379
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0.4925
"2021-10-16",0.4125
"2021-10-17",2.7902
"2021-10-18",0
"2021-10-19",0.3109
"2021-10-20",0.9804
"2021-10-21",3.0251
"2021-10-22",0.3011
"2021-10-23",2.7426
"2021-10-24",19.6248
"2021-10-25",15.6525
"2021-10-26",19.8226
"2021-10-27",0.4633
"2021-10-28",20.2704
"2021-10-29",10.5532
"2021-10-30",7.0861
"2021-10-31",6.9144
"2021-11-01",10.8093
"2021-11-02",4.9669
"2021-11-03",12.192
"2021-11-04",16.5863
"2021-11-05",16.4362
"2021-11-06",20.0945
"2021-11-07",33.677
"2021-11-08",35.9156
"2021-11-09",15.6793
"2021-11-10",2.5404
"2021-11-11",2.5413
"2021-11-12",8.4781
"2021-11-13",1.5138
"2021-11-14",2.526
"2021-11-15",5.5774
"2021-11-16",4.8224
"2021-11-17",24.1986
"2021-11-18",1.4431
"2021-11-19",2.9703
"2021-11-20",0.7931
"2021-11-21",0
"2021-11-22",3.5827
"2021-11-23",37.9662
"2021-11-24",47.814
"2021-11-25",42.6961
"2021-11-26",17.0275
"2021-11-27",21.8933
"2021-11-28",25.0897
"2021-11-29",9.9106
"2021-11-30",0.078
"2021-12-01",0
"2021-12-02",0.3822
"2021-12-03",4.3705
"2021-12-04",0.0002
"2021-12-05",0.0054
"2021-12-06",0
"2021-12-07",0
"2021-12-08",8.0774
"2021-12-09",0.3054
"2021-12-10",11.3232
"2021-12-11",0.1357
"2021-12-12",32.2601
"2021-12-13",49.1544
"2021-12-14",18.4164
"2021-12-15",2.9176
"2021-12-16",2.1817
"2021-12-17",1.3863
"2021-12-18",7.6041
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",0.5375
"2021-12-31",0
"2022-01-01",2.207
"2022-01-02",4.8454
"2022-01-03",22.8362
"2022-01-04",1.0694
"2022-01-05",3.3499
"2022-01-06",2.1367
"2022-01-07",0
"2022-01-08",0.8607
"2022-01-09",27.565
"2022-01-10",2.5027
"2022-01-11",0
"2022-01-12",0
"2022-01-13",0.1535
"2022-01-14",0.3344
"2022-01-15",0
"2022-01-16",0
"2022-01-17",0
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0.2807
"2022-01-25",0
"2022-01-26",0
"2022-01-27",5.9333
"2022-01-28",0
"2022-01-29",0
"2022-01-30",0.3988
"2022-01-31",3.8006
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0
"2022-02-04",0
"2022-02-05",0
"2022-02-06",1.0192
"2022-02-07",19.126
"2022-02-08",20.6612
"2022-02-09",4.0926
"2022-02-10",6.6411
"2022-02-11",56.4035
"2022-02-12",21.7714
"2022-02-13",6.1121
"2022-02-14",1.4642
"2022-02-15",1.8089
"2022-02-16",0.646
"2022-02-17",0
"2022-02-18",24.2523
"2022-02-19",22.4807
"2022-02-20",0.0121
"2022-02-21",0
"2022-02-22",0
"2022-02-23",0.2745
"2022-02-24",2.1116
"2022-02-25",14.025
"2022-02-26",8.062
"2022-02-27",0
"2022-02-28",0
"2022-03-01",0.3434
"2022-03-02",20.859
"2022-03-03",7.7158
"2022-03-04",14.8553
"2022-03-05",0.556
"2022-03-06",0.1686
"2022-03-07",0
"2022-03-08",0.5534
"2022-03-09",0
"2022-03-10",0
"2022-03-11",1.7261
"2022-03-12",14.8749
"2022-03-13",0
"2022-03-14",0.6967
"2022-03-15",5.6311
"2022-03-16",23.3613
"2022-03-17",6.557
"2022-03-18",0.9471
"2022-03-19",4.9028
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0
"2022-03-23",0.0022
"2022-03-24",0.4873
"2022-03-25",0
"2022-03-26",0
"2022-03-27",0
"2022-03-28",0
"2022-03-29",0
"2022-03-30",0
"2022-03-31",0
"2022-04-01",0.1195
"2022-04-02",1.9682
"2022-04-03",1.0388
"2022-04-04",1.47
"2022-04-05",1.7208
"2022-04-06",7.312
"2022-04-07",11.705
"2022-04-08",14.1214
"2022-04-09",17.622
"2022-04-10",10.227
"2022-04-11",8.626
"2022-04-12",8.8298
"2022-04-13",2.9159
"2022-04-14",3.7908
"2022-04-15",5.6444
"2022-04-16",3.2585
"2022-04-17",2.3747
"2022-04-18",2.43
"2022-04-19",0.6469
"2022-04-20",0
"2022-04-21",0.0081
"2022-04-22",4.8995
"2022-04-23",3.699
"2022-04-24",0.0484
"2022-04-25",1.0735
"2022-04-26",0.038
"2022-04-27",0
"2022-04-28",1.8481
"2022-04-29",2.3081
"2022-04-30",1.6088
"2022-05-01",2.7394
"2022-05-02",0.5057
"2022-05-03",4.0011
"2022-05-04",2.8448
"2022-05-05",4.1384
"2022-05-06",1.4159
"2022-05-07",0.9253
"2022-05-08",7.7246
"2022-05-09",0.8812
"2022-05-10",1.875
"2022-05-11",0.3368
"2022-05-12",0
"2022-05-13",2.2644
"2022-05-14",1.0933
"2022-05-15",0.4902
"2022-05-16",0
"2022-05-17",0
"2022-05-18",1.9815
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0
"2022-05-24",3.0169
"2022-05-25",1.2759
"2022-05-26",1.9461
"2022-05-27",1.4429
"2022-05-28",3.6468
"2022-05-29",3.7928
"2022-05-30",4.3449
"2022-05-31",2.8886
"2022-06-01",0
"2022-06-02",0
"2022-06-03",0.8732
"2022-06-04",0.0563
"2022-06-05",1.2925
"2022-06-06",1.0834
"2022-06-07",2.4045
"2022-06-08",0.0448
"2022-06-09",0.1732
"2022-06-10",0
"2022-06-11",4.8629
"2022-06-12",1.5141
"2022-06-13",0.012
"2022-06-14",1.4973
"2022-06-15",1.0105
"2022-06-16",3.8877
"2022-06-17",2.5463
"2022-06-18",1.9855
"2022-06-19",3.2548
"2022-06-20",2.7487
"2022-06-21",1.6276
"2022-06-22",1.7775
"2022-06-23",0.0257
"2022-06-24",0
"2022-06-25",0
"2022-06-26",0.3029
"2022-06-27",0.3668
"2022-06-28",0.7674
"2022-06-29",0
"2022-06-30",1.3654
"2022-07-01",0
"2022-07-02",0.7412
"2022-07-03",2.2433
"2022-07-04",0.6709
"2022-07-05",0.4677
"2022-07-06",0.0728
"2022-07-07",0.3289
"2022-07-08",0
"2022-07-09",0.3202
"2022-07-10",3.2346
"2022-07-11",0.2103
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0
"2022-07-15",0
"2022-07-16",0.0861
"2022-07-17",0.0389
"2022-07-18",0.0032
"2022-07-19",1.1866
"2022-07-20",2.6141
"2022-07-21",7.6924
"2022-07-22",1.8121
"2022-07-23",1.8689
"2022-07-24",11.8068
"2022-07-25",12.0092
"2022-07-26",2.0464
"2022-07-27",6.2912
"2022-07-28",13.8885
"2022-07-29",4.9756
"2022-07-30",6.5544
"2022-07-31",4.435
"2022-08-01",15.1061
"2022-08-02",2.1504
"2022-08-03",13.739
"2022-08-04",23.455
"2022-08-05",4.7499
"2022-08-06",2.0801
"2022-08-07",0.4907
"2022-08-08",0
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",1.3663
"2022-08-13",0
"2022-08-14",0.2503
"2022-08-15",0.3149
"2022-08-16",0.8056
"2022-08-17",0.3637
"2022-08-18",0.8397
"2022-08-19",0.2076
"2022-08-20",0.034
"2022-08-21",0.1624
"2022-08-22",0
"2022-08-23",0.2065
"2022-08-24",7.5367
"2022-08-25",5.4932
"2022-08-26",22.942
"2022-08-27",2.6742
"2022-08-28",0.1547
"2022-08-29",9.2987
"2022-08-30",8.888
"2022-08-31",25.5956
"2022-09-01",2.7778
"2022-09-02",0
"2022-09-03",2.6148
"2022-09-04",4.6164
"2022-09-05",22.4285
"2022-09-06",2.7684
"2022-09-07",2.0381
"2022-09-08",0.9286
"2022-09-09",0.3642
"2022-09-10",0
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0
"2022-09-15",0
"2022-09-16",0
"2022-09-17",0
"2022-09-18",0.0163
"2022-09-19",0.5375
"2022-09-20",0.0068
"2022-09-21",0
"2022-09-22",0
"2022-09-23",0
"2022-09-24",0.0007
"2022-09-25",0
"2022-09-26",2.4275
"2022-09-27",3.8018
"2022-09-28",2.1449
"2022-09-29",0.9767
"2022-09-30",0.4246
"2022-10-01",3.5735
"2022-10-02",0
"2022-10-03",7.9614
"2022-10-04",8.6662
"2022-10-05",5.1148
"2022-10-06",1.4405
"2022-10-07",5.2156
"2022-10-08",3.2267
"2022-10-09",0.7776
"2022-10-10",3.0342
"2022-10-11",4.1655
"2022-10-12",12.4567
"2022-10-13",6.8582
"2022-10-14",16.7006
"2022-10-15",7.705
"2022-10-16",11.1948
"2022-10-17",16.1216
"2022-10-18",2.8389
"2022-10-19",18.2498
"2022-10-20",26.3546
"2022-10-21",14.7786
"2022-10-22",11.7937
"2022-10-23",9.4325
"2022-10-24",6.4296
"2022-10-25",18.935
"2022-10-26",8.034
"2022-10-27",0
"2022-10-28",0
"2022-10-29",0
"2022-10-30",6.1988
"2022-10-31",13.6959
"2022-11-01",12.7071
"2022-11-02",11.6136
"2022-11-03",19.6727
"2022-11-04",32.5603
"2022-11-05",16.712
"2022-11-06",0.4809
"2022-11-07",8.9196
"2022-11-08",27.5971
"2022-11-09",18.3187
"2022-11-10",14.0678
"2022-11-11",6.9478
"2022-11-12",27.7003
"2022-11-13",20.7237
"2022-11-14",19.3464
"2022-11-15",2.4462
"2022-11-16",1.0838
"2022-11-17",0
"2022-11-18",0.2519
"2022-11-19",5.5759
