,"(mm) Precipitation (CHIRPS) at Monaragala, 2007-01-01 to 2025-12-31"
"2019-08-11",0.7721
"2019-08-12",1.7298
"2019-08-13",1.7489
"2019-08-14",1.1457
"2019-08-15",1.2421
"2019-08-16",7.0894
"2019-08-17",16.2284
"2019-08-18",6.4413
"2019-08-19",2.394
"2019-08-20",0.2171
"2019-08-21",0.9875
"2019-08-22",11.5554
"2019-08-23",6.3084
"2019-08-24",4.3709
"2019-08-25",0
"2019-08-26",5.5605
"2019-08-27",0.0706
"2019-08-28",1.0453
"2019-08-29",2.0578
"2019-08-30",0.1568
"2019-08-31",1.7968
"2019-09-01",10.3768
"2019-09-02",0.0666
"2019-09-03",0.2691
"2019-09-04",0.9274
"2019-09-05",1.0986
"2019-09-06",1.4006
"2019-09-07",0
"2019-09-08",0.0461
"2019-09-09",2.2436
"2019-09-10",0.1622
"2019-09-11",4.4383
"2019-09-12",4.8192
"2019-09-13",1.9205
"2019-09-14",6.5973
"2019-09-15",18.5246
"2019-09-16",6.1323
"2019-09-17",0.9293
"2019-09-18",0.0522
"2019-09-19",5.7742
"2019-09-20",3.1856
"2019-09-21",3.8146
"2019-09-22",3.6159
"2019-09-23",8.1735
"2019-09-24",10.0174
"2019-09-25",3.9306
"2019-09-26",0.0961
"2019-09-27",5.1668
"2019-09-28",17.3971
"2019-09-29",3.8861
"2019-09-30",1.5222
"2019-10-01",0.8458
"2019-10-02",3.4073
"2019-10-03",3.3416
"2019-10-04",3.3213
"2019-10-05",8.1079
"2019-10-06",11.7134
"2019-10-07",8.024
"2019-10-08",5.0867
"2019-10-09",12.6838
"2019-10-10",14.7283
"2019-10-11",11.0971
"2019-10-12",3.3345
"2019-10-13",10.8446
"2019-10-14",2.2111
"2019-10-15",17.1177
"2019-10-16",20.1584
"2019-10-17",6.9631
"2019-10-18",2.7299
"2019-10-19",14.5185
"2019-10-20",19.9438
"2019-10-21",13.6968
"2019-10-22",4.6266
"2019-10-23",25.9269
"2019-10-24",15.4005
"2019-10-25",7.7037
"2019-10-26",48.3333
"2019-10-27",34.8375
"2019-10-28",33.0576
"2019-10-29",26.9646
"2019-10-30",0.3728
"2019-10-31",9.8608
"2019-11-01",3.3321
"2019-11-02",7.2194
"2019-11-03",9.2444
"2019-11-04",7.7021
"2019-11-05",7.9358
"2019-11-06",4.4125
"2019-11-07",0.0147
"2019-11-08",11.4117
"2019-11-09",17.6333
"2019-11-10",8.9811
"2019-11-11",0.7872
"2019-11-12",0.215
"2019-11-13",0.4764
"2019-11-14",4.6864
"2019-11-15",13.3007
"2019-11-16",12.9708
"2019-11-17",3.3354
"2019-11-18",7.2962
"2019-11-19",6.2606
"2019-11-20",0.2714
"2019-11-21",11.9297
"2019-11-22",15.7712
"2019-11-23",16.6131
"2019-11-24",23.4388
"2019-11-25",28.5242
"2019-11-26",6.6344
"2019-11-27",18.6189
"2019-11-28",42.2101
"2019-11-29",38.679
"2019-11-30",37.0367
"2019-12-01",9.8319
"2019-12-02",30.3905
"2019-12-03",39.4777
"2019-12-04",56.2023
"2019-12-05",15.749
"2019-12-06",0.0806
"2019-12-07",3.6773
"2019-12-08",4.6569
"2019-12-09",21.9561
"2019-12-10",3.6847
"2019-12-11",0.3868
"2019-12-12",0.2313
"2019-12-13",1.0066
"2019-12-14",10.7751
"2019-12-15",7.1894
"2019-12-16",3.0409
"2019-12-17",26.354
"2019-12-18",40.9147
"2019-12-19",28.7568
"2019-12-20",28.9245
"2019-12-21",2.0437
"2019-12-22",15.8887
"2019-12-23",0.637
"2019-12-24",0
"2019-12-25",1.1566
"2019-12-26",3.0828
"2019-12-27",0
"2019-12-28",2.7649
"2019-12-29",0
"2019-12-30",0
"2019-12-31",0.6548
"2020-01-01",0
"2020-01-02",4.9651
"2020-01-03",0
"2020-01-04",0
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0.0041
"2020-01-11",0.8937
"2020-01-12",0.0081
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0
"2020-01-19",7.4665
"2020-01-20",3.9323
"2020-01-21",0.208
"2020-01-22",40.7867
"2020-01-23",0.0773
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0.1015
"2020-01-27",0
"2020-01-28",0
"2020-01-29",0
"2020-01-30",0
"2020-01-31",0
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0
"2020-02-04",2.5313
"2020-02-05",1.4897
"2020-02-06",0.0396
"2020-02-07",0.4398
"2020-02-08",0.0123
"2020-02-09",0
"2020-02-10",0.7752
"2020-02-11",0.3395
"2020-02-12",4.6148
"2020-02-13",7.3834
"2020-02-14",0.5418
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0.2136
"2020-02-18",0
"2020-02-19",0
"2020-02-20",2.7719
"2020-02-21",1.0526
"2020-02-22",0.5308
"2020-02-23",1.9068
"2020-02-24",0
"2020-02-25",0
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0.0232
"2020-03-02",0.0194
"2020-03-03",0
"2020-03-04",0
"2020-03-05",0.5359
"2020-03-06",2.6748
"2020-03-07",0
"2020-03-08",0.005
"2020-03-09",0.0747
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",5.061
"2020-03-17",3.413
"2020-03-18",0.155
"2020-03-19",3.1662
"2020-03-20",8.129
"2020-03-21",0
"2020-03-22",1.1169
"2020-03-23",0
"2020-03-24",0.0068
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0
"2020-03-28",0
"2020-03-29",0
"2020-03-30",2.3485
"2020-03-31",0.1697
"2020-04-01",0.2541
"2020-04-02",0
"2020-04-03",0
"2020-04-04",1.5162
"2020-04-05",0
"2020-04-06",0.1113
"2020-04-07",0.1619
"2020-04-08",3.2762
"2020-04-09",1.3905
"2020-04-10",3.0819
"2020-04-11",2.6398
"2020-04-12",3.8281
"2020-04-13",3.9493
"2020-04-14",3.696
"2020-04-15",3.9084
"2020-04-16",2.8996
"2020-04-17",6.1936
"2020-04-18",5.7137
"2020-04-19",3.3896
"2020-04-20",2.5443
"2020-04-21",3.8316
"2020-04-22",12.1277
"2020-04-23",3.102
"2020-04-24",2.9036
"2020-04-25",1.6623
"2020-04-26",0.7705
"2020-04-27",2.9095
"2020-04-28",9.9432
"2020-04-29",7.4804
"2020-04-30",7.054
"2020-05-01",4.646
"2020-05-02",1.5737
"2020-05-03",6.4436
"2020-05-04",7.4316
"2020-05-05",5.7467
"2020-05-06",8.4284
"2020-05-07",4.0301
"2020-05-08",12.9522
"2020-05-09",13.8202
"2020-05-10",13.1695
"2020-05-11",7.3242
"2020-05-12",14.2189
"2020-05-13",15.0822
"2020-05-14",13.0026
"2020-05-15",23.4611
"2020-05-16",33.7454
"2020-05-17",16.1826
"2020-05-18",12.0752
"2020-05-19",10.0782
"2020-05-20",0.0417
"2020-05-21",1.8327
"2020-05-22",2.1887
"2020-05-23",8.5675
"2020-05-24",18.9918
"2020-05-25",16.6813
"2020-05-26",17.8316
"2020-05-27",10.9973
"2020-05-28",0.8301
"2020-05-29",1.3765
"2020-05-30",0.7344
"2020-05-31",0
"2020-06-01",1.11
"2020-06-02",0.5478
"2020-06-03",0.0058
"2020-06-04",0.1648
"2020-06-05",0.4042
"2020-06-06",1.4091
"2020-06-07",3.5984
"2020-06-08",0.0587
"2020-06-09",0.7338
"2020-06-10",2.8117
"2020-06-11",0.2994
"2020-06-12",1.9515
"2020-06-13",2.2822
"2020-06-14",0.2103
"2020-06-15",0.1556
"2020-06-16",1.1134
"2020-06-17",0.2153
"2020-06-18",0.0363
"2020-06-19",1.8652
"2020-06-20",1.052
"2020-06-21",3.6664
"2020-06-22",0
"2020-06-23",4.7002
"2020-06-24",5.8262
"2020-06-25",3.8307
"2020-06-26",0.0127
"2020-06-27",0
"2020-06-28",0
"2020-06-29",3.2716
"2020-06-30",0.3425
"2020-07-01",0
"2020-07-02",0.2243
"2020-07-03",4.6637
"2020-07-04",0.1978
"2020-07-05",0.0056
"2020-07-06",2.1845
"2020-07-07",0
"2020-07-08",5.2173
"2020-07-09",1.6796
"2020-07-10",5.4074
"2020-07-11",2.7497
"2020-07-12",1.1661
"2020-07-13",5.9949
"2020-07-14",0.0131
"2020-07-15",3.126
"2020-07-16",3.2016
"2020-07-17",0.7649
"2020-07-18",3.9887
"2020-07-19",9.0875
"2020-07-20",8.0454
"2020-07-21",0.5037
"2020-07-22",0.7149
"2020-07-23",2.8147
"2020-07-24",0.4651
"2020-07-25",0.1982
"2020-07-26",5.987
"2020-07-27",4.1088
"2020-07-28",7.245
"2020-07-29",0.8342
"2020-07-30",0.937
"2020-07-31",0
"2020-08-01",0.0792
"2020-08-02",0.492
"2020-08-03",6.7939
"2020-08-04",6.4549
"2020-08-05",2.4093
"2020-08-06",2.8192
"2020-08-07",0
"2020-08-08",2.8777
"2020-08-09",9.8267
"2020-08-10",0
"2020-08-11",1.0812
"2020-08-12",0.142
"2020-08-13",0.0818
"2020-08-14",0
"2020-08-15",0.1703
"2020-08-16",1.2323
"2020-08-17",1.0429
"2020-08-18",0
"2020-08-19",0
"2020-08-20",0
"2020-08-21",0.0588
"2020-08-22",1.1673
"2020-08-23",0
"2020-08-24",0.2137
"2020-08-25",0.3867
"2020-08-26",1.4988
"2020-08-27",1.4233
"2020-08-28",2.5026
"2020-08-29",0.7307
"2020-08-30",8.7143
"2020-08-31",5.4398
"2020-09-01",9.1489
"2020-09-02",7.3974
"2020-09-03",0
"2020-09-04",0.0044
"2020-09-05",0.9609
"2020-09-06",8.7392
"2020-09-07",2.9116
"2020-09-08",4.674
"2020-09-09",2.1331
"2020-09-10",4.3091
"2020-09-11",5.9154
"2020-09-12",3.7366
"2020-09-13",3.5962
"2020-09-14",0.4253
"2020-09-15",0
"2020-09-16",2.7804
"2020-09-17",1.1149
"2020-09-18",3.5757
"2020-09-19",2.8738
"2020-09-20",5.4819
"2020-09-21",0
"2020-09-22",0.8821
"2020-09-23",0.0274
"2020-09-24",16.7514
"2020-09-25",8.5592
"2020-09-26",5.3054
"2020-09-27",4.4716
"2020-09-28",5.0837
"2020-09-29",3.8791
"2020-09-30",1.5366
"2020-10-01",0.0023
"2020-10-02",0
"2020-10-03",1.8998
"2020-10-04",0
"2020-10-05",0
"2020-10-06",4.4297
"2020-10-07",8.9807
"2020-10-08",1.0083
"2020-10-09",7.6608
"2020-10-10",0.9855
"2020-10-11",3.1401
"2020-10-12",6.7828
"2020-10-13",3.7468
"2020-10-14",4.0114
"2020-10-15",4.0247
"2020-10-16",0.0484
"2020-10-17",0.137
"2020-10-18",3.3776
"2020-10-19",0.3715
"2020-10-20",0
"2020-10-21",0.5355
"2020-10-22",0
"2020-10-23",0
"2020-10-24",0.7253
"2020-10-25",4.3446
"2020-10-26",9.6271
"2020-10-27",17.3314
"2020-10-28",8.8301
"2020-10-29",7.2528
"2020-10-30",9.0169
"2020-10-31",9.7407
"2020-11-01",12.2284
"2020-11-02",17.4169
"2020-11-03",7.9854
"2020-11-04",12.0113
"2020-11-05",4.8231
"2020-11-06",13.517
"2020-11-07",1.2915
"2020-11-08",10.3419
"2020-11-09",5.2802
"2020-11-10",23.9771
"2020-11-11",5.759
"2020-11-12",14.5177
"2020-11-13",7.2157
"2020-11-14",2.0849
"2020-11-15",3.8671
"2020-11-16",41.6493
"2020-11-17",9.6981
"2020-11-18",2.0305
"2020-11-19",0.9943
"2020-11-20",9.6403
"2020-11-21",14.2449
"2020-11-22",12.6901
"2020-11-23",4.45
"2020-11-24",3.1976
"2020-11-25",10.9816
"2020-11-26",0.406
"2020-11-27",4.8791
"2020-11-28",1.439
"2020-11-29",0
"2020-11-30",1.5507
"2020-12-01",37.496
"2020-12-02",11.452
"2020-12-03",2.7412
"2020-12-04",3.561
"2020-12-05",4.1511
"2020-12-06",9.9833
"2020-12-07",3.1554
"2020-12-08",9.2548
"2020-12-09",0.177
"2020-12-10",5.5731
"2020-12-11",0.0506
"2020-12-12",6.5076
"2020-12-13",0.6198
"2020-12-14",0.3933
"2020-12-15",0
"2020-12-16",0
"2020-12-17",0.8381
"2020-12-18",12.0505
"2020-12-19",11.7813
"2020-12-20",38.7682
"2020-12-21",13.3986
"2020-12-22",24.1051
"2020-12-23",1.2816
"2020-12-24",0
"2020-12-25",0.0044
"2020-12-26",0
"2020-12-27",0
"2020-12-28",1.3518
"2020-12-29",0
"2020-12-30",3.6654
"2020-12-31",29.3554
"2021-01-01",14.5489
"2021-01-02",0.3945
"2021-01-03",28.0015
"2021-01-04",16.1072
"2021-01-05",1.3124
"2021-01-06",1.4785
"2021-01-07",3.497
"2021-01-08",7.7563
"2021-01-09",32.1052
"2021-01-10",29.5495
"2021-01-11",16.9594
"2021-01-12",23.9961
"2021-01-13",9.6799
"2021-01-14",14.205
"2021-01-15",11.9507
"2021-01-16",10.9637
"2021-01-17",0.6244
"2021-01-18",4.7853
"2021-01-19",12.38
"2021-01-20",0
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",0.715
"2021-01-28",11.7566
"2021-01-29",13.5535
"2021-01-30",2.0668
"2021-01-31",4.7956
"2021-02-01",0.2843
"2021-02-02",2.7704
"2021-02-03",27.8941
"2021-02-04",11.0519
"2021-02-05",5.6399
"2021-02-06",37.0723
"2021-02-07",0
"2021-02-08",0.0747
"2021-02-09",0
"2021-02-10",1.3255
"2021-02-11",0.3985
"2021-02-12",0
"2021-02-13",0.308
"2021-02-14",8.262
"2021-02-15",0.3698
"2021-02-16",0.3412
"2021-02-17",0
"2021-02-18",0
"2021-02-19",0.0831
"2021-02-20",0.7561
"2021-02-21",0.5108
"2021-02-22",6.5608
"2021-02-23",0
"2021-02-24",0
"2021-02-25",0
"2021-02-26",0
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0.0961
"2021-03-06",5.7977
"2021-03-07",3.0771
"2021-03-08",15.5632
"2021-03-09",0
"2021-03-10",31.1291
"2021-03-11",2.7493
"2021-03-12",0.3361
"2021-03-13",0
"2021-03-14",0.764
"2021-03-15",0
"2021-03-16",1.3528
"2021-03-17",0.2972
"2021-03-18",4.3766
"2021-03-19",7.8703
"2021-03-20",2.6771
"2021-03-21",3.0969
"2021-03-22",0.0084
"2021-03-23",2.0986
"2021-03-24",9.7099
"2021-03-25",9.5019
"2021-03-26",28.6345
"2021-03-27",13.1519
"2021-03-28",15.8609
"2021-03-29",11.8172
"2021-03-30",0.3588
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0.3916
"2021-04-03",0
"2021-04-04",0
"2021-04-05",0
"2021-04-06",0.3938
"2021-04-07",0.0489
"2021-04-08",1.0695
"2021-04-09",1.8811
"2021-04-10",6.4912
"2021-04-11",10.5568
"2021-04-12",9.0022
"2021-04-13",7.2875
"2021-04-14",14.8266
"2021-04-15",13.8015
"2021-04-16",6.9799
"2021-04-17",3.789
"2021-04-18",1.1385
"2021-04-19",3.584
"2021-04-20",0.0321
"2021-04-21",3.5448
"2021-04-22",2.9493
"2021-04-23",5.2742
"2021-04-24",5.142
"2021-04-25",0.8486
"2021-04-26",0.9661
"2021-04-27",5.0447
"2021-04-28",7.7417
"2021-04-29",3.4374
"2021-04-30",4.9148
"2021-05-01",9.1443
"2021-05-02",9.8533
"2021-05-03",11.9761
"2021-05-04",6.5907
"2021-05-05",2.5658
"2021-05-06",2.0649
"2021-05-07",10.7499
"2021-05-08",1.8472
"2021-05-09",9.4951
"2021-05-10",9.6869
"2021-05-11",4.9882
"2021-05-12",7.6697
"2021-05-13",33.1344
"2021-05-14",13.3117
"2021-05-15",17.9787
"2021-05-16",0.989
"2021-05-17",2.0599
"2021-05-18",10.961
"2021-05-19",5.7674
"2021-05-20",13.5821
"2021-05-21",19.7557
"2021-05-22",4.3791
"2021-05-23",6.3715
"2021-05-24",20.1189
"2021-05-25",7.0561
"2021-05-26",0.9589
"2021-05-27",0
"2021-05-28",4.1959
"2021-05-29",4.6743
"2021-05-30",10.982
"2021-05-31",0.1086
"2021-06-01",0
"2021-06-02",3.393
"2021-06-03",10.0705
"2021-06-04",14.8552
"2021-06-05",1.3604
"2021-06-06",0.9679
"2021-06-07",2.7432
"2021-06-08",0.2695
"2021-06-09",1.9834
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0
"2021-06-13",0.9375
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",1.0715
"2021-06-22",0.4341
"2021-06-23",0.0026
"2021-06-24",0.9344
"2021-06-25",0
"2021-06-26",2.0442
"2021-06-27",1.029
"2021-06-28",0.5962
"2021-06-29",0.0027
"2021-06-30",0.0341
"2021-07-01",0.8191
"2021-07-02",0.2664
"2021-07-03",0.6346
"2021-07-04",1.896
"2021-07-05",0.7741
"2021-07-06",9.031
"2021-07-07",4.8328
"2021-07-08",4.1347
"2021-07-09",7.9582
"2021-07-10",11.0203
"2021-07-11",0.5052
"2021-07-12",0
"2021-07-13",0.0132
"2021-07-14",2.2438
"2021-07-15",7.7009
"2021-07-16",3.2738
"2021-07-17",9.1836
"2021-07-18",2.8248
"2021-07-19",0
"2021-07-20",0
"2021-07-21",0.0449
"2021-07-22",19.7084
"2021-07-23",0.2306
"2021-07-24",0
"2021-07-25",2.2438
"2021-07-26",4.3751
"2021-07-27",0
"2021-07-28",0.0836
"2021-07-29",0
"2021-07-30",0
"2021-07-31",1.0724
"2021-08-01",0.0718
"2021-08-02",0.6443
"2021-08-03",0.4409
"2021-08-04",0.0615
"2021-08-05",0.0615
"2021-08-06",2.3248
"2021-08-07",8.1134
"2021-08-08",1.5971
"2021-08-09",1.6858
"2021-08-10",0.1668
"2021-08-11",11.3136
"2021-08-12",0.5445
"2021-08-13",6.3994
"2021-08-14",4.7
"2021-08-15",6.4014
"2021-08-16",1.5715
"2021-08-17",1.8789
"2021-08-18",0.2932
"2021-08-19",0.2996
"2021-08-20",0.6247
"2021-08-21",6.3798
"2021-08-22",13.2457
"2021-08-23",0.9535
"2021-08-24",0.0014
"2021-08-25",0.5198
"2021-08-26",4.4399
"2021-08-27",4.0669
"2021-08-28",15.3028
"2021-08-29",6.1296
"2021-08-30",0.5695
"2021-08-31",2.0443
"2021-09-01",4.7108
"2021-09-02",13.9715
"2021-09-03",6.4701
"2021-09-04",0
"2021-09-05",0.2213
"2021-09-06",0.0571
"2021-09-07",0.0155
"2021-09-08",0
"2021-09-09",0.8009
"2021-09-10",3.5652
"2021-09-11",0.4986
"2021-09-12",0
"2021-09-13",0
"2021-09-14",0.1031
"2021-09-15",4.6442
"2021-09-16",1.6685
"2021-09-17",2.3779
"2021-09-18",1.0895
"2021-09-19",2.3449
"2021-09-20",3.6428
"2021-09-21",1.2557
"2021-09-22",4.9778
"2021-09-23",1.3544
"2021-09-24",2.3367
"2021-09-25",4.9934
"2021-09-26",1.4061
"2021-09-27",0
"2021-09-28",0.0924
"2021-09-29",1.8824
"2021-09-30",25.1112
"2021-10-01",21.4778
"2021-10-02",2.2365
"2021-10-03",19.6344
"2021-10-04",34.122
"2021-10-05",8.8322
"2021-10-06",0
"2021-10-07",0
"2021-10-08",0.6115
"2021-10-09",5.4663
"2021-10-10",12.6965
"2021-10-11",0.5481
"2021-10-12",6.6591
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0.2841
"2021-10-16",0.0799
"2021-10-17",2.0683
"2021-10-18",0
"2021-10-19",1.9465
"2021-10-20",6.9087
"2021-10-21",5.6931
"2021-10-22",4.015
"2021-10-23",2.4743
"2021-10-24",18.0149
"2021-10-25",21.2289
"2021-10-26",28.7235
"2021-10-27",0
"2021-10-28",25.7476
"2021-10-29",10.9346
"2021-10-30",15.1696
"2021-10-31",5.0804
"2021-11-01",13.028
"2021-11-02",5.3979
"2021-11-03",15.6462
"2021-11-04",14.6575
"2021-11-05",11.4601
"2021-11-06",34.4659
"2021-11-07",36.914
"2021-11-08",29.995
"2021-11-09",9.5315
"2021-11-10",1.9283
"2021-11-11",3.8554
"2021-11-12",5.9184
"2021-11-13",0.1295
"2021-11-14",1.4671
"2021-11-15",2.372
"2021-11-16",6.0306
"2021-11-17",24.6447
"2021-11-18",2.7068
"2021-11-19",2.7406
"2021-11-20",1.1907
"2021-11-21",0
"2021-11-22",0.0144
"2021-11-23",28.6475
"2021-11-24",46.6203
"2021-11-25",39.1504
"2021-11-26",17.7027
"2021-11-27",19.0435
"2021-11-28",25.9338
"2021-11-29",13.3214
"2021-11-30",0.7032
"2021-12-01",0
"2021-12-02",3.8559
"2021-12-03",16.9047
"2021-12-04",2.4616
"2021-12-05",7.2227
"2021-12-06",1.7867
"2021-12-07",0
"2021-12-08",4.2182
"2021-12-09",3.3929
"2021-12-10",8.8889
"2021-12-11",0
"2021-12-12",24.4192
"2021-12-13",38.6682
"2021-12-14",17.5347
"2021-12-15",5.405
"2021-12-16",1.5218
"2021-12-17",0.0726
"2021-12-18",4.4608
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0
"2021-12-22",0.0502
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",1.483
"2021-12-31",0
"2022-01-01",0.0573
"2022-01-02",0.5314
"2022-01-03",11.3634
"2022-01-04",0.6008
"2022-01-05",3.3744
"2022-01-06",0.8027
"2022-01-07",0
"2022-01-08",0.2131
"2022-01-09",29.202
"2022-01-10",1.9763
"2022-01-11",0
"2022-01-12",3.5183
"2022-01-13",7.4531
"2022-01-14",3.8242
"2022-01-15",0.2214
"2022-01-16",0
"2022-01-17",0
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0.0338
"2022-01-24",0.3023
"2022-01-25",0
"2022-01-26",0
"2022-01-27",3.7095
"2022-01-28",0
"2022-01-29",0
"2022-01-30",0.0149
"2022-01-31",0.5268
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0.0003
"2022-02-04",0
"2022-02-05",0
"2022-02-06",0.19
"2022-02-07",9.4338
"2022-02-08",11.0697
"2022-02-09",1.1859
"2022-02-10",14.6182
"2022-02-11",33.3546
"2022-02-12",11.9311
"2022-02-13",2.7569
"2022-02-14",2.0506
"2022-02-15",0.6395
"2022-02-16",0.1835
"2022-02-17",0
"2022-02-18",13.2622
"2022-02-19",15.3218
"2022-02-20",1.3787
"2022-02-21",0.3815
"2022-02-22",0.2104
"2022-02-23",0.0325
"2022-02-24",0
"2022-02-25",3.9867
"2022-02-26",2.4364
"2022-02-27",0
"2022-02-28",0
"2022-03-01",0.5142
"2022-03-02",8.2406
"2022-03-03",5.0525
"2022-03-04",6.532
"2022-03-05",2.6635
"2022-03-06",1.6022
"2022-03-07",0.426
"2022-03-08",7.6058
"2022-03-09",0
"2022-03-10",0
"2022-03-11",5.0672
"2022-03-12",21.6826
"2022-03-13",0
"2022-03-14",0
"2022-03-15",6.6199
"2022-03-16",20.2221
"2022-03-17",14.4241
"2022-03-18",3.2398
"2022-03-19",8.7217
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0.2725
"2022-03-23",0.7575
"2022-03-24",0
"2022-03-25",0
"2022-03-26",0
"2022-03-27",0
"2022-03-28",0
"2022-03-29",0.8112
"2022-03-30",2.3928
"2022-03-31",0.491
"2022-04-01",0.1449
"2022-04-02",3.2859
"2022-04-03",5.8166
"2022-04-04",8.1244
"2022-04-05",4.1422
"2022-04-06",15.4744
"2022-04-07",19.4712
"2022-04-08",18.1961
"2022-04-09",16.8793
"2022-04-10",2.9348
"2022-04-11",10.4236
"2022-04-12",10.0001
"2022-04-13",3.4511
"2022-04-14",2.6979
"2022-04-15",7.2705
"2022-04-16",4.9546
"2022-04-17",3.0424
"2022-04-18",5.8145
"2022-04-19",2.5997
"2022-04-20",1.9354
"2022-04-21",0.8593
"2022-04-22",5.3623
"2022-04-23",4.6783
"2022-04-24",3.7172
"2022-04-25",6.8281
"2022-04-26",0.2555
"2022-04-27",1.2371
"2022-04-28",6.6737
"2022-04-29",8.2596
"2022-04-30",9.5669
"2022-05-01",7.3895
"2022-05-02",1.6551
"2022-05-03",5.8295
"2022-05-04",5.6319
"2022-05-05",5.871
"2022-05-06",0.8658
"2022-05-07",0.4022
"2022-05-08",9.3925
"2022-05-09",2.6993
"2022-05-10",1.4164
"2022-05-11",3.8235
"2022-05-12",0.6748
"2022-05-13",19.1331
"2022-05-14",7.3677
"2022-05-15",0.0851
"2022-05-16",0
"2022-05-17",0
"2022-05-18",1.1584
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0.0176
"2022-05-24",1.7778
"2022-05-25",2.7397
"2022-05-26",1.9699
"2022-05-27",0.3936
"2022-05-28",5.5426
"2022-05-29",5.2139
"2022-05-30",6.5809
"2022-05-31",6.6091
"2022-06-01",0
"2022-06-02",0
"2022-06-03",0.1588
"2022-06-04",0.284
"2022-06-05",0.4828
"2022-06-06",1.9118
"2022-06-07",0.195
"2022-06-08",0.1354
"2022-06-09",0.515
"2022-06-10",0
"2022-06-11",4.5183
"2022-06-12",0.7259
"2022-06-13",0.7665
"2022-06-14",0.955
"2022-06-15",1.3423
"2022-06-16",4.3184
"2022-06-17",2.1163
"2022-06-18",2.1207
"2022-06-19",2.9869
"2022-06-20",2.4728
"2022-06-21",1.6361
"2022-06-22",2.484
"2022-06-23",0
"2022-06-24",0.5799
"2022-06-25",0
"2022-06-26",0.6975
"2022-06-27",0.7786
"2022-06-28",0.5389
"2022-06-29",0.4134
"2022-06-30",1.1261
"2022-07-01",0
"2022-07-02",2.9821
"2022-07-03",1.6177
"2022-07-04",1.1746
"2022-07-05",0.3947
"2022-07-06",0.3588
"2022-07-07",0.0852
"2022-07-08",0
"2022-07-09",0.4661
"2022-07-10",1.0284
"2022-07-11",0.0463
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0
"2022-07-15",0
"2022-07-16",0.6392
"2022-07-17",1.2876
"2022-07-18",0.4439
"2022-07-19",3.2708
"2022-07-20",2.3246
"2022-07-21",7.1752
"2022-07-22",2.7252
"2022-07-23",1.0051
"2022-07-24",6.6055
"2022-07-25",10.2141
"2022-07-26",3.7838
"2022-07-27",5.0132
"2022-07-28",11.7042
"2022-07-29",5.2196
"2022-07-30",6.4107
"2022-07-31",3.8253
"2022-08-01",10.1684
"2022-08-02",1.261
"2022-08-03",9.2812
"2022-08-04",15.7308
"2022-08-05",3.0027
"2022-08-06",0.2959
"2022-08-07",0.0978
"2022-08-08",0
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",1.7321
"2022-08-13",0.007
"2022-08-14",1.8583
"2022-08-15",0.1995
"2022-08-16",0.0185
"2022-08-17",0.3755
"2022-08-18",1.0107
"2022-08-19",0.1738
"2022-08-20",0.7388
"2022-08-21",0.6328
"2022-08-22",0
"2022-08-23",1.8039
"2022-08-24",3.695
"2022-08-25",14.6367
"2022-08-26",21.4307
"2022-08-27",2.2518
"2022-08-28",0.1531
"2022-08-29",3.3106
"2022-08-30",17.3099
"2022-08-31",16.8186
"2022-09-01",1.7529
"2022-09-02",0
"2022-09-03",1.5068
"2022-09-04",7.5257
"2022-09-05",13.0437
"2022-09-06",3.1401
"2022-09-07",2.1132
"2022-09-08",0.4876
"2022-09-09",1.2149
"2022-09-10",0
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0.3251
