,"(mm) Precipitation (CHIRPS) at Mullaitivu, 2007-01-01 to 2025-12-31"
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
"2020-03-05",0.1571
"2020-03-06",2.8518
"2020-03-07",1.7399
"2020-03-08",0
"2020-03-09",0
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0.2426
"2020-03-16",0.0763
"2020-03-17",0.4322
"2020-03-18",0.3223
"2020-03-19",0
"2020-03-20",0.0871
"2020-03-21",0
"2020-03-22",0
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0.0001
"2020-03-28",0
"2020-03-29",0.0515
"2020-03-30",0.0205
"2020-03-31",0
"2020-04-01",0
"2020-04-02",0
"2020-04-03",0
"2020-04-04",3.7307
"2020-04-05",0.0456
"2020-04-06",0.4264
"2020-04-07",1.0005
"2020-04-08",0.8188
"2020-04-09",0.4991
"2020-04-10",1.9295
"2020-04-11",0.0156
"2020-04-12",0.3092
"2020-04-13",0.0694
"2020-04-14",0.0249
"2020-04-15",1.3426
"2020-04-16",0.1625
"2020-04-17",0.3754
"2020-04-18",0.5936
"2020-04-19",1.9208
"2020-04-20",0
"2020-04-21",0.0655
"2020-04-22",12.117
"2020-04-23",1.3381
"2020-04-24",1.0117
"2020-04-25",1.0607
"2020-04-26",0
"2020-04-27",0.7397
"2020-04-28",3.2494
"2020-04-29",2.957
"2020-04-30",5.3401
"2020-05-01",3.1272
"2020-05-02",0
"2020-05-03",0
"2020-05-04",0.4735
"2020-05-05",3.4715
"2020-05-06",6.0798
"2020-05-07",5.5006
"2020-05-08",2.7263
"2020-05-09",6.9376
"2020-05-10",8.4532
"2020-05-11",6.8519
"2020-05-12",3.2385
"2020-05-13",6.1532
"2020-05-14",0.0296
"2020-05-15",6.2461
"2020-05-16",9.5602
"2020-05-17",5.3873
"2020-05-18",6.1526
"2020-05-19",0.0364
"2020-05-20",0
"2020-05-21",0.0001
"2020-05-22",0.1922
"2020-05-23",2.3882
"2020-05-24",1.2844
"2020-05-25",3.1175
"2020-05-26",0
"2020-05-27",0.3144
"2020-05-28",0
"2020-05-29",0
"2020-05-30",0.2915
"2020-05-31",0.0124
"2020-06-01",0.6623
"2020-06-02",0.0548
"2020-06-03",0.1022
"2020-06-04",0.0794
"2020-06-05",0.3
"2020-06-06",0.0193
"2020-06-07",0.0607
"2020-06-08",0.0254
"2020-06-09",0.0147
"2020-06-10",0.3208
"2020-06-11",0
"2020-06-12",0
"2020-06-13",0
"2020-06-14",0
"2020-06-15",0
"2020-06-16",0
"2020-06-17",0
"2020-06-18",0
"2020-06-19",0
"2020-06-20",0
"2020-06-21",0
"2020-06-22",0
"2020-06-23",0.023
"2020-06-24",0.0498
"2020-06-25",0.0339
"2020-06-26",0
"2020-06-27",0
"2020-06-28",0
"2020-06-29",1.6895
"2020-06-30",0
"2020-07-01",0
"2020-07-02",8.2999
"2020-07-03",3.8038
"2020-07-04",6.2715
"2020-07-05",0.1252
"2020-07-06",1.0073
"2020-07-07",4.4494
"2020-07-08",6.5974
"2020-07-09",12.9376
"2020-07-10",0.4173
"2020-07-11",2.5047
"2020-07-12",0
"2020-07-13",15.9315
"2020-07-14",2.4492
"2020-07-15",4.9697
"2020-07-16",0.0664
"2020-07-17",2.8753
"2020-07-18",1.4522
"2020-07-19",4.5104
"2020-07-20",5.727
"2020-07-21",1.3436
"2020-07-22",0.6674
"2020-07-23",1.419
"2020-07-24",0
"2020-07-25",0
"2020-07-26",2.6372
"2020-07-27",13.4488
"2020-07-28",24.3132
"2020-07-29",0.6609
"2020-07-30",0
"2020-07-31",0
"2020-08-01",0.0814
"2020-08-02",0.0302
"2020-08-03",0.8817
"2020-08-04",1.3743
"2020-08-05",0.917
"2020-08-06",0.0456
"2020-08-07",0
"2020-08-08",0.1533
"2020-08-09",6.7727
"2020-08-10",0
"2020-08-11",0
"2020-08-12",0
"2020-08-13",0.2676
"2020-08-14",0.1446
"2020-08-15",3.0747
"2020-08-16",0.5423
"2020-08-17",0.0467
"2020-08-18",0
"2020-08-19",0.0843
"2020-08-20",0.5054
"2020-08-21",0
"2020-08-22",0.0005
"2020-08-23",0
"2020-08-24",0
"2020-08-25",0
"2020-08-26",1.1783
"2020-08-27",0
"2020-08-28",0
"2020-08-29",2.0468
"2020-08-30",1.4623
"2020-08-31",0
"2020-09-01",5.0871
"2020-09-02",10.0202
"2020-09-03",3.9319
"2020-09-04",3.4167
"2020-09-05",4.1601
"2020-09-06",8.6715
"2020-09-07",0.1479
"2020-09-08",3.3255
"2020-09-09",20.7203
"2020-09-10",10.3689
"2020-09-11",0.3709
"2020-09-12",5.756
"2020-09-13",9.3371
"2020-09-14",0.6505
"2020-09-15",1.5511
"2020-09-16",0.507
"2020-09-17",0.4067
"2020-09-18",1.3211
"2020-09-19",1.5914
"2020-09-20",0.2825
"2020-09-21",0
"2020-09-22",0.1407
"2020-09-23",0
"2020-09-24",10.332
"2020-09-25",10.6638
"2020-09-26",0
"2020-09-27",0.4146
"2020-09-28",11.9988
"2020-09-29",8.8924
"2020-09-30",1.2417
"2020-10-01",0.1843
"2020-10-02",7.8201
"2020-10-03",0
"2020-10-04",0
"2020-10-05",0
"2020-10-06",0.039
"2020-10-07",0
"2020-10-08",5.3541
"2020-10-09",0
"2020-10-10",5.0138
"2020-10-11",5.5674
"2020-10-12",4.9562
"2020-10-13",0
"2020-10-14",0.1306
"2020-10-15",0.3466
"2020-10-16",0
"2020-10-17",5.9511
"2020-10-18",6.5986
"2020-10-19",1.8766
"2020-10-20",1.8738
"2020-10-21",0
"2020-10-22",0
"2020-10-23",0
"2020-10-24",0
"2020-10-25",4.0519
"2020-10-26",2.2685
"2020-10-27",0.6355
"2020-10-28",1.7908
"2020-10-29",2.8344
"2020-10-30",3.319
"2020-10-31",1.3112
"2020-11-01",0.1482
"2020-11-02",0.1838
"2020-11-03",0.383
"2020-11-04",12.7289
"2020-11-05",7.69
"2020-11-06",0.8221
"2020-11-07",1.7052
"2020-11-08",49.4281
"2020-11-09",79.1951
"2020-11-10",56.3085
"2020-11-11",5.0921
"2020-11-12",6.8169
"2020-11-13",19.5716
"2020-11-14",1.6437
"2020-11-15",14.2376
"2020-11-16",35.6528
"2020-11-17",14.5022
"2020-11-18",0.6788
"2020-11-19",0.0648
"2020-11-20",6.7523
"2020-11-21",4.2886
"2020-11-22",15.9148
"2020-11-23",19.8279
"2020-11-24",29.8712
"2020-11-25",23.3568
"2020-11-26",2.6053
"2020-11-27",1.7941
"2020-11-28",0
"2020-11-29",0
"2020-11-30",0.04
"2020-12-01",19.4638
"2020-12-02",100.8625
"2020-12-03",34.2189
"2020-12-04",36.17
"2020-12-05",48.5017
"2020-12-06",31.7708
"2020-12-07",0.0618
"2020-12-08",4.4956
"2020-12-09",9.445
"2020-12-10",0
"2020-12-11",0
"2020-12-12",0.0593
"2020-12-13",0
"2020-12-14",0.0653
"2020-12-15",23.4713
"2020-12-16",2.6749
"2020-12-17",19.977
"2020-12-18",42.4705
"2020-12-19",4.3148
"2020-12-20",3.8975
"2020-12-21",13.3412
"2020-12-22",32.1501
"2020-12-23",11.2661
"2020-12-24",0
"2020-12-25",0
"2020-12-26",0
"2020-12-27",41.2493
"2020-12-28",22.2804
"2020-12-29",0.0147
"2020-12-30",9.4932
"2020-12-31",4.6961
"2021-01-01",0.4768
"2021-01-02",0.0578
"2021-01-03",2.2563
"2021-01-04",0.1122
"2021-01-05",12.4456
"2021-01-06",3.4525
"2021-01-07",0
"2021-01-08",0
"2021-01-09",43.1783
"2021-01-10",65.3245
"2021-01-11",46.5594
"2021-01-12",29.5564
"2021-01-13",3.2165
"2021-01-14",11.2878
"2021-01-15",36.5547
"2021-01-16",0.9251
"2021-01-17",0
"2021-01-18",0.01
"2021-01-19",0
"2021-01-20",8.0795
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",1.2567
"2021-01-28",0
"2021-01-29",13.0904
"2021-01-30",0
"2021-01-31",0
"2021-02-01",2.8115
"2021-02-02",1.8817
"2021-02-03",0.3845
"2021-02-04",0
"2021-02-05",0
"2021-02-06",0
"2021-02-07",0.101
"2021-02-08",0
"2021-02-09",0
"2021-02-10",0
"2021-02-11",0
"2021-02-12",0
"2021-02-13",0
"2021-02-14",5.1136
"2021-02-15",0
"2021-02-16",0
"2021-02-17",0
"2021-02-18",0
"2021-02-19",5.6304
"2021-02-20",0.0546
"2021-02-21",0
"2021-02-22",2.1053
"2021-02-23",0
"2021-02-24",0
"2021-02-25",0
"2021-02-26",0
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0.0603
"2021-03-06",0
"2021-03-07",0
"2021-03-08",7.0041
"2021-03-09",0.8616
"2021-03-10",0.8938
"2021-03-11",0
"2021-03-12",0
"2021-03-13",0
"2021-03-14",0
"2021-03-15",0.042
"2021-03-16",0
"2021-03-17",0
"2021-03-18",0.0802
"2021-03-19",0.002
"2021-03-20",4.7051
"2021-03-21",0.7222
"2021-03-22",0
"2021-03-23",0
"2021-03-24",1.8
"2021-03-25",3.633
"2021-03-26",2.8109
"2021-03-27",0.6395
"2021-03-28",0.0386
"2021-03-29",0.1193
"2021-03-30",0
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0
"2021-04-03",0
"2021-04-04",1.0419
"2021-04-05",0
"2021-04-06",0
"2021-04-07",0
"2021-04-08",2.6414
"2021-04-09",7.6972
"2021-04-10",4.2446
"2021-04-11",8.0109
"2021-04-12",7.5105
"2021-04-13",17.1039
"2021-04-14",12.4485
"2021-04-15",24.9606
"2021-04-16",11.7282
"2021-04-17",6.527
"2021-04-18",9.9723
"2021-04-19",1.2799
"2021-04-20",0.5495
"2021-04-21",3.9799
"2021-04-22",2.9476
"2021-04-23",0
"2021-04-24",6.4557
"2021-04-25",0
"2021-04-26",2.5117
"2021-04-27",6.8554
"2021-04-28",0.0059
"2021-04-29",0.1005
"2021-04-30",9.147
"2021-05-01",4.2119
"2021-05-02",5.1087
"2021-05-03",5.3633
"2021-05-04",1.3592
"2021-05-05",0
"2021-05-06",0.2344
"2021-05-07",1.26
"2021-05-08",0
"2021-05-09",4.6403
"2021-05-10",7.7773
"2021-05-11",1.9158
"2021-05-12",0.0402
"2021-05-13",7.0678
"2021-05-14",1.577
"2021-05-15",0.1321
"2021-05-16",0
"2021-05-17",4.9159
"2021-05-18",0
"2021-05-19",4.7446
"2021-05-20",0.1786
"2021-05-21",7.4609
"2021-05-22",4.2704
"2021-05-23",3.159
"2021-05-24",0.0921
"2021-05-25",0.3011
"2021-05-26",2.3593
"2021-05-27",0
"2021-05-28",0
"2021-05-29",0
"2021-05-30",0
"2021-05-31",0
"2021-06-01",0
"2021-06-02",1.4472
"2021-06-03",0.9344
"2021-06-04",1.7899
"2021-06-05",3.435
"2021-06-06",0
"2021-06-07",0.0038
"2021-06-08",0.1032
"2021-06-09",0.0041
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0
"2021-06-13",0
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",0
"2021-06-22",0.0782
"2021-06-23",0
"2021-06-24",0.0084
"2021-06-25",0
"2021-06-26",0
"2021-06-27",0.2851
"2021-06-28",0.0104
"2021-06-29",0.0133
"2021-06-30",0.0391
"2021-07-01",0.7631
"2021-07-02",0
"2021-07-03",7.2352
"2021-07-04",0.6107
"2021-07-05",0.0324
"2021-07-06",2.9344
"2021-07-07",0.3577
"2021-07-08",0.8398
"2021-07-09",0.3159
"2021-07-10",17.7222
"2021-07-11",1.4429
"2021-07-12",1.0296
"2021-07-13",0.3634
"2021-07-14",10.2925
"2021-07-15",4.1788
"2021-07-16",0.1083
"2021-07-17",20.4083
"2021-07-18",3.5143
"2021-07-19",0
"2021-07-20",0.1036
"2021-07-21",0
"2021-07-22",0.0629
"2021-07-23",0
"2021-07-24",0.1104
"2021-07-25",0
"2021-07-26",0
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",0.6403
"2021-08-01",0.5795
"2021-08-02",0
"2021-08-03",0.0406
"2021-08-04",0
"2021-08-05",0
"2021-08-06",0
"2021-08-07",0.6315
"2021-08-08",0.5994
"2021-08-09",0
"2021-08-10",0.0751
"2021-08-11",2.4579
"2021-08-12",3.0645
"2021-08-13",2.2979
"2021-08-14",1.4039
"2021-08-15",2.2939
"2021-08-16",0.567
"2021-08-17",0.4881
"2021-08-18",4.2623
"2021-08-19",0
"2021-08-20",1.0744
"2021-08-21",4.1979
"2021-08-22",3.9329
"2021-08-23",3.955
"2021-08-24",0.1218
"2021-08-25",0
"2021-08-26",0
"2021-08-27",0.1368
"2021-08-28",1.5302
"2021-08-29",2.6433
"2021-08-30",0
"2021-08-31",0
"2021-09-01",11.8837
"2021-09-02",6.0001
"2021-09-03",4.4061
"2021-09-04",0.1208
"2021-09-05",0
"2021-09-06",1.3128
"2021-09-07",2.1046
"2021-09-08",0
"2021-09-09",0
"2021-09-10",0.8355
"2021-09-11",0.138
"2021-09-12",0.1402
"2021-09-13",0
"2021-09-14",0
"2021-09-15",0.4148
"2021-09-16",1.1728
"2021-09-17",7.0016
"2021-09-18",6.2695
"2021-09-19",2.3542
"2021-09-20",7.9602
"2021-09-21",4.5603
"2021-09-22",7.4067
"2021-09-23",15.4132
"2021-09-24",0.3522
"2021-09-25",7.9688
"2021-09-26",9.4976
"2021-09-27",0.0359
"2021-09-28",0
"2021-09-29",1.3751
"2021-09-30",6.6427
"2021-10-01",9.8547
"2021-10-02",7.3429
"2021-10-03",10.8428
"2021-10-04",13.3215
"2021-10-05",23.0595
"2021-10-06",17.5125
"2021-10-07",0.1386
"2021-10-08",15.7792
"2021-10-09",14.3111
"2021-10-10",22.939
"2021-10-11",9.2349
"2021-10-12",0.1
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0.314
"2021-10-16",0.0236
"2021-10-17",0
"2021-10-18",0
"2021-10-19",6.8144
"2021-10-20",0.791
"2021-10-21",0.1479
"2021-10-22",1.9876
"2021-10-23",1.6015
"2021-10-24",4.5144
"2021-10-25",0.1257
"2021-10-26",16.6401
"2021-10-27",4.8869
"2021-10-28",29.6934
"2021-10-29",10.1014
"2021-10-30",32.1106
"2021-10-31",40.6377
"2021-11-01",32.9703
"2021-11-02",8.1605
"2021-11-03",37.5575
"2021-11-04",35.1257
"2021-11-05",24.0426
"2021-11-06",36.9681
"2021-11-07",58.7867
"2021-11-08",46.857
"2021-11-09",62.9388
"2021-11-10",26.0726
"2021-11-11",0.1644
"2021-11-12",3.9695
"2021-11-13",0.8846
"2021-11-14",4.1895
"2021-11-15",18.0467
"2021-11-16",17.6176
"2021-11-17",53.3495
"2021-11-18",14.8815
"2021-11-19",0.6805
"2021-11-20",0.1423
"2021-11-21",0
"2021-11-22",17.4821
"2021-11-23",19.0505
"2021-11-24",68.3696
"2021-11-25",38.4925
"2021-11-26",39.8126
"2021-11-27",38.2518
"2021-11-28",39.8236
"2021-11-29",0.8361
"2021-11-30",1.3655
"2021-12-01",1.2568
"2021-12-02",0.109
"2021-12-03",0
"2021-12-04",0.4858
"2021-12-05",0
"2021-12-06",0
"2021-12-07",0
"2021-12-08",23.8391
"2021-12-09",0
"2021-12-10",0
"2021-12-11",0.095
"2021-12-12",2.1069
"2021-12-13",10.536
"2021-12-14",30.4643
"2021-12-15",3.9838
"2021-12-16",0
"2021-12-17",1.286
"2021-12-18",0
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0.1055
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",0.3907
"2021-12-31",22.2139
"2022-01-01",12.0845
"2022-01-02",3.4588
"2022-01-03",0
"2022-01-04",0
"2022-01-05",0.1955
"2022-01-06",0
"2022-01-07",0
"2022-01-08",0
"2022-01-09",0
"2022-01-10",11.327
"2022-01-11",0.0752
"2022-01-12",0
"2022-01-13",0
"2022-01-14",0
"2022-01-15",0
"2022-01-16",0
"2022-01-17",0.5489
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0
"2022-01-25",1.1656
"2022-01-26",0
"2022-01-27",0.2491
"2022-01-28",0.1887
"2022-01-29",1.701
"2022-01-30",22.549
"2022-01-31",0
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0
"2022-02-04",0
"2022-02-05",0
"2022-02-06",0
"2022-02-07",0.1918
"2022-02-08",1.8065
"2022-02-09",1.2695
"2022-02-10",6.4008
"2022-02-11",21.7545
"2022-02-12",15.1062
"2022-02-13",16.4678
"2022-02-14",0
"2022-02-15",0.0077
"2022-02-16",0
"2022-02-17",0
"2022-02-18",0
"2022-02-19",0.8166
"2022-02-20",0
"2022-02-21",0
"2022-02-22",0
"2022-02-23",0
"2022-02-24",0
"2022-02-25",0
"2022-02-26",0
"2022-02-27",0
"2022-02-28",0
"2022-03-01",0.6811
"2022-03-02",7.8161
"2022-03-03",2.2622
"2022-03-04",19.0265
"2022-03-05",0.4523
"2022-03-06",0
"2022-03-07",0.0225
"2022-03-08",0
"2022-03-09",0
"2022-03-10",0
"2022-03-11",0
"2022-03-12",1.2436
"2022-03-13",0
"2022-03-14",0
"2022-03-15",0.4584
"2022-03-16",4.486
"2022-03-17",0.6883
"2022-03-18",0.3825
"2022-03-19",0.0687
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0
"2022-03-23",2.4754
"2022-03-24",0.8872
"2022-03-25",0.7857
"2022-03-26",0.1451
"2022-03-27",0
"2022-03-28",0.0482
"2022-03-29",0.2127
"2022-03-30",0.0012
"2022-03-31",0
"2022-04-01",1.2077
"2022-04-02",0.5691
"2022-04-03",1.9955
"2022-04-04",0.0303
"2022-04-05",3.7673
"2022-04-06",4.1057
"2022-04-07",1.6734
"2022-04-08",11.5376
"2022-04-09",20.4732
"2022-04-10",17.3595
"2022-04-11",15.0476
"2022-04-12",22.7968
"2022-04-13",14.2676
"2022-04-14",11.5062
"2022-04-15",4.458
"2022-04-16",0
"2022-04-17",4.6771
"2022-04-18",7.1964
"2022-04-19",9.4551
"2022-04-20",0.1026
"2022-04-21",7.7096
"2022-04-22",18.7978
"2022-04-23",5.3841
"2022-04-24",0.0962
"2022-04-25",0
"2022-04-26",0
"2022-04-27",0.0841
"2022-04-28",6.4449
"2022-04-29",0.0096
"2022-04-30",0
"2022-05-01",0.0839
"2022-05-02",2.6851
"2022-05-03",2.0726
"2022-05-04",2.7264
"2022-05-05",1.7573
"2022-05-06",0
"2022-05-07",0.701
"2022-05-08",5.6477
"2022-05-09",4.3678
"2022-05-10",3.9219
"2022-05-11",0
"2022-05-12",0.0155
"2022-05-13",0.2276
"2022-05-14",0.0016
"2022-05-15",0
"2022-05-16",0
"2022-05-17",0
"2022-05-18",0
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0
"2022-05-24",0
"2022-05-25",0
"2022-05-26",0
"2022-05-27",0
"2022-05-28",0
"2022-05-29",0
"2022-05-30",0
"2022-05-31",0.1152
"2022-06-01",0
"2022-06-02",0
"2022-06-03",0
"2022-06-04",0
"2022-06-05",0
"2022-06-06",0.0003
"2022-06-07",0.6845
"2022-06-08",0
"2022-06-09",0
"2022-06-10",0
"2022-06-11",0
"2022-06-12",0
"2022-06-13",0
"2022-06-14",0
"2022-06-15",0
"2022-06-16",0
"2022-06-17",0
"2022-06-18",0
"2022-06-19",0
"2022-06-20",0
"2022-06-21",0.0606
"2022-06-22",0.011
"2022-06-23",0
"2022-06-24",0
"2022-06-25",0.0163
"2022-06-26",0.4858
"2022-06-27",0.0216
"2022-06-28",0
"2022-06-29",0
"2022-06-30",0
"2022-07-01",0
"2022-07-02",0.0156
"2022-07-03",4.7289
"2022-07-04",0
"2022-07-05",0.0092
"2022-07-06",0.0264
"2022-07-07",1.6089
"2022-07-08",0.9197
"2022-07-09",0.0231
"2022-07-10",0
"2022-07-11",0.0023
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0.052
"2022-07-15",0.0463
"2022-07-16",0
"2022-07-17",0.0671
"2022-07-18",1.143
"2022-07-19",0.0404
"2022-07-20",0.0289
"2022-07-21",4.762
"2022-07-22",5.3931
"2022-07-23",8.4145
"2022-07-24",2.1101
"2022-07-25",2.6385
"2022-07-26",2.2534
"2022-07-27",7.9592
"2022-07-28",8.8575
"2022-07-29",10.8964
"2022-07-30",2.6779
"2022-07-31",9.2014
"2022-08-01",4.0276
"2022-08-02",1.8418
"2022-08-03",1.9895
"2022-08-04",2.0514
"2022-08-05",2.9939
"2022-08-06",2.0272
"2022-08-07",0
"2022-08-08",0.2276
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",0.2931
"2022-08-13",0.0035
"2022-08-14",0
"2022-08-15",0.2291
"2022-08-16",0.7667
"2022-08-17",4.0672
"2022-08-18",1.0326
"2022-08-19",0.9514
"2022-08-20",0.0614
"2022-08-21",0
"2022-08-22",0.5448
"2022-08-23",3.4363
"2022-08-24",0.0008
"2022-08-25",4.0736
"2022-08-26",9.5403
"2022-08-27",7.8387
"2022-08-28",2.9882
"2022-08-29",3.1323
"2022-08-30",3.6562
"2022-08-31",22.564
"2022-09-01",7.5842
"2022-09-02",0
"2022-09-03",0
"2022-09-04",4.9316
"2022-09-05",6.4634
"2022-09-06",0.2074
"2022-09-07",2.1664
"2022-09-08",3.2494
"2022-09-09",0
"2022-09-10",0.1235
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0.0041
"2022-09-15",0
"2022-09-16",0.0071
"2022-09-17",0
"2022-09-18",0.9086
"2022-09-19",0.5487
"2022-09-20",0
"2022-09-21",0
"2022-09-22",0
"2022-09-23",0
"2022-09-24",0
"2022-09-25",0
"2022-09-26",1.5841
"2022-09-27",1.0193
"2022-09-28",1.553
"2022-09-29",1.695
"2022-09-30",0.3516
"2022-10-01",2.371
"2022-10-02",0.254
"2022-10-03",2.3284
"2022-10-04",5.2778
"2022-10-05",13.1976
"2022-10-06",3.1319
"2022-10-07",19.826
"2022-10-08",0.5151
"2022-10-09",8.7369
"2022-10-10",4.5754
"2022-10-11",6.4223
"2022-10-12",6.5588
"2022-10-13",1.5165
"2022-10-14",9.1555
"2022-10-15",9.7649
"2022-10-16",18.2116
"2022-10-17",4.9248
"2022-10-18",5.462
"2022-10-19",8.5329
"2022-10-20",22.3265
"2022-10-21",15.0604
"2022-10-22",7.8477
"2022-10-23",10.155
"2022-10-24",5.2732
"2022-10-25",17.3805
"2022-10-26",0
"2022-10-27",0
"2022-10-28",0
"2022-10-29",2.6212
"2022-10-30",17.5709
"2022-10-31",55.5044
"2022-11-01",22.0847
"2022-11-02",4.1424
"2022-11-03",21.2243
"2022-11-04",33.1681
"2022-11-05",11.5664
"2022-11-06",0
"2022-11-07",13.9931
"2022-11-08",37.0595
"2022-11-09",33.8577
"2022-11-10",26.0789
"2022-11-11",31.3099
"2022-11-12",14.0932
"2022-11-13",20.2124
"2022-11-14",15.4233
"2022-11-15",0
"2022-11-16",0
"2022-11-17",1.0171
"2022-11-18",10.8789
"2022-11-19",17.0047
"2022-11-20",0
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0
"2022-11-26",0
"2022-11-27",0
"2022-11-28",0
"2022-11-29",0
"2022-11-30",0.2499
"2022-12-01",0.2248
"2022-12-02",36.1814
"2022-12-03",4.2939
"2022-12-04",0.8084
"2022-12-05",25.5747
"2022-12-06",19.3661
"2022-12-07",37.1744
"2022-12-08",42.3717
"2022-12-09",17.7676
"2022-12-10",0.5001
"2022-12-11",0.3429
"2022-12-12",1.1291
"2022-12-13",0
"2022-12-14",0
"2022-12-15",0
"2022-12-16",0
"2022-12-17",0.0154
"2022-12-18",6.9266
"2022-12-19",35.8729
"2022-12-20",14.6559
"2022-12-21",34.7696
"2022-12-22",0.1552
"2022-12-23",0
"2022-12-24",2.6828
"2022-12-25",34.9883
"2022-12-26",0.752
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",0.618
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0
"2023-01-06",0
"2023-01-07",5.5491
"2023-01-08",0
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0.0436
"2023-01-13",2.0946
"2023-01-14",0
"2023-01-15",0
"2023-01-16",0
"2023-01-17",0.9894
"2023-01-18",0
"2023-01-19",0
"2023-01-20",0
"2023-01-21",9.6008
"2023-01-22",11.2796
"2023-01-23",26.2203
"2023-01-24",0.6954
"2023-01-25",0
"2023-01-26",0
"2023-01-27",0.4255
"2023-01-28",0
"2023-01-29",0
"2023-01-30",11.1031
"2023-01-31",37.1259
"2023-02-01",109.5691
"2023-02-02",23.3503
"2023-02-03",0
"2023-02-04",0.7104
"2023-02-05",11.1006
"2023-02-06",7.4269
"2023-02-07",0
"2023-02-08",0
"2023-02-09",0
"2023-02-10",0.9746
"2023-02-11",0
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0
"2023-02-19",0
"2023-02-20",0
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",0
"2023-02-25",0
"2023-02-26",0
"2023-02-27",0.8512
"2023-02-28",8.2414
"2023-03-01",0
"2023-03-02",0
"2023-03-03",0
"2023-03-04",0
"2023-03-05",0
"2023-03-06",0
"2023-03-07",0
"2023-03-08",0
"2023-03-09",0
"2023-03-10",0.0954
"2023-03-11",0.0086
"2023-03-12",0
"2023-03-13",0
"2023-03-14",0
"2023-03-15",0
"2023-03-16",0
"2023-03-17",0
"2023-03-18",0.3908
"2023-03-19",0.6365
"2023-03-20",9.3294
"2023-03-21",4.9812
"2023-03-22",14.8076
"2023-03-23",3.5133
"2023-03-24",1.2825
"2023-03-25",0.2142
"2023-03-26",0
"2023-03-27",0.0096
"2023-03-28",0
"2023-03-29",0
"2023-03-30",0
"2023-03-31",0.1305
"2023-04-01",0.0114
"2023-04-02",0.5587
"2023-04-03",0.0302
"2023-04-04",5.173
"2023-04-05",0.1713
"2023-04-06",0.3136
"2023-04-07",0
"2023-04-08",0.5774
"2023-04-09",0.0127
"2023-04-10",0
"2023-04-11",0
"2023-04-12",0
"2023-04-13",0
"2023-04-14",0
"2023-04-15",0.1526
"2023-04-16",1.0068
"2023-04-17",0
"2023-04-18",0
"2023-04-19",0.0572
"2023-04-20",0.9476
"2023-04-21",1.2027
"2023-04-22",3.045
"2023-04-23",3.2496
"2023-04-24",4.2356
"2023-04-25",5.6244
"2023-04-26",12.9242
"2023-04-27",2.8703
"2023-04-28",2.1567
"2023-04-29",3.3732
"2023-04-30",13.0624
"2023-05-01",56.5649
"2023-05-02",33.988
"2023-05-03",16.3234
"2023-05-04",15.8185
"2023-05-05",31.3057
"2023-05-06",23.4381
"2023-05-07",8.7905
"2023-05-08",13.3096
"2023-05-09",11.0016
"2023-05-10",14.1433
"2023-05-11",0.0363
"2023-05-12",0.7103
"2023-05-13",0.0002
"2023-05-14",0.0668
"2023-05-15",0
"2023-05-16",0
"2023-05-17",5.4236
"2023-05-18",5.1266
"2023-05-19",0
"2023-05-20",1.1763
"2023-05-21",0
"2023-05-22",3.6672
"2023-05-23",0.8266
"2023-05-24",0
