,"(mm) Precipitation (CHIRPS) at Kilinochchi, 2007-01-01 to 2025-12-31"
"2020-06-19",0
"2020-06-20",0
"2020-06-21",0
"2020-06-22",0
"2020-06-23",0
"2020-06-24",0
"2020-06-25",0
"2020-06-26",0
"2020-06-27",0
"2020-06-28",0
"2020-06-29",0
"2020-06-30",0
"2020-07-01",0
"2020-07-02",0.0014
"2020-07-03",0.0014
"2020-07-04",0.0014
"2020-07-05",0
"2020-07-06",0
"2020-07-07",0
"2020-07-08",0.0042
"2020-07-09",0.0021
"2020-07-10",0
"2020-07-11",0.0012
"2020-07-12",0
"2020-07-13",0.0037
"2020-07-14",0
"2020-07-15",0.0012
"2020-07-16",0
"2020-07-17",0.0008
"2020-07-18",0.0004
"2020-07-19",0.0013
"2020-07-20",0.0016
"2020-07-21",0.0011
"2020-07-22",0.0012
"2020-07-23",0.0004
"2020-07-24",0.0002
"2020-07-25",0.0005
"2020-07-26",0.0286
"2020-07-27",0.0447
"2020-07-28",0.5655
"2020-07-29",0.0427
"2020-07-30",0
"2020-07-31",0
"2020-08-01",0
"2020-08-02",0
"2020-08-03",0.0043
"2020-08-04",0.0134
"2020-08-05",0.1093
"2020-08-06",0.0355
"2020-08-07",0
"2020-08-08",0.0015
"2020-08-09",0.3802
"2020-08-10",0
"2020-08-11",0
"2020-08-12",0
"2020-08-13",0.0371
"2020-08-14",0.0633
"2020-08-15",0.1487
"2020-08-16",0.1676
"2020-08-17",0.0429
"2020-08-18",0
"2020-08-19",0
"2020-08-20",0.1271
"2020-08-21",0
"2020-08-22",0
"2020-08-23",0
"2020-08-24",0
"2020-08-25",0
"2020-08-26",0.7601
"2020-08-27",0
"2020-08-28",0
"2020-08-29",0.4096
"2020-08-30",0.1073
"2020-08-31",0.0807
"2020-09-01",1.9533
"2020-09-02",3.868
"2020-09-03",0.4164
"2020-09-04",0.4992
"2020-09-05",1.3679
"2020-09-06",0.6479
"2020-09-07",0.0962
"2020-09-08",2.6745
"2020-09-09",7.7869
"2020-09-10",5.6313
"2020-09-11",0.2778
"2020-09-12",1.6193
"2020-09-13",4.4537
"2020-09-14",0.3347
"2020-09-15",0.3414
"2020-09-16",0.3108
"2020-09-17",0.0546
"2020-09-18",0.4664
"2020-09-19",1.1061
"2020-09-20",0.1687
"2020-09-21",0
"2020-09-22",0
"2020-09-23",0
"2020-09-24",4.4444
"2020-09-25",5.8126
"2020-09-26",0
"2020-09-27",0
"2020-09-28",6.6604
"2020-09-29",10.463
"2020-09-30",0.0659
"2020-10-01",0
"2020-10-02",12.4614
"2020-10-03",0
"2020-10-04",0
"2020-10-05",0
"2020-10-06",0
"2020-10-07",0
"2020-10-08",3.1737
"2020-10-09",0.8872
"2020-10-10",4.6023
"2020-10-11",4.1415
"2020-10-12",3.2608
"2020-10-13",0
"2020-10-14",1.6732
"2020-10-15",0
"2020-10-16",0.0361
"2020-10-17",4.5839
"2020-10-18",3.8827
"2020-10-19",1.1329
"2020-10-20",0.2239
"2020-10-21",0
"2020-10-22",0.2034
"2020-10-23",0
"2020-10-24",0
"2020-10-25",1.3899
"2020-10-26",1.8507
"2020-10-27",0.2434
"2020-10-28",2.4302
"2020-10-29",3.8819
"2020-10-30",3.4268
"2020-10-31",1.0773
"2020-11-01",0
"2020-11-02",0
"2020-11-03",0.0082
"2020-11-04",12.1194
"2020-11-05",5.2361
"2020-11-06",6.2546
"2020-11-07",0
"2020-11-08",23.8326
"2020-11-09",57.3206
"2020-11-10",54.6951
"2020-11-11",10.5628
"2020-11-12",5.7881
"2020-11-13",11.286
"2020-11-14",12.1197
"2020-11-15",19.8196
"2020-11-16",32.6981
"2020-11-17",13.1635
"2020-11-18",0.3897
"2020-11-19",0
"2020-11-20",1.3099
"2020-11-21",1.7345
"2020-11-22",11.3053
"2020-11-23",19.595
"2020-11-24",28.4177
"2020-11-25",23.8811
"2020-11-26",9.8537
"2020-11-27",0.1654
"2020-11-28",0
"2020-11-29",0.0625
"2020-11-30",0
"2020-12-01",15.273
"2020-12-02",93.4646
"2020-12-03",36.7171
"2020-12-04",46.6927
"2020-12-05",51.4644
"2020-12-06",39.848
"2020-12-07",0.0184
"2020-12-08",1.5262
"2020-12-09",8.0164
"2020-12-10",0
"2020-12-11",0
"2020-12-12",0.8805
"2020-12-13",0
"2020-12-14",0
"2020-12-15",25.614
"2020-12-16",0.5365
"2020-12-17",16.9877
"2020-12-18",46.0835
"2020-12-19",7.2238
"2020-12-20",2.4573
"2020-12-21",8.7891
"2020-12-22",27.2961
"2020-12-23",4.226
"2020-12-24",0.0778
"2020-12-25",0
"2020-12-26",0
"2020-12-27",28.8106
"2020-12-28",29.0943
"2020-12-29",0
"2020-12-30",5.9852
"2020-12-31",1.901
"2021-01-01",0
"2021-01-02",0
"2021-01-03",1.0408
"2021-01-04",0
"2021-01-05",2.5865
"2021-01-06",7.3562
"2021-01-07",0
"2021-01-08",0.0282
"2021-01-09",38.6405
"2021-01-10",54.3616
"2021-01-11",41.5417
"2021-01-12",38.1623
"2021-01-13",2.0493
"2021-01-14",9.3542
"2021-01-15",28.3382
"2021-01-16",0
"2021-01-17",0
"2021-01-18",0
"2021-01-19",0.2175
"2021-01-20",4.6176
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",0.5093
"2021-01-28",0
"2021-01-29",3.6121
"2021-01-30",0
"2021-01-31",0
"2021-02-01",1.5676
"2021-02-02",1.7885
"2021-02-03",1.1338
"2021-02-04",0
"2021-02-05",0
"2021-02-06",0
"2021-02-07",2.7478
"2021-02-08",0
"2021-02-09",0
"2021-02-10",0
"2021-02-11",0
"2021-02-12",0
"2021-02-13",0
"2021-02-14",6.0422
"2021-02-15",0
"2021-02-16",0
"2021-02-17",0
"2021-02-18",0
"2021-02-19",6.189
"2021-02-20",0
"2021-02-21",0
"2021-02-22",1.2007
"2021-02-23",0
"2021-02-24",0
"2021-02-25",0
"2021-02-26",0
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0
"2021-03-06",0
"2021-03-07",0
"2021-03-08",4.2576
"2021-03-09",0
"2021-03-10",1.1625
"2021-03-11",0
"2021-03-12",0
"2021-03-13",0
"2021-03-14",0
"2021-03-15",0.3886
"2021-03-16",0
"2021-03-17",0
"2021-03-18",0.3781
"2021-03-19",0
"2021-03-20",1.1237
"2021-03-21",0.0503
"2021-03-22",0
"2021-03-23",0
"2021-03-24",2.2624
"2021-03-25",2.0951
"2021-03-26",1.951
"2021-03-27",1.1034
"2021-03-28",0
"2021-03-29",0
"2021-03-30",0
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0
"2021-04-03",0
"2021-04-04",0.0171
"2021-04-05",0
"2021-04-06",0
"2021-04-07",0
"2021-04-08",0.096
"2021-04-09",5.1373
"2021-04-10",5.3365
"2021-04-11",0.1389
"2021-04-12",8.4835
"2021-04-13",16.939
"2021-04-14",10.1037
"2021-04-15",22.2212
"2021-04-16",10.9851
"2021-04-17",0.0343
"2021-04-18",4.0583
"2021-04-19",0
"2021-04-20",0
"2021-04-21",1.3724
"2021-04-22",0
"2021-04-23",0
"2021-04-24",4.7704
"2021-04-25",0
"2021-04-26",0.0118
"2021-04-27",1.515
"2021-04-28",0
"2021-04-29",0
"2021-04-30",5.7927
"2021-05-01",2.3173
"2021-05-02",1.6155
"2021-05-03",2.7034
"2021-05-04",0.1197
"2021-05-05",0.0271
"2021-05-06",0.5167
"2021-05-07",0.2872
"2021-05-08",0
"2021-05-09",2.5572
"2021-05-10",2.6411
"2021-05-11",0.0128
"2021-05-12",0.0034
"2021-05-13",1.7394
"2021-05-14",0.5427
"2021-05-15",0
"2021-05-16",0.0005
"2021-05-17",0.6511
"2021-05-18",0
"2021-05-19",0.2182
"2021-05-20",1.7677
"2021-05-21",3.0677
"2021-05-22",0.3543
"2021-05-23",0.181
"2021-05-24",0.0004
"2021-05-25",0
"2021-05-26",0.158
"2021-05-27",0
"2021-05-28",0
"2021-05-29",0
"2021-05-30",0
"2021-05-31",0
"2021-06-01",0
"2021-06-02",0.9
"2021-06-03",0.5519
"2021-06-04",0.1649
"2021-06-05",2.6432
"2021-06-06",0.0007
"2021-06-07",0.0283
"2021-06-08",0.0583
"2021-06-09",0.0304
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0
"2021-06-13",0
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",0
"2021-06-22",0
"2021-06-23",0
"2021-06-24",0
"2021-06-25",0
"2021-06-26",0
"2021-06-27",0
"2021-06-28",0
"2021-06-29",0
"2021-06-30",0
"2021-07-01",0
"2021-07-02",0
"2021-07-03",0.0023
"2021-07-04",0
"2021-07-05",0
"2021-07-06",0
"2021-07-07",0
"2021-07-08",0.0012
"2021-07-09",0
"2021-07-10",0.0049
"2021-07-11",0
"2021-07-12",0.0013
"2021-07-13",0
"2021-07-14",0.0039
"2021-07-15",0
"2021-07-16",0
"2021-07-17",0.0056
"2021-07-18",0
"2021-07-19",0
"2021-07-20",0.0019
"2021-07-21",0.0009
"2021-07-22",0
"2021-07-23",0.0121
"2021-07-24",0.0013
"2021-07-25",0
"2021-07-26",0
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",0
"2021-08-01",0
"2021-08-02",0
"2021-08-03",0
"2021-08-04",0
"2021-08-05",0
"2021-08-06",0
"2021-08-07",0.0066
"2021-08-08",0.1125
"2021-08-09",0
"2021-08-10",0
"2021-08-11",0.1624
"2021-08-12",0.159
"2021-08-13",0.142
"2021-08-14",0.0951
"2021-08-15",0.0505
"2021-08-16",0.1332
"2021-08-17",0.1527
"2021-08-18",0.283
"2021-08-19",0
"2021-08-20",0.0427
"2021-08-21",0.9424
"2021-08-22",0.6989
"2021-08-23",0.5453
"2021-08-24",0.0729
"2021-08-25",0
"2021-08-26",0
"2021-08-27",0.0172
"2021-08-28",0.6641
"2021-08-29",1.7722
"2021-08-30",0
"2021-08-31",0
"2021-09-01",2.264
"2021-09-02",3.0483
"2021-09-03",1.4231
"2021-09-04",0.2944
"2021-09-05",0.0268
"2021-09-06",0.3129
"2021-09-07",0
"2021-09-08",0
"2021-09-09",0
"2021-09-10",0.0035
"2021-09-11",0.0321
"2021-09-12",0.25
"2021-09-13",0
"2021-09-14",0
"2021-09-15",0.4615
"2021-09-16",0.3195
"2021-09-17",2.9934
"2021-09-18",2.3118
"2021-09-19",2.2238
"2021-09-20",3.2298
"2021-09-21",0
"2021-09-22",0.2653
"2021-09-23",8.6616
"2021-09-24",1.0884
"2021-09-25",1.8573
"2021-09-26",5.9818
"2021-09-27",0.0899
"2021-09-28",0
"2021-09-29",0
"2021-09-30",5.0407
"2021-10-01",10.7058
"2021-10-02",3.2974
"2021-10-03",11.0695
"2021-10-04",12.3595
"2021-10-05",22.4012
"2021-10-06",8.6768
"2021-10-07",0
"2021-10-08",8.6991
"2021-10-09",13.4658
"2021-10-10",23.5609
"2021-10-11",7.2759
"2021-10-12",0.0171
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0
"2021-10-16",0.3648
"2021-10-17",0
"2021-10-18",0
"2021-10-19",1.0664
"2021-10-20",4.7789
"2021-10-21",1.0445
"2021-10-22",0.7572
"2021-10-23",5.0483
"2021-10-24",2.7926
"2021-10-25",0.4054
"2021-10-26",18.9706
"2021-10-27",10.3998
"2021-10-28",29.3178
"2021-10-29",5.4407
"2021-10-30",27.9299
"2021-10-31",49.9089
"2021-11-01",32.067
"2021-11-02",18.1081
"2021-11-03",35.9063
"2021-11-04",28.3025
"2021-11-05",25.9273
"2021-11-06",27.9115
"2021-11-07",46.8379
"2021-11-08",45.1464
"2021-11-09",74.5423
"2021-11-10",20.3873
"2021-11-11",0.6805
"2021-11-12",12.2834
"2021-11-13",3.9287
"2021-11-14",4.4167
"2021-11-15",16.9628
"2021-11-16",5.1582
"2021-11-17",53.8982
"2021-11-18",26.2828
"2021-11-19",0.0547
"2021-11-20",1.5066
"2021-11-21",0
"2021-11-22",17.9337
"2021-11-23",21.8923
"2021-11-24",66.7405
"2021-11-25",25.4514
"2021-11-26",36.2909
"2021-11-27",41.6425
"2021-11-28",41.4895
"2021-11-29",5.0973
"2021-11-30",0
"2021-12-01",1.668
"2021-12-02",0.4285
"2021-12-03",0
"2021-12-04",0
"2021-12-05",0.1145
"2021-12-06",0
"2021-12-07",0
"2021-12-08",0
"2021-12-09",0
"2021-12-10",0
"2021-12-11",0.1079
"2021-12-12",0.4233
"2021-12-13",0.2665
"2021-12-14",31.1942
"2021-12-15",0.145
"2021-12-16",0
"2021-12-17",0.0204
"2021-12-18",0
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",1.5318
"2021-12-31",27.5011
"2022-01-01",12.3836
"2022-01-02",9.0466
"2022-01-03",0
"2022-01-04",0
"2022-01-05",0.0312
"2022-01-06",0
"2022-01-07",0
"2022-01-08",0
"2022-01-09",0
"2022-01-10",0
"2022-01-11",1.8938
"2022-01-12",0
"2022-01-13",0
"2022-01-14",0
"2022-01-15",0
"2022-01-16",0
"2022-01-17",3.6122
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0
"2022-01-25",4.931
"2022-01-26",0
"2022-01-27",0.3967
"2022-01-28",0
"2022-01-29",2.6829
"2022-01-30",1.4579
"2022-01-31",0
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0
"2022-02-04",0
"2022-02-05",0
"2022-02-06",0
"2022-02-07",0
"2022-02-08",3.2577
"2022-02-09",0.194
"2022-02-10",10.0723
"2022-02-11",19.7505
"2022-02-12",13.1988
"2022-02-13",8.4095
"2022-02-14",0
"2022-02-15",1.253
"2022-02-16",0
"2022-02-17",0
"2022-02-18",0
"2022-02-19",0.4183
"2022-02-20",0
"2022-02-21",0
"2022-02-22",0
"2022-02-23",0
"2022-02-24",0
"2022-02-25",0
"2022-02-26",0
"2022-02-27",0
"2022-02-28",0
"2022-03-01",3.5026
"2022-03-02",6.9727
"2022-03-03",0.2316
"2022-03-04",8.0216
"2022-03-05",0
"2022-03-06",0
"2022-03-07",0
"2022-03-08",0
"2022-03-09",0
"2022-03-10",0
"2022-03-11",0
"2022-03-12",0.0663
"2022-03-13",0
"2022-03-14",0
"2022-03-15",1.4813
"2022-03-16",4.0712
"2022-03-17",0.0857
"2022-03-18",0.5855
"2022-03-19",0.1676
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0
"2022-03-23",1.9865
"2022-03-24",1.5056
"2022-03-25",0.5891
"2022-03-26",0.0548
"2022-03-27",0
"2022-03-28",0
"2022-03-29",0
"2022-03-30",0
"2022-03-31",0
"2022-04-01",0
"2022-04-02",0.6177
"2022-04-03",0.4895
"2022-04-04",0.577
"2022-04-05",3.1194
"2022-04-06",2.2518
"2022-04-07",1.2605
"2022-04-08",13.2239
"2022-04-09",19.7071
"2022-04-10",20.5241
"2022-04-11",12.7875
"2022-04-12",27.8717
"2022-04-13",21.8867
"2022-04-14",13.2568
"2022-04-15",0.0859
"2022-04-16",0
"2022-04-17",16.2375
"2022-04-18",0.7085
"2022-04-19",7.28
"2022-04-20",0
"2022-04-21",6.7657
"2022-04-22",13.2689
"2022-04-23",5.8879
"2022-04-24",0.0279
"2022-04-25",0
"2022-04-26",0
"2022-04-27",0.1099
"2022-04-28",4.6665
"2022-04-29",0.3006
"2022-04-30",0
"2022-05-01",0
"2022-05-02",0.8461
"2022-05-03",1.3593
"2022-05-04",0.8164
"2022-05-05",0.8717
"2022-05-06",0
"2022-05-07",0.0692
"2022-05-08",1.9252
"2022-05-09",2.1152
"2022-05-10",1.4186
"2022-05-11",0
"2022-05-12",0
"2022-05-13",0.0159
"2022-05-14",0
"2022-05-15",0
"2022-05-16",0
"2022-05-17",0.0346
"2022-05-18",0
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0
"2022-05-24",0
"2022-05-25",0
"2022-05-26",0
"2022-05-27",0
"2022-05-28",0
"2022-05-29",0
"2022-05-30",0
"2022-05-31",0.0337
"2022-06-01",0
"2022-06-02",0
"2022-06-03",0
"2022-06-04",0
"2022-06-05",0
"2022-06-06",0
"2022-06-07",0.4236
"2022-06-08",0
"2022-06-09",0
"2022-06-10",0
"2022-06-11",0
"2022-06-12",0
"2022-06-13",0
"2022-06-14",0
"2022-06-15",0
"2022-06-16",0
"2022-06-17",0
"2022-06-18",0
"2022-06-19",0
"2022-06-20",0
"2022-06-21",0
"2022-06-22",0
"2022-06-23",0
"2022-06-24",0
"2022-06-25",0
"2022-06-26",0
"2022-06-27",0
"2022-06-28",0
"2022-06-29",0
"2022-06-30",0
"2022-07-01",0
"2022-07-02",0
"2022-07-03",0.0013
"2022-07-04",0
"2022-07-05",0
"2022-07-06",0
"2022-07-07",0.0008
"2022-07-08",0.0015
"2022-07-09",0
"2022-07-10",0
"2022-07-11",0
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0
"2022-07-15",0
"2022-07-16",0
"2022-07-17",0.0008
"2022-07-18",0
"2022-07-19",0
"2022-07-20",0
"2022-07-21",0.0014
"2022-07-22",0.0056
"2022-07-23",0.0237
"2022-07-24",0
"2022-07-25",0.0063
"2022-07-26",0.0528
"2022-07-27",0.0489
"2022-07-28",0.0955
"2022-07-29",0.227
"2022-07-30",0.0904
"2022-07-31",0.1174
"2022-08-01",0.0123
"2022-08-02",0.0519
"2022-08-03",0.054
"2022-08-04",0.1447
"2022-08-05",0.0233
"2022-08-06",0.0698
"2022-08-07",0.0042
"2022-08-08",0.055
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",0
"2022-08-13",0
"2022-08-14",0.0018
"2022-08-15",0.0014
"2022-08-16",0.122
"2022-08-17",0.0401
"2022-08-18",0.1427
"2022-08-19",0
"2022-08-20",0.0254
"2022-08-21",0
"2022-08-22",0.2354
"2022-08-23",0.6556
"2022-08-24",0.1734
"2022-08-25",0.5872
"2022-08-26",0.9601
"2022-08-27",2.1437
"2022-08-28",0.8645
"2022-08-29",0.9392
"2022-08-30",0
"2022-08-31",7.2918
"2022-09-01",3.7317
"2022-09-02",0
"2022-09-03",0
"2022-09-04",0.726
"2022-09-05",2.4458
"2022-09-06",0
"2022-09-07",2.2783
"2022-09-08",0.5348
"2022-09-09",0
"2022-09-10",0.332
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0
"2022-09-15",0
"2022-09-16",0
"2022-09-17",0
"2022-09-18",0.0143
"2022-09-19",0.111
"2022-09-20",0
"2022-09-21",0
"2022-09-22",0
"2022-09-23",0
"2022-09-24",0
"2022-09-25",0
"2022-09-26",1.7033
"2022-09-27",0.6718
"2022-09-28",1.2938
"2022-09-29",1.0388
"2022-09-30",0.1342
"2022-10-01",0.3983
"2022-10-02",0.8693
"2022-10-03",2.352
"2022-10-04",4.6832
"2022-10-05",10.703
"2022-10-06",6.3762
"2022-10-07",26.088
"2022-10-08",0.2869
"2022-10-09",10.3727
"2022-10-10",2.6772
"2022-10-11",5.5714
"2022-10-12",9.3294
"2022-10-13",3.252
"2022-10-14",7.017
"2022-10-15",1.3016
"2022-10-16",16.0563
"2022-10-17",3.6837
"2022-10-18",2.3378
"2022-10-19",9.34
"2022-10-20",15.5261
"2022-10-21",15.022
"2022-10-22",9.5462
"2022-10-23",13.2949
"2022-10-24",2.5666
"2022-10-25",11.5542
"2022-10-26",0
"2022-10-27",0
"2022-10-28",0
"2022-10-29",8.2626
"2022-10-30",18.0506
"2022-10-31",56.1802
"2022-11-01",21.841
"2022-11-02",0.4444
"2022-11-03",18.758
"2022-11-04",20.8768
"2022-11-05",5.7866
"2022-11-06",0
"2022-11-07",14.7054
"2022-11-08",27.3666
"2022-11-09",34.8969
"2022-11-10",26.4443
"2022-11-11",41.9163
"2022-11-12",6.1932
"2022-11-13",17.9953
"2022-11-14",25.4484
"2022-11-15",0
"2022-11-16",0
"2022-11-17",0.9136
"2022-11-18",9.9371
"2022-11-19",15.5248
"2022-11-20",0
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0
"2022-11-26",0.0062
"2022-11-27",0
"2022-11-28",0
"2022-11-29",0
"2022-11-30",1.2211
"2022-12-01",17.307
"2022-12-02",24.6851
"2022-12-03",2.3268
"2022-12-04",1.5627
"2022-12-05",8.2808
"2022-12-06",15.786
"2022-12-07",35.7699
"2022-12-08",41.1221
"2022-12-09",16.3172
"2022-12-10",0.1138
"2022-12-11",0.4385
"2022-12-12",4.1727
"2022-12-13",0
"2022-12-14",0
"2022-12-15",0
"2022-12-16",0
"2022-12-17",0
"2022-12-18",4.4071
"2022-12-19",23.3451
"2022-12-20",5.6623
"2022-12-21",20.3413
"2022-12-22",0
"2022-12-23",0
"2022-12-24",0
"2022-12-25",17.1918
"2022-12-26",0.0128
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",0.0742
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0
"2023-01-06",0
"2023-01-07",0.6313
"2023-01-08",0
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",1.0735
"2023-01-13",0.5031
"2023-01-14",0
"2023-01-15",0
"2023-01-16",0
"2023-01-17",0.0596
"2023-01-18",0
"2023-01-19",0
"2023-01-20",0
"2023-01-21",0.9275
"2023-01-22",2.2266
"2023-01-23",20.3418
"2023-01-24",0.2219
"2023-01-25",0
"2023-01-26",0
"2023-01-27",0
"2023-01-28",0
"2023-01-29",0
"2023-01-30",12.8636
"2023-01-31",31.8104
"2023-02-01",90.919
"2023-02-02",28.8655
"2023-02-03",0
"2023-02-04",0
"2023-02-05",5.921
"2023-02-06",6.7463
"2023-02-07",0
"2023-02-08",0
"2023-02-09",0
"2023-02-10",2.2735
"2023-02-11",0
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0
"2023-02-19",0
"2023-02-20",0
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",0
"2023-02-25",0
"2023-02-26",0
"2023-02-27",0
"2023-02-28",1.1325
"2023-03-01",0
"2023-03-02",0
"2023-03-03",0
"2023-03-04",0
"2023-03-05",0
"2023-03-06",0
"2023-03-07",0
"2023-03-08",0
"2023-03-09",0
"2023-03-10",0.9678
"2023-03-11",0
"2023-03-12",0
"2023-03-13",0
"2023-03-14",0
"2023-03-15",0
"2023-03-16",0
"2023-03-17",0
"2023-03-18",1.2763
"2023-03-19",0.2512
"2023-03-20",8.5054
"2023-03-21",2.5183
"2023-03-22",15.629
"2023-03-23",2.4195
"2023-03-24",0.6421
"2023-03-25",0.4611
"2023-03-26",0
"2023-03-27",0.0033
"2023-03-28",0
"2023-03-29",0
"2023-03-30",0
"2023-03-31",0
"2023-04-01",0
"2023-04-02",1.0651
"2023-04-03",0.7008
"2023-04-04",5.9511
"2023-04-05",0.1952
"2023-04-06",0.0449
"2023-04-07",0
"2023-04-08",0.1733
"2023-04-09",0
"2023-04-10",0
"2023-04-11",0
"2023-04-12",0
"2023-04-13",0
"2023-04-14",0
"2023-04-15",0
"2023-04-16",0
"2023-04-17",0
"2023-04-18",0
"2023-04-19",0
"2023-04-20",0
"2023-04-21",0.0201
"2023-04-22",0.9329
"2023-04-23",2.5337
"2023-04-24",3.4985
"2023-04-25",3.1696
"2023-04-26",7.7927
"2023-04-27",2.4024
"2023-04-28",3.2546
"2023-04-29",7.2048
"2023-04-30",11.6763
"2023-05-01",34.1015
"2023-05-02",15.3799
"2023-05-03",4.2639
"2023-05-04",9.5364
"2023-05-05",17.0319
"2023-05-06",11.7657
"2023-05-07",2.8201
"2023-05-08",2.042
"2023-05-09",1.3811
"2023-05-10",5.9193
"2023-05-11",0
"2023-05-12",0
"2023-05-13",0
"2023-05-14",0
"2023-05-15",0
"2023-05-16",0
"2023-05-17",1.6651
"2023-05-18",0.9923
"2023-05-19",0
"2023-05-20",0
"2023-05-21",0
"2023-05-22",0.0463
"2023-05-23",0
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",0.0008
"2023-05-29",2.9482
"2023-05-30",0.043
"2023-05-31",0.2514
"2023-06-01",0
"2023-06-02",0
"2023-06-03",0
"2023-06-04",0
"2023-06-05",0.002
"2023-06-06",0
"2023-06-07",0.1935
"2023-06-08",0.1597
"2023-06-09",0
"2023-06-10",0
"2023-06-11",0
"2023-06-12",0
"2023-06-13",0
"2023-06-14",0
"2023-06-15",0
"2023-06-16",0
"2023-06-17",0
"2023-06-18",0
"2023-06-19",0
"2023-06-20",0
"2023-06-21",0
"2023-06-22",0
"2023-06-23",0
"2023-06-24",0
"2023-06-25",0
"2023-06-26",0
"2023-06-27",0
"2023-06-28",0
"2023-06-29",0
"2023-06-30",0
"2023-07-01",0
"2023-07-02",0.0027
"2023-07-03",0.0016
"2023-07-04",0.0005
"2023-07-05",0
"2023-07-06",0.001
"2023-07-07",0
"2023-07-08",0
"2023-07-09",0
"2023-07-10",0.002
"2023-07-11",0.0014
"2023-07-12",0
"2023-07-13",0
"2023-07-14",0
"2023-07-15",0
"2023-07-16",0.0008
"2023-07-17",0
"2023-07-18",0
"2023-07-19",0.0008
"2023-07-20",0
"2023-07-21",0.0024
"2023-07-22",0
"2023-07-23",0.042
"2023-07-24",0.021
"2023-07-25",0
"2023-07-26",0.0064
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",0
"2023-08-06",0
"2023-08-07",0
"2023-08-08",0.1197
"2023-08-09",0
"2023-08-10",0.0354
"2023-08-11",0.0137
"2023-08-12",0.1484
"2023-08-13",0.1188
"2023-08-14",0.0534
"2023-08-15",0.0084
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0
"2023-08-22",0.299
"2023-08-23",0.1037
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",0
"2023-08-29",0.0607
"2023-08-30",0.5893
"2023-08-31",1.9324
"2023-09-01",7.7942
"2023-09-02",0
"2023-09-03",0
"2023-09-04",0.0307
"2023-09-05",0
"2023-09-06",0.2906
"2023-09-07",0.1112
"2023-09-08",0.0072
"2023-09-09",0.184
"2023-09-10",0
"2023-09-11",0.149
"2023-09-12",1.3357
"2023-09-13",1.3879
"2023-09-14",0
"2023-09-15",0
"2023-09-16",0
"2023-09-17",4.5352
"2023-09-18",2.383
"2023-09-19",0
"2023-09-20",1.7005
"2023-09-21",3.3342
"2023-09-22",0.4249
"2023-09-23",0
"2023-09-24",0
"2023-09-25",3.1151
"2023-09-26",2.3544
"2023-09-27",1.3681
"2023-09-28",0.8881
"2023-09-29",0
"2023-09-30",1.105
"2023-10-01",0
"2023-10-02",0
"2023-10-03",8.3821
"2023-10-04",0
"2023-10-05",2.5424
"2023-10-06",4.6819
"2023-10-07",4.1741
"2023-10-08",5.3078
"2023-10-09",3.782
"2023-10-10",0.8973
"2023-10-11",6.0977
"2023-10-12",12.9526
"2023-10-13",20.5361
"2023-10-14",10.8665
"2023-10-15",5.7505
