,"(mm) Precipitation (CHIRPS) at Jaffna, 2007-01-01 to 2025-12-31"
"2020-08-05",1.2463
"2020-08-06",0.1279
"2020-08-07",0
"2020-08-08",1.1635
"2020-08-09",4.2758
"2020-08-10",0
"2020-08-11",0
"2020-08-12",0
"2020-08-13",0.1804
"2020-08-14",0.3544
"2020-08-15",1.9289
"2020-08-16",1.4685
"2020-08-17",0.3155
"2020-08-18",0
"2020-08-19",0
"2020-08-20",0.9456
"2020-08-21",0
"2020-08-22",0
"2020-08-23",0
"2020-08-24",0.0774
"2020-08-25",0
"2020-08-26",0
"2020-08-27",0
"2020-08-28",0
"2020-08-29",0.0743
"2020-08-30",0.0075
"2020-08-31",0
"2020-09-01",0.9008
"2020-09-02",2.4602
"2020-09-03",0.0654
"2020-09-04",0.7447
"2020-09-05",0.7389
"2020-09-06",0.9382
"2020-09-07",0.2152
"2020-09-08",2.4124
"2020-09-09",3.5089
"2020-09-10",1.457
"2020-09-11",0.3597
"2020-09-12",0.9546
"2020-09-13",2.9215
"2020-09-14",0.1073
"2020-09-15",0
"2020-09-16",0.1899
"2020-09-17",0.037
"2020-09-18",0.2385
"2020-09-19",0.77
"2020-09-20",0.3452
"2020-09-21",0
"2020-09-22",0
"2020-09-23",0
"2020-09-24",0.4358
"2020-09-25",5.1138
"2020-09-26",0
"2020-09-27",0.0821
"2020-09-28",4.8578
"2020-09-29",11.8601
"2020-09-30",2.7161
"2020-10-01",0
"2020-10-02",8.3295
"2020-10-03",0
"2020-10-04",0
"2020-10-05",0
"2020-10-06",0
"2020-10-07",0
"2020-10-08",0.3865
"2020-10-09",2.113
"2020-10-10",0.4492
"2020-10-11",9.1724
"2020-10-12",5.5505
"2020-10-13",0.0839
"2020-10-14",3.3129
"2020-10-15",0.5511
"2020-10-16",0
"2020-10-17",0.7054
"2020-10-18",7.1095
"2020-10-19",0
"2020-10-20",0.0839
"2020-10-21",1.4907
"2020-10-22",2.2245
"2020-10-23",0
"2020-10-24",0.5097
"2020-10-25",0.9784
"2020-10-26",1.979
"2020-10-27",0.2822
"2020-10-28",4.1769
"2020-10-29",6.0691
"2020-10-30",4.4226
"2020-10-31",0.8978
"2020-11-01",0
"2020-11-02",1.55
"2020-11-03",0.1675
"2020-11-04",15.9122
"2020-11-05",4.3498
"2020-11-06",3.1786
"2020-11-07",0.43
"2020-11-08",22.9278
"2020-11-09",32.4048
"2020-11-10",42.4063
"2020-11-11",17.0324
"2020-11-12",7.4961
"2020-11-13",13.0182
"2020-11-14",31.3631
"2020-11-15",5.1126
"2020-11-16",39.0235
"2020-11-17",15.584
"2020-11-18",0.3376
"2020-11-19",0
"2020-11-20",0.6207
"2020-11-21",1.3809
"2020-11-22",10.9865
"2020-11-23",19.614
"2020-11-24",28.6619
"2020-11-25",27.2442
"2020-11-26",20.2884
"2020-11-27",0
"2020-11-28",0.4207
"2020-11-29",0
"2020-11-30",0.3316
"2020-12-01",18.1473
"2020-12-02",94.1703
"2020-12-03",38.2824
"2020-12-04",58.1604
"2020-12-05",53.0859
"2020-12-06",50.8016
"2020-12-07",0
"2020-12-08",0.8891
"2020-12-09",0.5331
"2020-12-10",0
"2020-12-11",0
"2020-12-12",0.1604
"2020-12-13",0
"2020-12-14",0
"2020-12-15",35.4893
"2020-12-16",9.0598
"2020-12-17",25.4318
"2020-12-18",47.5997
"2020-12-19",6.1708
"2020-12-20",1.9536
"2020-12-21",9.758
"2020-12-22",19.2568
"2020-12-23",0.2553
"2020-12-24",0
"2020-12-25",0
"2020-12-26",0
"2020-12-27",28.5845
"2020-12-28",31.8922
"2020-12-29",0
"2020-12-30",9.0987
"2020-12-31",1.1118
"2021-01-01",0
"2021-01-02",0
"2021-01-03",3.5041
"2021-01-04",0
"2021-01-05",1.6827
"2021-01-06",9.7398
"2021-01-07",0
"2021-01-08",0.525
"2021-01-09",46.0491
"2021-01-10",61.0269
"2021-01-11",51.1551
"2021-01-12",25.7253
"2021-01-13",1.9733
"2021-01-14",3.8766
"2021-01-15",27.1005
"2021-01-16",0
"2021-01-17",0
"2021-01-18",0
"2021-01-19",0.3997
"2021-01-20",1.7802
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",0.699
"2021-01-28",0
"2021-01-29",1.78
"2021-01-30",0
"2021-01-31",0
"2021-02-01",0.6853
"2021-02-02",2.3036
"2021-02-03",0.3432
"2021-02-04",0
"2021-02-05",0
"2021-02-06",0
"2021-02-07",3.7052
"2021-02-08",0
"2021-02-09",0
"2021-02-10",0
"2021-02-11",0.7799
"2021-02-12",0
"2021-02-13",0
"2021-02-14",4.3783
"2021-02-15",0
"2021-02-16",0
"2021-02-17",0
"2021-02-18",0
"2021-02-19",4.8397
"2021-02-20",0
"2021-02-21",0
"2021-02-22",0.0321
"2021-02-23",0
"2021-02-24",0
"2021-02-25",0
"2021-02-26",0
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0
"2021-03-06",0
"2021-03-07",0
"2021-03-08",0.0561
"2021-03-09",0
"2021-03-10",0.5689
"2021-03-11",0
"2021-03-12",0
"2021-03-13",0
"2021-03-14",0
"2021-03-15",0
"2021-03-16",0
"2021-03-17",0
"2021-03-18",0
"2021-03-19",0
"2021-03-20",0.1421
"2021-03-21",0
"2021-03-22",0
"2021-03-23",0
"2021-03-24",1.4854
"2021-03-25",0.8005
"2021-03-26",3.5561
"2021-03-27",2.6411
"2021-03-28",0
"2021-03-29",0
"2021-03-30",0
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0
"2021-04-03",0
"2021-04-04",0
"2021-04-05",0
"2021-04-06",0
"2021-04-07",0
"2021-04-08",0
"2021-04-09",0.12
"2021-04-10",2.3426
"2021-04-11",0.3363
"2021-04-12",7.8813
"2021-04-13",7.8875
"2021-04-14",5.8059
"2021-04-15",28.5393
"2021-04-16",10.3112
"2021-04-17",0
"2021-04-18",0.6451
"2021-04-19",0
"2021-04-20",0
"2021-04-21",0
"2021-04-22",0
"2021-04-23",0
"2021-04-24",0
"2021-04-25",0
"2021-04-26",1.2284
"2021-04-27",0.2857
"2021-04-28",0
"2021-04-29",0
"2021-04-30",2.0875
"2021-05-01",1.5689
"2021-05-02",1.682
"2021-05-03",1.1829
"2021-05-04",0
"2021-05-05",0
"2021-05-06",0.1742
"2021-05-07",0
"2021-05-08",0.7031
"2021-05-09",1.2095
"2021-05-10",2.3665
"2021-05-11",0.754
"2021-05-12",0.0057
"2021-05-13",2.4919
"2021-05-14",0.4215
"2021-05-15",0
"2021-05-16",0.0161
"2021-05-17",0
"2021-05-18",0
"2021-05-19",0.0312
"2021-05-20",5.2646
"2021-05-21",6.703
"2021-05-22",0.7119
"2021-05-23",0
"2021-05-24",0.3048
"2021-05-25",0
"2021-05-26",0.4524
"2021-05-27",0
"2021-05-28",0
"2021-05-29",0
"2021-05-30",0
"2021-05-31",0
"2021-06-01",0
"2021-06-02",0.0102
"2021-06-03",0.2451
"2021-06-04",0.8503
"2021-06-05",4.9803
"2021-06-06",0.0099
"2021-06-07",0
"2021-06-08",0.0417
"2021-06-09",0.1472
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0
"2021-06-13",0
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",0
"2021-06-22",0
"2021-06-23",0
"2021-06-24",0
"2021-06-25",0
"2021-06-26",0
"2021-06-27",0
"2021-06-28",0
"2021-06-29",0
"2021-06-30",0
"2021-07-01",0
"2021-07-02",0
"2021-07-03",0
"2021-07-04",0
"2021-07-05",0
"2021-07-06",0
"2021-07-07",0
"2021-07-08",0
"2021-07-09",0
"2021-07-10",0
"2021-07-11",0
"2021-07-12",0
"2021-07-13",0
"2021-07-14",0
"2021-07-15",0
"2021-07-16",0
"2021-07-17",0
"2021-07-18",0
"2021-07-19",0
"2021-07-20",0
"2021-07-21",0.0679
"2021-07-22",0
"2021-07-23",0.0105
"2021-07-24",0
"2021-07-25",0
"2021-07-26",0
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",0
"2021-08-01",0
"2021-08-02",0
"2021-08-03",0
"2021-08-04",0
"2021-08-05",0
"2021-08-06",0
"2021-08-07",0.0423
"2021-08-08",1.221
"2021-08-09",0
"2021-08-10",0
"2021-08-11",1.2719
"2021-08-12",1.2518
"2021-08-13",1.8108
"2021-08-14",0.8344
"2021-08-15",0.4577
"2021-08-16",0.0189
"2021-08-17",1.4979
"2021-08-18",4.4191
"2021-08-19",0
"2021-08-20",0.2213
"2021-08-21",2.77
"2021-08-22",1.6196
"2021-08-23",0.0527
"2021-08-24",0.6359
"2021-08-25",0.0007
"2021-08-26",0
"2021-08-27",0.7079
"2021-08-28",1.5535
"2021-08-29",1.5077
"2021-08-30",0.002
"2021-08-31",0
"2021-09-01",1.9867
"2021-09-02",2.28
"2021-09-03",0.4385
"2021-09-04",0
"2021-09-05",0.6405
"2021-09-06",0.0653
"2021-09-07",0
"2021-09-08",0
"2021-09-09",0
"2021-09-10",0.0189
"2021-09-11",0
"2021-09-12",0
"2021-09-13",0
"2021-09-14",0
"2021-09-15",0.0251
"2021-09-16",0.0154
"2021-09-17",0.7673
"2021-09-18",2.4871
"2021-09-19",0.2997
"2021-09-20",0.7181
"2021-09-21",0
"2021-09-22",0
"2021-09-23",3.4094
"2021-09-24",0.2456
"2021-09-25",0.0704
"2021-09-26",9.3226
"2021-09-27",0.4812
"2021-09-28",0
"2021-09-29",0
"2021-09-30",6.6274
"2021-10-01",14.3597
"2021-10-02",3.9209
"2021-10-03",8.6523
"2021-10-04",16.6022
"2021-10-05",24.6761
"2021-10-06",12.3577
"2021-10-07",0
"2021-10-08",16.6995
"2021-10-09",13.1607
"2021-10-10",19.2544
"2021-10-11",10.5105
"2021-10-12",0.2394
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0
"2021-10-16",2.1076
"2021-10-17",0
"2021-10-18",0
"2021-10-19",0.2827
"2021-10-20",4.0665
"2021-10-21",0.1928
"2021-10-22",0.7555
"2021-10-23",2.2164
"2021-10-24",5.2678
"2021-10-25",6.2998
"2021-10-26",14.9267
"2021-10-27",14.9788
"2021-10-28",39.1695
"2021-10-29",14.0145
"2021-10-30",33.0167
"2021-10-31",57.5003
"2021-11-01",25.7249
"2021-11-02",32.5607
"2021-11-03",58.5713
"2021-11-04",21.1629
"2021-11-05",24.3962
"2021-11-06",28.0427
"2021-11-07",43.5881
"2021-11-08",55.4449
"2021-11-09",91.3432
"2021-11-10",34.0594
"2021-11-11",2.4072
"2021-11-12",15.1511
"2021-11-13",0.0907
"2021-11-14",6.1111
"2021-11-15",19.2302
"2021-11-16",12.4118
"2021-11-17",46.49
"2021-11-18",26.6143
"2021-11-19",0.2159
"2021-11-20",1.3017
"2021-11-21",0
"2021-11-22",15.8572
"2021-11-23",20.739
"2021-11-24",74.4106
"2021-11-25",24.1275
"2021-11-26",56.7611
"2021-11-27",45.8827
"2021-11-28",58.3631
"2021-11-29",3.9734
"2021-11-30",0
"2021-12-01",13.3904
"2021-12-02",0.7828
"2021-12-03",0
"2021-12-04",0
"2021-12-05",0
"2021-12-06",0
"2021-12-07",0
"2021-12-08",0.0427
"2021-12-09",0.0111
"2021-12-10",0
"2021-12-11",0.0776
"2021-12-12",3.8326
"2021-12-13",0.3027
"2021-12-14",4.3426
"2021-12-15",0.1548
"2021-12-16",0.0745
"2021-12-17",0
"2021-12-18",0
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0.6779
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",7.7279
"2021-12-31",19.9129
"2022-01-01",2.0916
"2022-01-02",0.7945
"2022-01-03",0
"2022-01-04",0
"2022-01-05",0
"2022-01-06",0
"2022-01-07",0
"2022-01-08",0
"2022-01-09",0
"2022-01-10",0.7697
"2022-01-11",2.7113
"2022-01-12",0
"2022-01-13",0
"2022-01-14",0
"2022-01-15",0
"2022-01-16",0
"2022-01-17",4.3613
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",1.1687
"2022-01-23",0
"2022-01-24",0.3245
"2022-01-25",3.8902
"2022-01-26",0
"2022-01-27",0
"2022-01-28",0
"2022-01-29",4.5056
"2022-01-30",24.4962
"2022-01-31",0
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0
"2022-02-04",0
"2022-02-05",0
"2022-02-06",0
"2022-02-07",0.3287
"2022-02-08",4.5509
"2022-02-09",0
"2022-02-10",11.3766
"2022-02-11",19.1665
"2022-02-12",12.0936
"2022-02-13",4.6815
"2022-02-14",0
"2022-02-15",2.5175
"2022-02-16",0
"2022-02-17",0
"2022-02-18",0
"2022-02-19",1.4019
"2022-02-20",0
"2022-02-21",0
"2022-02-22",0
"2022-02-23",0
"2022-02-24",0
"2022-02-25",0
"2022-02-26",0
"2022-02-27",0
"2022-02-28",0
"2022-03-01",0.3768
"2022-03-02",12.3977
"2022-03-03",1.4785
"2022-03-04",3.3827
"2022-03-05",0
"2022-03-06",0
"2022-03-07",0
"2022-03-08",0
"2022-03-09",0
"2022-03-10",0
"2022-03-11",0
"2022-03-12",0
"2022-03-13",0
"2022-03-14",0
"2022-03-15",0.5582
"2022-03-16",3.6682
"2022-03-17",0
"2022-03-18",0.0189
"2022-03-19",0.0063
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0
"2022-03-23",0.0438
"2022-03-24",0.7798
"2022-03-25",0.3376
"2022-03-26",0
"2022-03-27",0
"2022-03-28",0
"2022-03-29",0.0241
"2022-03-30",0
"2022-03-31",0
"2022-04-01",0
"2022-04-02",0.0006
"2022-04-03",0
"2022-04-04",0
"2022-04-05",0
"2022-04-06",0
"2022-04-07",0.7332
"2022-04-08",13.7469
"2022-04-09",15.6687
"2022-04-10",32.0792
"2022-04-11",18.8593
"2022-04-12",23.1512
"2022-04-13",21.3283
"2022-04-14",8.0894
"2022-04-15",0
"2022-04-16",0
"2022-04-17",19.203
"2022-04-18",0.3282
"2022-04-19",1.8412
"2022-04-20",0
"2022-04-21",2.3456
"2022-04-22",3.4772
"2022-04-23",7.3116
"2022-04-24",0.936
"2022-04-25",0
"2022-04-26",0
"2022-04-27",0
"2022-04-28",3.87
"2022-04-29",0
"2022-04-30",0
"2022-05-01",0.5154
"2022-05-02",0.0829
"2022-05-03",1.4508
"2022-05-04",0.0717
"2022-05-05",1.8056
"2022-05-06",0
"2022-05-07",0.2514
"2022-05-08",2.9911
"2022-05-09",2.9381
"2022-05-10",3.3833
"2022-05-11",0
"2022-05-12",0
"2022-05-13",0.0605
"2022-05-14",0
"2022-05-15",0
"2022-05-16",0
"2022-05-17",0.0312
"2022-05-18",0
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0
"2022-05-24",0
"2022-05-25",0
"2022-05-26",0
"2022-05-27",0
"2022-05-28",0
"2022-05-29",0
"2022-05-30",0
"2022-05-31",0
"2022-06-01",0
"2022-06-02",0
"2022-06-03",0
"2022-06-04",0
"2022-06-05",0
"2022-06-06",0
"2022-06-07",0.6628
"2022-06-08",0
"2022-06-09",0
"2022-06-10",0
"2022-06-11",0
"2022-06-12",0
"2022-06-13",0
"2022-06-14",0
"2022-06-15",0
"2022-06-16",0
"2022-06-17",0
"2022-06-18",0
"2022-06-19",0
"2022-06-20",0
"2022-06-21",0
"2022-06-22",0
"2022-06-23",0
"2022-06-24",0
"2022-06-25",0
"2022-06-26",0
"2022-06-27",0
"2022-06-28",0
"2022-06-29",0
"2022-06-30",0
"2022-07-01",0
"2022-07-02",0
"2022-07-03",0
"2022-07-04",0
"2022-07-05",0
"2022-07-06",0
"2022-07-07",0
"2022-07-08",0
"2022-07-09",0
"2022-07-10",0
"2022-07-11",0
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0
"2022-07-15",0
"2022-07-16",0
"2022-07-17",0
"2022-07-18",0
"2022-07-19",0
"2022-07-20",0
"2022-07-21",0
"2022-07-22",0.0051
"2022-07-23",0.0676
"2022-07-24",0
"2022-07-25",0.0378
"2022-07-26",0.3421
"2022-07-27",0
"2022-07-28",0.552
"2022-07-29",1.1041
"2022-07-30",0.1415
"2022-07-31",0.1378
"2022-08-01",0.5217
"2022-08-02",0.5169
"2022-08-03",0.7504
"2022-08-04",2.1437
"2022-08-05",1.2786
"2022-08-06",0.4232
"2022-08-07",0.4193
"2022-08-08",2.1012
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",0.001
"2022-08-13",0.0217
"2022-08-14",0
"2022-08-15",0
"2022-08-16",0.8445
"2022-08-17",0.2953
"2022-08-18",0.0213
"2022-08-19",0
"2022-08-20",2.2042
"2022-08-21",0
"2022-08-22",1.5582
"2022-08-23",1.2097
"2022-08-24",1.7796
"2022-08-25",3.6706
"2022-08-26",0.1255
"2022-08-27",0.131
"2022-08-28",0.3463
"2022-08-29",1.0872
"2022-08-30",0
"2022-08-31",10.5567
"2022-09-01",1.8784
"2022-09-02",0
"2022-09-03",0
"2022-09-04",0.2712
"2022-09-05",1.3924
"2022-09-06",0
"2022-09-07",0.8404
"2022-09-08",0.8004
"2022-09-09",0
"2022-09-10",0.031
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0
"2022-09-15",0
"2022-09-16",0
"2022-09-17",0
"2022-09-18",0
"2022-09-19",0.203
"2022-09-20",0
"2022-09-21",0
"2022-09-22",0
"2022-09-23",0
"2022-09-24",0
"2022-09-25",0
"2022-09-26",3.258
"2022-09-27",0.5167
"2022-09-28",1.7177
"2022-09-29",0.793
"2022-09-30",0.0914
"2022-10-01",0
"2022-10-02",0.3933
"2022-10-03",3.3339
"2022-10-04",5.3322
"2022-10-05",11.6117
"2022-10-06",9.1429
"2022-10-07",26.4102
"2022-10-08",0.0471
"2022-10-09",22.8124
"2022-10-10",1.5137
"2022-10-11",0.0372
"2022-10-12",9.5464
"2022-10-13",1.391
"2022-10-14",1.4551
"2022-10-15",0.2718
"2022-10-16",14.4299
"2022-10-17",6.1216
"2022-10-18",0.3908
"2022-10-19",12.0926
"2022-10-20",17.412
"2022-10-21",26.1344
"2022-10-22",7.4861
"2022-10-23",12.3093
"2022-10-24",14.8511
"2022-10-25",4.5121
"2022-10-26",0
"2022-10-27",0
"2022-10-28",0
"2022-10-29",11.9728
"2022-10-30",33.613
"2022-10-31",67.0125
"2022-11-01",23.684
"2022-11-02",1.0144
"2022-11-03",18.0721
"2022-11-04",24.7148
"2022-11-05",3.7581
"2022-11-06",0
"2022-11-07",31.7842
"2022-11-08",18.8198
"2022-11-09",39.9795
"2022-11-10",27.613
"2022-11-11",42.7861
"2022-11-12",3.2165
"2022-11-13",22.5936
"2022-11-14",28.5339
"2022-11-15",0
"2022-11-16",0
"2022-11-17",2.7525
"2022-11-18",12.8051
"2022-11-19",14.9355
"2022-11-20",0
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0
"2022-11-26",0.0365
"2022-11-27",0
"2022-11-28",0
"2022-11-29",0
"2022-11-30",7.0875
"2022-12-01",10.6158
"2022-12-02",14.3953
"2022-12-03",0.6669
"2022-12-04",11.377
"2022-12-05",7.2768
"2022-12-06",12.7207
"2022-12-07",30.5358
"2022-12-08",39.4014
"2022-12-09",13.2423
"2022-12-10",0
"2022-12-11",0.3833
"2022-12-12",2.7786
"2022-12-13",1.2385
"2022-12-14",0
"2022-12-15",0
"2022-12-16",0
"2022-12-17",0
"2022-12-18",0.7958
"2022-12-19",15.4927
"2022-12-20",1.2326
"2022-12-21",18.8601
"2022-12-22",0
"2022-12-23",0
"2022-12-24",0
"2022-12-25",21.5884
"2022-12-26",0.6674
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",0
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0
"2023-01-06",0
"2023-01-07",0.2601
"2023-01-08",0
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0
"2023-01-13",0.0816
"2023-01-14",0
"2023-01-15",0
"2023-01-16",0
"2023-01-17",0
"2023-01-18",0
"2023-01-19",0
"2023-01-20",0
"2023-01-21",0.8978
"2023-01-22",0.222
"2023-01-23",16.7067
"2023-01-24",0
"2023-01-25",0
"2023-01-26",0
"2023-01-27",0
"2023-01-28",0
"2023-01-29",0
"2023-01-30",8.1782
"2023-01-31",27.8353
"2023-02-01",80.4517
"2023-02-02",20.2162
"2023-02-03",0.0678
"2023-02-04",0.6882
"2023-02-05",1.8565
"2023-02-06",7.4386
"2023-02-07",0
"2023-02-08",0
"2023-02-09",0
"2023-02-10",0.1476
"2023-02-11",0.1378
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0
"2023-02-19",0
"2023-02-20",0
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",0
"2023-02-25",0
"2023-02-26",0
"2023-02-27",0
"2023-02-28",0.6068
"2023-03-01",0
"2023-03-02",0
"2023-03-03",0
"2023-03-04",0
"2023-03-05",0
"2023-03-06",0
"2023-03-07",0
"2023-03-08",0
"2023-03-09",0
"2023-03-10",1.8967
"2023-03-11",0.2062
"2023-03-12",0
"2023-03-13",0
"2023-03-14",0
"2023-03-15",0
"2023-03-16",0
"2023-03-17",0
"2023-03-18",0
"2023-03-19",4.1738
"2023-03-20",10.8936
"2023-03-21",0.7221
"2023-03-22",12.9752
"2023-03-23",1.7768
"2023-03-24",0.0192
"2023-03-25",1.7178
"2023-03-26",0
"2023-03-27",0
"2023-03-28",0
"2023-03-29",0
"2023-03-30",0
"2023-03-31",0
"2023-04-01",0
"2023-04-02",1.1115
"2023-04-03",0
"2023-04-04",1.6747
"2023-04-05",0
"2023-04-06",0
"2023-04-07",0
"2023-04-08",0.5795
"2023-04-09",0
"2023-04-10",0
"2023-04-11",0
"2023-04-12",0
"2023-04-13",0
"2023-04-14",0
"2023-04-15",0.2099
"2023-04-16",0
"2023-04-17",0
"2023-04-18",0
"2023-04-19",0
"2023-04-20",0
"2023-04-21",0
"2023-04-22",0.0883
"2023-04-23",0.1669
"2023-04-24",3.8212
"2023-04-25",3.4771
"2023-04-26",7.4844
"2023-04-27",5.244
"2023-04-28",4.94
"2023-04-29",8.2386
"2023-04-30",6.3612
"2023-05-01",35.3904
"2023-05-02",18.8378
"2023-05-03",11.3404
"2023-05-04",11.9752
"2023-05-05",18.5879
"2023-05-06",19.6552
"2023-05-07",8.8091
"2023-05-08",9.8534
"2023-05-09",2.1707
"2023-05-10",10.1052
"2023-05-11",0
"2023-05-12",0.3221
"2023-05-13",0
"2023-05-14",0
"2023-05-15",0
"2023-05-16",0
"2023-05-17",3.4175
"2023-05-18",0
"2023-05-19",0
"2023-05-20",0
"2023-05-21",0
"2023-05-22",0.2413
"2023-05-23",0
"2023-05-24",0
"2023-05-25",0
"2023-05-26",1.6324
"2023-05-27",0
"2023-05-28",0
"2023-05-29",5.2833
"2023-05-30",0
"2023-05-31",0
"2023-06-01",0
"2023-06-02",0
"2023-06-03",0
"2023-06-04",0
"2023-06-05",0.235
"2023-06-06",0
"2023-06-07",0.0655
"2023-06-08",0.1827
"2023-06-09",0
"2023-06-10",0
"2023-06-11",0
"2023-06-12",0
"2023-06-13",0
"2023-06-14",0
"2023-06-15",0
"2023-06-16",0
"2023-06-17",0
"2023-06-18",0
"2023-06-19",0
"2023-06-20",0
"2023-06-21",0
"2023-06-22",0
"2023-06-23",0
"2023-06-24",0
"2023-06-25",0
"2023-06-26",0
"2023-06-27",0
"2023-06-28",0
"2023-06-29",0
"2023-06-30",0
"2023-07-01",0
"2023-07-02",0
"2023-07-03",0
"2023-07-04",0
"2023-07-05",0
"2023-07-06",0
"2023-07-07",0
"2023-07-08",0
"2023-07-09",0
"2023-07-10",0
"2023-07-11",0
"2023-07-12",0
"2023-07-13",0
"2023-07-14",0
"2023-07-15",0
"2023-07-16",0
"2023-07-17",0
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0
"2023-07-21",0
"2023-07-22",0
"2023-07-23",0.2737
"2023-07-24",0.0422
"2023-07-25",0
"2023-07-26",0
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",0
"2023-08-06",0
"2023-08-07",0
"2023-08-08",0.499
"2023-08-09",0.0742
"2023-08-10",0.0961
"2023-08-11",0.8566
"2023-08-12",0.2956
"2023-08-13",0.1772
"2023-08-14",0.0353
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0
"2023-08-22",0.0468
"2023-08-23",0
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",0
"2023-08-29",0.0904
"2023-08-30",0.1259
"2023-08-31",4.8261
"2023-09-01",3.5123
"2023-09-02",0
"2023-09-03",0
"2023-09-04",0.2493
"2023-09-05",0
"2023-09-06",0.1002
"2023-09-07",0.1204
"2023-09-08",0
"2023-09-09",1.1604
"2023-09-10",0
"2023-09-11",0
"2023-09-12",0.0375
"2023-09-13",0.7856
"2023-09-14",0
"2023-09-15",0
"2023-09-16",0
"2023-09-17",5.3349
"2023-09-18",1.1597
"2023-09-19",0
"2023-09-20",0.0787
"2023-09-21",1.173
"2023-09-22",0.0506
"2023-09-23",0
"2023-09-24",0
"2023-09-25",2.563
"2023-09-26",7.5252
"2023-09-27",0.3575
"2023-09-28",0.362
"2023-09-29",0
"2023-09-30",0.6377
"2023-10-01",0
"2023-10-02",0
"2023-10-03",10.3922
"2023-10-04",0
"2023-10-05",0.0227
"2023-10-06",2.6699
"2023-10-07",0.5704
"2023-10-08",5.9021
"2023-10-09",5.6596
"2023-10-10",0
"2023-10-11",4.8978
"2023-10-12",11.1824
"2023-10-13",23.6395
"2023-10-14",2.7151
"2023-10-15",6.8828
"2023-10-16",9.1385
"2023-10-17",10.038
"2023-10-18",3.6638
"2023-10-19",0.0303
"2023-10-20",0.5925
"2023-10-21",0
"2023-10-22",2.668
"2023-10-23",0
"2023-10-24",0.6987
"2023-10-25",0.2293
"2023-10-26",0
"2023-10-27",0.4134
"2023-10-28",0.178
"2023-10-29",15.2834
"2023-10-30",23.0629
"2023-10-31",0
"2023-11-01",2.5065
"2023-11-02",30.785
"2023-11-03",56.218
"2023-11-04",40.5586
"2023-11-05",7.59
"2023-11-06",1.1254
"2023-11-07",37.193
"2023-11-08",27.4328
"2023-11-09",13.182
"2023-11-10",2.06
"2023-11-11",42.6117
"2023-11-12",8.864
"2023-11-13",65.1981
"2023-11-14",32.0782
"2023-11-15",43.8761
"2023-11-16",0.4576
"2023-11-17",1.9516
"2023-11-18",55.7724
"2023-11-19",24.3131
"2023-11-20",2.8888
"2023-11-21",2.9152
"2023-11-22",27.6268
"2023-11-23",0
"2023-11-24",0.7455
"2023-11-25",12.9596
"2023-11-26",1.2961
"2023-11-27",1.029
"2023-11-28",21.8992
"2023-11-29",7.2354
"2023-11-30",26.2042
"2023-12-01",47.277
"2023-12-02",22.9873
"2023-12-03",7.4702
"2023-12-04",9.5379
"2023-12-05",3.7223
"2023-12-06",23.6134
"2023-12-07",9.7857
"2023-12-08",0.3053
"2023-12-09",0.6755
"2023-12-10",19.6313
