,"(mm) Precipitation (CHIRPS) at Mannar, 2007-01-01 to 2025-12-31"
"2020-04-10",0.199
"2020-04-11",0.0002
"2020-04-12",0
"2020-04-13",0.0003
"2020-04-14",0
"2020-04-15",0.6618
"2020-04-16",0.0703
"2020-04-17",0.1359
"2020-04-18",0.7702
"2020-04-19",0.8641
"2020-04-20",0
"2020-04-21",2.4057
"2020-04-22",7.4092
"2020-04-23",10.4994
"2020-04-24",2.6238
"2020-04-25",8.4618
"2020-04-26",0.3157
"2020-04-27",6.4811
"2020-04-28",5.0213
"2020-04-29",4.9873
"2020-04-30",10.6355
"2020-05-01",2.4212
"2020-05-02",0
"2020-05-03",0
"2020-05-04",1.4642
"2020-05-05",3.4088
"2020-05-06",5.5537
"2020-05-07",8.4879
"2020-05-08",2.0951
"2020-05-09",9.4449
"2020-05-10",11.7644
"2020-05-11",6.1398
"2020-05-12",0.3057
"2020-05-13",8.2394
"2020-05-14",0.9476
"2020-05-15",8.0598
"2020-05-16",9.0375
"2020-05-17",6.4559
"2020-05-18",7.6134
"2020-05-19",0.0301
"2020-05-20",0
"2020-05-21",0.1695
"2020-05-22",0.1865
"2020-05-23",2.3061
"2020-05-24",1.0911
"2020-05-25",3.7812
"2020-05-26",0
"2020-05-27",0.3086
"2020-05-28",0.0181
"2020-05-29",0
"2020-05-30",0
"2020-05-31",0
"2020-06-01",0.6356
"2020-06-02",0.0485
"2020-06-03",0.1736
"2020-06-04",0.1255
"2020-06-05",0.5041
"2020-06-06",0.0039
"2020-06-07",0.2055
"2020-06-08",0.0199
"2020-06-09",0
"2020-06-10",0.6805
"2020-06-11",0
"2020-06-12",0
"2020-06-13",0
"2020-06-14",0
"2020-06-15",0
"2020-06-16",0
"2020-06-17",0
"2020-06-18",0
"2020-06-19",0
"2020-06-20",0
"2020-06-21",0
"2020-06-22",0
"2020-06-23",0.0012
"2020-06-24",0.0015
"2020-06-25",0.0003
"2020-06-26",0
"2020-06-27",0
"2020-06-28",0
"2020-06-29",0.3649
"2020-06-30",0.0014
"2020-07-01",0
"2020-07-02",2.7918
"2020-07-03",1.4001
"2020-07-04",1.4772
"2020-07-05",0.5554
"2020-07-06",0.0971
"2020-07-07",1.4567
"2020-07-08",1.1553
"2020-07-09",3.8484
"2020-07-10",2.6396
"2020-07-11",0.1259
"2020-07-12",0
"2020-07-13",5.0393
"2020-07-14",1.2116
"2020-07-15",2.0438
"2020-07-16",0.2359
"2020-07-17",1.1584
"2020-07-18",0.8282
"2020-07-19",2.8373
"2020-07-20",2.8522
"2020-07-21",0
"2020-07-22",0.7359
"2020-07-23",1.5121
"2020-07-24",0
"2020-07-25",0
"2020-07-26",2.1422
"2020-07-27",7.6433
"2020-07-28",9.8233
"2020-07-29",0
"2020-07-30",0
"2020-07-31",0
"2020-08-01",0.0456
"2020-08-02",0.0133
"2020-08-03",0.2945
"2020-08-04",0.4982
"2020-08-05",0.119
"2020-08-06",0.2815
"2020-08-07",0
"2020-08-08",0.1412
"2020-08-09",1.1814
"2020-08-10",0
"2020-08-11",0
"2020-08-12",0
"2020-08-13",0.0526
"2020-08-14",0.1265
"2020-08-15",1.0109
"2020-08-16",0.4718
"2020-08-17",0.119
"2020-08-18",0
"2020-08-19",0.292
"2020-08-20",0.0713
"2020-08-21",0
"2020-08-22",0
"2020-08-23",0
"2020-08-24",0.0005
"2020-08-25",0
"2020-08-26",0.449
"2020-08-27",0
"2020-08-28",0
"2020-08-29",0.1215
"2020-08-30",4.1683
"2020-08-31",0.81
"2020-09-01",9.0272
"2020-09-02",16.1188
"2020-09-03",1.9544
"2020-09-04",1.5233
"2020-09-05",11.8454
"2020-09-06",13.4937
"2020-09-07",0
"2020-09-08",1.4446
"2020-09-09",18.2954
"2020-09-10",15.7817
"2020-09-11",0.2106
"2020-09-12",8.6889
"2020-09-13",11.4544
"2020-09-14",0.0028
"2020-09-15",1.2262
"2020-09-16",0.6228
"2020-09-17",0.4806
"2020-09-18",2.0916
"2020-09-19",1.5472
"2020-09-20",1.2529
"2020-09-21",0
"2020-09-22",0
"2020-09-23",0
"2020-09-24",11.372
"2020-09-25",14.7664
"2020-09-26",0
"2020-09-27",1.4426
"2020-09-28",13.7101
"2020-09-29",8.0117
"2020-09-30",0
"2020-10-01",0.1466
"2020-10-02",0.6545
"2020-10-03",0
"2020-10-04",0
"2020-10-05",0
"2020-10-06",3.4986
"2020-10-07",0
"2020-10-08",10.3858
"2020-10-09",0.2408
"2020-10-10",0.9314
"2020-10-11",3.6964
"2020-10-12",0.5335
"2020-10-13",0
"2020-10-14",0.5281
"2020-10-15",0.2056
"2020-10-16",0
"2020-10-17",1.1399
"2020-10-18",3.4699
"2020-10-19",0.7838
"2020-10-20",0.5169
"2020-10-21",0.1562
"2020-10-22",0
"2020-10-23",0
"2020-10-24",0
"2020-10-25",4.963
"2020-10-26",5.8286
"2020-10-27",2.6764
"2020-10-28",4.5531
"2020-10-29",4.2947
"2020-10-30",5.3276
"2020-10-31",2.9867
"2020-11-01",7.2002
"2020-11-02",1.3291
"2020-11-03",4.7965
"2020-11-04",12.2295
"2020-11-05",11.4608
"2020-11-06",10.9669
"2020-11-07",0
"2020-11-08",21.5401
"2020-11-09",61.2123
"2020-11-10",25.3559
"2020-11-11",11.0989
"2020-11-12",5.3925
"2020-11-13",13.4331
"2020-11-14",10.4629
"2020-11-15",6.5807
"2020-11-16",26.0702
"2020-11-17",18.3433
"2020-11-18",7.9588
"2020-11-19",0
"2020-11-20",5.461
"2020-11-21",1.1318
"2020-11-22",8.4887
"2020-11-23",19.9198
"2020-11-24",24.1413
"2020-11-25",19.6006
"2020-11-26",0.7429
"2020-11-27",8.1185
"2020-11-28",0
"2020-11-29",0
"2020-11-30",0.068
"2020-12-01",11.689
"2020-12-02",82.3215
"2020-12-03",35.9389
"2020-12-04",10.789
"2020-12-05",41.923
"2020-12-06",21.7517
"2020-12-07",2.868
"2020-12-08",5.3662
"2020-12-09",1.3989
"2020-12-10",0
"2020-12-11",0
"2020-12-12",0.1995
"2020-12-13",0
"2020-12-14",0
"2020-12-15",14.125
"2020-12-16",0.2916
"2020-12-17",7.4944
"2020-12-18",25.312
"2020-12-19",2.3761
"2020-12-20",13.3782
"2020-12-21",12.3698
"2020-12-22",21.2833
"2020-12-23",3.5335
"2020-12-24",0
"2020-12-25",0
"2020-12-26",0
"2020-12-27",40.2533
"2020-12-28",18.3646
"2020-12-29",0.1972
"2020-12-30",0.7511
"2020-12-31",3.2413
"2021-01-01",0.5857
"2021-01-02",0
"2021-01-03",5.4627
"2021-01-04",6.4542
"2021-01-05",10.4616
"2021-01-06",14.7783
"2021-01-07",0
"2021-01-08",2.6858
"2021-01-09",36.995
"2021-01-10",45.6379
"2021-01-11",30.1837
"2021-01-12",28.559
"2021-01-13",7.7291
"2021-01-14",6.7248
"2021-01-15",12.522
"2021-01-16",0
"2021-01-17",0.1434
"2021-01-18",0
"2021-01-19",0
"2021-01-20",2.1647
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",0
"2021-01-28",0
"2021-01-29",12.514
"2021-01-30",0.1446
"2021-01-31",0
"2021-02-01",2.098
"2021-02-02",3.1087
"2021-02-03",1.5177
"2021-02-04",0
"2021-02-05",0
"2021-02-06",0
"2021-02-07",0.7067
"2021-02-08",0
"2021-02-09",0
"2021-02-10",0
"2021-02-11",0
"2021-02-12",0
"2021-02-13",0
"2021-02-14",4.2107
"2021-02-15",0
"2021-02-16",0
"2021-02-17",0
"2021-02-18",0
"2021-02-19",6.3064
"2021-02-20",0.0042
"2021-02-21",0
"2021-02-22",2.6619
"2021-02-23",0
"2021-02-24",0
"2021-02-25",0
"2021-02-26",0
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0.0013
"2021-03-06",0
"2021-03-07",0
"2021-03-08",3.8773
"2021-03-09",5.3446
"2021-03-10",11.4341
"2021-03-11",0
"2021-03-12",0
"2021-03-13",0
"2021-03-14",0
"2021-03-15",0.1668
"2021-03-16",0
"2021-03-17",0
"2021-03-18",0.0133
"2021-03-19",0.0023
"2021-03-20",0.7651
"2021-03-21",4.5777
"2021-03-22",0
"2021-03-23",0
"2021-03-24",1.9911
"2021-03-25",6.6768
"2021-03-26",4.2214
"2021-03-27",3.3022
"2021-03-28",2.8639
"2021-03-29",0.9048
"2021-03-30",0
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0
"2021-04-03",0
"2021-04-04",4.0999
"2021-04-05",0
"2021-04-06",0
"2021-04-07",0
"2021-04-08",1.9961
"2021-04-09",5.1048
"2021-04-10",1.1978
"2021-04-11",2.1171
"2021-04-12",2.2639
"2021-04-13",13.2522
"2021-04-14",4.8208
"2021-04-15",21.4128
"2021-04-16",12.6522
"2021-04-17",1.0979
"2021-04-18",0.1648
"2021-04-19",0
"2021-04-20",0
"2021-04-21",5.8088
"2021-04-22",0
"2021-04-23",0
"2021-04-24",5.9778
"2021-04-25",0
"2021-04-26",0.3742
"2021-04-27",0.8378
"2021-04-28",0.0838
"2021-04-29",1.2406
"2021-04-30",4.0543
"2021-05-01",5.0794
"2021-05-02",4.6768
"2021-05-03",6.3305
"2021-05-04",3.4395
"2021-05-05",0.1658
"2021-05-06",4.5616
"2021-05-07",3.7
"2021-05-08",0.308
"2021-05-09",10.0268
"2021-05-10",5.2839
"2021-05-11",0.4397
"2021-05-12",0.054
"2021-05-13",9.7933
"2021-05-14",3.425
"2021-05-15",0.0222
"2021-05-16",0
"2021-05-17",4.552
"2021-05-18",0
"2021-05-19",4.9956
"2021-05-20",0.0549
"2021-05-21",7.0341
"2021-05-22",3.8918
"2021-05-23",1.8036
"2021-05-24",0.0401
"2021-05-25",0.1948
"2021-05-26",1.1131
"2021-05-27",0
"2021-05-28",0
"2021-05-29",0
"2021-05-30",0
"2021-05-31",0
"2021-06-01",0
"2021-06-02",0.5358
"2021-06-03",1.8865
"2021-06-04",2.0904
"2021-06-05",4.4406
"2021-06-06",0
"2021-06-07",0
"2021-06-08",0.1312
"2021-06-09",0
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0
"2021-06-13",0
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",0
"2021-06-22",0.0008
"2021-06-23",0
"2021-06-24",0
"2021-06-25",0
"2021-06-26",0
"2021-06-27",0.0597
"2021-06-28",0.0241
"2021-06-29",0.0303
"2021-06-30",0.0009
"2021-07-01",0.1405
"2021-07-02",0
"2021-07-03",0.7515
"2021-07-04",1.1137
"2021-07-05",2.6469
"2021-07-06",1.6277
"2021-07-07",0
"2021-07-08",1.3192
"2021-07-09",0
"2021-07-10",5.3429
"2021-07-11",0.9991
"2021-07-12",0.1016
"2021-07-13",0.56
"2021-07-14",1.8824
"2021-07-15",3.0041
"2021-07-16",0
"2021-07-17",6.3989
"2021-07-18",2.6977
"2021-07-19",0
"2021-07-20",0.0013
"2021-07-21",0.0001
"2021-07-22",0.0292
"2021-07-23",0
"2021-07-24",0
"2021-07-25",0
"2021-07-26",0
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",0
"2021-08-01",0.0974
"2021-08-02",0
"2021-08-03",0.0392
"2021-08-04",0
"2021-08-05",0
"2021-08-06",0
"2021-08-07",0.142
"2021-08-08",0.0393
"2021-08-09",0
"2021-08-10",0.2594
"2021-08-11",0.9466
"2021-08-12",1.1697
"2021-08-13",1.3145
"2021-08-14",0.7429
"2021-08-15",0.7581
"2021-08-16",0.0537
"2021-08-17",0.0567
"2021-08-18",1.7945
"2021-08-19",0
"2021-08-20",1.0544
"2021-08-21",3.2987
"2021-08-22",2.2486
"2021-08-23",2.1264
"2021-08-24",0.1106
"2021-08-25",0
"2021-08-26",0
"2021-08-27",0.0251
"2021-08-28",1.1207
"2021-08-29",3.255
"2021-08-30",0
"2021-08-31",0
"2021-09-01",16.5271
"2021-09-02",13.8571
"2021-09-03",8.2623
"2021-09-04",0.3223
"2021-09-05",0
"2021-09-06",3.3766
"2021-09-07",2.8247
"2021-09-08",0
"2021-09-09",0
"2021-09-10",0
"2021-09-11",0.3709
"2021-09-12",0.78
"2021-09-13",0
"2021-09-14",0
"2021-09-15",0.0965
"2021-09-16",0.0604
"2021-09-17",15.636
"2021-09-18",12.2072
"2021-09-19",5.4305
"2021-09-20",8.7447
"2021-09-21",1.6356
"2021-09-22",17.5221
"2021-09-23",16.8796
"2021-09-24",7.7899
"2021-09-25",8.1168
"2021-09-26",11.4035
"2021-09-27",0.0333
"2021-09-28",0
"2021-09-29",5.5061
"2021-09-30",9.8207
"2021-10-01",12.9702
"2021-10-02",10.7977
"2021-10-03",16.9862
"2021-10-04",19.4368
"2021-10-05",17.3188
"2021-10-06",2.827
"2021-10-07",0
"2021-10-08",0.0044
"2021-10-09",7.8714
"2021-10-10",24.6889
"2021-10-11",9.7528
"2021-10-12",0.3191
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0
"2021-10-16",0.1515
"2021-10-17",0
"2021-10-18",0
"2021-10-19",9.0648
"2021-10-20",7.1246
"2021-10-21",4.2395
"2021-10-22",6.555
"2021-10-23",3.5743
"2021-10-24",4.6432
"2021-10-25",0
"2021-10-26",21.9543
"2021-10-27",12.9626
"2021-10-28",7.9739
"2021-10-29",23.5203
"2021-10-30",39.0799
"2021-10-31",37.1348
"2021-11-01",29.1804
"2021-11-02",12.7512
"2021-11-03",29.1451
"2021-11-04",24.6661
"2021-11-05",9.8811
"2021-11-06",34.453
"2021-11-07",30.5336
"2021-11-08",43.1098
"2021-11-09",53.7289
"2021-11-10",8.7813
"2021-11-11",0.4186
"2021-11-12",1.6809
"2021-11-13",3.9359
"2021-11-14",11.4155
"2021-11-15",11.9003
"2021-11-16",7.8599
"2021-11-17",41.3671
"2021-11-18",10.0195
"2021-11-19",5.06
"2021-11-20",0
"2021-11-21",0
"2021-11-22",9.9055
"2021-11-23",10.5167
"2021-11-24",55.2722
"2021-11-25",38.5755
"2021-11-26",34.7367
"2021-11-27",38.6009
"2021-11-28",36.2114
"2021-11-29",9.839
"2021-11-30",0
"2021-12-01",1.8108
"2021-12-02",2.7952
"2021-12-03",0
"2021-12-04",3.1647
"2021-12-05",3.4463
"2021-12-06",0
"2021-12-07",0
"2021-12-08",0
"2021-12-09",0
"2021-12-10",0
"2021-12-11",0
"2021-12-12",16.0928
"2021-12-13",14.3552
"2021-12-14",16.8125
"2021-12-15",0
"2021-12-16",0
"2021-12-17",0
"2021-12-18",0
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",1.4532
"2021-12-31",0.9813
"2022-01-01",33.3098
"2022-01-02",0.1554
"2022-01-03",0
"2022-01-04",0
"2022-01-05",0
"2022-01-06",0
"2022-01-07",0
"2022-01-08",0
"2022-01-09",0
"2022-01-10",0.0054
"2022-01-11",0.4824
"2022-01-12",0
"2022-01-13",0
"2022-01-14",0
"2022-01-15",0
"2022-01-16",0
"2022-01-17",0.7437
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0
"2022-01-25",1.0838
"2022-01-26",0
"2022-01-27",1.8296
"2022-01-28",0
"2022-01-29",0.7825
"2022-01-30",0.7024
"2022-01-31",0
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0
"2022-02-04",0
"2022-02-05",0
"2022-02-06",0
"2022-02-07",1.3955
"2022-02-08",1
"2022-02-09",1.4466
"2022-02-10",5.9101
"2022-02-11",23.1017
"2022-02-12",10.7972
"2022-02-13",14.0569
"2022-02-14",0
"2022-02-15",0
"2022-02-16",0
"2022-02-17",0
"2022-02-18",0
"2022-02-19",1.0733
"2022-02-20",0
"2022-02-21",0
"2022-02-22",0
"2022-02-23",0
"2022-02-24",0
"2022-02-25",0
"2022-02-26",0
"2022-02-27",0
"2022-02-28",0
"2022-03-01",1.7287
"2022-03-02",10.4168
"2022-03-03",3.1988
"2022-03-04",1.0488
"2022-03-05",0.0915
"2022-03-06",0
"2022-03-07",0
"2022-03-08",0
"2022-03-09",0
"2022-03-10",0
"2022-03-11",0
"2022-03-12",0
"2022-03-13",0
"2022-03-14",0
"2022-03-15",0.6833
"2022-03-16",1.9659
"2022-03-17",2.5569
"2022-03-18",0.2442
"2022-03-19",0
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0
"2022-03-23",6.0602
"2022-03-24",5.2086
"2022-03-25",4.4662
"2022-03-26",1.0552
"2022-03-27",0
"2022-03-28",1.6743
"2022-03-29",1.6139
"2022-03-30",0.0345
"2022-03-31",0
"2022-04-01",0.6876
"2022-04-02",4.9861
"2022-04-03",9.6205
"2022-04-04",5.3094
"2022-04-05",12.1461
"2022-04-06",8.1058
"2022-04-07",15.0477
"2022-04-08",15.7306
"2022-04-09",19.8489
"2022-04-10",21.212
"2022-04-11",17.9736
"2022-04-12",28.5794
"2022-04-13",10.6891
"2022-04-14",12.443
"2022-04-15",2.7653
"2022-04-16",0
"2022-04-17",10.0248
"2022-04-18",5.0196
"2022-04-19",11.0547
"2022-04-20",0.0838
"2022-04-21",10.8461
"2022-04-22",11.4265
"2022-04-23",9.051
"2022-04-24",3.6132
"2022-04-25",0
"2022-04-26",0
"2022-04-27",5.5998
"2022-04-28",7.8035
"2022-04-29",4.1894
"2022-04-30",0
"2022-05-01",0.0211
"2022-05-02",2.1095
"2022-05-03",2.3716
"2022-05-04",1.1084
"2022-05-05",1.0362
"2022-05-06",0
"2022-05-07",1.5732
"2022-05-08",3.4896
"2022-05-09",3.2633
"2022-05-10",4.2319
"2022-05-11",0
"2022-05-12",0
"2022-05-13",0.0625
"2022-05-14",0.9137
"2022-05-15",0
"2022-05-16",0
"2022-05-17",0
"2022-05-18",0
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0
"2022-05-24",0
"2022-05-25",0
"2022-05-26",0
"2022-05-27",0
"2022-05-28",0
"2022-05-29",0
"2022-05-30",0
"2022-05-31",1.2101
"2022-06-01",0
"2022-06-02",0
"2022-06-03",0
"2022-06-04",0
"2022-06-05",0
"2022-06-06",0
"2022-06-07",0.3734
"2022-06-08",0
"2022-06-09",0.0672
"2022-06-10",0
"2022-06-11",0
"2022-06-12",0
"2022-06-13",0
"2022-06-14",0
"2022-06-15",0
"2022-06-16",0
"2022-06-17",0
"2022-06-18",0
"2022-06-19",0
"2022-06-20",0
"2022-06-21",0.0037
"2022-06-22",0
"2022-06-23",0
"2022-06-24",0
"2022-06-25",0
"2022-06-26",0.1238
"2022-06-27",0
"2022-06-28",0
"2022-06-29",0
"2022-06-30",0
"2022-07-01",0
"2022-07-02",0
"2022-07-03",0.1209
"2022-07-04",0
"2022-07-05",0
"2022-07-06",0
"2022-07-07",0.1467
"2022-07-08",0.6295
"2022-07-09",0.1515
"2022-07-10",0
"2022-07-11",0.2258
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0.0005
"2022-07-15",0.0149
"2022-07-16",0
"2022-07-17",0
"2022-07-18",1.0471
"2022-07-19",0.5045
"2022-07-20",0.9097
"2022-07-21",3.2903
"2022-07-22",2.8776
"2022-07-23",2.7848
"2022-07-24",0.2213
"2022-07-25",1.6883
"2022-07-26",1.6264
"2022-07-27",3.5743
"2022-07-28",4.8458
"2022-07-29",4.7565
"2022-07-30",3.0452
"2022-07-31",3.2701
"2022-08-01",0.6197
"2022-08-02",0.4419
"2022-08-03",0.0802
"2022-08-04",0.1222
"2022-08-05",0.5632
"2022-08-06",0.7751
"2022-08-07",0
"2022-08-08",0.0018
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",0.0305
"2022-08-13",0.427
"2022-08-14",0.0139
"2022-08-15",0.1555
"2022-08-16",0.9189
"2022-08-17",0.2895
"2022-08-18",0.6834
"2022-08-19",0
"2022-08-20",0.7503
"2022-08-21",0
"2022-08-22",0.6047
"2022-08-23",1.0684
"2022-08-24",0.4205
"2022-08-25",1.055
"2022-08-26",11.8562
"2022-08-27",5.0884
"2022-08-28",5.9778
"2022-08-29",4.6553
"2022-08-30",5.2808
"2022-08-31",13.0863
"2022-09-01",9.9741
"2022-09-02",0.1733
"2022-09-03",0.0675
"2022-09-04",10.1314
"2022-09-05",9.6179
"2022-09-06",0
"2022-09-07",1.8436
"2022-09-08",3.6659
"2022-09-09",0
"2022-09-10",0.271
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0
"2022-09-15",0
"2022-09-16",0.0694
"2022-09-17",0
"2022-09-18",0.1319
"2022-09-19",0
"2022-09-20",0.0458
"2022-09-21",0
"2022-09-22",0
"2022-09-23",0
"2022-09-24",0
"2022-09-25",1.1602
"2022-09-26",2.5286
"2022-09-27",1.8408
"2022-09-28",1.6612
"2022-09-29",2.1682
"2022-09-30",0.6962
"2022-10-01",2.5177
"2022-10-02",0.3219
"2022-10-03",4.3472
"2022-10-04",2.437
"2022-10-05",9.0309
"2022-10-06",0.1519
"2022-10-07",20.476
"2022-10-08",6.5355
"2022-10-09",6.3394
"2022-10-10",9.3679
"2022-10-11",12.7931
"2022-10-12",7.892
"2022-10-13",7.2595
"2022-10-14",16.3661
"2022-10-15",12.0529
"2022-10-16",7.2188
"2022-10-17",3.5957
"2022-10-18",0.806
"2022-10-19",13.5662
"2022-10-20",16.2835
"2022-10-21",14.0187
"2022-10-22",6.6719
"2022-10-23",5.5786
"2022-10-24",2.6462
"2022-10-25",14.5727
"2022-10-26",0
"2022-10-27",0
"2022-10-28",0
"2022-10-29",5.6049
"2022-10-30",4.6363
"2022-10-31",27.804
"2022-11-01",14.0704
"2022-11-02",11.1129
"2022-11-03",16.1403
"2022-11-04",33.6962
"2022-11-05",7.3665
"2022-11-06",0.1332
"2022-11-07",9.3018
"2022-11-08",27.202
"2022-11-09",26.6182
"2022-11-10",17.2179
"2022-11-11",17.1252
"2022-11-12",13.3471
"2022-11-13",5.6314
"2022-11-14",13.8426
"2022-11-15",0
"2022-11-16",0
"2022-11-17",1.6002
"2022-11-18",2.4386
"2022-11-19",12.0155
"2022-11-20",0
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0
"2022-11-26",0.0359
"2022-11-27",0
"2022-11-28",1.0262
"2022-11-29",0
"2022-11-30",0.1288
"2022-12-01",0.6512
"2022-12-02",11.9817
"2022-12-03",9.3613
"2022-12-04",17.6353
"2022-12-05",6.2289
"2022-12-06",8.6401
"2022-12-07",27.7961
"2022-12-08",31.3591
"2022-12-09",11.2904
"2022-12-10",0
"2022-12-11",0.31
"2022-12-12",0.8393
"2022-12-13",0
"2022-12-14",0
"2022-12-15",0
"2022-12-16",0
"2022-12-17",0
"2022-12-18",1.8739
"2022-12-19",39.6892
"2022-12-20",2.3632
"2022-12-21",23.8743
"2022-12-22",0
"2022-12-23",0
"2022-12-24",2.36
"2022-12-25",43.5856
"2022-12-26",0.0957
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",1.9468
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0
"2023-01-06",2.6566
"2023-01-07",0.6809
"2023-01-08",0
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0.0151
"2023-01-13",0
"2023-01-14",0
"2023-01-15",0
"2023-01-16",0
"2023-01-17",0.6066
"2023-01-18",0
"2023-01-19",0
"2023-01-20",0
"2023-01-21",3.4965
"2023-01-22",2.645
"2023-01-23",21.6319
"2023-01-24",2.7863
"2023-01-25",0
"2023-01-26",0
"2023-01-27",4.652
"2023-01-28",0
"2023-01-29",3.3562
"2023-01-30",5.6617
"2023-01-31",9.1398
"2023-02-01",58.5692
"2023-02-02",53.0913
"2023-02-03",0
"2023-02-04",4.8083
"2023-02-05",0.1346
"2023-02-06",2.8673
"2023-02-07",0
"2023-02-08",0.0242
"2023-02-09",0
"2023-02-10",1.5539
"2023-02-11",0
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0
"2023-02-19",0
"2023-02-20",0
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",0
"2023-02-25",0
"2023-02-26",0
"2023-02-27",0
"2023-02-28",2.3925
"2023-03-01",0.009
"2023-03-02",0
"2023-03-03",0
"2023-03-04",0
"2023-03-05",0
"2023-03-06",0
"2023-03-07",0
"2023-03-08",0
"2023-03-09",0
"2023-03-10",0.1835
"2023-03-11",0.0108
"2023-03-12",0
"2023-03-13",0
"2023-03-14",0
"2023-03-15",0
"2023-03-16",0.0116
"2023-03-17",0
"2023-03-18",0
"2023-03-19",0.0093
"2023-03-20",0.9532
"2023-03-21",1.9771
"2023-03-22",19.8145
"2023-03-23",11.5015
"2023-03-24",2.2089
"2023-03-25",0
"2023-03-26",1.3344
"2023-03-27",0.0874
"2023-03-28",0
"2023-03-29",0.1999
"2023-03-30",0
"2023-03-31",1.7617
"2023-04-01",1.2727
"2023-04-02",1.4995
"2023-04-03",3.771
"2023-04-04",4.6729
"2023-04-05",3.0904
"2023-04-06",0.7881
"2023-04-07",0
"2023-04-08",2.7014
"2023-04-09",1.0227
"2023-04-10",0
"2023-04-11",0
"2023-04-12",0
"2023-04-13",0
"2023-04-14",0
"2023-04-15",0.1262
"2023-04-16",0.0008
"2023-04-17",0
"2023-04-18",0
"2023-04-19",0
"2023-04-20",0
"2023-04-21",0
"2023-04-22",0.7896
"2023-04-23",1.2046
"2023-04-24",3.8945
"2023-04-25",3.2398
"2023-04-26",10.0359
"2023-04-27",10.4133
"2023-04-28",11.265
"2023-04-29",8.1273
"2023-04-30",14.0539
"2023-05-01",64.4837
"2023-05-02",28.0715
"2023-05-03",16.1743
"2023-05-04",38.1201
"2023-05-05",19.9268
"2023-05-06",22.8457
"2023-05-07",2.0878
"2023-05-08",19.9411
"2023-05-09",13.0994
"2023-05-10",3.4683
"2023-05-11",0.5687
"2023-05-12",3.1182
"2023-05-13",0
"2023-05-14",0
"2023-05-15",0
"2023-05-16",0
"2023-05-17",2.3336
"2023-05-18",1.4633
"2023-05-19",0
"2023-05-20",0
"2023-05-21",0
"2023-05-22",1.0117
"2023-05-23",0.711
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",0
"2023-05-29",10.2004
"2023-05-30",3.4292
"2023-05-31",0.4303
"2023-06-01",0
"2023-06-02",0
"2023-06-03",0
"2023-06-04",0
"2023-06-05",0.0026
"2023-06-06",0.1647
"2023-06-07",0.0416
"2023-06-08",0.0099
"2023-06-09",0
"2023-06-10",0
"2023-06-11",0
"2023-06-12",0
"2023-06-13",0
"2023-06-14",0
"2023-06-15",0
"2023-06-16",0
"2023-06-17",0
"2023-06-18",0
"2023-06-19",0
"2023-06-20",0
"2023-06-21",0.0119
"2023-06-22",0
"2023-06-23",0
"2023-06-24",0
"2023-06-25",0
"2023-06-26",0
"2023-06-27",0
"2023-06-28",0
"2023-06-29",0.0004
"2023-06-30",0
"2023-07-01",0.882
"2023-07-02",2.1777
"2023-07-03",0.8066
"2023-07-04",0.2275
"2023-07-05",0
"2023-07-06",0.4833
"2023-07-07",0
"2023-07-08",0
"2023-07-09",0
"2023-07-10",2.2355
"2023-07-11",1.3647
"2023-07-12",0.0743
"2023-07-13",0
"2023-07-14",0
