,"(mm) Precipitation (CHIRPS) at Nuwara Eliya, 2007-01-01 to 2025-12-31"
"2019-09-13",16.9342
"2019-09-14",7.6318
"2019-09-15",26.3085
"2019-09-16",22.8002
"2019-09-17",7.9413
"2019-09-18",0
"2019-09-19",10.9592
"2019-09-20",13.9117
"2019-09-21",11.5617
"2019-09-22",28.7157
"2019-09-23",23.0582
"2019-09-24",32.0454
"2019-09-25",21.918
"2019-09-26",0
"2019-09-27",0.7032
"2019-09-28",32.5445
"2019-09-29",5.2777
"2019-09-30",13.2273
"2019-10-01",3.7147
"2019-10-02",0.6662
"2019-10-03",13.4737
"2019-10-04",12.2233
"2019-10-05",19.5272
"2019-10-06",13.5191
"2019-10-07",10.3951
"2019-10-08",8.0206
"2019-10-09",21.865
"2019-10-10",11.025
"2019-10-11",28.8624
"2019-10-12",19.5759
"2019-10-13",11.98
"2019-10-14",5.9643
"2019-10-15",18.2638
"2019-10-16",22.6302
"2019-10-17",15.2317
"2019-10-18",8.8599
"2019-10-19",8.8765
"2019-10-20",19.5208
"2019-10-21",17.9787
"2019-10-22",6.0292
"2019-10-23",18.6253
"2019-10-24",16.9764
"2019-10-25",7.6511
"2019-10-26",26.4301
"2019-10-27",22.0251
"2019-10-28",27.9684
"2019-10-29",14.8275
"2019-10-30",5.3507
"2019-10-31",5.1623
"2019-11-01",0.2934
"2019-11-02",5.0283
"2019-11-03",8.8965
"2019-11-04",10.3661
"2019-11-05",15.0616
"2019-11-06",0
"2019-11-07",0
"2019-11-08",7.3886
"2019-11-09",11.5773
"2019-11-10",8.1889
"2019-11-11",5.5146
"2019-11-12",1.6271
"2019-11-13",1.0976
"2019-11-14",4.7085
"2019-11-15",20.6356
"2019-11-16",26.1708
"2019-11-17",0.9528
"2019-11-18",14.3823
"2019-11-19",2.5975
"2019-11-20",2.3611
"2019-11-21",5.554
"2019-11-22",8.6975
"2019-11-23",5.7901
"2019-11-24",9.0412
"2019-11-25",8.6584
"2019-11-26",9.5929
"2019-11-27",5.1574
"2019-11-28",24.6387
"2019-11-29",40.9314
"2019-11-30",34.6023
"2019-12-01",23.5459
"2019-12-02",25.3733
"2019-12-03",24.816
"2019-12-04",33.8872
"2019-12-05",12.1098
"2019-12-06",0
"2019-12-07",0.0178
"2019-12-08",0.9004
"2019-12-09",9.4083
"2019-12-10",6.7331
"2019-12-11",0.319
"2019-12-12",5.1319
"2019-12-13",0.4411
"2019-12-14",14.1658
"2019-12-15",0
"2019-12-16",6.6803
"2019-12-17",28.0048
"2019-12-18",31.287
"2019-12-19",15.3136
"2019-12-20",16.2281
"2019-12-21",11.7272
"2019-12-22",13.3559
"2019-12-23",3.4983
"2019-12-24",0.7346
"2019-12-25",6.7943
"2019-12-26",0.2984
"2019-12-27",0
"2019-12-28",4.8684
"2019-12-29",0
"2019-12-30",0
"2019-12-31",0
"2020-01-01",7.138
"2020-01-02",11.5797
"2020-01-03",0
"2020-01-04",0.9117
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0.0138
"2020-01-11",0.1522
"2020-01-12",0.0613
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0.0498
"2020-01-18",0
"2020-01-19",7.6415
"2020-01-20",13.6052
"2020-01-21",0.0607
"2020-01-22",8.3534
"2020-01-23",0
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0.4577
"2020-01-27",0
"2020-01-28",0
"2020-01-29",0
"2020-01-30",0
"2020-01-31",0
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0.1495
"2020-02-04",6.3663
"2020-02-05",3.3845
"2020-02-06",0.1949
"2020-02-07",2.5806
"2020-02-08",5.5747
"2020-02-09",0
"2020-02-10",0
"2020-02-11",0
"2020-02-12",0
"2020-02-13",0
"2020-02-14",0
"2020-02-15",0.0611
"2020-02-16",0
"2020-02-17",0
"2020-02-18",0
"2020-02-19",0
"2020-02-20",1.4457
"2020-02-21",0.1704
"2020-02-22",0.8719
"2020-02-23",0
"2020-02-24",0
"2020-02-25",0
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0.0139
"2020-03-01",0
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
"2020-03-05",1.2669
"2020-03-06",10.4373
"2020-03-07",1.1535
"2020-03-08",0
"2020-03-09",6.8906
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",9.8221
"2020-03-17",2.1691
"2020-03-18",4.5817
"2020-03-19",3.4974
"2020-03-20",6.1961
"2020-03-21",0
"2020-03-22",1.7476
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",2.167
"2020-03-27",0
"2020-03-28",0.0451
"2020-03-29",0
"2020-03-30",12.8477
"2020-03-31",0.0334
"2020-04-01",0.1956
"2020-04-02",0
"2020-04-03",0
"2020-04-04",8.5245
"2020-04-05",0
"2020-04-06",0.4606
"2020-04-07",0
"2020-04-08",3.2095
"2020-04-09",0.1842
"2020-04-10",0.667
"2020-04-11",2.1677
"2020-04-12",14.0715
"2020-04-13",11.1491
"2020-04-14",5.1628
"2020-04-15",2.0066
"2020-04-16",4.5652
"2020-04-17",7.7463
"2020-04-18",7.4895
"2020-04-19",6.031
"2020-04-20",4.057
"2020-04-21",6.0968
"2020-04-22",10.5996
"2020-04-23",5.1659
"2020-04-24",3.3946
"2020-04-25",2.9066
"2020-04-26",6.8144
"2020-04-27",2.9541
"2020-04-28",4.0914
"2020-04-29",12.2976
"2020-04-30",10.384
"2020-05-01",5.9795
"2020-05-02",0.3138
"2020-05-03",6.4593
"2020-05-04",10.9032
"2020-05-05",10.2584
"2020-05-06",10.1851
"2020-05-07",12.5612
"2020-05-08",17.3093
"2020-05-09",20.8132
"2020-05-10",21.2293
"2020-05-11",12.2915
"2020-05-12",19.7728
"2020-05-13",13.9869
"2020-05-14",12.5759
"2020-05-15",24.2472
"2020-05-16",34.8998
"2020-05-17",20.2979
"2020-05-18",26.11
"2020-05-19",17.5716
"2020-05-20",0.1087
"2020-05-21",6.1325
"2020-05-22",3.3279
"2020-05-23",6.12
"2020-05-24",6.2857
"2020-05-25",8.6276
"2020-05-26",12.5522
"2020-05-27",21.3833
"2020-05-28",0.7248
"2020-05-29",8.3207
"2020-05-30",2.7423
"2020-05-31",0.1694
"2020-06-01",3.0727
"2020-06-02",1.2104
"2020-06-03",0
"2020-06-04",0.3934
"2020-06-05",2.3976
"2020-06-06",4.0889
"2020-06-07",27.8318
"2020-06-08",0.289
"2020-06-09",0.6518
"2020-06-10",14.7667
"2020-06-11",4.8282
"2020-06-12",9.0266
"2020-06-13",4.1966
"2020-06-14",5.4907
"2020-06-15",4.1692
"2020-06-16",4.007
"2020-06-17",3.3697
"2020-06-18",0
"2020-06-19",13.6628
"2020-06-20",1.7469
"2020-06-21",22.7395
"2020-06-22",0.9431
"2020-06-23",10.7002
"2020-06-24",33.9606
"2020-06-25",23.3972
"2020-06-26",5.0592
"2020-06-27",0
"2020-06-28",0
"2020-06-29",21.7405
"2020-06-30",0
"2020-07-01",0
"2020-07-02",0.3941
"2020-07-03",8.9684
"2020-07-04",6.6446
"2020-07-05",0
"2020-07-06",1.3914
"2020-07-07",0
"2020-07-08",15.8347
"2020-07-09",11.991
"2020-07-10",17.6852
"2020-07-11",17.4596
"2020-07-12",0
"2020-07-13",8.2821
"2020-07-14",0
"2020-07-15",9.2661
"2020-07-16",8.2334
"2020-07-17",2.3305
"2020-07-18",10.6721
"2020-07-19",16.0333
"2020-07-20",15.8506
"2020-07-21",0.0302
"2020-07-22",7.4871
"2020-07-23",12.4187
"2020-07-24",1.1847
"2020-07-25",0
"2020-07-26",18.7434
"2020-07-27",10.863
"2020-07-28",18.8684
"2020-07-29",0.0125
"2020-07-30",2.6948
"2020-07-31",0
"2020-08-01",2.6679
"2020-08-02",11.3776
"2020-08-03",19.2885
"2020-08-04",23.3857
"2020-08-05",6.1488
"2020-08-06",0.7948
"2020-08-07",0
"2020-08-08",2.448
"2020-08-09",1.5857
"2020-08-10",0
"2020-08-11",5.578
"2020-08-12",0
"2020-08-13",0
"2020-08-14",0.7095
"2020-08-15",0.2668
"2020-08-16",6.8212
"2020-08-17",5.979
"2020-08-18",0
"2020-08-19",0
"2020-08-20",0
"2020-08-21",0.6975
"2020-08-22",1.3087
"2020-08-23",0.1707
"2020-08-24",0
"2020-08-25",8.2971
"2020-08-26",10.4074
"2020-08-27",3.4693
"2020-08-28",7.5107
"2020-08-29",0
"2020-08-30",12.8208
"2020-08-31",15.7173
"2020-09-01",18.2427
"2020-09-02",18.7992
"2020-09-03",0.0155
"2020-09-04",0.1735
"2020-09-05",8.2684
"2020-09-06",41.0641
"2020-09-07",0.5231
"2020-09-08",0.5395
"2020-09-09",8.4697
"2020-09-10",16.8873
"2020-09-11",15.6498
"2020-09-12",18.3331
"2020-09-13",10.7792
"2020-09-14",0.9934
"2020-09-15",0.2773
"2020-09-16",2.1898
"2020-09-17",8.6494
"2020-09-18",19.1037
"2020-09-19",14.3417
"2020-09-20",15.1266
"2020-09-21",0
"2020-09-22",1.6731
"2020-09-23",0.0165
"2020-09-24",38.6609
"2020-09-25",22.7616
"2020-09-26",13.3492
"2020-09-27",23.5673
"2020-09-28",20.4386
"2020-09-29",7.0366
"2020-09-30",0.5122
"2020-10-01",0.0618
"2020-10-02",0
"2020-10-03",2.2993
"2020-10-04",0
"2020-10-05",0
"2020-10-06",5.6491
"2020-10-07",9.9133
"2020-10-08",0.7079
"2020-10-09",17.2798
"2020-10-10",3.0225
"2020-10-11",13.2456
"2020-10-12",1.324
"2020-10-13",8.9724
"2020-10-14",17.5346
"2020-10-15",8.3482
"2020-10-16",0
"2020-10-17",0.711
"2020-10-18",4.9646
"2020-10-19",0
"2020-10-20",0
"2020-10-21",0.9202
"2020-10-22",0
"2020-10-23",0
"2020-10-24",2.0532
"2020-10-25",7.0508
"2020-10-26",7.942
"2020-10-27",13.766
"2020-10-28",6.9409
"2020-10-29",4.4292
"2020-10-30",6.9948
"2020-10-31",4.0196
"2020-11-01",10.628
"2020-11-02",23.184
"2020-11-03",15.0052
"2020-11-04",13.8796
"2020-11-05",12.3214
"2020-11-06",9.6287
"2020-11-07",4.5052
"2020-11-08",8.7115
"2020-11-09",10.1554
"2020-11-10",3.5523
"2020-11-11",8.1686
"2020-11-12",16.9819
"2020-11-13",15.8148
"2020-11-14",0.5941
"2020-11-15",3.428
"2020-11-16",26.2503
"2020-11-17",7.5595
"2020-11-18",18.6305
"2020-11-19",2.6896
"2020-11-20",1.6649
"2020-11-21",10.8275
"2020-11-22",6.5957
"2020-11-23",2.5858
"2020-11-24",1.7834
"2020-11-25",12.2534
"2020-11-26",0.0134
"2020-11-27",5.1028
"2020-11-28",1.6424
"2020-11-29",0
"2020-11-30",4.5899
"2020-12-01",17.4321
"2020-12-02",23.9586
"2020-12-03",0
"2020-12-04",1.9165
"2020-12-05",17.3758
"2020-12-06",23.9523
"2020-12-07",5.9848
"2020-12-08",3.083
"2020-12-09",0
"2020-12-10",2.4375
"2020-12-11",0
"2020-12-12",3.7179
"2020-12-13",0
"2020-12-14",2.7959
"2020-12-15",0
"2020-12-16",0
"2020-12-17",4.97
"2020-12-18",16.3304
"2020-12-19",6.7072
"2020-12-20",19.1389
"2020-12-21",8.852
"2020-12-22",24.8073
"2020-12-23",6.7105
"2020-12-24",0.0423
"2020-12-25",0.1286
"2020-12-26",0
"2020-12-27",4.2434
"2020-12-28",8.1428
"2020-12-29",0.0383
"2020-12-30",3.5941
"2020-12-31",17.3857
"2021-01-01",5.5196
"2021-01-02",0
"2021-01-03",20.9955
"2021-01-04",15.6691
"2021-01-05",0.5803
"2021-01-06",0.7526
"2021-01-07",6.0668
"2021-01-08",8.4405
"2021-01-09",30.7823
"2021-01-10",33.5374
"2021-01-11",22.0928
"2021-01-12",12.2769
"2021-01-13",7.8051
"2021-01-14",10.6296
"2021-01-15",9.8
"2021-01-16",3.3559
"2021-01-17",0.5639
"2021-01-18",2.1617
"2021-01-19",2.4605
"2021-01-20",0
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",0
"2021-01-28",1.0216
"2021-01-29",8.1258
"2021-01-30",5.5666
"2021-01-31",3.5827
"2021-02-01",0
"2021-02-02",0.0908
"2021-02-03",15.3585
"2021-02-04",0.7655
"2021-02-05",0.1931
"2021-02-06",6.7134
"2021-02-07",0
"2021-02-08",0
"2021-02-09",0
"2021-02-10",0
"2021-02-11",0
"2021-02-12",0
"2021-02-13",1.1661
"2021-02-14",9.5011
"2021-02-15",0.1844
"2021-02-16",2.0703
"2021-02-17",0
"2021-02-18",0
"2021-02-19",6.5794
"2021-02-20",0
"2021-02-21",12.3331
"2021-02-22",24.8692
"2021-02-23",0.3377
"2021-02-24",0.1421
"2021-02-25",0.3894
"2021-02-26",0
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0.0427
"2021-03-06",9.7584
"2021-03-07",13.0621
"2021-03-08",18.4953
"2021-03-09",0
"2021-03-10",9.4845
"2021-03-11",3.9781
"2021-03-12",0
"2021-03-13",0.4362
"2021-03-14",2.8576
"2021-03-15",0
"2021-03-16",1.5491
"2021-03-17",3.245
"2021-03-18",8.5908
"2021-03-19",2.3783
"2021-03-20",10.4014
"2021-03-21",6.3617
"2021-03-22",1.345
"2021-03-23",1.2804
"2021-03-24",4.7582
"2021-03-25",6.1621
"2021-03-26",18.6974
"2021-03-27",15.0291
"2021-03-28",16.6054
"2021-03-29",14.0925
"2021-03-30",2.8982
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0.4138
"2021-04-03",0
"2021-04-04",0
"2021-04-05",0
"2021-04-06",0
"2021-04-07",1.7444
"2021-04-08",1.1746
"2021-04-09",1.0067
"2021-04-10",11.0989
"2021-04-11",15.0459
"2021-04-12",8.5258
"2021-04-13",13.0028
"2021-04-14",16.5446
"2021-04-15",11.8385
"2021-04-16",8.6169
"2021-04-17",5.7239
"2021-04-18",0.1854
"2021-04-19",0.9927
"2021-04-20",0.2199
"2021-04-21",0.0841
"2021-04-22",2.8393
"2021-04-23",1.0714
"2021-04-24",8.9825
"2021-04-25",12.9773
"2021-04-26",5.105
"2021-04-27",4.2171
"2021-04-28",5.994
"2021-04-29",7.0378
"2021-04-30",9.319
"2021-05-01",14.8644
"2021-05-02",19.1896
"2021-05-03",20.0896
"2021-05-04",6.2627
"2021-05-05",0.5686
"2021-05-06",6.5855
"2021-05-07",4.2409
"2021-05-08",6.9026
"2021-05-09",17.8015
"2021-05-10",18.6823
"2021-05-11",13.3612
"2021-05-12",18.8175
"2021-05-13",40.3164
"2021-05-14",11.0436
"2021-05-15",2.9385
"2021-05-16",0
"2021-05-17",0.1102
"2021-05-18",10.4633
"2021-05-19",15.7497
"2021-05-20",14.9185
"2021-05-21",16.8751
"2021-05-22",9.2921
"2021-05-23",26.287
"2021-05-24",37.796
"2021-05-25",24.0235
"2021-05-26",9.3066
"2021-05-27",0
"2021-05-28",5.5553
"2021-05-29",3.937
"2021-05-30",12.8442
"2021-05-31",0
"2021-06-01",0
"2021-06-02",14.8963
"2021-06-03",38.1493
"2021-06-04",51.6369
"2021-06-05",24.6266
"2021-06-06",19.2349
"2021-06-07",5.803
"2021-06-08",15.6858
"2021-06-09",16.7125
"2021-06-10",0
"2021-06-11",0
"2021-06-12",2.3376
"2021-06-13",18.3287
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",8.9593
"2021-06-22",24.8486
"2021-06-23",0.0932
"2021-06-24",9.0725
"2021-06-25",0
"2021-06-26",4.1595
"2021-06-27",3.2493
"2021-06-28",0
"2021-06-29",0
"2021-06-30",2.8637
"2021-07-01",2.9088
"2021-07-02",0
"2021-07-03",12.3681
"2021-07-04",12.9773
"2021-07-05",5.3052
"2021-07-06",23.646
"2021-07-07",20.4365
"2021-07-08",24.4452
"2021-07-09",38.1908
"2021-07-10",14.7475
"2021-07-11",0.729
"2021-07-12",0
"2021-07-13",0
"2021-07-14",2.6876
"2021-07-15",17.7038
"2021-07-16",7.9295
"2021-07-17",16.8217
"2021-07-18",11.8654
"2021-07-19",0
"2021-07-20",0
"2021-07-21",0.0005
"2021-07-22",17.2824
"2021-07-23",9.0544
"2021-07-24",0
"2021-07-25",12.0748
"2021-07-26",25.8242
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",0.6737
"2021-08-01",0
"2021-08-02",2.5465
"2021-08-03",1.6541
"2021-08-04",0.015
"2021-08-05",0
"2021-08-06",16.3813
"2021-08-07",24.5996
"2021-08-08",4.1142
"2021-08-09",6.0439
"2021-08-10",4.3866
"2021-08-11",18.1274
"2021-08-12",4.8401
"2021-08-13",20.4348
"2021-08-14",8.8122
"2021-08-15",15.3657
"2021-08-16",1.7132
"2021-08-17",9.5486
"2021-08-18",0.0384
"2021-08-19",0.4908
"2021-08-20",12.1611
"2021-08-21",21.6017
"2021-08-22",24.6245
"2021-08-23",5.422
"2021-08-24",0
"2021-08-25",4.6642
"2021-08-26",13.9219
"2021-08-27",5.6957
"2021-08-28",31.5193
"2021-08-29",0.7803
"2021-08-30",1.2364
"2021-08-31",6.2708
"2021-09-01",22.9509
"2021-09-02",23.6255
"2021-09-03",9.4188
"2021-09-04",0
"2021-09-05",0.867
"2021-09-06",0
"2021-09-07",0
"2021-09-08",0
"2021-09-09",5.9516
"2021-09-10",24.5751
"2021-09-11",0.8609
"2021-09-12",0
"2021-09-13",0.8675
"2021-09-14",3.5584
"2021-09-15",36.3332
"2021-09-16",4.7851
"2021-09-17",14.7184
"2021-09-18",10.6254
"2021-09-19",16.3133
"2021-09-20",15.4211
"2021-09-21",7.0728
"2021-09-22",15.3693
"2021-09-23",16.9335
"2021-09-24",13.4914
"2021-09-25",19.07
"2021-09-26",25.4911
"2021-09-27",0.2971
"2021-09-28",1.632
"2021-09-29",1.2093
"2021-09-30",25.8489
"2021-10-01",37.1458
"2021-10-02",1.647
"2021-10-03",7.1409
"2021-10-04",31.625
"2021-10-05",16.8027
"2021-10-06",1.5166
"2021-10-07",0
"2021-10-08",0
"2021-10-09",17.09
"2021-10-10",18.2469
"2021-10-11",4.678
"2021-10-12",1.0704
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0
"2021-10-16",1.988
"2021-10-17",4.0498
"2021-10-18",0
"2021-10-19",11.4014
"2021-10-20",12.1845
"2021-10-21",10.5249
"2021-10-22",16.6161
"2021-10-23",5.8637
"2021-10-24",25.514
"2021-10-25",21.9496
"2021-10-26",32.3772
"2021-10-27",0
"2021-10-28",30.0083
"2021-10-29",21.7694
"2021-10-30",28.2271
"2021-10-31",10.5236
"2021-11-01",21.0011
"2021-11-02",15.8267
"2021-11-03",16.1005
"2021-11-04",16.5722
"2021-11-05",7.1068
"2021-11-06",43.56
"2021-11-07",32.9658
"2021-11-08",32.2816
"2021-11-09",2.4147
"2021-11-10",0
"2021-11-11",2.1012
"2021-11-12",19.8413
"2021-11-13",0
"2021-11-14",1.6038
"2021-11-15",3.6167
"2021-11-16",9.7104
"2021-11-17",19.7875
"2021-11-18",0
"2021-11-19",7.0588
"2021-11-20",3.168
"2021-11-21",0
"2021-11-22",0
"2021-11-23",16.9554
"2021-11-24",34.6164
"2021-11-25",24.1908
"2021-11-26",31.1664
"2021-11-27",27.1365
"2021-11-28",18.3682
"2021-11-29",8.3831
"2021-11-30",0.3089
"2021-12-01",0.448
"2021-12-02",3.9677
"2021-12-03",15.9616
"2021-12-04",9.7711
"2021-12-05",10.2019
"2021-12-06",12.077
"2021-12-07",0
"2021-12-08",5.5647
"2021-12-09",14.005
"2021-12-10",0.0401
"2021-12-11",0
"2021-12-12",11.076
"2021-12-13",16.6412
"2021-12-14",7.1872
"2021-12-15",5.0307
"2021-12-16",7.0276
"2021-12-17",0.1294
"2021-12-18",6.1364
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",8.909
"2021-12-31",1.8984
"2022-01-01",5.6859
"2022-01-02",0
"2022-01-03",0.4852
"2022-01-04",0.2595
"2022-01-05",9.9653
"2022-01-06",0.0753
"2022-01-07",0.2523
"2022-01-08",3.7196
"2022-01-09",10.5096
"2022-01-10",6.3161
"2022-01-11",0
"2022-01-12",3.8471
"2022-01-13",15.873
"2022-01-14",0.5644
"2022-01-15",1.2887
"2022-01-16",0.8999
"2022-01-17",0.099
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0.0175
"2022-01-24",0
"2022-01-25",0
"2022-01-26",0
"2022-01-27",0.0139
"2022-01-28",0
"2022-01-29",0
"2022-01-30",0.3532
"2022-01-31",0.0139
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0
"2022-02-04",0.3799
"2022-02-05",0
"2022-02-06",0
"2022-02-07",5.3849
"2022-02-08",11.9054
"2022-02-09",0
"2022-02-10",8.595
"2022-02-11",42.6686
"2022-02-12",12.6143
"2022-02-13",2.383
"2022-02-14",3.1006
"2022-02-15",3.3616
"2022-02-16",0
"2022-02-17",0
"2022-02-18",1.2274
"2022-02-19",16.2842
"2022-02-20",5.0771
"2022-02-21",0
"2022-02-22",0
"2022-02-23",0.6221
"2022-02-24",0
"2022-02-25",2.9789
"2022-02-26",7.4072
"2022-02-27",0
"2022-02-28",0
"2022-03-01",0
"2022-03-02",3.56
"2022-03-03",2.0503
"2022-03-04",0.3275
"2022-03-05",2.0702
"2022-03-06",6.9638
"2022-03-07",10.6768
"2022-03-08",14.2548
"2022-03-09",0
"2022-03-10",1.5539
"2022-03-11",13.1269
"2022-03-12",10.1638
"2022-03-13",0.0785
"2022-03-14",0
"2022-03-15",0
"2022-03-16",10.1297
"2022-03-17",10.5977
"2022-03-18",6.5554
"2022-03-19",7.8617
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0.7851
"2022-03-23",1.8044
"2022-03-24",0
"2022-03-25",0
"2022-03-26",0.3456
"2022-03-27",0.0972
"2022-03-28",0.0402
"2022-03-29",6.5894
"2022-03-30",6.8786
"2022-03-31",8.0227
"2022-04-01",0.036
"2022-04-02",14.4932
"2022-04-03",6.7945
"2022-04-04",12.9812
"2022-04-05",9.9533
"2022-04-06",17.3941
"2022-04-07",22.1618
"2022-04-08",19.765
"2022-04-09",13.8882
"2022-04-10",1.5474
"2022-04-11",7.4915
"2022-04-12",10.739
"2022-04-13",3.5772
"2022-04-14",5.9594
"2022-04-15",10.2775
"2022-04-16",5.2165
"2022-04-17",1.7322
"2022-04-18",1.0295
"2022-04-19",1.6346
"2022-04-20",7.8455
"2022-04-21",8.1505
"2022-04-22",14.7751
"2022-04-23",11.6956
"2022-04-24",5.507
"2022-04-25",6.2153
"2022-04-26",7.7895
"2022-04-27",9.7019
"2022-04-28",18.6288
"2022-04-29",9.4522
"2022-04-30",11.0978
"2022-05-01",4.987
"2022-05-02",4.1955
"2022-05-03",2.4617
"2022-05-04",4.5541
"2022-05-05",5.4163
"2022-05-06",1.1707
"2022-05-07",0
"2022-05-08",18.029
"2022-05-09",2.2228
"2022-05-10",10.8063
"2022-05-11",0.4813
"2022-05-12",0.0846
"2022-05-13",33.5204
"2022-05-14",42.6949
"2022-05-15",0
"2022-05-16",0
"2022-05-17",0
"2022-05-18",0.6005
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0
"2022-05-24",20.5594
"2022-05-25",4.5665
"2022-05-26",7.4161
"2022-05-27",0
"2022-05-28",5.0773
"2022-05-29",10.5998
"2022-05-30",10.295
"2022-05-31",38.0107
"2022-06-01",0.8165
"2022-06-02",0
"2022-06-03",0.7251
"2022-06-04",0.3316
"2022-06-05",0.3
"2022-06-06",7.8269
"2022-06-07",4.0913
"2022-06-08",0.4388
"2022-06-09",0.8008
"2022-06-10",0
"2022-06-11",19.5807
"2022-06-12",5.1248
"2022-06-13",10.5115
"2022-06-14",17.1225
"2022-06-15",14.3449
"2022-06-16",30.334
"2022-06-17",10.1696
"2022-06-18",12.968
"2022-06-19",14.707
"2022-06-20",16.051
"2022-06-21",17.6125
"2022-06-22",9.3103
"2022-06-23",0
"2022-06-24",9.6307
"2022-06-25",0
"2022-06-26",0
"2022-06-27",5.7886
"2022-06-28",1.5143
"2022-06-29",0.1934
"2022-06-30",8.3992
"2022-07-01",0
"2022-07-02",15.8405
"2022-07-03",6.8724
"2022-07-04",1.0317
"2022-07-05",0.1156
"2022-07-06",0
"2022-07-07",0.3754
"2022-07-08",0
"2022-07-09",0
"2022-07-10",15.911
"2022-07-11",1.1658
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0
"2022-07-15",0
"2022-07-16",2.7345
"2022-07-17",8.2363
"2022-07-18",2.8185
"2022-07-19",17.7187
"2022-07-20",7.149
"2022-07-21",18.5754
"2022-07-22",15.5411
"2022-07-23",0.6228
"2022-07-24",19.8097
"2022-07-25",26.9676
"2022-07-26",19.6485
"2022-07-27",17.2421
"2022-07-28",20.0666
"2022-07-29",8.7113
"2022-07-30",18.5308
"2022-07-31",14.8823
"2022-08-01",36.6116
"2022-08-02",14.5686
"2022-08-03",21.3855
"2022-08-04",46.8207
"2022-08-05",0.2279
"2022-08-06",5.4103
"2022-08-07",0.4055
"2022-08-08",0
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",0.3871
"2022-08-13",0
"2022-08-14",6.2543
"2022-08-15",6.3084
"2022-08-16",0.5434
"2022-08-17",4.788
"2022-08-18",9.5882
"2022-08-19",3.1663
"2022-08-20",3.973
"2022-08-21",0
"2022-08-22",1.5167
"2022-08-23",1.037
"2022-08-24",6.3425
"2022-08-25",31.9607
"2022-08-26",62.4343
"2022-08-27",9.6562
"2022-08-28",0.0337
"2022-08-29",8.7396
"2022-08-30",46.1012
"2022-08-31",57.3608
"2022-09-01",0
"2022-09-02",0
"2022-09-03",1.4638
"2022-09-04",34.3912
"2022-09-05",70.1653
"2022-09-06",7.8091
"2022-09-07",2.2507
"2022-09-08",3.5964
"2022-09-09",5.5218
"2022-09-10",0
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0.5293
"2022-09-15",0.2957
"2022-09-16",0
"2022-09-17",0
"2022-09-18",0
"2022-09-19",4.2966
"2022-09-20",4.2323
"2022-09-21",2.8279
"2022-09-22",1.2132
"2022-09-23",8.351
"2022-09-24",0
"2022-09-25",1.4403
"2022-09-26",9.3279
"2022-09-27",12.9741
"2022-09-28",6.1778
"2022-09-29",6.2385
"2022-09-30",7.2784
"2022-10-01",2.1672
"2022-10-02",0
"2022-10-03",2.2704
"2022-10-04",18.7614
"2022-10-05",2.8671
"2022-10-06",0.8966
"2022-10-07",5.0872
"2022-10-08",5.9555
"2022-10-09",8.8873
"2022-10-10",5.9625
"2022-10-11",16.4702
"2022-10-12",27.1517
"2022-10-13",15.1223
"2022-10-14",29.034
"2022-10-15",5.5065
"2022-10-16",20.4469
"2022-10-17",10.1462
"2022-10-18",2.1565
"2022-10-19",23.5276
"2022-10-20",54.4169
"2022-10-21",3.7377
"2022-10-22",16.3185
"2022-10-23",21.7801
"2022-10-24",8.3928
"2022-10-25",28.2661
"2022-10-26",13.7027
"2022-10-27",0
"2022-10-28",0
"2022-10-29",0.1367
