,"(mm) Precipitation (CHIRPS) at Kandy, 2007-01-01 to 2025-12-31"
"2019-10-18",5.5576
"2019-10-19",11.1606
"2019-10-20",19.7991
"2019-10-21",20.156
"2019-10-22",6.442
"2019-10-23",23.1956
"2019-10-24",13.9692
"2019-10-25",8.7008
"2019-10-26",25.8501
"2019-10-27",28.3543
"2019-10-28",23.2262
"2019-10-29",10.4929
"2019-10-30",6.9153
"2019-10-31",4.5299
"2019-11-01",1.3324
"2019-11-02",1.6187
"2019-11-03",12.4831
"2019-11-04",5.1224
"2019-11-05",10.502
"2019-11-06",0
"2019-11-07",0
"2019-11-08",6.1585
"2019-11-09",9.709
"2019-11-10",9.0163
"2019-11-11",6.0378
"2019-11-12",1.6585
"2019-11-13",1.7132
"2019-11-14",5.2222
"2019-11-15",21.7549
"2019-11-16",25.057
"2019-11-17",0.2283
"2019-11-18",10.2911
"2019-11-19",5.8318
"2019-11-20",2.7321
"2019-11-21",4.7508
"2019-11-22",14.528
"2019-11-23",11.5279
"2019-11-24",6.6187
"2019-11-25",9.4447
"2019-11-26",13.3078
"2019-11-27",2.5529
"2019-11-28",40.5635
"2019-11-29",38.3968
"2019-11-30",44.6994
"2019-12-01",24.6233
"2019-12-02",30.4935
"2019-12-03",28.3608
"2019-12-04",40.0865
"2019-12-05",7.9897
"2019-12-06",0.0104
"2019-12-07",0
"2019-12-08",0
"2019-12-09",14.3989
"2019-12-10",3.3396
"2019-12-11",0.1852
"2019-12-12",0.8795
"2019-12-13",0.486
"2019-12-14",15.9371
"2019-12-15",0
"2019-12-16",2.5901
"2019-12-17",28.1357
"2019-12-18",29.7681
"2019-12-19",26.9052
"2019-12-20",30.0876
"2019-12-21",14.1871
"2019-12-22",20.6658
"2019-12-23",0.5902
"2019-12-24",0
"2019-12-25",4.8397
"2019-12-26",0
"2019-12-27",0
"2019-12-28",3.7597
"2019-12-29",0
"2019-12-30",0
"2019-12-31",0
"2020-01-01",1.2654
"2020-01-02",9.507
"2020-01-03",0
"2020-01-04",0.0037
"2020-01-05",0
"2020-01-06",0
"2020-01-07",1.1298
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",3.5388
"2020-01-12",0.5521
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0.0018
"2020-01-18",0
"2020-01-19",2.5192
"2020-01-20",0.5192
"2020-01-21",0.475
"2020-01-22",15.5776
"2020-01-23",0.2702
"2020-01-24",0
"2020-01-25",0
"2020-01-26",7.5785
"2020-01-27",0
"2020-01-28",0
"2020-01-29",0
"2020-01-30",0
"2020-01-31",0
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0.0022
"2020-02-04",7.3156
"2020-02-05",3.2474
"2020-02-06",0.5087
"2020-02-07",0.6503
"2020-02-08",2.9631
"2020-02-09",0
"2020-02-10",1.6997
"2020-02-11",0
"2020-02-12",0
"2020-02-13",0
"2020-02-14",0
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0
"2020-02-18",0
"2020-02-19",0
"2020-02-20",0.8275
"2020-02-21",0.1475
"2020-02-22",0
"2020-02-23",0
"2020-02-24",0
"2020-02-25",0
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
"2020-03-05",2.8658
"2020-03-06",8.5039
"2020-03-07",0.7691
"2020-03-08",0
"2020-03-09",1.3591
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",7.6376
"2020-03-17",3.7065
"2020-03-18",7.6168
"2020-03-19",2.8498
"2020-03-20",1.0146
"2020-03-21",0
"2020-03-22",0.9172
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0.0033
"2020-03-26",0.1762
"2020-03-27",0
"2020-03-28",0
"2020-03-29",0.5511
"2020-03-30",13.9108
"2020-03-31",0
"2020-04-01",0
"2020-04-02",0
"2020-04-03",0
"2020-04-04",8.3321
"2020-04-05",0.5163
"2020-04-06",0
"2020-04-07",0
"2020-04-08",2.3552
"2020-04-09",1.3176
"2020-04-10",4.4411
"2020-04-11",4.4699
"2020-04-12",12.3211
"2020-04-13",4.8075
"2020-04-14",4.5501
"2020-04-15",1.2855
"2020-04-16",4.2389
"2020-04-17",8.0715
"2020-04-18",6.2672
"2020-04-19",5.9619
"2020-04-20",6.5522
"2020-04-21",3.1439
"2020-04-22",10.8784
"2020-04-23",6.623
"2020-04-24",3.9007
"2020-04-25",1.8135
"2020-04-26",4.3908
"2020-04-27",3.5744
"2020-04-28",0.0069
"2020-04-29",9.7807
"2020-04-30",10.6543
"2020-05-01",5.8456
"2020-05-02",0
"2020-05-03",2.7817
"2020-05-04",13.2446
"2020-05-05",9.8309
"2020-05-06",11.7201
"2020-05-07",19.2079
"2020-05-08",17.5163
"2020-05-09",22.6527
"2020-05-10",22.9821
"2020-05-11",7.381
"2020-05-12",21.3034
"2020-05-13",8.3318
"2020-05-14",8.1586
"2020-05-15",24.3255
"2020-05-16",39.7525
"2020-05-17",21.7183
"2020-05-18",26.7499
"2020-05-19",14.4724
"2020-05-20",0.3088
"2020-05-21",5.6129
"2020-05-22",2.6108
"2020-05-23",7.1343
"2020-05-24",8.0304
"2020-05-25",9.7596
"2020-05-26",16.5627
"2020-05-27",14.4262
"2020-05-28",0.2659
"2020-05-29",8.2331
"2020-05-30",4.3838
"2020-05-31",4.1044
"2020-06-01",3.1869
"2020-06-02",1.1774
"2020-06-03",0
"2020-06-04",0.0432
"2020-06-05",1.5424
"2020-06-06",6.4547
"2020-06-07",14.6397
"2020-06-08",4.3514
"2020-06-09",0.0015
"2020-06-10",11.725
"2020-06-11",1.8773
"2020-06-12",4.7957
"2020-06-13",2.3951
"2020-06-14",3.0717
"2020-06-15",1.9411
"2020-06-16",4.6873
"2020-06-17",0.255
"2020-06-18",0
"2020-06-19",11.9349
"2020-06-20",2.204
"2020-06-21",25.7203
"2020-06-22",0.3029
"2020-06-23",15.1635
"2020-06-24",19.9373
"2020-06-25",19.6688
"2020-06-26",5.3786
"2020-06-27",0
"2020-06-28",0
"2020-06-29",15.2493
"2020-06-30",0
"2020-07-01",0
"2020-07-02",1.5245
"2020-07-03",15.5659
"2020-07-04",3.5309
"2020-07-05",2.0249
"2020-07-06",0.1125
"2020-07-07",3.3288
"2020-07-08",11.5215
"2020-07-09",14.6719
"2020-07-10",9.5331
"2020-07-11",11.3873
"2020-07-12",0
"2020-07-13",7.6584
"2020-07-14",0
"2020-07-15",7.5165
"2020-07-16",7.1377
"2020-07-17",2.3205
"2020-07-18",11.6903
"2020-07-19",18.7124
"2020-07-20",15.5012
"2020-07-21",0.0645
"2020-07-22",10.4562
"2020-07-23",13.7824
"2020-07-24",1.8066
"2020-07-25",0
"2020-07-26",21.1445
"2020-07-27",11.2413
"2020-07-28",23.5258
"2020-07-29",0
"2020-07-30",4.0849
"2020-07-31",0
"2020-08-01",9.3616
"2020-08-02",0.2592
"2020-08-03",9.0411
"2020-08-04",16.8686
"2020-08-05",3.3604
"2020-08-06",0
"2020-08-07",0
"2020-08-08",0.1633
"2020-08-09",0.7703
"2020-08-10",0
"2020-08-11",2.051
"2020-08-12",0.1659
"2020-08-13",0
"2020-08-14",3.5348
"2020-08-15",1.626
"2020-08-16",4.9322
"2020-08-17",0.6573
"2020-08-18",0
"2020-08-19",0
"2020-08-20",0
"2020-08-21",0
"2020-08-22",0.9468
"2020-08-23",7.3968
"2020-08-24",0.369
"2020-08-25",5.142
"2020-08-26",9.1504
"2020-08-27",7.8665
"2020-08-28",1.1197
"2020-08-29",0
"2020-08-30",14.4225
"2020-08-31",22.2994
"2020-09-01",20.7415
"2020-09-02",13.7249
"2020-09-03",2.2048
"2020-09-04",1.6069
"2020-09-05",6.7424
"2020-09-06",29.8756
"2020-09-07",13.9746
"2020-09-08",0.1735
"2020-09-09",1.4542
"2020-09-10",13.0124
"2020-09-11",2.6369
"2020-09-12",19.0804
"2020-09-13",7.995
"2020-09-14",0.4521
"2020-09-15",0
"2020-09-16",1.0686
"2020-09-17",4.7062
"2020-09-18",15.9774
"2020-09-19",11.8159
"2020-09-20",11.8126
"2020-09-21",0
"2020-09-22",4.1017
"2020-09-23",0
"2020-09-24",30.1819
"2020-09-25",23.257
"2020-09-26",4.4899
"2020-09-27",13.9783
"2020-09-28",12.584
"2020-09-29",19.4598
"2020-09-30",0.0246
"2020-10-01",2.3559
"2020-10-02",0
"2020-10-03",0.9936
"2020-10-04",0
"2020-10-05",0
"2020-10-06",2.389
"2020-10-07",21.2422
"2020-10-08",1.16
"2020-10-09",9.3835
"2020-10-10",2.086
"2020-10-11",18.7054
"2020-10-12",0.3774
"2020-10-13",5.4456
"2020-10-14",19.0396
"2020-10-15",2.1826
"2020-10-16",0
"2020-10-17",2.2947
"2020-10-18",7.2821
"2020-10-19",0
"2020-10-20",0
"2020-10-21",1.4937
"2020-10-22",0
"2020-10-23",0
"2020-10-24",4.0591
"2020-10-25",9.1979
"2020-10-26",12.6827
"2020-10-27",20.9464
"2020-10-28",9.6767
"2020-10-29",6.5454
"2020-10-30",11.3462
"2020-10-31",6.8074
"2020-11-01",20.1134
"2020-11-02",16.4499
"2020-11-03",13.3328
"2020-11-04",15.3856
"2020-11-05",11.3003
"2020-11-06",10.0654
"2020-11-07",1.318
"2020-11-08",12.9211
"2020-11-09",10.4096
"2020-11-10",9.2096
"2020-11-11",6.033
"2020-11-12",13.2785
"2020-11-13",14.8656
"2020-11-14",2.9176
"2020-11-15",5.8742
"2020-11-16",32.5105
"2020-11-17",17.8177
"2020-11-18",15.8308
"2020-11-19",2.1448
"2020-11-20",4.4051
"2020-11-21",17.1664
"2020-11-22",11.8557
"2020-11-23",0.2877
"2020-11-24",0.8876
"2020-11-25",11.9195
"2020-11-26",0
"2020-11-27",7.4757
"2020-11-28",0
"2020-11-29",0.9612
"2020-11-30",1.5265
"2020-12-01",27.3995
"2020-12-02",31.1203
"2020-12-03",1.0906
"2020-12-04",9.9635
"2020-12-05",28.714
"2020-12-06",20.7382
"2020-12-07",2.0224
"2020-12-08",4.0182
"2020-12-09",0
"2020-12-10",0.0656
"2020-12-11",0
"2020-12-12",8.369
"2020-12-13",0
"2020-12-14",1.3128
"2020-12-15",0
"2020-12-16",0
"2020-12-17",1.056
"2020-12-18",19.1249
"2020-12-19",15.2845
"2020-12-20",36.8805
"2020-12-21",7.4874
"2020-12-22",32.6725
"2020-12-23",2.6432
"2020-12-24",0
"2020-12-25",1.7682
"2020-12-26",0
"2020-12-27",2.697
"2020-12-28",4.7101
"2020-12-29",0
"2020-12-30",1.0368
"2020-12-31",19.296
"2021-01-01",5.151
"2021-01-02",0
"2021-01-03",23.7225
"2021-01-04",22.3878
"2021-01-05",4.311
"2021-01-06",2.658
"2021-01-07",6.5244
"2021-01-08",9.4436
"2021-01-09",52.6029
"2021-01-10",49.3041
"2021-01-11",31.5334
"2021-01-12",12.6969
"2021-01-13",7.9377
"2021-01-14",10.1521
"2021-01-15",14.6934
"2021-01-16",1.803
"2021-01-17",0
"2021-01-18",2.4325
"2021-01-19",0
"2021-01-20",0
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",0
"2021-01-28",0.2583
"2021-01-29",23.3693
"2021-01-30",4.9395
"2021-01-31",3.6387
"2021-02-01",0.5467
"2021-02-02",3.0798
"2021-02-03",24.0363
"2021-02-04",1.7433
"2021-02-05",0
"2021-02-06",0.0477
"2021-02-07",0.0353
"2021-02-08",0.0781
"2021-02-09",0
"2021-02-10",0
"2021-02-11",0.6557
"2021-02-12",0
"2021-02-13",0
"2021-02-14",4.7874
"2021-02-15",0
"2021-02-16",0.0022
"2021-02-17",0
"2021-02-18",0
"2021-02-19",1.301
"2021-02-20",0
"2021-02-21",4.4573
"2021-02-22",21.4952
"2021-02-23",0
"2021-02-24",1.4573
"2021-02-25",0
"2021-02-26",0
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0
"2021-03-06",5.254
"2021-03-07",2.6989
"2021-03-08",23.6416
"2021-03-09",0
"2021-03-10",11.6564
"2021-03-11",0.3542
"2021-03-12",0
"2021-03-13",0.329
"2021-03-14",2.484
"2021-03-15",0
"2021-03-16",0.0454
"2021-03-17",0.9942
"2021-03-18",8.4725
"2021-03-19",1.9392
"2021-03-20",6.9664
"2021-03-21",5.3161
"2021-03-22",0.6109
"2021-03-23",0.4372
"2021-03-24",4.1868
"2021-03-25",5.3269
"2021-03-26",18.3907
"2021-03-27",18.3038
"2021-03-28",10.0689
"2021-03-29",12.7306
"2021-03-30",0.4501
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0
"2021-04-03",0
"2021-04-04",0
"2021-04-05",0
"2021-04-06",0
"2021-04-07",0.086
"2021-04-08",0
"2021-04-09",0.0094
"2021-04-10",8.3419
"2021-04-11",16.7624
"2021-04-12",17.8587
"2021-04-13",11.1037
"2021-04-14",17.1202
"2021-04-15",16.4214
"2021-04-16",6.9358
"2021-04-17",4.2324
"2021-04-18",0.1512
"2021-04-19",0.257
"2021-04-20",0.8894
"2021-04-21",0
"2021-04-22",1.7842
"2021-04-23",0.0013
"2021-04-24",8.9829
"2021-04-25",9.1321
"2021-04-26",0.8508
"2021-04-27",1.0347
"2021-04-28",5.4709
"2021-04-29",4.2464
"2021-04-30",15.0954
"2021-05-01",12.0395
"2021-05-02",22.4292
"2021-05-03",16.8549
"2021-05-04",6.7864
"2021-05-05",0.6312
"2021-05-06",6.1371
"2021-05-07",6.9346
"2021-05-08",2.1453
"2021-05-09",14.089
"2021-05-10",16.3294
"2021-05-11",9.3516
"2021-05-12",14.1046
"2021-05-13",34.1329
"2021-05-14",12.7626
"2021-05-15",6.3061
"2021-05-16",0
"2021-05-17",0.2016
"2021-05-18",12.1493
"2021-05-19",8.4258
"2021-05-20",3.6076
"2021-05-21",17.1001
"2021-05-22",8.4083
"2021-05-23",11.1645
"2021-05-24",34.2705
"2021-05-25",24.7343
"2021-05-26",1.1461
"2021-05-27",0
"2021-05-28",0.4283
"2021-05-29",4.3109
"2021-05-30",0
"2021-05-31",0
"2021-06-01",0
"2021-06-02",10.7275
"2021-06-03",34.3613
"2021-06-04",28.4642
"2021-06-05",39.7581
"2021-06-06",2.7082
"2021-06-07",1.6707
"2021-06-08",31.6337
"2021-06-09",2.1924
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0
"2021-06-13",0.1435
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",4.412
"2021-06-22",10.2857
"2021-06-23",5.2311
"2021-06-24",15.6126
"2021-06-25",0
"2021-06-26",0
"2021-06-27",1.8768
"2021-06-28",0
"2021-06-29",1.4857
"2021-06-30",17.1494
"2021-07-01",9.5435
"2021-07-02",0
"2021-07-03",13.2659
"2021-07-04",14.7943
"2021-07-05",5.3111
"2021-07-06",18.2392
"2021-07-07",17.9018
"2021-07-08",11.0846
"2021-07-09",30.7143
"2021-07-10",26.3773
"2021-07-11",6.4067
"2021-07-12",0.0402
"2021-07-13",0
"2021-07-14",1.7932
"2021-07-15",14.7405
"2021-07-16",4.6975
"2021-07-17",15.0471
"2021-07-18",14.3066
"2021-07-19",0
"2021-07-20",0
"2021-07-21",0.6585
"2021-07-22",2.7578
"2021-07-23",4.9727
"2021-07-24",0
"2021-07-25",17.5069
"2021-07-26",1.8152
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",0
"2021-08-01",0
"2021-08-02",0.382
"2021-08-03",6.3622
"2021-08-04",0.0012
"2021-08-05",0
"2021-08-06",8.8447
"2021-08-07",18.7133
"2021-08-08",13.6583
"2021-08-09",7.9891
"2021-08-10",1.1074
"2021-08-11",15.9213
"2021-08-12",5.6053
"2021-08-13",18.5014
"2021-08-14",7.6023
"2021-08-15",10.0956
"2021-08-16",5.0144
"2021-08-17",5.0098
"2021-08-18",0.0143
"2021-08-19",0.0459
"2021-08-20",6.7457
"2021-08-21",17.6491
"2021-08-22",20.0045
"2021-08-23",2.8137
"2021-08-24",0
"2021-08-25",3.4874
"2021-08-26",0.9057
"2021-08-27",4.093
"2021-08-28",20.0283
"2021-08-29",0.9143
"2021-08-30",0
"2021-08-31",0
"2021-09-01",28.7989
"2021-09-02",28.8279
"2021-09-03",1.8762
"2021-09-04",0.0164
"2021-09-05",1.2713
"2021-09-06",0.0282
"2021-09-07",0.8607
"2021-09-08",0
"2021-09-09",0
"2021-09-10",6.2079
"2021-09-11",0
"2021-09-12",0
"2021-09-13",0
"2021-09-14",0
"2021-09-15",30.7038
"2021-09-16",9.0564
"2021-09-17",11.1578
"2021-09-18",14.3015
"2021-09-19",2.8173
"2021-09-20",9.3078
"2021-09-21",3.9213
"2021-09-22",9.0068
"2021-09-23",10.4604
"2021-09-24",13.6216
"2021-09-25",12.0519
"2021-09-26",18.3583
"2021-09-27",0
"2021-09-28",6.421
"2021-09-29",0.76
"2021-09-30",28.9673
"2021-10-01",39.7055
"2021-10-02",2.0507
"2021-10-03",4.6503
"2021-10-04",37.1919
"2021-10-05",14.9904
"2021-10-06",12.2903
"2021-10-07",2.0504
"2021-10-08",0
"2021-10-09",26.073
"2021-10-10",14.0988
"2021-10-11",5.7492
"2021-10-12",6.0674
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0
"2021-10-16",6.6419
"2021-10-17",4.6594
"2021-10-18",0
"2021-10-19",12.909
"2021-10-20",19.2413
"2021-10-21",13.5981
"2021-10-22",10.4355
"2021-10-23",7.5803
"2021-10-24",28.6893
"2021-10-25",24.2955
"2021-10-26",26.4889
"2021-10-27",0.4778
"2021-10-28",19.5573
"2021-10-29",38.1045
"2021-10-30",29.6995
"2021-10-31",14.473
"2021-11-01",26.0407
"2021-11-02",15.9205
"2021-11-03",19.0318
"2021-11-04",19.7541
"2021-11-05",6.1103
"2021-11-06",48.0744
"2021-11-07",34.353
"2021-11-08",25.0062
"2021-11-09",15.9446
"2021-11-10",0
"2021-11-11",0.0514
"2021-11-12",23.3177
"2021-11-13",0
"2021-11-14",0.8011
"2021-11-15",11.4505
"2021-11-16",5.5364
"2021-11-17",23.8166
"2021-11-18",0
"2021-11-19",11.5331
"2021-11-20",6.3811
"2021-11-21",0
"2021-11-22",0.1122
"2021-11-23",21.9228
"2021-11-24",46.8065
"2021-11-25",26.0773
"2021-11-26",30.3938
"2021-11-27",33.3302
"2021-11-28",24.0357
"2021-11-29",1.253
"2021-11-30",0
"2021-12-01",0.2436
"2021-12-02",4.11
"2021-12-03",13.2404
"2021-12-04",7.3646
"2021-12-05",21.5655
"2021-12-06",5.9368
"2021-12-07",0
"2021-12-08",24.0722
"2021-12-09",1.1633
"2021-12-10",0.2347
"2021-12-11",0.1109
"2021-12-12",7.5711
"2021-12-13",8.5527
"2021-12-14",23.8229
"2021-12-15",0.556
"2021-12-16",1.0025
"2021-12-17",0.7731
"2021-12-18",0.0018
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",14.8086
"2021-12-31",1.1934
"2022-01-01",5.4148
"2022-01-02",0
"2022-01-03",1.3143
"2022-01-04",0
"2022-01-05",3.0095
"2022-01-06",2.054
"2022-01-07",0
"2022-01-08",0.9969
"2022-01-09",0.8739
"2022-01-10",8.9723
"2022-01-11",0.1023
"2022-01-12",0.1103
"2022-01-13",3.4202
"2022-01-14",0.009
"2022-01-15",0
"2022-01-16",0.1825
"2022-01-17",0
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0
"2022-01-25",0.3967
"2022-01-26",0
"2022-01-27",5.8399
"2022-01-28",0
"2022-01-29",0.3497
"2022-01-30",15.6052
"2022-01-31",15.7314
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0
"2022-02-04",0
"2022-02-05",0
"2022-02-06",0
"2022-02-07",12.7707
"2022-02-08",10.8258
"2022-02-09",0
"2022-02-10",14.9174
"2022-02-11",63.1516
"2022-02-12",14.4018
"2022-02-13",4.2814
"2022-02-14",1.858
"2022-02-15",0.4973
"2022-02-16",0.2665
"2022-02-17",0
"2022-02-18",3.8716
"2022-02-19",19.2859
"2022-02-20",0.3292
"2022-02-21",0
"2022-02-22",0
"2022-02-23",3.5873
"2022-02-24",0
"2022-02-25",0.1764
"2022-02-26",2.5784
"2022-02-27",0
"2022-02-28",0
"2022-03-01",0.1523
"2022-03-02",9.3819
"2022-03-03",6.1456
"2022-03-04",1.125
"2022-03-05",0.04
"2022-03-06",6.6904
"2022-03-07",8.4988
"2022-03-08",12.9938
"2022-03-09",0
"2022-03-10",1.3258
"2022-03-11",10.253
"2022-03-12",11.6438
"2022-03-13",0.0885
"2022-03-14",0
"2022-03-15",0.6092
"2022-03-16",8.4651
"2022-03-17",12.6932
"2022-03-18",4.0744
"2022-03-19",9.062
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0
"2022-03-23",0.2544
"2022-03-24",2.4794
"2022-03-25",0
"2022-03-26",0.1353
"2022-03-27",0
"2022-03-28",0.7742
"2022-03-29",0.4525
"2022-03-30",3.5064
"2022-03-31",0.9154
"2022-04-01",0.1884
"2022-04-02",12.5144
"2022-04-03",9.9834
"2022-04-04",10.2668
"2022-04-05",16.1496
"2022-04-06",17.4344
"2022-04-07",21.3994
"2022-04-08",20.9278
"2022-04-09",16.079
"2022-04-10",1.6095
"2022-04-11",8.946
"2022-04-12",9.578
"2022-04-13",3.9329
"2022-04-14",7.2019
"2022-04-15",8.4985
"2022-04-16",1.141
"2022-04-17",1.4688
"2022-04-18",0.375
"2022-04-19",0.4711
"2022-04-20",4.0483
"2022-04-21",4.4501
"2022-04-22",14.7814
"2022-04-23",11.4665
"2022-04-24",0.6094
"2022-04-25",5.8439
"2022-04-26",1.9165
"2022-04-27",5.2112
"2022-04-28",17.0062
"2022-04-29",8.9177
"2022-04-30",8.6448
"2022-05-01",1.8018
"2022-05-02",2.1116
"2022-05-03",2.2695
"2022-05-04",2.9069
"2022-05-05",2.8577
"2022-05-06",0.2912
"2022-05-07",0
"2022-05-08",16.4761
"2022-05-09",1.442
"2022-05-10",9.6702
"2022-05-11",3.9229
"2022-05-12",1.9323
"2022-05-13",8.8907
"2022-05-14",14.4824
"2022-05-15",0
"2022-05-16",0
"2022-05-17",0
"2022-05-18",0.1072
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0
"2022-05-24",13.1137
"2022-05-25",10.8219
"2022-05-26",11.8611
"2022-05-27",3.0385
"2022-05-28",14.8383
"2022-05-29",9.5497
"2022-05-30",9.1369
"2022-05-31",23.4182
"2022-06-01",0
"2022-06-02",0
"2022-06-03",0.6362
"2022-06-04",1.3965
"2022-06-05",8.2375
"2022-06-06",5.8254
"2022-06-07",6.4115
"2022-06-08",0.8401
"2022-06-09",2.4829
"2022-06-10",0
"2022-06-11",13.8796
"2022-06-12",2.1399
"2022-06-13",3.2207
"2022-06-14",14.8614
"2022-06-15",11.1483
"2022-06-16",25.1383
"2022-06-17",8.4626
"2022-06-18",10.2581
"2022-06-19",12.8152
"2022-06-20",13.2462
"2022-06-21",13.9242
"2022-06-22",2.2775
"2022-06-23",0.3602
"2022-06-24",0.5941
"2022-06-25",0
"2022-06-26",0
"2022-06-27",3.2528
"2022-06-28",2.3956
"2022-06-29",0
"2022-06-30",3.5757
"2022-07-01",0
"2022-07-02",6.2158
"2022-07-03",2.0237
"2022-07-04",0
"2022-07-05",0.5154
"2022-07-06",0
"2022-07-07",2.7591
"2022-07-08",0
"2022-07-09",0
"2022-07-10",7.8344
"2022-07-11",0
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0
"2022-07-15",0
"2022-07-16",3.1701
"2022-07-17",5.1101
"2022-07-18",3.43
"2022-07-19",11.7859
"2022-07-20",12.9899
"2022-07-21",20.1621
"2022-07-22",10.935
"2022-07-23",1.0144
"2022-07-24",17.7518
"2022-07-25",32.2395
"2022-07-26",17.7501
"2022-07-27",13.5686
"2022-07-28",15.6658
"2022-07-29",8.3763
"2022-07-30",17.3321
"2022-07-31",15.0036
"2022-08-01",34.541
"2022-08-02",4.0929
"2022-08-03",23.3933
"2022-08-04",41.5388
"2022-08-05",0
"2022-08-06",8.2709
"2022-08-07",1.415
"2022-08-08",0
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",0.6757
"2022-08-13",0
"2022-08-14",0.1184
"2022-08-15",3.7315
"2022-08-16",6.2297
"2022-08-17",0.8997
"2022-08-18",7.4552
"2022-08-19",3.7866
"2022-08-20",1.3995
"2022-08-21",0
"2022-08-22",0
"2022-08-23",0
"2022-08-24",9.7405
"2022-08-25",14.5974
"2022-08-26",70.0639
"2022-08-27",11.0683
"2022-08-28",0
"2022-08-29",12.383
"2022-08-30",28.2285
"2022-08-31",49.9943
"2022-09-01",0
"2022-09-02",0
"2022-09-03",9.9821
"2022-09-04",27.8792
"2022-09-05",61.7382
"2022-09-06",3.7147
"2022-09-07",1.3837
"2022-09-08",7.3154
"2022-09-09",0
"2022-09-10",0
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0.3722
"2022-09-15",1.3589
"2022-09-16",0
"2022-09-17",0.1038
"2022-09-18",0
"2022-09-19",0.2797
"2022-09-20",0.6004
"2022-09-21",1.0986
"2022-09-22",0
"2022-09-23",0.4529
"2022-09-24",0
"2022-09-25",6.5197
"2022-09-26",8.8984
"2022-09-27",12.2661
"2022-09-28",5.9857
"2022-09-29",4.4347
"2022-09-30",4.2703
"2022-10-01",11.555
"2022-10-02",0.0048
"2022-10-03",3.1908
"2022-10-04",7.9734
"2022-10-05",4.2046
"2022-10-06",2.977
"2022-10-07",7.8064
"2022-10-08",9.9797
"2022-10-09",3.6343
"2022-10-10",6.6616
"2022-10-11",14.9737
"2022-10-12",20.7388
"2022-10-13",13.3423
"2022-10-14",29.2847
"2022-10-15",9.5766
"2022-10-16",15.3449
"2022-10-17",9.4796
"2022-10-18",2.0362
"2022-10-19",32.808
"2022-10-20",51.0223
"2022-10-21",7.1881
"2022-10-22",8.0197
"2022-10-23",14.569
"2022-10-24",9.9502
"2022-10-25",29.7605
"2022-10-26",4.5573
"2022-10-27",0
"2022-10-28",0
"2022-10-29",0
"2022-10-30",19.5106
"2022-10-31",20.566
"2022-11-01",24.3227
"2022-11-02",17.5228
"2022-11-03",20.2902
"2022-11-04",28.3613
"2022-11-05",17.948
"2022-11-06",0.0479
"2022-11-07",4.638
"2022-11-08",23.551
"2022-11-09",12.5715
"2022-11-10",7.5587
"2022-11-11",11.1437
"2022-11-12",33.8509
"2022-11-13",20.3568
"2022-11-14",11.4565
"2022-11-15",0.0396
"2022-11-16",4.1829
"2022-11-17",0
"2022-11-18",0
"2022-11-19",3.7685
"2022-11-20",0.5105
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0
"2022-11-26",0.9855
"2022-11-27",7.1597
"2022-11-28",0.157
"2022-11-29",7.0729
"2022-11-30",0
"2022-12-01",0
"2022-12-02",5.319
"2022-12-03",13.5899
"2022-12-04",17.1561
"2022-12-05",6.033
"2022-12-06",6.1612
"2022-12-07",12.5224
"2022-12-08",20.5411
"2022-12-09",13.4289
"2022-12-10",8.0004
"2022-12-11",7.5791
