,"(mm) Precipitation (CHIRPS) at Trincomalee, 2007-01-01 to 2025-12-31"
"2020-03-05",1.1857
"2020-03-06",1.7395
"2020-03-07",0.3915
"2020-03-08",0
"2020-03-09",0.0373
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",0.408
"2020-03-17",0.22
"2020-03-18",0.7433
"2020-03-19",0
"2020-03-20",0.3696
"2020-03-21",0
"2020-03-22",0
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0
"2020-03-28",0
"2020-03-29",0.2334
"2020-03-30",0
"2020-03-31",0
"2020-04-01",0
"2020-04-02",0
"2020-04-03",0
"2020-04-04",1.491
"2020-04-05",0
"2020-04-06",0
"2020-04-07",1.4924
"2020-04-08",2.1873
"2020-04-09",0.0487
"2020-04-10",2.9014
"2020-04-11",0.4793
"2020-04-12",1.7635
"2020-04-13",0.8673
"2020-04-14",1.7077
"2020-04-15",0.6574
"2020-04-16",0.2571
"2020-04-17",2.3487
"2020-04-18",0.1806
"2020-04-19",0.9191
"2020-04-20",0
"2020-04-21",1.5652
"2020-04-22",5.7367
"2020-04-23",0
"2020-04-24",0.0268
"2020-04-25",0
"2020-04-26",0
"2020-04-27",0
"2020-04-28",1.341
"2020-04-29",3.213
"2020-04-30",0.5811
"2020-05-01",4.5332
"2020-05-02",0
"2020-05-03",0
"2020-05-04",0.4612
"2020-05-05",2.9691
"2020-05-06",8.3445
"2020-05-07",5.2762
"2020-05-08",9.9317
"2020-05-09",9.7786
"2020-05-10",13.9425
"2020-05-11",12.0193
"2020-05-12",2.8383
"2020-05-13",5.967
"2020-05-14",0
"2020-05-15",13.2413
"2020-05-16",19.5019
"2020-05-17",14.6423
"2020-05-18",11.2291
"2020-05-19",0.576
"2020-05-20",0
"2020-05-21",0.0003
"2020-05-22",0.2809
"2020-05-23",4.0702
"2020-05-24",3.8371
"2020-05-25",3.8753
"2020-05-26",1.536
"2020-05-27",0.1957
"2020-05-28",0
"2020-05-29",0
"2020-05-30",0.0998
"2020-05-31",1.5205
"2020-06-01",1.3387
"2020-06-02",0.0266
"2020-06-03",0.0008
"2020-06-04",0.0017
"2020-06-05",0.3167
"2020-06-06",0.3551
"2020-06-07",1.9526
"2020-06-08",0.002
"2020-06-09",0.0001
"2020-06-10",2.4597
"2020-06-11",0.1176
"2020-06-12",0.0755
"2020-06-13",0.0764
"2020-06-14",0.0633
"2020-06-15",0.0198
"2020-06-16",0.4973
"2020-06-17",0
"2020-06-18",0
"2020-06-19",1.439
"2020-06-20",0.024
"2020-06-21",0.7666
"2020-06-22",0
"2020-06-23",1.0885
"2020-06-24",1.158
"2020-06-25",0.9231
"2020-06-26",0
"2020-06-27",0
"2020-06-28",0
"2020-06-29",5.1616
"2020-06-30",1.6986
"2020-07-01",0
"2020-07-02",8.5721
"2020-07-03",10.4239
"2020-07-04",11.5517
"2020-07-05",0.089
"2020-07-06",1.5332
"2020-07-07",0.1553
"2020-07-08",10.1111
"2020-07-09",8.7845
"2020-07-10",7.1008
"2020-07-11",2.2659
"2020-07-12",0.0068
"2020-07-13",30.6609
"2020-07-14",4.5511
"2020-07-15",10.6855
"2020-07-16",0.3477
"2020-07-17",3.4433
"2020-07-18",1.4306
"2020-07-19",3.9113
"2020-07-20",6.7622
"2020-07-21",0
"2020-07-22",0.0595
"2020-07-23",0.4104
"2020-07-24",0
"2020-07-25",0
"2020-07-26",13.4244
"2020-07-27",28.0073
"2020-07-28",32.6868
"2020-07-29",4.2194
"2020-07-30",0.1331
"2020-07-31",0
"2020-08-01",0.6369
"2020-08-02",0
"2020-08-03",0.4679
"2020-08-04",5.1479
"2020-08-05",0.3352
"2020-08-06",0
"2020-08-07",0
"2020-08-08",1.4023
"2020-08-09",5.9625
"2020-08-10",0
"2020-08-11",0
"2020-08-12",0
"2020-08-13",0.1207
"2020-08-14",1.7204
"2020-08-15",2.7174
"2020-08-16",0.9566
"2020-08-17",0.0666
"2020-08-18",0
"2020-08-19",0.0004
"2020-08-20",0
"2020-08-21",0
"2020-08-22",0
"2020-08-23",0
"2020-08-24",0.0936
"2020-08-25",0
"2020-08-26",0
"2020-08-27",0
"2020-08-28",0
"2020-08-29",0.1981
"2020-08-30",9.3144
"2020-08-31",0.8352
"2020-09-01",10.9765
"2020-09-02",9.0253
"2020-09-03",3.2499
"2020-09-04",3.8877
"2020-09-05",11.3234
"2020-09-06",15.0355
"2020-09-07",0
"2020-09-08",1.0423
"2020-09-09",27.9835
"2020-09-10",23.385
"2020-09-11",2.5439
"2020-09-12",10.7438
"2020-09-13",19.4561
"2020-09-14",0.1235
"2020-09-15",5.3221
"2020-09-16",0.1975
"2020-09-17",0.4301
"2020-09-18",2.9178
"2020-09-19",1.8932
"2020-09-20",0.3944
"2020-09-21",3.0569
"2020-09-22",3.0589
"2020-09-23",0
"2020-09-24",16.627
"2020-09-25",21.0398
"2020-09-26",0
"2020-09-27",1.3639
"2020-09-28",18.088
"2020-09-29",5.6777
"2020-09-30",0.5911
"2020-10-01",2.4659
"2020-10-02",0.0546
"2020-10-03",0.1835
"2020-10-04",0
"2020-10-05",0
"2020-10-06",0
"2020-10-07",0
"2020-10-08",4.8749
"2020-10-09",0.1764
"2020-10-10",3.0669
"2020-10-11",4.0161
"2020-10-12",1.4034
"2020-10-13",0.8974
"2020-10-14",0.3331
"2020-10-15",0.0203
"2020-10-16",0
"2020-10-17",6.4733
"2020-10-18",7.9495
"2020-10-19",1.1995
"2020-10-20",0.6244
"2020-10-21",0.2543
"2020-10-22",0
"2020-10-23",0
"2020-10-24",0.168
"2020-10-25",7.4772
"2020-10-26",6.8607
"2020-10-27",4.0625
"2020-10-28",2.0863
"2020-10-29",5.2149
"2020-10-30",7.744
"2020-10-31",3.8402
"2020-11-01",8.4421
"2020-11-02",0
"2020-11-03",11.1979
"2020-11-04",11.0613
"2020-11-05",4.3317
"2020-11-06",5.7952
"2020-11-07",0
"2020-11-08",49.2177
"2020-11-09",83.1295
"2020-11-10",20.3768
"2020-11-11",3.2907
"2020-11-12",18.4202
"2020-11-13",2.6
"2020-11-14",9.1512
"2020-11-15",8.8639
"2020-11-16",40.6502
"2020-11-17",15.1007
"2020-11-18",0.7153
"2020-11-19",0
"2020-11-20",13.0764
"2020-11-21",6.2131
"2020-11-22",19.9635
"2020-11-23",15.4557
"2020-11-24",24.6677
"2020-11-25",17.6075
"2020-11-26",0
"2020-11-27",3.9679
"2020-11-28",0
"2020-11-29",0
"2020-11-30",0
"2020-12-01",56.4705
"2020-12-02",80.8639
"2020-12-03",14.688
"2020-12-04",14.2558
"2020-12-05",26.7072
"2020-12-06",11.9836
"2020-12-07",0.5647
"2020-12-08",1.6903
"2020-12-09",0.6282
"2020-12-10",0
"2020-12-11",0
"2020-12-12",0.7225
"2020-12-13",0
"2020-12-14",3.3089
"2020-12-15",0.4178
"2020-12-16",0.0022
"2020-12-17",10.4405
"2020-12-18",29.6223
"2020-12-19",9.521
"2020-12-20",36.4397
"2020-12-21",35.0403
"2020-12-22",32.9004
"2020-12-23",26.5684
"2020-12-24",0
"2020-12-25",0
"2020-12-26",0
"2020-12-27",74.0055
"2020-12-28",40.071
"2020-12-29",4.5132
"2020-12-30",5.135
"2020-12-31",27.1342
"2021-01-01",0
"2021-01-02",3.9582
"2021-01-03",21.6161
"2021-01-04",20.9216
"2021-01-05",6.6237
"2021-01-06",0.1424
"2021-01-07",0
"2021-01-08",0.5661
"2021-01-09",59.0175
"2021-01-10",55.7114
"2021-01-11",51.2171
"2021-01-12",20.4953
"2021-01-13",2.2582
"2021-01-14",25.3143
"2021-01-15",49.6673
"2021-01-16",0.3517
"2021-01-17",0.4395
"2021-01-18",3.5249
"2021-01-19",0.5051
"2021-01-20",0.4368
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",1.8238
"2021-01-28",0.8747
"2021-01-29",35.787
"2021-01-30",1.1709
"2021-01-31",0.1271
"2021-02-01",12.1288
"2021-02-02",2.5815
"2021-02-03",11.0642
"2021-02-04",1.4845
"2021-02-05",0
"2021-02-06",0
"2021-02-07",0
"2021-02-08",0
"2021-02-09",0
"2021-02-10",0.1223
"2021-02-11",0.0423
"2021-02-12",0
"2021-02-13",0
"2021-02-14",0.0977
"2021-02-15",0
"2021-02-16",0
"2021-02-17",0
"2021-02-18",0
"2021-02-19",1.0675
"2021-02-20",0
"2021-02-21",0
"2021-02-22",0.8673
"2021-02-23",0
"2021-02-24",0
"2021-02-25",0
"2021-02-26",0
"2021-02-27",0
"2021-02-28",0.215
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0.7488
"2021-03-06",0
"2021-03-07",0.1116
"2021-03-08",1.2529
"2021-03-09",0.798
"2021-03-10",5.861
"2021-03-11",0
"2021-03-12",0
"2021-03-13",0
"2021-03-14",0
"2021-03-15",0
"2021-03-16",0
"2021-03-17",0
"2021-03-18",0.4234
"2021-03-19",2.4138
"2021-03-20",3.0393
"2021-03-21",0
"2021-03-22",0
"2021-03-23",0
"2021-03-24",1.9307
"2021-03-25",4.3805
"2021-03-26",6.4499
"2021-03-27",2.0633
"2021-03-28",0
"2021-03-29",0.129
"2021-03-30",0
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0.0249
"2021-04-03",0
"2021-04-04",0
"2021-04-05",0
"2021-04-06",0
"2021-04-07",0
"2021-04-08",0
"2021-04-09",1.3258
"2021-04-10",3.0428
"2021-04-11",7.6817
"2021-04-12",1.0971
"2021-04-13",9.06
"2021-04-14",9.7307
"2021-04-15",10.8963
"2021-04-16",8.9846
"2021-04-17",2.8305
"2021-04-18",4.9836
"2021-04-19",3.155
"2021-04-20",1.3753
"2021-04-21",0.0008
"2021-04-22",0
"2021-04-23",0.1768
"2021-04-24",0
"2021-04-25",0
"2021-04-26",1.0235
"2021-04-27",4.8851
"2021-04-28",2.1549
"2021-04-29",3.5518
"2021-04-30",5.9637
"2021-05-01",4.5993
"2021-05-02",3.5593
"2021-05-03",6.1185
"2021-05-04",0.161
"2021-05-05",0
"2021-05-06",0
"2021-05-07",1.498
"2021-05-08",0
"2021-05-09",1.0899
"2021-05-10",9.7539
"2021-05-11",4.3395
"2021-05-12",1.8557
"2021-05-13",13.2005
"2021-05-14",6.619
"2021-05-15",5.5367
"2021-05-16",0
"2021-05-17",0.4097
"2021-05-18",0.3409
"2021-05-19",10.1179
"2021-05-20",8.2179
"2021-05-21",8.3131
"2021-05-22",7.5218
"2021-05-23",0.5151
"2021-05-24",0.2044
"2021-05-25",0.4172
"2021-05-26",0
"2021-05-27",0
"2021-05-28",0
"2021-05-29",0
"2021-05-30",0
"2021-05-31",0
"2021-06-01",0
"2021-06-02",0.0272
"2021-06-03",1.8637
"2021-06-04",5.4651
"2021-06-05",4.5283
"2021-06-06",0.0105
"2021-06-07",0
"2021-06-08",0.5038
"2021-06-09",0
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0.0149
"2021-06-13",0
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",0
"2021-06-22",0.5885
"2021-06-23",0
"2021-06-24",0.5793
"2021-06-25",0.0021
"2021-06-26",0
"2021-06-27",1.2301
"2021-06-28",0
"2021-06-29",0.3855
"2021-06-30",0.2679
"2021-07-01",0.4946
"2021-07-02",0
"2021-07-03",0.1743
"2021-07-04",0.4633
"2021-07-05",4.767
"2021-07-06",3.3742
"2021-07-07",1.9872
"2021-07-08",7.787
"2021-07-09",1.4152
"2021-07-10",18.1217
"2021-07-11",6.5975
"2021-07-12",0.6362
"2021-07-13",2.1391
"2021-07-14",11.6527
"2021-07-15",8.0222
"2021-07-16",11.5227
"2021-07-17",16.9766
"2021-07-18",13.5647
"2021-07-19",0
"2021-07-20",0.0246
"2021-07-21",0.0397
"2021-07-22",2.0857
"2021-07-23",0
"2021-07-24",0
"2021-07-25",0
"2021-07-26",0
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",0.6643
"2021-08-01",0.5927
"2021-08-02",0
"2021-08-03",2.812
"2021-08-04",0
"2021-08-05",0
"2021-08-06",0.6531
"2021-08-07",0.1097
"2021-08-08",0.4667
"2021-08-09",0
"2021-08-10",0.3115
"2021-08-11",6.9934
"2021-08-12",1.9506
"2021-08-13",6.9135
"2021-08-14",0.2708
"2021-08-15",9.4442
"2021-08-16",0.1689
"2021-08-17",0.0018
"2021-08-18",2.9211
"2021-08-19",1.7828
"2021-08-20",3.8715
"2021-08-21",8.2773
"2021-08-22",5.0239
"2021-08-23",5.8266
"2021-08-24",3.5688
"2021-08-25",0.2183
"2021-08-26",0
"2021-08-27",3.5816
"2021-08-28",1.9619
"2021-08-29",0.0373
"2021-08-30",0.5253
"2021-08-31",0
"2021-09-01",23.4346
"2021-09-02",22.9858
"2021-09-03",5.1159
"2021-09-04",0.0572
"2021-09-05",0.1737
"2021-09-06",4.2966
"2021-09-07",1.5744
"2021-09-08",0
"2021-09-09",0
"2021-09-10",0.7318
"2021-09-11",0.0009
"2021-09-12",0.1515
"2021-09-13",0
"2021-09-14",0
"2021-09-15",0.0307
"2021-09-16",0.7057
"2021-09-17",11.6769
"2021-09-18",7.0639
"2021-09-19",4.9198
"2021-09-20",1.1431
"2021-09-21",0.1401
"2021-09-22",25.3517
"2021-09-23",10.2018
"2021-09-24",3.0021
"2021-09-25",9.6138
"2021-09-26",9.1018
"2021-09-27",0
"2021-09-28",0.2725
"2021-09-29",8.1767
"2021-09-30",16.2613
"2021-10-01",14.0246
"2021-10-02",4.9549
"2021-10-03",12.3554
"2021-10-04",15.7662
"2021-10-05",13.7896
"2021-10-06",0.6898
"2021-10-07",0
"2021-10-08",8.8281
"2021-10-09",2.6226
"2021-10-10",36.6583
"2021-10-11",10.4961
"2021-10-12",0.958
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0.1912
"2021-10-16",0
"2021-10-17",0
"2021-10-18",0
"2021-10-19",6.761
"2021-10-20",2.1222
"2021-10-21",0.1101
"2021-10-22",1.7729
"2021-10-23",4.3582
"2021-10-24",12.203
"2021-10-25",1.1504
"2021-10-26",14.9179
"2021-10-27",9.0181
"2021-10-28",23.1192
"2021-10-29",19.9487
"2021-10-30",36.1704
"2021-10-31",3.1978
"2021-11-01",16.7029
"2021-11-02",8.063
"2021-11-03",28.4871
"2021-11-04",22.0444
"2021-11-05",9.4975
"2021-11-06",33.4058
"2021-11-07",30.1181
"2021-11-08",42.9487
"2021-11-09",53.7664
"2021-11-10",15.6011
"2021-11-11",0
"2021-11-12",3.1832
"2021-11-13",5.59
"2021-11-14",5.0981
"2021-11-15",14.8046
"2021-11-16",8.4291
"2021-11-17",40.1272
"2021-11-18",1.6365
"2021-11-19",10.419
"2021-11-20",0
"2021-11-21",0
"2021-11-22",23.5614
"2021-11-23",27.3474
"2021-11-24",54.2488
"2021-11-25",30.8176
"2021-11-26",28.526
"2021-11-27",33.1074
"2021-11-28",23.3061
"2021-11-29",1.5255
"2021-11-30",0.084
"2021-12-01",0
"2021-12-02",0
"2021-12-03",0
"2021-12-04",0
"2021-12-05",0
"2021-12-06",0
"2021-12-07",0
"2021-12-08",14.8734
"2021-12-09",0
"2021-12-10",0
"2021-12-11",0
"2021-12-12",20.6206
"2021-12-13",32.771
"2021-12-14",18.238
"2021-12-15",0.1064
"2021-12-16",0
"2021-12-17",1.7752
"2021-12-18",7.914
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",0.9065
"2021-12-31",0.786
"2022-01-01",8.4025
"2022-01-02",0
"2022-01-03",0
"2022-01-04",0
"2022-01-05",0.2387
"2022-01-06",0
"2022-01-07",0
"2022-01-08",0.2866
"2022-01-09",8.4773
"2022-01-10",35.8178
"2022-01-11",0
"2022-01-12",0
"2022-01-13",0
"2022-01-14",0
"2022-01-15",0
"2022-01-16",0
"2022-01-17",0
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0
"2022-01-25",0
"2022-01-26",0
"2022-01-27",2.5255
"2022-01-28",0
"2022-01-29",0
"2022-01-30",1.6009
"2022-01-31",0
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0
"2022-02-04",0
"2022-02-05",0
"2022-02-06",0
"2022-02-07",0.7657
"2022-02-08",4.9569
"2022-02-09",8.0852
"2022-02-10",4.5137
"2022-02-11",44.5324
"2022-02-12",19.8132
"2022-02-13",38.4869
"2022-02-14",0
"2022-02-15",0.136
"2022-02-16",0
"2022-02-17",0
"2022-02-18",0.4583
"2022-02-19",18.0305
"2022-02-20",0
"2022-02-21",0
"2022-02-22",0
"2022-02-23",0.1582
"2022-02-24",0
"2022-02-25",0
"2022-02-26",0
"2022-02-27",0
"2022-02-28",0
"2022-03-01",0
"2022-03-02",9.7151
"2022-03-03",5.5612
"2022-03-04",38.6091
"2022-03-05",0
"2022-03-06",0.0114
"2022-03-07",0
"2022-03-08",0
"2022-03-09",0
"2022-03-10",0
"2022-03-11",0
"2022-03-12",3.9936
"2022-03-13",0
"2022-03-14",0
"2022-03-15",0.5719
"2022-03-16",2.8809
"2022-03-17",8.7283
"2022-03-18",0.0058
"2022-03-19",0.1619
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0
"2022-03-23",0.0732
"2022-03-24",0
"2022-03-25",0
"2022-03-26",0
"2022-03-27",0
"2022-03-28",0
"2022-03-29",0
"2022-03-30",0
"2022-03-31",0
"2022-04-01",0
"2022-04-02",0.0228
"2022-04-03",0
"2022-04-04",0
"2022-04-05",0.5081
"2022-04-06",1.192
"2022-04-07",0.0135
"2022-04-08",5.1697
"2022-04-09",16.8688
"2022-04-10",15.1793
"2022-04-11",10.2376
"2022-04-12",10.8621
"2022-04-13",6.7992
"2022-04-14",1.0424
"2022-04-15",1.4933
"2022-04-16",1.778
"2022-04-17",0.2449
"2022-04-18",4.1151
"2022-04-19",2.2253
"2022-04-20",0
"2022-04-21",0.6405
"2022-04-22",9.2658
"2022-04-23",0.294
"2022-04-24",0
"2022-04-25",0
"2022-04-26",0
"2022-04-27",0.0397
"2022-04-28",2.1773
"2022-04-29",0.0029
"2022-04-30",0
"2022-05-01",1.0874
"2022-05-02",3.618
"2022-05-03",0.842
"2022-05-04",4.0976
"2022-05-05",3.9202
"2022-05-06",0.0702
"2022-05-07",2.9628
"2022-05-08",6.1347
"2022-05-09",5.9362
"2022-05-10",4.3671
"2022-05-11",0
"2022-05-12",0.0519
"2022-05-13",0.1086
"2022-05-14",0.0021
"2022-05-15",0
"2022-05-16",1.0918
"2022-05-17",0
"2022-05-18",0
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0
"2022-05-24",0
"2022-05-25",0
"2022-05-26",0
"2022-05-27",0
"2022-05-28",0
"2022-05-29",0.3724
"2022-05-30",0
"2022-05-31",7.7931
"2022-06-01",0.1827
"2022-06-02",0
"2022-06-03",0.0373
"2022-06-04",0
"2022-06-05",0
"2022-06-06",0.2383
"2022-06-07",2.2379
"2022-06-08",0.1495
"2022-06-09",0.3972
"2022-06-10",0
"2022-06-11",0.0081
"2022-06-12",0.1939
"2022-06-13",0
"2022-06-14",0.438
"2022-06-15",0.6778
"2022-06-16",0.9848
"2022-06-17",1.3148
"2022-06-18",1.2894
"2022-06-19",1.0388
"2022-06-20",0.8197
"2022-06-21",0.0005
"2022-06-22",0.0132
"2022-06-23",0
"2022-06-24",0
"2022-06-25",0.0312
"2022-06-26",0.4122
"2022-06-27",0.5619
"2022-06-28",0
"2022-06-29",0.0304
"2022-06-30",0
"2022-07-01",0
"2022-07-02",0.1771
"2022-07-03",0
"2022-07-04",0
"2022-07-05",0.9361
"2022-07-06",0.0046
"2022-07-07",3.2182
"2022-07-08",0.0681
"2022-07-09",0.8157
"2022-07-10",0
"2022-07-11",0
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0
"2022-07-15",1.2503
"2022-07-16",0
"2022-07-17",0.0161
"2022-07-18",0.1004
"2022-07-19",0
"2022-07-20",0.033
"2022-07-21",5.3571
"2022-07-22",10.2434
"2022-07-23",6.7937
"2022-07-24",4.8891
"2022-07-25",3.8329
"2022-07-26",2.3441
"2022-07-27",10.6637
"2022-07-28",13.0634
"2022-07-29",9.7305
"2022-07-30",0.9296
"2022-07-31",7.3928
"2022-08-01",10.8635
"2022-08-02",1.4526
"2022-08-03",4.2953
"2022-08-04",3.8384
"2022-08-05",3.9418
"2022-08-06",7.9717
"2022-08-07",0
"2022-08-08",0.0335
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",2.07
"2022-08-13",0.3033
"2022-08-14",0
"2022-08-15",0
"2022-08-16",0.8367
"2022-08-17",0.0739
"2022-08-18",0.8137
"2022-08-19",1.391
"2022-08-20",0.687
"2022-08-21",0
"2022-08-22",0
"2022-08-23",0.1459
"2022-08-24",3.6941
"2022-08-25",5.529
"2022-08-26",23.6624
"2022-08-27",3.9056
"2022-08-28",9.3596
"2022-08-29",9.2701
"2022-08-30",16.2123
"2022-08-31",25.2371
"2022-09-01",5.2946
"2022-09-02",0
"2022-09-03",1.594
"2022-09-04",8.8335
"2022-09-05",14.7249
"2022-09-06",3.49
"2022-09-07",0.6357
"2022-09-08",0.3676
"2022-09-09",0
"2022-09-10",0.02
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0
"2022-09-15",0
"2022-09-16",0
"2022-09-17",0
"2022-09-18",0
"2022-09-19",0.0213
"2022-09-20",0.0007
"2022-09-21",0
"2022-09-22",0
"2022-09-23",0
"2022-09-24",0
"2022-09-25",0
"2022-09-26",1.9634
"2022-09-27",1.7818
"2022-09-28",2.9425
"2022-09-29",2.8649
"2022-09-30",0.5399
"2022-10-01",1.8332
"2022-10-02",0.4856
"2022-10-03",6.0706
"2022-10-04",4.9458
"2022-10-05",14.1703
"2022-10-06",0.4574
"2022-10-07",20.6927
"2022-10-08",0.0002
"2022-10-09",5.5919
"2022-10-10",0.157
"2022-10-11",0.3207
"2022-10-12",4.3415
"2022-10-13",5.4082
"2022-10-14",8.225
"2022-10-15",10.6527
"2022-10-16",12.7255
"2022-10-17",1.851
"2022-10-18",2.0007
"2022-10-19",12.3536
"2022-10-20",20.9683
"2022-10-21",13.3009
"2022-10-22",0.3588
"2022-10-23",1.1096
"2022-10-24",10.9357
"2022-10-25",14.7864
"2022-10-26",0
"2022-10-27",0
"2022-10-28",0
"2022-10-29",3.0112
"2022-10-30",8.3787
"2022-10-31",12.8714
"2022-11-01",37.0793
"2022-11-02",7.0394
"2022-11-03",26.7214
"2022-11-04",35.9074
"2022-11-05",3.9482
"2022-11-06",0
"2022-11-07",9.0067
"2022-11-08",34.815
"2022-11-09",30.7931
"2022-11-10",36.1346
"2022-11-11",8.1257
"2022-11-12",22.594
"2022-11-13",6.2664
"2022-11-14",9.5708
"2022-11-15",0.917
"2022-11-16",0
"2022-11-17",0.3346
"2022-11-18",7.011
"2022-11-19",13.9566
"2022-11-20",0.6446
"2022-11-21",0
"2022-11-22",0.153
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0
"2022-11-26",0
"2022-11-27",0
"2022-11-28",0
"2022-11-29",0
"2022-11-30",0
"2022-12-01",0
"2022-12-02",42.2159
"2022-12-03",0.755
"2022-12-04",23.7185
"2022-12-05",24.9096
"2022-12-06",25.2974
"2022-12-07",37.8527
"2022-12-08",41.1262
"2022-12-09",11.9005
"2022-12-10",0
"2022-12-11",0
"2022-12-12",4.4108
"2022-12-13",0.0015
"2022-12-14",0
"2022-12-15",0
"2022-12-16",0
"2022-12-17",1.9312
"2022-12-18",27.6849
"2022-12-19",54.8497
"2022-12-20",50.0028
"2022-12-21",24.694
"2022-12-22",0.0335
"2022-12-23",0
"2022-12-24",28.933
"2022-12-25",53.6607
"2022-12-26",4.5944
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",1.4851
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0.0153
"2023-01-06",6.4594
"2023-01-07",21.1023
"2023-01-08",0
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0
"2023-01-13",0.0811
"2023-01-14",0
"2023-01-15",0.0231
"2023-01-16",0
"2023-01-17",0.152
"2023-01-18",0
"2023-01-19",0
"2023-01-20",0
"2023-01-21",63.8355
"2023-01-22",2.1694
"2023-01-23",31.7011
"2023-01-24",0
"2023-01-25",0
"2023-01-26",2.0807
"2023-01-27",0.4688
"2023-01-28",0
"2023-01-29",0
"2023-01-30",8.7192
"2023-01-31",43.6257
"2023-02-01",65.9503
"2023-02-02",12.657
"2023-02-03",0
"2023-02-04",22.4589
"2023-02-05",13.4481
"2023-02-06",13.033
"2023-02-07",0
"2023-02-08",0
"2023-02-09",0
"2023-02-10",0.2608
"2023-02-11",0
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0
"2023-02-19",0
"2023-02-20",0.5995
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",0
"2023-02-25",0
"2023-02-26",0
"2023-02-27",2.4826
"2023-02-28",21.7215
"2023-03-01",0
"2023-03-02",0.1517
"2023-03-03",0.0327
"2023-03-04",3.3031
"2023-03-05",0
"2023-03-06",0
"2023-03-07",0
"2023-03-08",0
"2023-03-09",1.0228
"2023-03-10",0.0727
"2023-03-11",0.0999
"2023-03-12",0
"2023-03-13",0
"2023-03-14",0
"2023-03-15",3.1871
"2023-03-16",1.8644
"2023-03-17",0
"2023-03-18",6.0471
"2023-03-19",17.6692
"2023-03-20",8.8581
"2023-03-21",0
"2023-03-22",1.2497
"2023-03-23",0
"2023-03-24",0
"2023-03-25",0
"2023-03-26",0
"2023-03-27",0
"2023-03-28",0
"2023-03-29",0
"2023-03-30",0
"2023-03-31",0
"2023-04-01",0
"2023-04-02",0
"2023-04-03",0
"2023-04-04",3.0639
"2023-04-05",0
"2023-04-06",0
"2023-04-07",0
"2023-04-08",0.2117
"2023-04-09",0.048
"2023-04-10",0
"2023-04-11",0
"2023-04-12",0
"2023-04-13",0
"2023-04-14",0.331
"2023-04-15",2.0104
"2023-04-16",1.6253
"2023-04-17",0
"2023-04-18",0
"2023-04-19",0
"2023-04-20",1.9741
"2023-04-21",2.1959
"2023-04-22",1.4282
"2023-04-23",1.3479
"2023-04-24",3.032
"2023-04-25",3.3594
"2023-04-26",13.366
"2023-04-27",0
"2023-04-28",2.2018
"2023-04-29",9.408
"2023-04-30",5.4174
"2023-05-01",44.2929
"2023-05-02",22.637
"2023-05-03",9.1333
"2023-05-04",33.3378
"2023-05-05",38.3834
"2023-05-06",20.3355
"2023-05-07",25.3261
"2023-05-08",26.6215
"2023-05-09",20.6163
"2023-05-10",29.4166
"2023-05-11",8.0787
"2023-05-12",10.1644
"2023-05-13",1.541
"2023-05-14",0
"2023-05-15",0
"2023-05-16",0
"2023-05-17",0
"2023-05-18",5.6437
"2023-05-19",9.7415
"2023-05-20",6.4582
"2023-05-21",0.1844
"2023-05-22",5.2553
"2023-05-23",0.1067
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",0.9007
"2023-05-29",8.1199
"2023-05-30",1.6462
