,"(mm) Precipitation (CHIRPS) at Vavuniya, 2007-01-01 to 2025-12-31"
"2020-03-30",0
"2020-03-31",0
"2020-04-01",0
"2020-04-02",0
"2020-04-03",0
"2020-04-04",4.6343
"2020-04-05",0.6122
"2020-04-06",2.1591
"2020-04-07",1.6744
"2020-04-08",1.2864
"2020-04-09",1.5319
"2020-04-10",2.4655
"2020-04-11",0
"2020-04-12",0.1282
"2020-04-13",0.2945
"2020-04-14",0.3311
"2020-04-15",2.1576
"2020-04-16",2.1395
"2020-04-17",2.3005
"2020-04-18",2.2153
"2020-04-19",1.636
"2020-04-20",0
"2020-04-21",2.4713
"2020-04-22",8.1583
"2020-04-23",5.934
"2020-04-24",2.1125
"2020-04-25",5.1577
"2020-04-26",1.7947
"2020-04-27",3.9956
"2020-04-28",1.8601
"2020-04-29",2.5183
"2020-04-30",6.4027
"2020-05-01",5.0521
"2020-05-02",0
"2020-05-03",0
"2020-05-04",2.2904
"2020-05-05",4.1517
"2020-05-06",9.1975
"2020-05-07",7.9565
"2020-05-08",8.0074
"2020-05-09",13.3375
"2020-05-10",15.1484
"2020-05-11",10.146
"2020-05-12",2.2965
"2020-05-13",8.9531
"2020-05-14",1.325
"2020-05-15",9.6422
"2020-05-16",14.9658
"2020-05-17",11.1586
"2020-05-18",11.6489
"2020-05-19",0.4078
"2020-05-20",0
"2020-05-21",0.0133
"2020-05-22",0.3377
"2020-05-23",3.959
"2020-05-24",2.3162
"2020-05-25",5.187
"2020-05-26",0
"2020-05-27",1.138
"2020-05-28",0
"2020-05-29",0
"2020-05-30",0.4241
"2020-05-31",0
"2020-06-01",1.3227
"2020-06-02",0.0541
"2020-06-03",0.0606
"2020-06-04",0.0377
"2020-06-05",0.4281
"2020-06-06",0.0102
"2020-06-07",0.1498
"2020-06-08",0.022
"2020-06-09",0.0081
"2020-06-10",0.5448
"2020-06-11",0
"2020-06-12",0
"2020-06-13",0
"2020-06-14",0
"2020-06-15",0
"2020-06-16",0
"2020-06-17",0
"2020-06-18",0
"2020-06-19",0
"2020-06-20",0
"2020-06-21",0
"2020-06-22",0
"2020-06-23",0.016
"2020-06-24",0.0192
"2020-06-25",0.0087
"2020-06-26",0
"2020-06-27",0
"2020-06-28",0
"2020-06-29",2.8381
"2020-06-30",0.0001
"2020-07-01",0
"2020-07-02",13.0585
"2020-07-03",7.3954
"2020-07-04",11.2971
"2020-07-05",1.5879
"2020-07-06",3.7409
"2020-07-07",7.951
"2020-07-08",7.5754
"2020-07-09",18.5167
"2020-07-10",4.2522
"2020-07-11",0.448
"2020-07-12",0
"2020-07-13",26.6872
"2020-07-14",6.8709
"2020-07-15",7.6238
"2020-07-16",0.5109
"2020-07-17",4.3421
"2020-07-18",2.8238
"2020-07-19",8.5267
"2020-07-20",9.8523
"2020-07-21",0.0326
"2020-07-22",2.6284
"2020-07-23",5.289
"2020-07-24",0
"2020-07-25",0
"2020-07-26",6.9816
"2020-07-27",29.3132
"2020-07-28",35.6301
"2020-07-29",0.8934
"2020-07-30",0
"2020-07-31",0
"2020-08-01",0.1414
"2020-08-02",0.0132
"2020-08-03",0.4864
"2020-08-04",2.0183
"2020-08-05",0.4912
"2020-08-06",0
"2020-08-07",0
"2020-08-08",0.3287
"2020-08-09",4.9159
"2020-08-10",0
"2020-08-11",0
"2020-08-12",0
"2020-08-13",0.1414
"2020-08-14",0.3845
"2020-08-15",2.731
"2020-08-16",0.2357
"2020-08-17",0
"2020-08-18",0
"2020-08-19",0.8052
"2020-08-20",0
"2020-08-21",0
"2020-08-22",0.0924
"2020-08-23",0
"2020-08-24",0.0259
"2020-08-25",0.0077
"2020-08-26",1.6866
"2020-08-27",0
"2020-08-28",0
"2020-08-29",0.431
"2020-08-30",4.109
"2020-08-31",0.3324
"2020-09-01",6.1389
"2020-09-02",11.1167
"2020-09-03",2.5789
"2020-09-04",4.0553
"2020-09-05",8.5611
"2020-09-06",13.1922
"2020-09-07",0
"2020-09-08",4.2368
"2020-09-09",23.3641
"2020-09-10",15.2128
"2020-09-11",0.0362
"2020-09-12",8.0192
"2020-09-13",10.6568
"2020-09-14",0
"2020-09-15",2.6848
"2020-09-16",0.3381
"2020-09-17",0.4124
"2020-09-18",1.3263
"2020-09-19",1.0799
"2020-09-20",0.5995
"2020-09-21",0.3972
"2020-09-22",0
"2020-09-23",0
"2020-09-24",10.8637
"2020-09-25",15.3318
"2020-09-26",0
"2020-09-27",0.8125
"2020-09-28",15.7687
"2020-09-29",6.7371
"2020-09-30",0.2373
"2020-10-01",0.0349
"2020-10-02",0.4527
"2020-10-03",0
"2020-10-04",0
"2020-10-05",0
"2020-10-06",2.4332
"2020-10-07",0
"2020-10-08",10.4394
"2020-10-09",0.2852
"2020-10-10",0.7769
"2020-10-11",6.4027
"2020-10-12",1.0227
"2020-10-13",0
"2020-10-14",0
"2020-10-15",0.2401
"2020-10-16",0
"2020-10-17",4.4595
"2020-10-18",6.176
"2020-10-19",0.8092
"2020-10-20",0.0413
"2020-10-21",0.2995
"2020-10-22",0
"2020-10-23",0
"2020-10-24",0
"2020-10-25",6.6223
"2020-10-26",4.6824
"2020-10-27",2.5054
"2020-10-28",2.6471
"2020-10-29",2.8594
"2020-10-30",4.7373
"2020-10-31",2.4275
"2020-11-01",6.6502
"2020-11-02",1.256
"2020-11-03",1.4189
"2020-11-04",12.7994
"2020-11-05",10.0595
"2020-11-06",0
"2020-11-07",0
"2020-11-08",39.4778
"2020-11-09",93.0022
"2020-11-10",31.4844
"2020-11-11",5.0383
"2020-11-12",14.0203
"2020-11-13",8.1355
"2020-11-14",5.1849
"2020-11-15",8.4721
"2020-11-16",33.3166
"2020-11-17",19.5713
"2020-11-18",1.848
"2020-11-19",0
"2020-11-20",13.1173
"2020-11-21",2.2074
"2020-11-22",16.6817
"2020-11-23",16.9427
"2020-11-24",27.8718
"2020-11-25",20.3419
"2020-11-26",0.0112
"2020-11-27",10.4838
"2020-11-28",0
"2020-11-29",0
"2020-11-30",0
"2020-12-01",27.3389
"2020-12-02",86.6725
"2020-12-03",29.0309
"2020-12-04",15.3605
"2020-12-05",30.9259
"2020-12-06",25.9431
"2020-12-07",0.0219
"2020-12-08",0.1357
"2020-12-09",7.9225
"2020-12-10",0
"2020-12-11",0
"2020-12-12",0.9612
"2020-12-13",0
"2020-12-14",0
"2020-12-15",12.9862
"2020-12-16",1.0765
"2020-12-17",7.3086
"2020-12-18",30.5703
"2020-12-19",2.9424
"2020-12-20",14.7776
"2020-12-21",16.1213
"2020-12-22",28.3572
"2020-12-23",12.0914
"2020-12-24",0
"2020-12-25",0
"2020-12-26",0
"2020-12-27",48.9245
"2020-12-28",24.8794
"2020-12-29",0
"2020-12-30",3.3048
"2020-12-31",21.2563
"2021-01-01",0.1772
"2021-01-02",0
"2021-01-03",7.5136
"2021-01-04",8.6567
"2021-01-05",12.0381
"2021-01-06",8.092
"2021-01-07",0
"2021-01-08",0.5801
"2021-01-09",47.7135
"2021-01-10",54.7348
"2021-01-11",32.4585
"2021-01-12",32.6365
"2021-01-13",5.2655
"2021-01-14",9.5297
"2021-01-15",31.6643
"2021-01-16",0.5114
"2021-01-17",0
"2021-01-18",0.4064
"2021-01-19",0
"2021-01-20",3.1534
"2021-01-21",0
"2021-01-22",0
"2021-01-23",0
"2021-01-24",0
"2021-01-25",0
"2021-01-26",0
"2021-01-27",0.9481
"2021-01-28",0
"2021-01-29",17.8185
"2021-01-30",0
"2021-01-31",0.0149
"2021-02-01",2.0496
"2021-02-02",1.0344
"2021-02-03",5.655
"2021-02-04",0
"2021-02-05",0
"2021-02-06",0
"2021-02-07",0
"2021-02-08",0
"2021-02-09",0
"2021-02-10",0
"2021-02-11",0
"2021-02-12",0
"2021-02-13",0
"2021-02-14",2.1426
"2021-02-15",0
"2021-02-16",0
"2021-02-17",0
"2021-02-18",0
"2021-02-19",3.9017
"2021-02-20",0
"2021-02-21",0
"2021-02-22",2.0545
"2021-02-23",0
"2021-02-24",0
"2021-02-25",0
"2021-02-26",0
"2021-02-27",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",0
"2021-03-05",0.002
"2021-03-06",0
"2021-03-07",0
"2021-03-08",3.4094
"2021-03-09",0.04
"2021-03-10",4.0433
"2021-03-11",0
"2021-03-12",0
"2021-03-13",0
"2021-03-14",0
"2021-03-15",0.1211
"2021-03-16",0
"2021-03-17",0
"2021-03-18",0.0143
"2021-03-19",0.0416
"2021-03-20",4.0998
"2021-03-21",2.101
"2021-03-22",0
"2021-03-23",0
"2021-03-24",2.3735
"2021-03-25",5.5826
"2021-03-26",3.8601
"2021-03-27",0.6764
"2021-03-28",0.3256
"2021-03-29",2.6631
"2021-03-30",0
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0
"2021-04-03",0
"2021-04-04",2.2169
"2021-04-05",0
"2021-04-06",0
"2021-04-07",0
"2021-04-08",4.2727
"2021-04-09",8.225
"2021-04-10",3.9145
"2021-04-11",3.7565
"2021-04-12",2.2118
"2021-04-13",20.0107
"2021-04-14",11.4014
"2021-04-15",22.5647
"2021-04-16",9.4643
"2021-04-17",14.7226
"2021-04-18",3.4067
"2021-04-19",1.7945
"2021-04-20",1.0949
"2021-04-21",7.1112
"2021-04-22",2.7488
"2021-04-23",0
"2021-04-24",8.7991
"2021-04-25",0
"2021-04-26",0.7533
"2021-04-27",5.3888
"2021-04-28",1.8483
"2021-04-29",0
"2021-04-30",9.0617
"2021-05-01",7.0318
"2021-05-02",5.0796
"2021-05-03",6.2987
"2021-05-04",3.1781
"2021-05-05",0
"2021-05-06",1.984
"2021-05-07",0.5174
"2021-05-08",0
"2021-05-09",12.9593
"2021-05-10",9.0327
"2021-05-11",2.5598
"2021-05-12",0
"2021-05-13",12.5069
"2021-05-14",4.1992
"2021-05-15",0
"2021-05-16",0
"2021-05-17",5.4302
"2021-05-18",0.2916
"2021-05-19",10.8315
"2021-05-20",0
"2021-05-21",9.0763
"2021-05-22",4.3623
"2021-05-23",1.5041
"2021-05-24",0.0399
"2021-05-25",0.0313
"2021-05-26",2.2472
"2021-05-27",0
"2021-05-28",0
"2021-05-29",0
"2021-05-30",0.0019
"2021-05-31",0
"2021-06-01",0
"2021-06-02",1.0653
"2021-06-03",1.9798
"2021-06-04",3.7493
"2021-06-05",4.8871
"2021-06-06",0
"2021-06-07",0
"2021-06-08",0.0438
"2021-06-09",0.0014
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0
"2021-06-13",0
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",0
"2021-06-22",0.0133
"2021-06-23",0
"2021-06-24",0.0049
"2021-06-25",0
"2021-06-26",0
"2021-06-27",0.6685
"2021-06-28",0.0142
"2021-06-29",0.0795
"2021-06-30",0.1109
"2021-07-01",1.687
"2021-07-02",0
"2021-07-03",4.3792
"2021-07-04",0.4966
"2021-07-05",2.6544
"2021-07-06",6.6266
"2021-07-07",0
"2021-07-08",5.4008
"2021-07-09",0.1819
"2021-07-10",27.3436
"2021-07-11",4.4759
"2021-07-12",0.1175
"2021-07-13",0.2538
"2021-07-14",13.5644
"2021-07-15",10.4357
"2021-07-16",0
"2021-07-17",28.4661
"2021-07-18",14.391
"2021-07-19",0
"2021-07-20",0
"2021-07-21",0.4971
"2021-07-22",1.2944
"2021-07-23",0
"2021-07-24",0
"2021-07-25",0
"2021-07-26",0
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-07-31",1.115
"2021-08-01",0.4587
"2021-08-02",0
"2021-08-03",0.1923
"2021-08-04",0
"2021-08-05",0
"2021-08-06",0
"2021-08-07",0.4553
"2021-08-08",0.0867
"2021-08-09",0
"2021-08-10",0.5082
"2021-08-11",3.6488
"2021-08-12",3.2399
"2021-08-13",3.1493
"2021-08-14",1.8864
"2021-08-15",2.5048
"2021-08-16",0.2971
"2021-08-17",0.0031
"2021-08-18",4.8117
"2021-08-19",0
"2021-08-20",2.3709
"2021-08-21",6.7123
"2021-08-22",3.6602
"2021-08-23",3.8102
"2021-08-24",0.3229
"2021-08-25",0
"2021-08-26",0
"2021-08-27",0.14
"2021-08-28",0.9401
"2021-08-29",2.3752
"2021-08-30",0
"2021-08-31",0
"2021-09-01",17.0797
"2021-09-02",10.9636
"2021-09-03",7.2428
"2021-09-04",0.7757
"2021-09-05",0
"2021-09-06",3.3882
"2021-09-07",3.7517
"2021-09-08",0
"2021-09-09",0
"2021-09-10",1.6884
"2021-09-11",0
"2021-09-12",0.39
"2021-09-13",0
"2021-09-14",0
"2021-09-15",0.0209
"2021-09-16",0.1747
"2021-09-17",13.1599
"2021-09-18",9.9605
"2021-09-19",4.4983
"2021-09-20",5.5956
"2021-09-21",3.42
"2021-09-22",20.9564
"2021-09-23",15.6272
"2021-09-24",5.5223
"2021-09-25",11.2443
"2021-09-26",10.7411
"2021-09-27",0
"2021-09-28",0
"2021-09-29",4.3146
"2021-09-30",8.1778
"2021-10-01",12.7559
"2021-10-02",9.8816
"2021-10-03",15.4244
"2021-10-04",14.1835
"2021-10-05",19.0202
"2021-10-06",2.4337
"2021-10-07",0
"2021-10-08",7.9712
"2021-10-09",14.4085
"2021-10-10",24.5405
"2021-10-11",12.2193
"2021-10-12",0.1411
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0.5806
"2021-10-16",0.0604
"2021-10-17",0.2899
"2021-10-18",0
"2021-10-19",9.7825
"2021-10-20",3.2203
"2021-10-21",2.2488
"2021-10-22",4.0282
"2021-10-23",3.6154
"2021-10-24",7.2805
"2021-10-25",0.5748
"2021-10-26",21.0714
"2021-10-27",9.0186
"2021-10-28",10.5122
"2021-10-29",22.345
"2021-10-30",36.4896
"2021-10-31",35.1836
"2021-11-01",29.3445
"2021-11-02",1.3988
"2021-11-03",42.1037
"2021-11-04",34.5092
"2021-11-05",15.676
"2021-11-06",42.2194
"2021-11-07",38.2358
"2021-11-08",48.1666
"2021-11-09",66.7393
"2021-11-10",14.8815
"2021-11-11",0
"2021-11-12",0.6591
"2021-11-13",0.178
"2021-11-14",6.4834
"2021-11-15",17.1593
"2021-11-16",13.5987
"2021-11-17",49.5499
"2021-11-18",5.4168
"2021-11-19",3.6397
"2021-11-20",0
"2021-11-21",0
"2021-11-22",12.9439
"2021-11-23",16.1749
"2021-11-24",53.2577
"2021-11-25",40.0895
"2021-11-26",29.7023
"2021-11-27",48.7351
"2021-11-28",28.5469
"2021-11-29",4.4715
"2021-11-30",2.0583
"2021-12-01",0
"2021-12-02",0.6863
"2021-12-03",0
"2021-12-04",0.7036
"2021-12-05",0
"2021-12-06",0.0025
"2021-12-07",0
"2021-12-08",13.7342
"2021-12-09",0
"2021-12-10",0
"2021-12-11",0.0304
"2021-12-12",4.9588
"2021-12-13",32.4135
"2021-12-14",23.0763
"2021-12-15",3.5376
"2021-12-16",0
"2021-12-17",0.5657
"2021-12-18",0
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0.0352
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",7.3991
"2021-12-31",5.3848
"2022-01-01",21.0099
"2022-01-02",0
"2022-01-03",0
"2022-01-04",0
"2022-01-05",0.0433
"2022-01-06",0
"2022-01-07",0.1433
"2022-01-08",0
"2022-01-09",0
"2022-01-10",2.8266
"2022-01-11",0.2614
"2022-01-12",0
"2022-01-13",0
"2022-01-14",0
"2022-01-15",0
"2022-01-16",0
"2022-01-17",0.1082
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0
"2022-01-25",0.6504
"2022-01-26",0
"2022-01-27",0.2477
"2022-01-28",0.6441
"2022-01-29",1.497
"2022-01-30",17.5564
"2022-01-31",0
"2022-02-01",0
"2022-02-02",0
"2022-02-03",0
"2022-02-04",0
"2022-02-05",0
"2022-02-06",0
"2022-02-07",1.019
"2022-02-08",0.902
"2022-02-09",3.1925
"2022-02-10",4.894
"2022-02-11",26.0906
"2022-02-12",14.5266
"2022-02-13",21.6812
"2022-02-14",0
"2022-02-15",0
"2022-02-16",0
"2022-02-17",0
"2022-02-18",0
"2022-02-19",3.4915
"2022-02-20",0
"2022-02-21",0
"2022-02-22",0
"2022-02-23",0.0284
"2022-02-24",0
"2022-02-25",0
"2022-02-26",0
"2022-02-27",0
"2022-02-28",0
"2022-03-01",0.3536
"2022-03-02",6.9148
"2022-03-03",2.5974
"2022-03-04",17.8355
"2022-03-05",0
"2022-03-06",0
"2022-03-07",0.03
"2022-03-08",0
"2022-03-09",0
"2022-03-10",0
"2022-03-11",0
"2022-03-12",2.3164
"2022-03-13",0
"2022-03-14",0
"2022-03-15",0.2837
"2022-03-16",1.5604
"2022-03-17",3.6145
"2022-03-18",0
"2022-03-19",0
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0
"2022-03-23",4.0028
"2022-03-24",2.1879
"2022-03-25",1.0193
"2022-03-26",0
"2022-03-27",0
"2022-03-28",0.0816
"2022-03-29",0.6183
"2022-03-30",0.035
"2022-03-31",0
"2022-04-01",0.6469
"2022-04-02",4.1332
"2022-04-03",6.4758
"2022-04-04",2.2256
"2022-04-05",5.6169
"2022-04-06",5.2784
"2022-04-07",7.7215
"2022-04-08",13.5209
"2022-04-09",17.6166
"2022-04-10",13.7112
"2022-04-11",15.1952
"2022-04-12",22.1622
"2022-04-13",6.3653
"2022-04-14",11.1365
"2022-04-15",4.7266
"2022-04-16",0
"2022-04-17",3.1793
"2022-04-18",7.1037
"2022-04-19",11.134
"2022-04-20",0
"2022-04-21",13.3183
"2022-04-22",16.9839
"2022-04-23",4.9404
"2022-04-24",0.1035
"2022-04-25",0
"2022-04-26",0
"2022-04-27",0.5853
"2022-04-28",8.9052
"2022-04-29",0.565
"2022-04-30",0
"2022-05-01",0.2135
"2022-05-02",3.669
"2022-05-03",4.5915
"2022-05-04",2.7901
"2022-05-05",1.6627
"2022-05-06",0
"2022-05-07",2.3687
"2022-05-08",6.7684
"2022-05-09",4.9905
"2022-05-10",6.2748
"2022-05-11",0
"2022-05-12",0
"2022-05-13",0.7485
"2022-05-14",1.6797
"2022-05-15",0
"2022-05-16",0
"2022-05-17",0
"2022-05-18",0
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0
"2022-05-24",0
"2022-05-25",0
"2022-05-26",0
"2022-05-27",0
"2022-05-28",0
"2022-05-29",0
"2022-05-30",0
"2022-05-31",2.635
"2022-06-01",0
"2022-06-02",0
"2022-06-03",0
"2022-06-04",0
"2022-06-05",0
"2022-06-06",0
"2022-06-07",0.553
"2022-06-08",0.0369
"2022-06-09",0.531
"2022-06-10",0
"2022-06-11",0
"2022-06-12",0
"2022-06-13",0
"2022-06-14",0
"2022-06-15",0
"2022-06-16",0
"2022-06-17",0
"2022-06-18",0
"2022-06-19",0
"2022-06-20",0
"2022-06-21",0.0387
"2022-06-22",0.0081
"2022-06-23",0
"2022-06-24",0
"2022-06-25",0.0049
"2022-06-26",0.856
"2022-06-27",0
"2022-06-28",0
"2022-06-29",0
"2022-06-30",0
"2022-07-01",0
"2022-07-02",0.0077
"2022-07-03",1.4025
"2022-07-04",0
"2022-07-05",0
"2022-07-06",0
"2022-07-07",0.9624
"2022-07-08",0.2421
"2022-07-09",0.0806
"2022-07-10",0
"2022-07-11",0.2874
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0
"2022-07-15",0.6552
"2022-07-16",0
"2022-07-17",0
"2022-07-18",1.5531
"2022-07-19",0.4546
"2022-07-20",1.3951
"2022-07-21",10.1152
"2022-07-22",9.9788
"2022-07-23",8.3286
"2022-07-24",3.9621
"2022-07-25",7.6225
"2022-07-26",2.6604
"2022-07-27",7.9879
"2022-07-28",12.1746
"2022-07-29",12.08
"2022-07-30",8.4096
"2022-07-31",13.5204
"2022-08-01",3.2766
"2022-08-02",1.9261
"2022-08-03",1.0848
"2022-08-04",0.9297
"2022-08-05",3.4887
"2022-08-06",4.1822
"2022-08-07",0
"2022-08-08",0.0146
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",0.1972
"2022-08-13",1.9873
"2022-08-14",0
"2022-08-15",0.0012
"2022-08-16",1.568
"2022-08-17",1.9133
"2022-08-18",1.7981
"2022-08-19",0.2957
"2022-08-20",2.2074
"2022-08-21",0
"2022-08-22",0.054
"2022-08-23",1.9314
"2022-08-24",0.4385
"2022-08-25",3.3627
"2022-08-26",18.9405
"2022-08-27",9.918
"2022-08-28",7.4958
"2022-08-29",6.6197
"2022-08-30",7.2067
"2022-08-31",20.4504
"2022-09-01",6.7084
"2022-09-02",0.0189
"2022-09-03",0.8811
"2022-09-04",11.7604
"2022-09-05",9.3671
"2022-09-06",0.0477
"2022-09-07",0.5539
"2022-09-08",5.462
"2022-09-09",0
"2022-09-10",0.0728
"2022-09-11",0
"2022-09-12",0
"2022-09-13",0
"2022-09-14",0.0278
"2022-09-15",0
"2022-09-16",0.0615
"2022-09-17",0
"2022-09-18",0.0434
"2022-09-19",0.0021
"2022-09-20",0.0163
"2022-09-21",0
"2022-09-22",0
"2022-09-23",0
"2022-09-24",0
"2022-09-25",0.508
"2022-09-26",1.9734
"2022-09-27",1.5483
"2022-09-28",1.8555
"2022-09-29",2.1435
"2022-09-30",0.5543
"2022-10-01",1.2566
"2022-10-02",0
"2022-10-03",4.1822
"2022-10-04",4.7901
"2022-10-05",11.9101
"2022-10-06",0.7311
"2022-10-07",26.6691
"2022-10-08",0.6334
"2022-10-09",10.1843
"2022-10-10",3.6458
"2022-10-11",13.4615
"2022-10-12",8.6724
"2022-10-13",2.0992
"2022-10-14",14.7091
"2022-10-15",11.1624
"2022-10-16",11.4629
"2022-10-17",2.7668
"2022-10-18",4.4381
"2022-10-19",14.2865
"2022-10-20",16.9759
"2022-10-21",14.0138
"2022-10-22",3.7453
"2022-10-23",5.283
"2022-10-24",9.5171
"2022-10-25",16.9644
"2022-10-26",0
"2022-10-27",0
"2022-10-28",0
"2022-10-29",1.0768
"2022-10-30",10.3294
"2022-10-31",28.4403
"2022-11-01",23.0129
"2022-11-02",14.7178
"2022-11-03",19.0468
"2022-11-04",40.135
"2022-11-05",7.7019
"2022-11-06",0
"2022-11-07",11.6708
"2022-11-08",28.5192
"2022-11-09",33.7452
"2022-11-10",26.0628
"2022-11-11",14.3713
"2022-11-12",20.0362
"2022-11-13",11.9192
"2022-11-14",11.6134
"2022-11-15",0
"2022-11-16",0
"2022-11-17",0.9967
"2022-11-18",7.3519
"2022-11-19",16.3326
"2022-11-20",0
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0
"2022-11-26",0
"2022-11-27",0
"2022-11-28",0.0033
"2022-11-29",0
"2022-11-30",0.1985
"2022-12-01",0
"2022-12-02",31.0403
"2022-12-03",5.5808
"2022-12-04",9.5648
"2022-12-05",14.1669
"2022-12-06",16.7111
"2022-12-07",34.0622
"2022-12-08",38.8937
"2022-12-09",15.9097
"2022-12-10",0
"2022-12-11",0.0521
"2022-12-12",5.8048
"2022-12-13",0.0101
"2022-12-14",0
"2022-12-15",0
"2022-12-16",0
"2022-12-17",1.2757
"2022-12-18",5.26
"2022-12-19",45.3571
"2022-12-20",17.5967
"2022-12-21",33.7758
"2022-12-22",0.7203
"2022-12-23",0
"2022-12-24",10.8558
"2022-12-25",49.0974
"2022-12-26",5.2656
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",3.2637
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0
"2023-01-06",5.0099
"2023-01-07",2.7302
"2023-01-08",0
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0.1753
"2023-01-13",0
"2023-01-14",0
"2023-01-15",0
"2023-01-16",0
"2023-01-17",1.9014
"2023-01-18",0
"2023-01-19",0
"2023-01-20",0
"2023-01-21",17.2037
"2023-01-22",6.6722
"2023-01-23",40.8612
"2023-01-24",0.8743
"2023-01-25",0
"2023-01-26",0
"2023-01-27",2.1823
"2023-01-28",0
"2023-01-29",0.0758
"2023-01-30",4.5075
"2023-01-31",21.8074
"2023-02-01",78.3477
"2023-02-02",35.2202
"2023-02-03",0
"2023-02-04",11.7433
"2023-02-05",2.931
"2023-02-06",4.0233
"2023-02-07",0
"2023-02-08",0
"2023-02-09",0
"2023-02-10",0.0315
"2023-02-11",0
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0
"2023-02-19",0
"2023-02-20",0
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",0
"2023-02-25",0
"2023-02-26",0
"2023-02-27",3.6093
"2023-02-28",6.6383
"2023-03-01",0
"2023-03-02",0
"2023-03-03",0
"2023-03-04",0.1444
"2023-03-05",0
"2023-03-06",0
"2023-03-07",0.0447
"2023-03-08",0
"2023-03-09",0
"2023-03-10",0.6094
"2023-03-11",0
"2023-03-12",0
"2023-03-13",0
"2023-03-14",0
"2023-03-15",0.1293
"2023-03-16",0
"2023-03-17",0
"2023-03-18",0.9989
"2023-03-19",0.4638
"2023-03-20",3.6667
"2023-03-21",3.7929
"2023-03-22",15.465
"2023-03-23",7.2804
"2023-03-24",1.597
"2023-03-25",0
"2023-03-26",0
"2023-03-27",0.0953
"2023-03-28",0
"2023-03-29",0.1794
"2023-03-30",0
"2023-03-31",0.0638
"2023-04-01",0.3053
"2023-04-02",0.1183
"2023-04-03",3.5449
"2023-04-04",5.7932
"2023-04-05",0.0153
"2023-04-06",0.369
"2023-04-07",0
"2023-04-08",1.791
"2023-04-09",0.1845
"2023-04-10",0
"2023-04-11",0
"2023-04-12",0
"2023-04-13",0
"2023-04-14",0
"2023-04-15",0.3297
"2023-04-16",1.1705
"2023-04-17",0
"2023-04-18",0
"2023-04-19",0.0304
"2023-04-20",0.3254
"2023-04-21",0.3054
"2023-04-22",2.6056
"2023-04-23",2.7929
"2023-04-24",3.8419
"2023-04-25",4.5744
"2023-04-26",14.3002
"2023-04-27",5.0698
"2023-04-28",4.1873
"2023-04-29",5.065
"2023-04-30",15.3574
"2023-05-01",69.3184
"2023-05-02",26.7761
"2023-05-03",16.3237
"2023-05-04",44.3443
"2023-05-05",23.0143
"2023-05-06",20.034
"2023-05-07",7.2114
"2023-05-08",19.7672
"2023-05-09",24.1016
"2023-05-10",18.8388
"2023-05-11",0.1011
"2023-05-12",7.8314
"2023-05-13",0
"2023-05-14",0
"2023-05-15",0
"2023-05-16",0
"2023-05-17",2.2993
"2023-05-18",8.5597
"2023-05-19",0
"2023-05-20",0
"2023-05-21",0
"2023-05-22",8.2758
"2023-05-23",0.0153
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",0.0773
"2023-05-29",8.4923
"2023-05-30",11.8908
"2023-05-31",9.7545
"2023-06-01",0.0966
"2023-06-02",0.6911
"2023-06-03",0
"2023-06-04",0.2493
"2023-06-05",0
"2023-06-06",0
"2023-06-07",0
"2023-06-08",0
"2023-06-09",0
"2023-06-10",0
"2023-06-11",0
"2023-06-12",0
"2023-06-13",0
"2023-06-14",0
"2023-06-15",0
"2023-06-16",0
"2023-06-17",0
"2023-06-18",0
"2023-06-19",0
"2023-06-20",0
"2023-06-21",0.0417
"2023-06-22",0.0036
"2023-06-23",0
"2023-06-24",0
"2023-06-25",0.0052
"2023-06-26",0.6498
"2023-06-27",0.1807
"2023-06-28",0
