,"(deg C) Mean Dew Point Temperature (ERA5) at Badulla, 2007-01-01 to 2025-12-31"
"2018-10-29",20.9857
"2018-10-30",20.7454
"2018-10-31",21.2836
"2018-11-01",20.6912
"2018-11-02",20.9171
"2018-11-03",20.9704
"2018-11-04",20.5128
"2018-11-05",20.2342
"2018-11-06",19.9339
"2018-11-07",20.989
"2018-11-08",20.9623
"2018-11-09",20.4447
"2018-11-10",19.4558
"2018-11-11",19.1225
"2018-11-12",18.8205
"2018-11-13",18.7011
"2018-11-14",19.3015
"2018-11-15",19.0857
"2018-11-16",20.3416
"2018-11-17",20.445
"2018-11-18",20.7375
"2018-11-19",20.6041
"2018-11-20",20.7581
"2018-11-21",20.9032
"2018-11-22",21.3136
"2018-11-23",21.1127
"2018-11-24",20.6569
"2018-11-25",20.8649
"2018-11-26",20.5017
"2018-11-27",20.9403
"2018-11-28",21.2147
"2018-11-29",20.4441
"2018-11-30",19.9477
"2018-12-01",19.0466
"2018-12-02",19.6402
"2018-12-03",20.7596
"2018-12-04",20.9787
"2018-12-05",20.4965
"2018-12-06",20.067
"2018-12-07",19.9591
"2018-12-08",20.3511
"2018-12-09",19.4136
"2018-12-10",19.7476
"2018-12-11",17.8356
"2018-12-12",16.575
"2018-12-13",17.1515
"2018-12-14",19.4109
"2018-12-15",19.9494
"2018-12-16",18.906
"2018-12-17",17.9491
"2018-12-18",19.0161
"2018-12-19",18.0799
"2018-12-20",20.3616
"2018-12-21",20.4966
"2018-12-22",20.7219
"2018-12-23",20.4374
"2018-12-24",20.2583
"2018-12-25",20.441
"2018-12-26",20.039
"2018-12-27",19.1919
"2018-12-28",17.7323
"2018-12-29",17.8584
"2018-12-30",18.0176
"2018-12-31",19.2808
"2019-01-01",19.0433
"2019-01-02",17.953
"2019-01-03",17.8842
"2019-01-04",16.6805
"2019-01-05",18.6705
"2019-01-06",17.3443
"2019-01-07",18.9042
"2019-01-08",19.2547
"2019-01-09",19.0543
"2019-01-10",19.7826
"2019-01-11",19.6549
"2019-01-12",19.8534
"2019-01-13",20.3589
"2019-01-14",20.303
"2019-01-15",20.2527
"2019-01-16",20.1387
"2019-01-17",17.7024
"2019-01-18",16.6446
"2019-01-19",16.7894
"2019-01-20",18.1413
"2019-01-21",18.792
"2019-01-22",18.8854
"2019-01-23",19.0016
"2019-01-24",19.3599
"2019-01-25",20.1417
"2019-01-26",20.3601
"2019-01-27",19.5109
"2019-01-28",18.4234
"2019-01-29",17.8542
"2019-01-30",18.6155
"2019-01-31",19.2427
"2019-02-01",19.7318
"2019-02-02",20.2937
"2019-02-03",20.5974
"2019-02-04",20.7595
"2019-02-05",20.6377
"2019-02-06",20.0256
"2019-02-07",20.336
"2019-02-08",20.9651
"2019-02-09",20.9126
"2019-02-10",20.0684
"2019-02-11",19.9969
"2019-02-12",20.0598
"2019-02-13",20.551
"2019-02-14",20.8268
"2019-02-15",21.0338
"2019-02-16",20.9013
"2019-02-17",21.1078
"2019-02-18",21.0418
"2019-02-19",19.8495
"2019-02-20",18.6108
"2019-02-21",19.5951
"2019-02-22",18.2946
"2019-02-23",16.7224
"2019-02-24",18.5612
"2019-02-25",20.8857
"2019-02-26",21.0814
"2019-02-27",20.7038
"2019-02-28",20.4923
"2019-03-01",19.269
"2019-03-02",19.1662
"2019-03-03",21.3756
"2019-03-04",21.2216
"2019-03-05",21.2182
"2019-03-06",21.7864
"2019-03-07",20.6724
"2019-03-08",19.8404
"2019-03-09",19.9127
"2019-03-10",17.5295
"2019-03-11",17.4496
"2019-03-12",17.4595
"2019-03-13",18.902
"2019-03-14",18.2689
"2019-03-15",17.7936
"2019-03-16",20.0479
"2019-03-17",20.5331
"2019-03-18",20.4715
"2019-03-19",19.1821
"2019-03-20",17.9921
"2019-03-21",20.074
"2019-03-22",20.816
"2019-03-23",20.4761
"2019-03-24",17.2693
"2019-03-25",15.4128
"2019-03-26",16.5058
"2019-03-27",17.3204
"2019-03-28",15.901
"2019-03-29",14.9553
"2019-03-30",16.8808
"2019-03-31",17.3546
"2019-04-01",18.8033
"2019-04-02",18.8506
"2019-04-03",18.4455
"2019-04-04",17.7631
"2019-04-05",19.6084
"2019-04-06",19.5514
"2019-04-07",20.062
"2019-04-08",20.1964
"2019-04-09",20.669
"2019-04-10",21.0381
"2019-04-11",20.6486
"2019-04-12",20.2591
"2019-04-13",20.6647
"2019-04-14",20.5699
"2019-04-15",19.622
"2019-04-16",20.6904
"2019-04-17",20.8211
"2019-04-18",21.0309
"2019-04-19",21.549
"2019-04-20",21.2811
"2019-04-21",20.9813
"2019-04-22",20.8315
"2019-04-23",20.7016
"2019-04-24",20.2825
"2019-04-25",19.9065
"2019-04-26",21.6373
"2019-04-27",22.1313
"2019-04-28",21.3912
"2019-04-29",21.6206
"2019-04-30",20.8432
"2019-05-01",20.8499
"2019-05-02",21.5565
"2019-05-03",21.2909
"2019-05-04",21.0158
"2019-05-05",19.6409
"2019-05-06",18.8845
"2019-05-07",19.6968
"2019-05-08",18.8006
"2019-05-09",19.5369
"2019-05-10",20.6584
"2019-05-11",20.6666
"2019-05-12",20.5875
"2019-05-13",20.3961
"2019-05-14",20.203
"2019-05-15",19.8314
"2019-05-16",20.3683
"2019-05-17",20.0786
"2019-05-18",20.3846
"2019-05-19",20.7084
"2019-05-20",20.1589
"2019-05-21",20.2935
"2019-05-22",20.5149
"2019-05-23",21.3104
"2019-05-24",21.7081
"2019-05-25",21.1424
"2019-05-26",20.7441
"2019-05-27",21.4343
"2019-05-28",21.9226
"2019-05-29",21.1385
"2019-05-30",20.386
"2019-05-31",20.1513
"2019-06-01",18.9146
"2019-06-02",20.1274
"2019-06-03",20.2305
"2019-06-04",20.7787
"2019-06-05",21.1191
"2019-06-06",21.7348
"2019-06-07",20.7774
"2019-06-08",20.2531
"2019-06-09",20.0892
"2019-06-10",19.8879
"2019-06-11",19.7479
"2019-06-12",19.475
"2019-06-13",20.0267
"2019-06-14",20.1011
"2019-06-15",20.802
"2019-06-16",20.7667
"2019-06-17",20.7233
"2019-06-18",20.6148
"2019-06-19",20.4088
"2019-06-20",20.6876
"2019-06-21",20.618
"2019-06-22",20.2624
"2019-06-23",20.2318
"2019-06-24",20.6669
"2019-06-25",19.9044
"2019-06-26",19.3706
"2019-06-27",18.6767
"2019-06-28",17.845
"2019-06-29",18.1293
"2019-06-30",18.376
"2019-07-01",17.8279
"2019-07-02",18.8841
"2019-07-03",19.8243
"2019-07-04",19.4335
"2019-07-05",19.0781
"2019-07-06",18.5966
"2019-07-07",18.5026
"2019-07-08",19.6516
"2019-07-09",19.0123
"2019-07-10",19.3149
"2019-07-11",19.3489
"2019-07-12",19.1269
"2019-07-13",19.7575
"2019-07-14",19.7267
"2019-07-15",19.82
"2019-07-16",19.9649
"2019-07-17",20.077
"2019-07-18",20.0915
"2019-07-19",19.7938
"2019-07-20",19.4346
"2019-07-21",19.669
"2019-07-22",19.3195
"2019-07-23",18.3318
"2019-07-24",18.8092
"2019-07-25",19.7201
"2019-07-26",19.1703
"2019-07-27",18.1028
"2019-07-28",18.4167
"2019-07-29",18.6604
"2019-07-30",19.1458
"2019-07-31",19.6912
"2019-08-01",19.5911
"2019-08-02",19.2559
"2019-08-03",19.1196
"2019-08-04",19.4693
"2019-08-05",19.7224
"2019-08-06",19.2382
"2019-08-07",18.9859
"2019-08-08",19.1674
"2019-08-09",19.4166
"2019-08-10",19.567
"2019-08-11",19.9445
"2019-08-12",18.4303
"2019-08-13",20.1672
"2019-08-14",19.2577
"2019-08-15",19.6177
"2019-08-16",20.4616
"2019-08-17",20.7066
"2019-08-18",20.9045
"2019-08-19",20.4513
"2019-08-20",19.8986
"2019-08-21",19.5571
"2019-08-22",19.3881
"2019-08-23",19.4691
"2019-08-24",19.3546
"2019-08-25",19.8755
"2019-08-26",19.1212
"2019-08-27",18.643
"2019-08-28",19.5216
"2019-08-29",20.0902
"2019-08-30",19.2197
"2019-08-31",19.4188
"2019-09-01",19.6221
"2019-09-02",19.3674
"2019-09-03",19.2539
"2019-09-04",19.2284
"2019-09-05",19.5939
"2019-09-06",19.6754
"2019-09-07",19.0143
"2019-09-08",19.0991
"2019-09-09",19.1385
"2019-09-10",19.8924
"2019-09-11",20.0511
"2019-09-12",19.4155
"2019-09-13",19.7438
"2019-09-14",20.1612
"2019-09-15",20.6085
"2019-09-16",20.0767
"2019-09-17",19.7952
"2019-09-18",19.6104
"2019-09-19",20.3971
"2019-09-20",20.741
"2019-09-21",20.9024
"2019-09-22",21.3285
"2019-09-23",21.2495
"2019-09-24",20.4858
"2019-09-25",20.159
"2019-09-26",20.2517
"2019-09-27",20.0419
"2019-09-28",20.1923
"2019-09-29",20.7517
"2019-09-30",20.4436
"2019-10-01",20.471
"2019-10-02",20.6973
"2019-10-03",20.3802
"2019-10-04",20.9038
"2019-10-05",20.7801
"2019-10-06",20.3037
"2019-10-07",20.5875
"2019-10-08",20.7599
"2019-10-09",20.5808
"2019-10-10",20.7052
"2019-10-11",20.4259
"2019-10-12",20.7208
"2019-10-13",20.9788
"2019-10-14",21.2998
"2019-10-15",21.0367
"2019-10-16",20.8756
"2019-10-17",20.758
"2019-10-18",20.9147
"2019-10-19",21.0881
"2019-10-20",20.953
"2019-10-21",20.8388
"2019-10-22",20.7539
"2019-10-23",20.7007
"2019-10-24",20.2726
"2019-10-25",20.1813
"2019-10-26",20.4366
"2019-10-27",20.0599
"2019-10-28",20.4713
"2019-10-29",20.7024
"2019-10-30",20.8944
"2019-10-31",20.881
"2019-11-01",20.0813
"2019-11-02",20.2302
"2019-11-03",20.1715
"2019-11-04",20.5315
"2019-11-05",20.7712
"2019-11-06",20.0521
"2019-11-07",20.4656
"2019-11-08",21.1936
"2019-11-09",21.0851
"2019-11-10",20.9593
"2019-11-11",19.9456
"2019-11-12",19.9835
"2019-11-13",20.3345
"2019-11-14",20.0915
"2019-11-15",21.0495
"2019-11-16",20.6018
"2019-11-17",20.658
"2019-11-18",20.4631
"2019-11-19",20.9909
"2019-11-20",20.3957
"2019-11-21",20.2299
"2019-11-22",20.3532
"2019-11-23",20.5421
"2019-11-24",21.0727
"2019-11-25",20.971
"2019-11-26",20.2285
"2019-11-27",20.7439
"2019-11-28",20.9817
"2019-11-29",21.3554
"2019-11-30",21.1652
"2019-12-01",21.4341
"2019-12-02",20.8192
"2019-12-03",20.9594
"2019-12-04",20.8056
"2019-12-05",20.8134
"2019-12-06",20.8232
"2019-12-07",20.1005
"2019-12-08",20.4957
"2019-12-09",20.4669
"2019-12-10",20.6562
"2019-12-11",20.0104
"2019-12-12",20.1922
"2019-12-13",20.1211
"2019-12-14",19.8423
"2019-12-15",19.4313
"2019-12-16",19.3729
"2019-12-17",20.4746
"2019-12-18",20.8297
"2019-12-19",20.8451
"2019-12-20",20.5322
"2019-12-21",21.2278
"2019-12-22",21.1342
"2019-12-23",20.8202
"2019-12-24",20.8784
"2019-12-25",20.6647
"2019-12-26",19.8106
"2019-12-27",19.2888
"2019-12-28",19.7144
"2019-12-29",18.4747
"2019-12-30",18.5531
"2019-12-31",20.0813
"2020-01-01",20.3346
"2020-01-02",21.1554
"2020-01-03",20.592
"2020-01-04",20.5888
"2020-01-05",20.0602
"2020-01-06",20.0738
"2020-01-07",20.0476
"2020-01-08",19.154
"2020-01-09",18.0873
"2020-01-10",17.5843
"2020-01-11",20.2189
"2020-01-12",19.3744
"2020-01-13",17.4452
"2020-01-14",16.3427
"2020-01-15",16.9569
"2020-01-16",18.9502
"2020-01-17",20.0119
"2020-01-18",20.0496
"2020-01-19",20.5628
"2020-01-20",20.447
"2020-01-21",20.7736
"2020-01-22",21.1328
"2020-01-23",21.2043
"2020-01-24",20.0105
"2020-01-25",19.769
"2020-01-26",18.5931
"2020-01-27",17.3645
"2020-01-28",16.8902
"2020-01-29",16.9341
"2020-01-30",16.5913
"2020-01-31",16.1184
"2020-02-01",16.6835
"2020-02-02",18.0536
"2020-02-03",18.7035
"2020-02-04",18.9578
"2020-02-05",19.0617
"2020-02-06",18.9169
"2020-02-07",18.3743
"2020-02-08",18.0658
"2020-02-09",16.7754
"2020-02-10",17.7528
"2020-02-11",19.5189
"2020-02-12",20.9435
"2020-02-13",20.3324
"2020-02-14",20.5559
"2020-02-15",19.9948
"2020-02-16",19.7792
"2020-02-17",18.8203
"2020-02-18",15.9244
"2020-02-19",16.9752
"2020-02-20",19.9422
"2020-02-21",21.3111
"2020-02-22",20.7436
"2020-02-23",20.4037
"2020-02-24",19.9892
"2020-02-25",20.0632
"2020-02-26",19.5758
"2020-02-27",19.0263
"2020-02-28",18.0357
"2020-02-29",18.6256
"2020-03-01",19.3415
"2020-03-02",19.7149
"2020-03-03",18.3541
"2020-03-04",18.1946
"2020-03-05",19.5537
"2020-03-06",20.3746
"2020-03-07",20.2497
"2020-03-08",20.0656
"2020-03-09",19.8227
"2020-03-10",19.0872
"2020-03-11",18.9377
"2020-03-12",18.969
"2020-03-13",18.0574
"2020-03-14",18.3285
"2020-03-15",19.6713
"2020-03-16",20.7631
"2020-03-17",20.4801
"2020-03-18",20.9725
"2020-03-19",20.8421
"2020-03-20",19.0284
"2020-03-21",17.9171
"2020-03-22",18.3095
"2020-03-23",18.3655
"2020-03-24",18.1306
"2020-03-25",17.8115
"2020-03-26",17.0692
"2020-03-27",17.3574
"2020-03-28",19.0817
"2020-03-29",19.6038
"2020-03-30",20.113
"2020-03-31",19.3117
"2020-04-01",16.3753
"2020-04-02",16.5788
"2020-04-03",18.2818
"2020-04-04",20.6344
"2020-04-05",20.853
"2020-04-06",20.748
"2020-04-07",19.7284
"2020-04-08",19.9712
"2020-04-09",19.1467
"2020-04-10",19.5589
"2020-04-11",20.7501
"2020-04-12",20.4537
"2020-04-13",20.5071
"2020-04-14",20.8092
"2020-04-15",20.9118
"2020-04-16",20.9093
"2020-04-17",21.2339
"2020-04-18",21.1107
"2020-04-19",21.0053
"2020-04-20",21.2122
"2020-04-21",21.3787
"2020-04-22",21.217
"2020-04-23",21.396
"2020-04-24",21.5817
"2020-04-25",21.3892
"2020-04-26",20.8956
"2020-04-27",20.822
"2020-04-28",21.1727
"2020-04-29",21.2179
"2020-04-30",20.9322
"2020-05-01",21.1802
"2020-05-02",20.9871
"2020-05-03",20.4131
"2020-05-04",21.4832
"2020-05-05",21.3441
"2020-05-06",21.7907
"2020-05-07",21.652
"2020-05-08",22.5025
"2020-05-09",22.4515
"2020-05-10",22.4617
"2020-05-11",22.2203
"2020-05-12",22.3203
"2020-05-13",22.3914
"2020-05-14",22.3185
"2020-05-15",22.5609
"2020-05-16",22.6875
"2020-05-17",22.4973
"2020-05-18",21.7092
"2020-05-19",20.676
"2020-05-20",20.9583
"2020-05-21",21.1776
"2020-05-22",21.1171
"2020-05-23",21.7355
"2020-05-24",21.9155
"2020-05-25",21.8224
"2020-05-26",21.8913
"2020-05-27",21.5799
"2020-05-28",21.8203
"2020-05-29",22.4156
"2020-05-30",21.9342
"2020-05-31",21.5404
"2020-06-01",20.8455
"2020-06-02",18.7953
"2020-06-03",17.1905
"2020-06-04",17.8744
"2020-06-05",20.2196
"2020-06-06",19.8565
"2020-06-07",20.3453
"2020-06-08",20.1338
"2020-06-09",20.403
"2020-06-10",20.9093
"2020-06-11",20.0305
"2020-06-12",20.8032
"2020-06-13",20.3982
"2020-06-14",20.192
"2020-06-15",20.1318
"2020-06-16",20.311
"2020-06-17",20.5721
"2020-06-18",19.7837
"2020-06-19",20.4546
"2020-06-20",20.1314
"2020-06-21",20.1127
"2020-06-22",20.0576
"2020-06-23",20.0381
"2020-06-24",20.3699
"2020-06-25",21.2201
"2020-06-26",19.6567
"2020-06-27",19.7585
"2020-06-28",20.3978
"2020-06-29",20.6381
"2020-06-30",20.0534
"2020-07-01",19.835
"2020-07-02",20.1441
"2020-07-03",19.6085
"2020-07-04",19.314
"2020-07-05",18.4825
"2020-07-06",19.1858
"2020-07-07",19.7223
"2020-07-08",20.3564
"2020-07-09",21.0867
"2020-07-10",20.8707
"2020-07-11",19.9806
"2020-07-12",19.6338
"2020-07-13",20.1332
"2020-07-14",20.222
"2020-07-15",20.598
"2020-07-16",19.3321
"2020-07-17",19.6569
"2020-07-18",20.2875
"2020-07-19",21.1008
"2020-07-20",20.3076
"2020-07-21",20.4545
"2020-07-22",21.0398
"2020-07-23",20.843
"2020-07-24",19.3011
"2020-07-25",19.7364
"2020-07-26",19.5106
"2020-07-27",19.5095
"2020-07-28",20.371
"2020-07-29",20.0741
"2020-07-30",19.8524
"2020-07-31",20.2838
"2020-08-01",20.125
"2020-08-02",20.3105
"2020-08-03",19.7534
"2020-08-04",19.6414
"2020-08-05",19.5686
"2020-08-06",20.1537
"2020-08-07",20.3596
"2020-08-08",20.0271
"2020-08-09",19.9111
"2020-08-10",19.8664
"2020-08-11",19.4178
"2020-08-12",18.2883
"2020-08-13",18.4794
"2020-08-14",18.3014
"2020-08-15",18.158
"2020-08-16",17.7829
"2020-08-17",19.1095
"2020-08-18",18.0936
"2020-08-19",18.9294
"2020-08-20",19.3596
"2020-08-21",19.3964
"2020-08-22",19.684
"2020-08-23",19.0248
"2020-08-24",18.8584
"2020-08-25",19.6864
"2020-08-26",20.0677
"2020-08-27",19.8765
"2020-08-28",18.7505
"2020-08-29",18.5374
"2020-08-30",19.3761
"2020-08-31",19.7832
"2020-09-01",20.4783
"2020-09-02",20.0664
"2020-09-03",19.8373
"2020-09-04",19.5706
"2020-09-05",20.3523
"2020-09-06",18.5533
"2020-09-07",18.7179
"2020-09-08",20.2321
"2020-09-09",19.9303
"2020-09-10",19.5184
"2020-09-11",19.5092
"2020-09-12",19.8191
"2020-09-13",19.8484
"2020-09-14",20.0361
"2020-09-15",20.0584
"2020-09-16",19.6958
"2020-09-17",19.9107
"2020-09-18",20.1324
"2020-09-19",19.7145
"2020-09-20",19.8713
"2020-09-21",19.113
"2020-09-22",19.4418
"2020-09-23",19.6966
"2020-09-24",20.323
"2020-09-25",19.9521
"2020-09-26",20.4034
"2020-09-27",20.4248
"2020-09-28",20.604
"2020-09-29",20.1237
"2020-09-30",19.3269
"2020-10-01",18.7874
"2020-10-02",19.4152
"2020-10-03",19.3031
"2020-10-04",18.0102
"2020-10-05",17.9283
"2020-10-06",17.9999
"2020-10-07",18.3712
"2020-10-08",19.1619
"2020-10-09",18.881
"2020-10-10",19.0228
"2020-10-11",19.5424
"2020-10-12",18.4262
"2020-10-13",19.1782
"2020-10-14",19.5771
"2020-10-15",19.5336
"2020-10-16",18.8463
"2020-10-17",18.4286
"2020-10-18",19.4092
"2020-10-19",19.1491
"2020-10-20",18.5707
"2020-10-21",19.4528
"2020-10-22",19.4524
"2020-10-23",18.8238
"2020-10-24",19.0195
"2020-10-25",19.1524
"2020-10-26",19.706
"2020-10-27",20.5225
"2020-10-28",19.9004
"2020-10-29",19.9705
"2020-10-30",20.031
"2020-10-31",20.4228
"2020-11-01",20.6974
"2020-11-02",20.1665
"2020-11-03",20.3276
"2020-11-04",20.8159
"2020-11-05",20.7937
"2020-11-06",20.7114
"2020-11-07",20.6383
"2020-11-08",20.4445
"2020-11-09",20.7156
"2020-11-10",20.7891
"2020-11-11",21.254
"2020-11-12",21.5722
"2020-11-13",21.4303
"2020-11-14",21.1328
"2020-11-15",21.3721
"2020-11-16",21.1859
"2020-11-17",20.9538
"2020-11-18",20.9076
"2020-11-19",20.5682
"2020-11-20",20.1965
"2020-11-21",20.2193
"2020-11-22",19.7436
"2020-11-23",20.8255
"2020-11-24",20.903
"2020-11-25",20.5026
"2020-11-26",19.5709
"2020-11-27",19.3184
"2020-11-28",19.8839
"2020-11-29",20.1827
"2020-11-30",20.3719
"2020-12-01",20.2963
"2020-12-02",20.6414
"2020-12-03",19.9605
"2020-12-04",20.2143
"2020-12-05",20.7116
"2020-12-06",20.0347
"2020-12-07",20.6065
"2020-12-08",20.3999
"2020-12-09",19.8463
"2020-12-10",19.3952
"2020-12-11",18.6489
"2020-12-12",18.8671
"2020-12-13",18.8407
"2020-12-14",17.7123
"2020-12-15",19.5973
"2020-12-16",18.9788
"2020-12-17",19.257
"2020-12-18",19.8831
"2020-12-19",20.7458
"2020-12-20",20.5941
"2020-12-21",20.8845
"2020-12-22",20.4582
"2020-12-23",20.5441
"2020-12-24",20.519
"2020-12-25",19.4171
"2020-12-26",19.388
"2020-12-27",20.3283
"2020-12-28",20.9553
"2020-12-29",20.2764
"2020-12-30",20.3813
"2020-12-31",19.8846
"2021-01-01",19.2918
"2021-01-02",20.522
"2021-01-03",21.0518
"2021-01-04",20.8044
"2021-01-05",20.676
"2021-01-06",20.5981
"2021-01-07",20.937
"2021-01-08",20.8794
"2021-01-09",20.202
"2021-01-10",20.145
"2021-01-11",21.0012
"2021-01-12",20.9664
"2021-01-13",21.1583
"2021-01-14",20.7633
"2021-01-15",20.3803
"2021-01-16",20.0643
"2021-01-17",19.8073
"2021-01-18",19.8264
"2021-01-19",19.719
"2021-01-20",21.0726
"2021-01-21",20.8428
"2021-01-22",20.0374
"2021-01-23",18.2835
"2021-01-24",18.4603
"2021-01-25",18.2781
"2021-01-26",16.1451
"2021-01-27",17.5096
"2021-01-28",19.2983
"2021-01-29",20.4452
"2021-01-30",20.1748
"2021-01-31",20.1721
"2021-02-01",20.1628
"2021-02-02",20.2256
"2021-02-03",19.4407
"2021-02-04",18.3939
"2021-02-05",18.9973
"2021-02-06",20.1823
"2021-02-07",20.3136
"2021-02-08",19.8348
"2021-02-09",18.6363
"2021-02-10",17.1768
"2021-02-11",17.5445
"2021-02-12",19.0007
"2021-02-13",20.1069
"2021-02-14",20.3306
"2021-02-15",19.437
"2021-02-16",18.8241
"2021-02-17",18.8293
"2021-02-18",18.6687
"2021-02-19",20.5099
"2021-02-20",20.1082
"2021-02-21",19.5823
"2021-02-22",20.2441
"2021-02-23",19.9888
"2021-02-24",19.6079
"2021-02-25",19.6304
"2021-02-26",19.3828
"2021-02-27",19.1026
"2021-02-28",18.2556
"2021-03-01",15.9123
"2021-03-02",15.3083
"2021-03-03",16.3688
"2021-03-04",17.5262
"2021-03-05",18.3395
"2021-03-06",19.4446
"2021-03-07",20.2441
"2021-03-08",20.4344
"2021-03-09",18.7056
"2021-03-10",19.3127
"2021-03-11",19.4197
"2021-03-12",20.0685
"2021-03-13",20.2554
"2021-03-14",19.8162
"2021-03-15",18.9015
"2021-03-16",19.7569
"2021-03-17",19.7967
"2021-03-18",19.0586
"2021-03-19",19.7475
"2021-03-20",19.0876
"2021-03-21",20.1485
"2021-03-22",20.5267
"2021-03-23",20.9335
"2021-03-24",20.3325
"2021-03-25",19.4608
"2021-03-26",20.7035
"2021-03-27",20.7876
"2021-03-28",20.1059
"2021-03-29",20.0406
"2021-03-30",20.3922
"2021-03-31",21.003
"2021-04-01",20.2658
"2021-04-02",19.9478
"2021-04-03",19.1714
"2021-04-04",16.7793
"2021-04-05",19.2776
"2021-04-06",19.373
"2021-04-07",18.3373
"2021-04-08",19.045
"2021-04-09",20.6421
"2021-04-10",20.7685
"2021-04-11",21.0349
"2021-04-12",20.965
"2021-04-13",20.8457
"2021-04-14",20.71
"2021-04-15",21.1703
"2021-04-16",21.1262
"2021-04-17",21.6427
"2021-04-18",21.7519
"2021-04-19",21.2413
"2021-04-20",21.0458
"2021-04-21",20.8779
"2021-04-22",20.8497
"2021-04-23",21.213
"2021-04-24",20.9045
"2021-04-25",20.6639
"2021-04-26",20.9848
"2021-04-27",21.5086
"2021-04-28",21.3329
"2021-04-29",22.1696
"2021-04-30",21.6709
"2021-05-01",21.8051
"2021-05-02",21.8536
"2021-05-03",21.4046
"2021-05-04",21.0888
"2021-05-05",21.4756
"2021-05-06",21.3928
"2021-05-07",21.5443
"2021-05-08",21.7967
"2021-05-09",21.9256
"2021-05-10",22.1017
"2021-05-11",22.2852
"2021-05-12",22.3693
"2021-05-13",21.9083
"2021-05-14",21.2048
"2021-05-15",20.7944
"2021-05-16",22.0196
"2021-05-17",21.9917
"2021-05-18",22.0609
"2021-05-19",21.7634
"2021-05-20",21.4044
"2021-05-21",21.002
"2021-05-22",21.5407
"2021-05-23",21.7087
"2021-05-24",21.7566
"2021-05-25",20.6308
"2021-05-26",19.7863
"2021-05-27",20.9358
"2021-05-28",21.1132
"2021-05-29",21.1814
"2021-05-30",21.1978
"2021-05-31",21.2957
"2021-06-01",20.8514
"2021-06-02",21.2083
"2021-06-03",21.1185
"2021-06-04",21.8499
"2021-06-05",20.9484
"2021-06-06",20.4635
"2021-06-07",21.1244
"2021-06-08",21.3292
"2021-06-09",20.934
"2021-06-10",20.1816
"2021-06-11",19.1313
"2021-06-12",20.0224
"2021-06-13",20.4447
"2021-06-14",19.8031
"2021-06-15",19.607
"2021-06-16",19.7378
"2021-06-17",19.581
"2021-06-18",19.0193
"2021-06-19",19.0978
"2021-06-20",19.7479
"2021-06-21",20.1656
"2021-06-22",19.9289
"2021-06-23",20.2154
"2021-06-24",19.6441
"2021-06-25",19.2159
"2021-06-26",19.4534
"2021-06-27",19.0041
"2021-06-28",19.6554
"2021-06-29",19.74
"2021-06-30",20.6284
"2021-07-01",20.3914
"2021-07-02",20.0856
"2021-07-03",20.4333
"2021-07-04",20.8442
"2021-07-05",21.209
"2021-07-06",21.1932
"2021-07-07",21.2491
"2021-07-08",21.449
"2021-07-09",20.5053
"2021-07-10",19.4442
"2021-07-11",19.7595
"2021-07-12",19.986
"2021-07-13",19.7391
"2021-07-14",19.7267
"2021-07-15",20.5141
"2021-07-16",20.5517
"2021-07-17",20.6506
"2021-07-18",20.3089
"2021-07-19",19.4046
"2021-07-20",19.287
"2021-07-21",19.5623
"2021-07-22",19.7355
"2021-07-23",19.9324
"2021-07-24",19.8669
"2021-07-25",20.5027
"2021-07-26",19.1261
"2021-07-27",19.6441
"2021-07-28",19.7879
"2021-07-29",19.2245
"2021-07-30",19.2758
"2021-07-31",19.8434
"2021-08-01",19.4749
"2021-08-02",18.8126
"2021-08-03",19.272
"2021-08-04",19.7649
"2021-08-05",19.649
"2021-08-06",19.986
"2021-08-07",20.6707
"2021-08-08",20.5146
"2021-08-09",19.9979
"2021-08-10",19.4128
"2021-08-11",20.2133
"2021-08-12",19.6952
"2021-08-13",19.8318
"2021-08-14",19.0781
"2021-08-15",18.8058
"2021-08-16",19.2687
"2021-08-17",19.3641
"2021-08-18",19.2132
"2021-08-19",18.7806
"2021-08-20",19.6654
"2021-08-21",20.5226
"2021-08-22",20.9128
"2021-08-23",20.4091
"2021-08-24",19.9741
"2021-08-25",20.4032
"2021-08-26",20.4143
"2021-08-27",20.0499
"2021-08-28",20.1816
"2021-08-29",20.1209
"2021-08-30",19.7386
"2021-08-31",19.9401
"2021-09-01",20.224
"2021-09-02",19.9348
"2021-09-03",19.6111
"2021-09-04",20.0523
"2021-09-05",20.3974
"2021-09-06",20.178
"2021-09-07",19.5243
"2021-09-08",19.3851
"2021-09-09",19.503
"2021-09-10",19.9706
"2021-09-11",19.254
"2021-09-12",18.6472
"2021-09-13",19.9798
"2021-09-14",20.6256
"2021-09-15",20.6542
"2021-09-16",20.6045
"2021-09-17",21.1196
"2021-09-18",21.0456
"2021-09-19",21.2425
"2021-09-20",21.252
"2021-09-21",20.4545
"2021-09-22",20.7553
"2021-09-23",20.3961
"2021-09-24",21.0734
"2021-09-25",20.6237
"2021-09-26",20.2513
"2021-09-27",18.7698
"2021-09-28",19.1947
"2021-09-29",19.426
"2021-09-30",20.5795
"2021-10-01",20.1368
"2021-10-02",20.8866
"2021-10-03",21.8468
"2021-10-04",21.5791
"2021-10-05",21.4345
"2021-10-06",20.7896
"2021-10-07",20.705
"2021-10-08",20.354
"2021-10-09",20.2813
"2021-10-10",20.8921
"2021-10-11",19.512
"2021-10-12",20.2346
"2021-10-13",19.5235
