,"(deg C) Mean Dew Point Temperature (ERA5) at Kegalle, 2007-01-01 to 2025-12-31"
"2018-11-01",22.5155
"2018-11-02",23.2747
"2018-11-03",23.3155
"2018-11-04",23.0072
"2018-11-05",22.38
"2018-11-06",21.1778
"2018-11-07",23.0863
"2018-11-08",23.3294
"2018-11-09",22.752
"2018-11-10",21.5764
"2018-11-11",21.5391
"2018-11-12",21.4251
"2018-11-13",21.4964
"2018-11-14",21.9734
"2018-11-15",21.6232
"2018-11-16",22.9483
"2018-11-17",22.5985
"2018-11-18",23.2182
"2018-11-19",22.9682
"2018-11-20",22.4903
"2018-11-21",23.1829
"2018-11-22",23.2366
"2018-11-23",23.3298
"2018-11-24",23.1239
"2018-11-25",22.874
"2018-11-26",22.1889
"2018-11-27",22.5667
"2018-11-28",22.9782
"2018-11-29",22.9619
"2018-11-30",22.3977
"2018-12-01",20.9604
"2018-12-02",21.5388
"2018-12-03",22.745
"2018-12-04",23.5099
"2018-12-05",23.1576
"2018-12-06",22.2923
"2018-12-07",22.2974
"2018-12-08",22.0828
"2018-12-09",21.2626
"2018-12-10",21.3421
"2018-12-11",20.233
"2018-12-12",19.8253
"2018-12-13",19.7616
"2018-12-14",21.3055
"2018-12-15",22.1158
"2018-12-16",20.9575
"2018-12-17",20.0351
"2018-12-18",21.2994
"2018-12-19",20.2711
"2018-12-20",22.0407
"2018-12-21",22.4916
"2018-12-22",22.8032
"2018-12-23",22.788
"2018-12-24",22.6576
"2018-12-25",22.671
"2018-12-26",22.3054
"2018-12-27",22.0068
"2018-12-28",20.3926
"2018-12-29",19.747
"2018-12-30",19.875
"2018-12-31",20.8949
"2019-01-01",20.3579
"2019-01-02",18.9278
"2019-01-03",18.9558
"2019-01-04",18.1183
"2019-01-05",20.3227
"2019-01-06",18.6173
"2019-01-07",20.1584
"2019-01-08",20.4797
"2019-01-09",20.2172
"2019-01-10",20.8132
"2019-01-11",20.436
"2019-01-12",21.1176
"2019-01-13",21.7245
"2019-01-14",21.4921
"2019-01-15",21.2334
"2019-01-16",21.0035
"2019-01-17",18.4781
"2019-01-18",17.4704
"2019-01-19",18.0272
"2019-01-20",19.6319
"2019-01-21",19.9564
"2019-01-22",19.7447
"2019-01-23",19.9579
"2019-01-24",20.042
"2019-01-25",21.4609
"2019-01-26",21.4207
"2019-01-27",21.1849
"2019-01-28",19.5272
"2019-01-29",18.8411
"2019-01-30",19.4812
"2019-01-31",19.7733
"2019-02-01",20.4988
"2019-02-02",21.1916
"2019-02-03",21.5619
"2019-02-04",22.2301
"2019-02-05",22.5554
"2019-02-06",21.8167
"2019-02-07",21.8664
"2019-02-08",23.0584
"2019-02-09",22.8287
"2019-02-10",22.4582
"2019-02-11",21.4606
"2019-02-12",21.4104
"2019-02-13",21.7911
"2019-02-14",22.712
"2019-02-15",23.0585
"2019-02-16",23.0469
"2019-02-17",23.4771
"2019-02-18",23.3662
"2019-02-19",22.514
"2019-02-20",20.12
"2019-02-21",20.9421
"2019-02-22",19.8478
"2019-02-23",18.8509
"2019-02-24",21.2846
"2019-02-25",22.3768
"2019-02-26",22.7343
"2019-02-27",22.5224
"2019-02-28",22.0393
"2019-03-01",21.1558
"2019-03-02",20.2594
"2019-03-03",22.5328
"2019-03-04",22.5008
"2019-03-05",22.5286
"2019-03-06",22.9392
"2019-03-07",22.6197
"2019-03-08",22.5153
"2019-03-09",22.1029
"2019-03-10",19.6942
"2019-03-11",18.9013
"2019-03-12",19.8212
"2019-03-13",20.8569
"2019-03-14",19.4885
"2019-03-15",19.6153
"2019-03-16",21.4806
"2019-03-17",22.0646
"2019-03-18",21.7158
"2019-03-19",20.6518
"2019-03-20",20.464
"2019-03-21",21.4045
"2019-03-22",22.556
"2019-03-23",22.2761
"2019-03-24",19.9674
"2019-03-25",17.2602
"2019-03-26",18.3982
"2019-03-27",19.7255
"2019-03-28",19.442
"2019-03-29",19.8242
"2019-03-30",21.0506
"2019-03-31",20.819
"2019-04-01",20.4671
"2019-04-02",20.6098
"2019-04-03",20.6537
"2019-04-04",20.0225
"2019-04-05",21.2632
"2019-04-06",21.5866
"2019-04-07",22.3054
"2019-04-08",22.1132
"2019-04-09",22.0486
"2019-04-10",23.4213
"2019-04-11",23.4502
"2019-04-12",22.8174
"2019-04-13",22.7801
"2019-04-14",22.6639
"2019-04-15",22.3596
"2019-04-16",23.2539
"2019-04-17",23.5632
"2019-04-18",23.4121
"2019-04-19",23.9501
"2019-04-20",23.5656
"2019-04-21",23.726
"2019-04-22",23.621
"2019-04-23",23.8938
"2019-04-24",23.6701
"2019-04-25",23.7658
"2019-04-26",24.1352
"2019-04-27",24.5992
"2019-04-28",24.0946
"2019-04-29",23.5672
"2019-04-30",23.8328
"2019-05-01",24.1743
"2019-05-02",24.6051
"2019-05-03",23.857
"2019-05-04",23.6281
"2019-05-05",22.9374
"2019-05-06",21.805
"2019-05-07",23.2574
"2019-05-08",22.2371
"2019-05-09",22.9083
"2019-05-10",24.3077
"2019-05-11",23.7882
"2019-05-12",24.0568
"2019-05-13",23.9179
"2019-05-14",23.9237
"2019-05-15",23.4466
"2019-05-16",24.2106
"2019-05-17",24.0427
"2019-05-18",23.9367
"2019-05-19",24.4084
"2019-05-20",24.1927
"2019-05-21",23.6538
"2019-05-22",23.0194
"2019-05-23",23.3656
"2019-05-24",23.3282
"2019-05-25",23.3921
"2019-05-26",23.1934
"2019-05-27",24.2719
"2019-05-28",24.8792
"2019-05-29",24.6582
"2019-05-30",24.1234
"2019-05-31",23.542
"2019-06-01",22.9044
"2019-06-02",23.4905
"2019-06-03",23.684
"2019-06-04",23.7685
"2019-06-05",23.8397
"2019-06-06",23.9936
"2019-06-07",23.7068
"2019-06-08",23.6038
"2019-06-09",23.3544
"2019-06-10",23.0035
"2019-06-11",22.8576
"2019-06-12",23.1495
"2019-06-13",23.3817
"2019-06-14",23.5356
"2019-06-15",24.4172
"2019-06-16",24.3663
"2019-06-17",24.2329
"2019-06-18",24.3448
"2019-06-19",24.4207
"2019-06-20",24.2831
"2019-06-21",24.1283
"2019-06-22",23.6153
"2019-06-23",23.9293
"2019-06-24",24.4811
"2019-06-25",24.0968
"2019-06-26",23.4165
"2019-06-27",23.341
"2019-06-28",22.8618
"2019-06-29",22.8703
"2019-06-30",23.0061
"2019-07-01",23.0838
"2019-07-02",23.5418
"2019-07-03",23.6296
"2019-07-04",23.4316
"2019-07-05",23.2094
"2019-07-06",22.6028
"2019-07-07",22.3374
"2019-07-08",23.2933
"2019-07-09",22.512
"2019-07-10",22.7162
"2019-07-11",22.9369
"2019-07-12",23.5063
"2019-07-13",22.6427
"2019-07-14",22.4252
"2019-07-15",22.9043
"2019-07-16",23.2569
"2019-07-17",23.349
"2019-07-18",23.4082
"2019-07-19",23.2227
"2019-07-20",23.1806
"2019-07-21",23.2166
"2019-07-22",22.8625
"2019-07-23",22.2708
"2019-07-24",22.313
"2019-07-25",23.1948
"2019-07-26",22.9589
"2019-07-27",22.3516
"2019-07-28",22.4716
"2019-07-29",22.3908
"2019-07-30",22.7319
"2019-07-31",23.1984
"2019-08-01",23.5746
"2019-08-02",23.2958
"2019-08-03",23.1734
"2019-08-04",23.5309
"2019-08-05",23.8752
"2019-08-06",23.2907
"2019-08-07",23.2836
"2019-08-08",22.7543
"2019-08-09",22.5131
"2019-08-10",22.874
"2019-08-11",23.5188
"2019-08-12",22.3601
"2019-08-13",23.1229
"2019-08-14",22.7407
"2019-08-15",22.9364
"2019-08-16",23.4066
"2019-08-17",23.4613
"2019-08-18",23.397
"2019-08-19",23.0407
"2019-08-20",23.3555
"2019-08-21",23.2991
"2019-08-22",22.75
"2019-08-23",22.5978
"2019-08-24",22.9476
"2019-08-25",23.297
"2019-08-26",22.7049
"2019-08-27",22.6989
"2019-08-28",23.0506
"2019-08-29",23.4559
"2019-08-30",23.0955
"2019-08-31",23.4909
"2019-09-01",23.2716
"2019-09-02",23.4083
"2019-09-03",23.5156
"2019-09-04",23.0812
"2019-09-05",23.1583
"2019-09-06",23.3837
"2019-09-07",23.5003
"2019-09-08",23.0359
"2019-09-09",23.0241
"2019-09-10",23.6117
"2019-09-11",23.1819
"2019-09-12",22.4406
"2019-09-13",22.9292
"2019-09-14",22.9388
"2019-09-15",22.8373
"2019-09-16",22.8595
"2019-09-17",23.1914
"2019-09-18",23.1197
"2019-09-19",22.8559
"2019-09-20",23.0257
"2019-09-21",23.4832
"2019-09-22",23.2749
"2019-09-23",23.0202
"2019-09-24",22.3672
"2019-09-25",21.1786
"2019-09-26",21.5745
"2019-09-27",22.3202
"2019-09-28",22.6289
"2019-09-29",22.9332
"2019-09-30",22.6802
"2019-10-01",22.9304
"2019-10-02",23.3173
"2019-10-03",23.341
"2019-10-04",23.0046
"2019-10-05",23.2338
"2019-10-06",22.2619
"2019-10-07",22.7664
"2019-10-08",22.9768
"2019-10-09",23.0415
"2019-10-10",23.0498
"2019-10-11",22.7146
"2019-10-12",22.6749
"2019-10-13",23.1209
"2019-10-14",23.5013
"2019-10-15",23.3711
"2019-10-16",22.7613
"2019-10-17",23.1413
"2019-10-18",23.3964
"2019-10-19",23.2768
"2019-10-20",23.2777
"2019-10-21",22.6314
"2019-10-22",22.4568
"2019-10-23",23.0711
"2019-10-24",21.9563
"2019-10-25",22.3453
"2019-10-26",22.771
"2019-10-27",22.1137
"2019-10-28",22.5034
"2019-10-29",22.6168
"2019-10-30",22.9402
"2019-10-31",22.504
"2019-11-01",22.1348
"2019-11-02",22.7421
"2019-11-03",22.5777
"2019-11-04",22.6883
"2019-11-05",23.2377
"2019-11-06",22.8224
"2019-11-07",23.2306
"2019-11-08",23.3491
"2019-11-09",23.0623
"2019-11-10",23.41
"2019-11-11",23.0737
"2019-11-12",22.5796
"2019-11-13",22.6332
"2019-11-14",22.9371
"2019-11-15",23.5689
"2019-11-16",23.1553
"2019-11-17",23.0833
"2019-11-18",22.8362
"2019-11-19",23.3285
"2019-11-20",22.8112
"2019-11-21",22.6043
"2019-11-22",23.0084
"2019-11-23",23.0472
"2019-11-24",23.5112
"2019-11-25",22.9218
"2019-11-26",22.2496
"2019-11-27",22.9352
"2019-11-28",23.1172
"2019-11-29",23.7243
"2019-11-30",23.205
"2019-12-01",23.2471
"2019-12-02",22.9972
"2019-12-03",22.9534
"2019-12-04",23.0146
"2019-12-05",23.1184
"2019-12-06",22.8651
"2019-12-07",22.4326
"2019-12-08",22.3666
"2019-12-09",22.303
"2019-12-10",22.8365
"2019-12-11",22.3021
"2019-12-12",22.608
"2019-12-13",22.7832
"2019-12-14",22.1063
"2019-12-15",21.7359
"2019-12-16",21.3859
"2019-12-17",22.2356
"2019-12-18",22.6762
"2019-12-19",22.7194
"2019-12-20",22.8852
"2019-12-21",23.2854
"2019-12-22",23.266
"2019-12-23",23.1836
"2019-12-24",23.5707
"2019-12-25",23.0492
"2019-12-26",22.2139
"2019-12-27",21.1282
"2019-12-28",21.5048
"2019-12-29",20.1755
"2019-12-30",21.3573
"2019-12-31",22.1404
"2020-01-01",22.7156
"2020-01-02",23.3784
"2020-01-03",22.9938
"2020-01-04",22.9709
"2020-01-05",22.3772
"2020-01-06",21.6896
"2020-01-07",21.6861
"2020-01-08",20.6696
"2020-01-09",19.8529
"2020-01-10",19.5681
"2020-01-11",21.6587
"2020-01-12",20.632
"2020-01-13",18.1867
"2020-01-14",17.2276
"2020-01-15",18.4839
"2020-01-16",20.3525
"2020-01-17",21.8527
"2020-01-18",21.7607
"2020-01-19",21.8113
"2020-01-20",21.4102
"2020-01-21",21.9679
"2020-01-22",22.4379
"2020-01-23",22.1999
"2020-01-24",21.2324
"2020-01-25",21.169
"2020-01-26",19.2151
"2020-01-27",19.5412
"2020-01-28",19.6179
"2020-01-29",19.127
"2020-01-30",19.11
"2020-01-31",17.9873
"2020-02-01",17.8784
"2020-02-02",19.1247
"2020-02-03",19.5908
"2020-02-04",19.7989
"2020-02-05",19.8783
"2020-02-06",19.5645
"2020-02-07",19.9396
"2020-02-08",19.9108
"2020-02-09",18.0785
"2020-02-10",18.4311
"2020-02-11",20.3622
"2020-02-12",21.8118
"2020-02-13",21.0818
"2020-02-14",21.6799
"2020-02-15",21.4056
"2020-02-16",21.0388
"2020-02-17",19.4036
"2020-02-18",16.0289
"2020-02-19",17.7153
"2020-02-20",20.4672
"2020-02-21",22.0999
"2020-02-22",21.301
"2020-02-23",20.8262
"2020-02-24",20.5725
"2020-02-25",20.3949
"2020-02-26",19.9159
"2020-02-27",19.4884
"2020-02-28",18.3811
"2020-02-29",19.7031
"2020-03-01",19.928
"2020-03-02",20.8724
"2020-03-03",19.4309
"2020-03-04",19.3111
"2020-03-05",21.1902
"2020-03-06",22.421
"2020-03-07",22.0113
"2020-03-08",21.7567
"2020-03-09",21.9898
"2020-03-10",21.8152
"2020-03-11",21.6083
"2020-03-12",21.6245
"2020-03-13",20.3216
"2020-03-14",21.2027
"2020-03-15",21.6072
"2020-03-16",21.1865
"2020-03-17",21.834
"2020-03-18",22.6041
"2020-03-19",22.2888
"2020-03-20",21.4291
"2020-03-21",21.2095
"2020-03-22",21.3595
"2020-03-23",21.7487
"2020-03-24",21.086
"2020-03-25",20.674
"2020-03-26",19.2049
"2020-03-27",19.4311
"2020-03-28",21.0451
"2020-03-29",22.5715
"2020-03-30",22.2072
"2020-03-31",21.8386
"2020-04-01",19.8369
"2020-04-02",19.8467
"2020-04-03",20.9289
"2020-04-04",22.7965
"2020-04-05",23.1209
"2020-04-06",22.9015
"2020-04-07",22.9344
"2020-04-08",22.956
"2020-04-09",22.6267
"2020-04-10",22.1044
"2020-04-11",22.5799
"2020-04-12",22.6929
"2020-04-13",22.8131
"2020-04-14",22.7871
"2020-04-15",22.8211
"2020-04-16",23.0751
"2020-04-17",23.239
"2020-04-18",23.5559
"2020-04-19",23.3861
"2020-04-20",22.8394
"2020-04-21",23.233
"2020-04-22",23.4841
"2020-04-23",23.5825
"2020-04-24",23.8519
"2020-04-25",23.8725
"2020-04-26",23.9503
"2020-04-27",23.8817
"2020-04-28",23.9613
"2020-04-29",23.9495
"2020-04-30",23.6575
"2020-05-01",23.8333
"2020-05-02",24.0536
"2020-05-03",23.7099
"2020-05-04",24.1321
"2020-05-05",23.7056
"2020-05-06",23.7342
"2020-05-07",23.5027
"2020-05-08",24.3017
"2020-05-09",24.2305
"2020-05-10",24.3527
"2020-05-11",24.1563
"2020-05-12",24.0416
"2020-05-13",24.3274
"2020-05-14",24.1381
"2020-05-15",24.6526
"2020-05-16",24.9334
"2020-05-17",25.1861
"2020-05-18",24.5153
"2020-05-19",24.172
"2020-05-20",23.951
"2020-05-21",23.8651
"2020-05-22",23.3614
"2020-05-23",24.3121
"2020-05-24",24.6583
"2020-05-25",24.7241
"2020-05-26",24.8325
"2020-05-27",24.0431
"2020-05-28",24.0171
"2020-05-29",24.1915
"2020-05-30",23.8737
"2020-05-31",24.0808
"2020-06-01",23.515
"2020-06-02",22.0954
"2020-06-03",21.4438
"2020-06-04",21.6208
"2020-06-05",23.4049
"2020-06-06",22.9623
"2020-06-07",23.144
"2020-06-08",23.239
"2020-06-09",24.2314
"2020-06-10",24.1894
"2020-06-11",23.7539
"2020-06-12",24.0484
"2020-06-13",23.8182
"2020-06-14",23.7161
"2020-06-15",23.9719
"2020-06-16",24.116
"2020-06-17",24.2158
"2020-06-18",23.918
"2020-06-19",23.9399
"2020-06-20",23.8971
"2020-06-21",23.9506
"2020-06-22",23.5404
"2020-06-23",23.3346
"2020-06-24",23.6784
"2020-06-25",23.3499
"2020-06-26",22.7523
"2020-06-27",22.9686
"2020-06-28",23.57
"2020-06-29",23.8967
"2020-06-30",23.8178
"2020-07-01",23.7354
"2020-07-02",23.926
"2020-07-03",23.0592
"2020-07-04",23.1515
"2020-07-05",22.8152
"2020-07-06",23.0124
"2020-07-07",23.3524
"2020-07-08",23.8771
"2020-07-09",23.549
"2020-07-10",23.2981
"2020-07-11",22.8324
"2020-07-12",22.8005
"2020-07-13",23.3237
"2020-07-14",23.4821
"2020-07-15",23.603
"2020-07-16",22.9536
"2020-07-17",23.2165
"2020-07-18",23.349
"2020-07-19",23.6408
"2020-07-20",22.3936
"2020-07-21",22.8318
"2020-07-22",23.1788
"2020-07-23",22.6111
"2020-07-24",21.7857
"2020-07-25",22.5773
"2020-07-26",22.737
"2020-07-27",22.6574
"2020-07-28",23.1782
"2020-07-29",23.1417
"2020-07-30",22.9524
"2020-07-31",23.3197
"2020-08-01",23.2238
"2020-08-02",23.4292
"2020-08-03",23.3557
"2020-08-04",23.5331
"2020-08-05",23.4225
"2020-08-06",23.198
"2020-08-07",23.5801
"2020-08-08",23.3397
"2020-08-09",22.9502
"2020-08-10",22.9335
"2020-08-11",22.8144
"2020-08-12",21.9778
"2020-08-13",22.3688
"2020-08-14",22.2801
"2020-08-15",22.373
"2020-08-16",22.1215
"2020-08-17",22.8433
"2020-08-18",22.2118
"2020-08-19",22.6645
"2020-08-20",22.9498
"2020-08-21",23.2975
"2020-08-22",23.2696
"2020-08-23",22.9557
"2020-08-24",23.1844
"2020-08-25",22.7354
"2020-08-26",22.9405
"2020-08-27",22.7849
"2020-08-28",22.0783
"2020-08-29",22.1006
"2020-08-30",23.0083
"2020-08-31",23.1936
"2020-09-01",23.147
"2020-09-02",22.3032
"2020-09-03",22.4214
"2020-09-04",22.7497
"2020-09-05",22.8721
"2020-09-06",21.5364
"2020-09-07",22.0256
"2020-09-08",22.9535
"2020-09-09",22.7621
"2020-09-10",22.9833
"2020-09-11",23.3899
"2020-09-12",23.2116
"2020-09-13",23.0924
"2020-09-14",22.5997
"2020-09-15",23.1907
"2020-09-16",23.4475
"2020-09-17",23.3785
"2020-09-18",23.3385
"2020-09-19",23.2546
"2020-09-20",23.128
"2020-09-21",22.769
"2020-09-22",22.4382
"2020-09-23",22.8628
"2020-09-24",23.1301
"2020-09-25",22.664
"2020-09-26",23.0004
"2020-09-27",23.0603
"2020-09-28",23.3217
"2020-09-29",22.9697
"2020-09-30",22.4375
"2020-10-01",22.3325
"2020-10-02",23.1502
"2020-10-03",22.9789
"2020-10-04",22.5721
"2020-10-05",21.8034
"2020-10-06",22.5598
"2020-10-07",21.7753
"2020-10-08",22.8998
"2020-10-09",22.4961
"2020-10-10",22.6422
"2020-10-11",23.1117
"2020-10-12",22.9838
"2020-10-13",23.3741
"2020-10-14",23.1285
"2020-10-15",23.3252
"2020-10-16",22.748
"2020-10-17",22.4017
"2020-10-18",22.6838
"2020-10-19",22.8135
"2020-10-20",22.7234
"2020-10-21",23.2937
"2020-10-22",23.1853
"2020-10-23",22.7758
"2020-10-24",22.877
"2020-10-25",23.1294
"2020-10-26",23.6955
"2020-10-27",23.1908
"2020-10-28",23.0385
"2020-10-29",23.1289
"2020-10-30",23.3225
"2020-10-31",23.4647
"2020-11-01",23.7351
"2020-11-02",23.2417
"2020-11-03",23.2624
"2020-11-04",23.1019
"2020-11-05",23.4236
"2020-11-06",23.4664
"2020-11-07",23.3762
"2020-11-08",22.9909
"2020-11-09",22.9189
"2020-11-10",23.1662
"2020-11-11",23.7068
"2020-11-12",23.905
"2020-11-13",23.8964
"2020-11-14",23.5973
"2020-11-15",23.9555
"2020-11-16",23.5901
"2020-11-17",23.346
"2020-11-18",23.0261
"2020-11-19",23.0884
"2020-11-20",22.7711
"2020-11-21",22.5091
"2020-11-22",21.7917
"2020-11-23",22.5449
"2020-11-24",23.1875
"2020-11-25",22.9842
"2020-11-26",22.1478
"2020-11-27",21.6422
"2020-11-28",21.8372
"2020-11-29",22.4609
"2020-11-30",22.4086
"2020-12-01",22.1727
"2020-12-02",22.8078
"2020-12-03",22.7569
"2020-12-04",22.6399
"2020-12-05",22.6561
"2020-12-06",22.5071
"2020-12-07",22.5205
"2020-12-08",22.4883
"2020-12-09",22.097
"2020-12-10",21.973
"2020-12-11",20.6838
"2020-12-12",20.8868
"2020-12-13",21.0023
"2020-12-14",19.5622
"2020-12-15",22.0151
"2020-12-16",21.6919
"2020-12-17",22.2019
"2020-12-18",22.4138
"2020-12-19",22.8295
"2020-12-20",22.5043
"2020-12-21",22.9763
"2020-12-22",22.6233
"2020-12-23",22.6984
"2020-12-24",22.7003
"2020-12-25",21.6611
"2020-12-26",21.2354
"2020-12-27",22.2205
"2020-12-28",23.0644
"2020-12-29",22.6141
"2020-12-30",22.7424
"2020-12-31",22.3525
"2021-01-01",21.2513
"2021-01-02",22.6292
"2021-01-03",23.244
"2021-01-04",23.1718
"2021-01-05",23.114
"2021-01-06",22.8296
"2021-01-07",23.1893
"2021-01-08",23.563
"2021-01-09",22.7056
"2021-01-10",22.5315
"2021-01-11",22.7902
"2021-01-12",23.2159
"2021-01-13",23.1458
"2021-01-14",22.996
"2021-01-15",22.5796
"2021-01-16",22.6762
"2021-01-17",21.8971
"2021-01-18",21.8624
"2021-01-19",21.4159
"2021-01-20",22.908
"2021-01-21",23.3672
"2021-01-22",22.5052
"2021-01-23",20.4788
"2021-01-24",19.8371
"2021-01-25",19.861
"2021-01-26",18.0023
"2021-01-27",19.0014
"2021-01-28",20.5625
"2021-01-29",22.117
"2021-01-30",22.1969
"2021-01-31",22.3824
"2021-02-01",21.9182
"2021-02-02",21.576
"2021-02-03",20.644
"2021-02-04",19.6225
"2021-02-05",20.3216
"2021-02-06",21.5261
"2021-02-07",22.0835
"2021-02-08",20.903
"2021-02-09",19.0935
"2021-02-10",17.5927
"2021-02-11",17.8296
"2021-02-12",19.4579
"2021-02-13",21.019
"2021-02-14",20.8264
"2021-02-15",19.6615
"2021-02-16",19.6163
"2021-02-17",19.301
"2021-02-18",19.3384
"2021-02-19",21.7721
"2021-02-20",21.3272
"2021-02-21",20.712
"2021-02-22",20.9631
"2021-02-23",20.7698
"2021-02-24",20.6478
"2021-02-25",21.0239
"2021-02-26",19.9364
"2021-02-27",19.6487
"2021-02-28",19.4667
"2021-03-01",18.4093
"2021-03-02",15.857
"2021-03-03",18.2071
"2021-03-04",19.4552
"2021-03-05",18.8951
"2021-03-06",20.5774
"2021-03-07",21.6696
"2021-03-08",22.5362
"2021-03-09",21.3168
"2021-03-10",21.6447
"2021-03-11",22.29
"2021-03-12",22.1686
"2021-03-13",21.8898
"2021-03-14",21.6721
"2021-03-15",20.7404
"2021-03-16",21.5185
"2021-03-17",21.5587
"2021-03-18",21.2384
"2021-03-19",21.8877
"2021-03-20",22.8412
"2021-03-21",23.0458
"2021-03-22",22.8893
"2021-03-23",23.0598
"2021-03-24",22.7641
"2021-03-25",22.4871
"2021-03-26",23.18
"2021-03-27",22.9125
"2021-03-28",22.7393
"2021-03-29",22.0695
"2021-03-30",22.7675
"2021-03-31",23.7034
"2021-04-01",23.311
"2021-04-02",23.525
"2021-04-03",22.3663
"2021-04-04",21.2239
"2021-04-05",23.0791
"2021-04-06",22.434
"2021-04-07",21.3856
"2021-04-08",22.0916
"2021-04-09",22.5597
"2021-04-10",22.0152
"2021-04-11",22.4802
"2021-04-12",22.9284
"2021-04-13",23.1656
"2021-04-14",22.9317
"2021-04-15",23.2861
"2021-04-16",23.0981
"2021-04-17",23.7603
"2021-04-18",23.5944
"2021-04-19",23.5705
"2021-04-20",23.6922
"2021-04-21",23.5318
"2021-04-22",23.679
"2021-04-23",23.4464
"2021-04-24",23.5664
"2021-04-25",23.5491
"2021-04-26",23.6205
"2021-04-27",23.6117
"2021-04-28",23.8331
"2021-04-29",24.2589
"2021-04-30",23.6567
"2021-05-01",23.9909
"2021-05-02",23.8084
"2021-05-03",23.4058
"2021-05-04",23.0033
"2021-05-05",23.5168
"2021-05-06",23.6146
"2021-05-07",23.6391
"2021-05-08",24.0113
"2021-05-09",24.1405
"2021-05-10",24.4021
"2021-05-11",24.5508
"2021-05-12",24.3782
"2021-05-13",23.9075
"2021-05-14",23.4798
"2021-05-15",23.2903
"2021-05-16",24.1365
"2021-05-17",23.8987
"2021-05-18",24.4032
"2021-05-19",24.0207
"2021-05-20",23.5538
"2021-05-21",23.2973
"2021-05-22",23.9482
"2021-05-23",24.0698
"2021-05-24",24.3556
"2021-05-25",23.6463
"2021-05-26",23.1317
"2021-05-27",23.7786
"2021-05-28",24.0113
"2021-05-29",24.0237
"2021-05-30",24.077
"2021-05-31",24.1006
"2021-06-01",23.7005
"2021-06-02",24.271
"2021-06-03",24.0269
"2021-06-04",23.8757
"2021-06-05",23.2256
"2021-06-06",23.3952
"2021-06-07",23.9829
"2021-06-08",23.378
"2021-06-09",23.6115
"2021-06-10",23.4987
"2021-06-11",22.9963
"2021-06-12",23.3469
"2021-06-13",23.5427
"2021-06-14",23.2172
"2021-06-15",22.9404
"2021-06-16",23.2638
"2021-06-17",23.3216
"2021-06-18",23.1565
"2021-06-19",22.9123
"2021-06-20",23.3862
"2021-06-21",23.7338
"2021-06-22",23.5766
"2021-06-23",23.3575
"2021-06-24",23.4788
"2021-06-25",23.0596
"2021-06-26",23.4274
"2021-06-27",22.9542
"2021-06-28",23.3472
"2021-06-29",23.2905
"2021-06-30",23.7199
"2021-07-01",23.0543
"2021-07-02",23.4265
"2021-07-03",23.6616
"2021-07-04",23.5202
"2021-07-05",23.8968
"2021-07-06",23.8158
"2021-07-07",23.8446
"2021-07-08",24.0277
"2021-07-09",23.3705
"2021-07-10",22.5578
"2021-07-11",23.3338
"2021-07-12",23.7808
"2021-07-13",23.2555
"2021-07-14",23.1669
"2021-07-15",23.7591
"2021-07-16",23.6151
"2021-07-17",23.3343
"2021-07-18",23.503
"2021-07-19",23.3211
"2021-07-20",23.0901
"2021-07-21",23.3963
"2021-07-22",23.5803
"2021-07-23",23.4947
"2021-07-24",22.9897
"2021-07-25",23.5373
"2021-07-26",22.7188
"2021-07-27",23.186
"2021-07-28",23.3774
"2021-07-29",23.216
"2021-07-30",23.4727
"2021-07-31",23.4977
"2021-08-01",23.0903
"2021-08-02",23.1248
"2021-08-03",23.1882
"2021-08-04",23.6817
"2021-08-05",23.4138
"2021-08-06",23.5303
"2021-08-07",23.9086
"2021-08-08",23.5865
"2021-08-09",23.4608
"2021-08-10",22.9284
"2021-08-11",23.6739
"2021-08-12",22.8228
"2021-08-13",23.3585
"2021-08-14",22.6003
"2021-08-15",22.7734
"2021-08-16",23.006
"2021-08-17",23.1753
"2021-08-18",23.1056
"2021-08-19",22.4462
"2021-08-20",22.9859
"2021-08-21",23.112
"2021-08-22",22.8515
"2021-08-23",22.7536
"2021-08-24",22.8444
"2021-08-25",22.7305
"2021-08-26",23.017
"2021-08-27",23.2431
"2021-08-28",23.4799
"2021-08-29",23.0565
"2021-08-30",22.6054
"2021-08-31",22.7914
"2021-09-01",23.4723
"2021-09-02",23.0251
"2021-09-03",22.7672
"2021-09-04",23.1111
"2021-09-05",23.5398
"2021-09-06",23.4741
"2021-09-07",23.0514
"2021-09-08",22.9263
"2021-09-09",22.9297
"2021-09-10",23.5525
"2021-09-11",23.2761
"2021-09-12",22.7172
"2021-09-13",23.6004
"2021-09-14",23.9401
"2021-09-15",23.7469
"2021-09-16",23.3383
"2021-09-17",23.7664
"2021-09-18",23.7174
"2021-09-19",24.1003
"2021-09-20",23.8608
"2021-09-21",23.0307
"2021-09-22",23.7132
"2021-09-23",23.4448
"2021-09-24",23.8142
"2021-09-25",23.5552
"2021-09-26",23.2696
"2021-09-27",22.481
"2021-09-28",22.4709
"2021-09-29",22.5952
"2021-09-30",23.4002
"2021-10-01",22.5108
"2021-10-02",23.1529
"2021-10-03",23.7021
"2021-10-04",23.3723
"2021-10-05",23.0607
"2021-10-06",22.9228
"2021-10-07",23.2241
"2021-10-08",23.0726
"2021-10-09",23.2398
"2021-10-10",23.729
"2021-10-11",22.6153
"2021-10-12",23.43
"2021-10-13",22.9934
"2021-10-14",23.3783
"2021-10-15",23.4831
"2021-10-16",23.4135
