,"(deg C) Mean Dew Point Temperature (ERA5) at Matale, 2007-01-01 to 2025-12-31"
"2018-11-02",23.0526
"2018-11-03",23.2308
"2018-11-04",22.6699
"2018-11-05",22.4836
"2018-11-06",21.4188
"2018-11-07",23.1889
"2018-11-08",23.166
"2018-11-09",22.4942
"2018-11-10",21.6844
"2018-11-11",21.6882
"2018-11-12",21.4677
"2018-11-13",21.6285
"2018-11-14",21.9625
"2018-11-15",21.4846
"2018-11-16",22.9007
"2018-11-17",22.6758
"2018-11-18",23.0791
"2018-11-19",23.146
"2018-11-20",22.6356
"2018-11-21",23.1103
"2018-11-22",23.425
"2018-11-23",23.4112
"2018-11-24",22.894
"2018-11-25",22.7452
"2018-11-26",21.8791
"2018-11-27",22.3815
"2018-11-28",23.0899
"2018-11-29",22.7502
"2018-11-30",22.3174
"2018-12-01",21.2747
"2018-12-02",21.5271
"2018-12-03",22.946
"2018-12-04",23.2548
"2018-12-05",22.8208
"2018-12-06",22.6341
"2018-12-07",22.5203
"2018-12-08",22.5048
"2018-12-09",21.1589
"2018-12-10",21.1209
"2018-12-11",20.6209
"2018-12-12",20.3955
"2018-12-13",20.4341
"2018-12-14",21.8188
"2018-12-15",22.2716
"2018-12-16",21.3424
"2018-12-17",20.1956
"2018-12-18",21.0678
"2018-12-19",20.2517
"2018-12-20",22.6541
"2018-12-21",22.6943
"2018-12-22",22.8851
"2018-12-23",22.6995
"2018-12-24",22.5934
"2018-12-25",22.8291
"2018-12-26",22.4374
"2018-12-27",22.3166
"2018-12-28",20.8746
"2018-12-29",20.6007
"2018-12-30",20.6959
"2018-12-31",21.1551
"2019-01-01",20.32
"2019-01-02",18.7114
"2019-01-03",18.7865
"2019-01-04",18.6424
"2019-01-05",21.0061
"2019-01-06",18.8806
"2019-01-07",21.0183
"2019-01-08",20.9883
"2019-01-09",20.5319
"2019-01-10",20.6846
"2019-01-11",20.368
"2019-01-12",21.7145
"2019-01-13",22.366
"2019-01-14",21.6557
"2019-01-15",21.4626
"2019-01-16",21.2994
"2019-01-17",18.9331
"2019-01-18",17.9522
"2019-01-19",18.6932
"2019-01-20",20.3596
"2019-01-21",20.55
"2019-01-22",20.7478
"2019-01-23",21.0257
"2019-01-24",21.8789
"2019-01-25",22.4199
"2019-01-26",22.3739
"2019-01-27",21.2004
"2019-01-28",19.7506
"2019-01-29",20.0868
"2019-01-30",20.7811
"2019-01-31",21.2819
"2019-02-01",21.5844
"2019-02-02",22.1114
"2019-02-03",22.7079
"2019-02-04",22.7765
"2019-02-05",22.595
"2019-02-06",21.7866
"2019-02-07",22.188
"2019-02-08",23.1419
"2019-02-09",23.0261
"2019-02-10",22.5084
"2019-02-11",21.8837
"2019-02-12",21.7709
"2019-02-13",21.8622
"2019-02-14",22.6914
"2019-02-15",23.0156
"2019-02-16",22.8826
"2019-02-17",23.0907
"2019-02-18",23.2792
"2019-02-19",22.264
"2019-02-20",20.5542
"2019-02-21",21.3674
"2019-02-22",20.2222
"2019-02-23",19.6005
"2019-02-24",20.3032
"2019-02-25",22.4054
"2019-02-26",22.8966
"2019-02-27",22.3539
"2019-02-28",22.0046
"2019-03-01",21.5336
"2019-03-02",21.4977
"2019-03-03",22.7701
"2019-03-04",22.1273
"2019-03-05",22.3007
"2019-03-06",22.7059
"2019-03-07",22.2588
"2019-03-08",22.0279
"2019-03-09",22.4371
"2019-03-10",19.9968
"2019-03-11",19.201
"2019-03-12",19.1294
"2019-03-13",20.0875
"2019-03-14",19.3429
"2019-03-15",19.6117
"2019-03-16",21.3975
"2019-03-17",22.3072
"2019-03-18",22.0153
"2019-03-19",20.5828
"2019-03-20",19.7369
"2019-03-21",22.3104
"2019-03-22",22.8842
"2019-03-23",22.9263
"2019-03-24",20.0015
"2019-03-25",18.1342
"2019-03-26",19.2908
"2019-03-27",19.088
"2019-03-28",17.6355
"2019-03-29",18.6162
"2019-03-30",20.37
"2019-03-31",19.7893
"2019-04-01",19.9364
"2019-04-02",20.3483
"2019-04-03",20.7402
"2019-04-04",19.023
"2019-04-05",20.9591
"2019-04-06",21.2841
"2019-04-07",22.0653
"2019-04-08",22.0801
"2019-04-09",22.1947
"2019-04-10",23.0721
"2019-04-11",23.1496
"2019-04-12",22.3399
"2019-04-13",22.5986
"2019-04-14",21.9205
"2019-04-15",22.0442
"2019-04-16",23.5411
"2019-04-17",23.622
"2019-04-18",23.4252
"2019-04-19",23.9306
"2019-04-20",23.5976
"2019-04-21",23.8348
"2019-04-22",23.3052
"2019-04-23",23.7615
"2019-04-24",22.9907
"2019-04-25",23.2131
"2019-04-26",24.0342
"2019-04-27",24.6098
"2019-04-28",23.8349
"2019-04-29",23.3395
"2019-04-30",23.4836
"2019-05-01",23.8204
"2019-05-02",24.0699
"2019-05-03",23.5699
"2019-05-04",22.5706
"2019-05-05",22.1679
"2019-05-06",21.1168
"2019-05-07",22.377
"2019-05-08",21.2213
"2019-05-09",22.4728
"2019-05-10",23.7451
"2019-05-11",23.2033
"2019-05-12",23.2077
"2019-05-13",23.1972
"2019-05-14",22.9465
"2019-05-15",22.7149
"2019-05-16",23.5116
"2019-05-17",23.3118
"2019-05-18",23.2518
"2019-05-19",23.8856
"2019-05-20",23.6207
"2019-05-21",23.1866
"2019-05-22",22.5629
"2019-05-23",22.8211
"2019-05-24",22.9348
"2019-05-25",22.9043
"2019-05-26",22.6074
"2019-05-27",23.6701
"2019-05-28",24.3437
"2019-05-29",24.2233
"2019-05-30",23.4029
"2019-05-31",22.9328
"2019-06-01",22.0305
"2019-06-02",22.9196
"2019-06-03",23.2789
"2019-06-04",23.2782
"2019-06-05",23.2773
"2019-06-06",23.3886
"2019-06-07",23.3788
"2019-06-08",22.9377
"2019-06-09",22.7943
"2019-06-10",22.5181
"2019-06-11",22.5048
"2019-06-12",22.7809
"2019-06-13",22.9513
"2019-06-14",23.0464
"2019-06-15",23.6479
"2019-06-16",23.7483
"2019-06-17",23.7591
"2019-06-18",23.7294
"2019-06-19",23.5798
"2019-06-20",23.644
"2019-06-21",23.5333
"2019-06-22",23.1026
"2019-06-23",23.3251
"2019-06-24",23.7255
"2019-06-25",23.3151
"2019-06-26",22.6502
"2019-06-27",22.4079
"2019-06-28",21.8773
"2019-06-29",22.0876
"2019-06-30",22.2292
"2019-07-01",21.8231
"2019-07-02",22.5598
"2019-07-03",22.7498
"2019-07-04",22.3613
"2019-07-05",22.2859
"2019-07-06",21.9086
"2019-07-07",21.671
"2019-07-08",22.5364
"2019-07-09",21.8762
"2019-07-10",22.1817
"2019-07-11",22.1772
"2019-07-12",22.5901
"2019-07-13",21.9186
"2019-07-14",21.8203
"2019-07-15",22.3047
"2019-07-16",22.6447
"2019-07-17",23.0175
"2019-07-18",23.0011
"2019-07-19",22.5214
"2019-07-20",22.3664
"2019-07-21",22.5888
"2019-07-22",22.5456
"2019-07-23",21.4543
"2019-07-24",21.5847
"2019-07-25",22.3722
"2019-07-26",22.118
"2019-07-27",21.5202
"2019-07-28",21.5145
"2019-07-29",21.6661
"2019-07-30",21.9482
"2019-07-31",22.5036
"2019-08-01",22.616
"2019-08-02",22.2345
"2019-08-03",21.9558
"2019-08-04",22.5551
"2019-08-05",22.9546
"2019-08-06",22.4655
"2019-08-07",22.5192
"2019-08-08",22.318
"2019-08-09",22.4114
"2019-08-10",22.8375
"2019-08-11",23.1635
"2019-08-12",20.96
"2019-08-13",23.0432
"2019-08-14",22.329
"2019-08-15",22.3145
"2019-08-16",23.1107
"2019-08-17",23.0576
"2019-08-18",22.9229
"2019-08-19",22.435
"2019-08-20",22.5167
"2019-08-21",22.6579
"2019-08-22",22.5125
"2019-08-23",22.4935
"2019-08-24",22.4312
"2019-08-25",22.7351
"2019-08-26",22.1941
"2019-08-27",22.1044
"2019-08-28",22.632
"2019-08-29",22.9449
"2019-08-30",22.3248
"2019-08-31",22.7991
"2019-09-01",22.7653
"2019-09-02",22.4051
"2019-09-03",22.4744
"2019-09-04",22.3015
"2019-09-05",22.4023
"2019-09-06",22.7131
"2019-09-07",22.5792
"2019-09-08",22.48
"2019-09-09",22.1823
"2019-09-10",22.7798
"2019-09-11",22.574
"2019-09-12",21.8578
"2019-09-13",22.1123
"2019-09-14",22.2874
"2019-09-15",22.26
"2019-09-16",22.4148
"2019-09-17",22.4678
"2019-09-18",22.271
"2019-09-19",22.1557
"2019-09-20",22.402
"2019-09-21",22.8128
"2019-09-22",22.9997
"2019-09-23",22.8688
"2019-09-24",22.0909
"2019-09-25",20.8047
"2019-09-26",21.3106
"2019-09-27",22.2896
"2019-09-28",22.5317
"2019-09-29",22.8168
"2019-09-30",22.7999
"2019-10-01",22.9
"2019-10-02",23.0448
"2019-10-03",22.8125
"2019-10-04",23.1818
"2019-10-05",23.0313
"2019-10-06",22.2462
"2019-10-07",22.8757
"2019-10-08",23.0396
"2019-10-09",22.7496
"2019-10-10",22.9344
"2019-10-11",22.9242
"2019-10-12",22.9703
"2019-10-13",23.1582
"2019-10-14",23.3896
"2019-10-15",23.2156
"2019-10-16",23.0812
"2019-10-17",23.2968
"2019-10-18",23.5014
"2019-10-19",23.4755
"2019-10-20",23.2641
"2019-10-21",22.8573
"2019-10-22",22.208
"2019-10-23",22.9436
"2019-10-24",21.9431
"2019-10-25",22.3053
"2019-10-26",22.946
"2019-10-27",22.4068
"2019-10-28",22.6708
"2019-10-29",22.8621
"2019-10-30",22.9324
"2019-10-31",22.6595
"2019-11-01",22.3565
"2019-11-02",22.8809
"2019-11-03",22.8557
"2019-11-04",22.8669
"2019-11-05",22.7303
"2019-11-06",22.7942
"2019-11-07",23.0211
"2019-11-08",23.2216
"2019-11-09",22.9953
"2019-11-10",23.2433
"2019-11-11",23.0297
"2019-11-12",22.4994
"2019-11-13",22.6273
"2019-11-14",22.4054
"2019-11-15",23.2608
"2019-11-16",23.0296
"2019-11-17",22.935
"2019-11-18",22.9156
"2019-11-19",23.301
"2019-11-20",22.9538
"2019-11-21",22.616
"2019-11-22",22.84
"2019-11-23",22.7187
"2019-11-24",23.0782
"2019-11-25",22.8757
"2019-11-26",22.6687
"2019-11-27",22.9342
"2019-11-28",23.1345
"2019-11-29",23.4203
"2019-11-30",23.2635
"2019-12-01",23.1574
"2019-12-02",22.8987
"2019-12-03",23.0765
"2019-12-04",22.901
"2019-12-05",22.8149
"2019-12-06",22.8869
"2019-12-07",22.335
"2019-12-08",22.1625
"2019-12-09",22.1213
"2019-12-10",22.4698
"2019-12-11",22.2967
"2019-12-12",22.7725
"2019-12-13",22.7975
"2019-12-14",22.386
"2019-12-15",21.6962
"2019-12-16",21.8634
"2019-12-17",22.6931
"2019-12-18",23.0282
"2019-12-19",23.0059
"2019-12-20",22.6426
"2019-12-21",23.0935
"2019-12-22",23.0362
"2019-12-23",22.9902
"2019-12-24",23.2137
"2019-12-25",23.1562
"2019-12-26",22.0576
"2019-12-27",20.8395
"2019-12-28",21.286
"2019-12-29",20.6067
"2019-12-30",21.1164
"2019-12-31",22.6291
"2020-01-01",22.6786
"2020-01-02",23.1927
"2020-01-03",22.7894
"2020-01-04",22.921
"2020-01-05",22.5052
"2020-01-06",22.5889
"2020-01-07",22.6353
"2020-01-08",20.9542
"2020-01-09",20.5069
"2020-01-10",19.9766
"2020-01-11",22.1364
"2020-01-12",20.7951
"2020-01-13",18.3616
"2020-01-14",17.7825
"2020-01-15",18.6248
"2020-01-16",21.3717
"2020-01-17",22.3836
"2020-01-18",22.3628
"2020-01-19",22.7304
"2020-01-20",22.1434
"2020-01-21",22.6174
"2020-01-22",23.0731
"2020-01-23",23.182
"2020-01-24",22.2143
"2020-01-25",21.7517
"2020-01-26",19.967
"2020-01-27",18.8938
"2020-01-28",19.5453
"2020-01-29",19.837
"2020-01-30",19.9552
"2020-01-31",19.8904
"2020-02-01",19.4974
"2020-02-02",20.3232
"2020-02-03",21.3462
"2020-02-04",21.3817
"2020-02-05",20.8458
"2020-02-06",20.6967
"2020-02-07",19.9039
"2020-02-08",19.4017
"2020-02-09",19.2068
"2020-02-10",19.5817
"2020-02-11",21.5476
"2020-02-12",22.5008
"2020-02-13",21.8368
"2020-02-14",22.01
"2020-02-15",21.166
"2020-02-16",21.4683
"2020-02-17",20.3557
"2020-02-18",18.2313
"2020-02-19",19.0068
"2020-02-20",21.4613
"2020-02-21",23.0373
"2020-02-22",22.8635
"2020-02-23",22.5967
"2020-02-24",22.1687
"2020-02-25",22.215
"2020-02-26",22.1074
"2020-02-27",21.4263
"2020-02-28",20.5567
"2020-02-29",20.1372
"2020-03-01",20.8206
"2020-03-02",20.5139
"2020-03-03",19.1854
"2020-03-04",19.434
"2020-03-05",21.3715
"2020-03-06",22.6492
"2020-03-07",22.6212
"2020-03-08",21.6555
"2020-03-09",21.1399
"2020-03-10",21.6059
"2020-03-11",21.1418
"2020-03-12",20.981
"2020-03-13",20.5245
"2020-03-14",20.2044
"2020-03-15",21.4313
"2020-03-16",22.7528
"2020-03-17",22.4401
"2020-03-18",22.8744
"2020-03-19",22.615
"2020-03-20",21.0115
"2020-03-21",20.4695
"2020-03-22",21.0761
"2020-03-23",21.1531
"2020-03-24",20.9591
"2020-03-25",20.5452
"2020-03-26",20.0673
"2020-03-27",20.2152
"2020-03-28",21.0024
"2020-03-29",22.3093
"2020-03-30",22.5811
"2020-03-31",21.545
"2020-04-01",19.2777
"2020-04-02",19.8555
"2020-04-03",20.8393
"2020-04-04",23.1174
"2020-04-05",23.4214
"2020-04-06",23.2966
"2020-04-07",23.0219
"2020-04-08",23.1654
"2020-04-09",22.7357
"2020-04-10",22.2935
"2020-04-11",22.5349
"2020-04-12",23.3538
"2020-04-13",22.7407
"2020-04-14",23.2436
"2020-04-15",23.3182
"2020-04-16",23.417
"2020-04-17",23.5933
"2020-04-18",23.598
"2020-04-19",23.4546
"2020-04-20",23.6692
"2020-04-21",23.9516
"2020-04-22",23.5882
"2020-04-23",23.7403
"2020-04-24",23.9643
"2020-04-25",24.0173
"2020-04-26",23.7839
"2020-04-27",23.8731
"2020-04-28",24.132
"2020-04-29",24.1296
"2020-04-30",23.6362
"2020-05-01",23.5835
"2020-05-02",23.7944
"2020-05-03",23.3569
"2020-05-04",23.8646
"2020-05-05",23.6828
"2020-05-06",23.8384
"2020-05-07",23.4066
"2020-05-08",24.3372
"2020-05-09",24.5457
"2020-05-10",24.487
"2020-05-11",24.213
"2020-05-12",24.3606
"2020-05-13",24.2438
"2020-05-14",24.2427
"2020-05-15",24.6618
"2020-05-16",25.1792
"2020-05-17",24.9573
"2020-05-18",24.5247
"2020-05-19",23.8126
"2020-05-20",23.6658
"2020-05-21",23.6319
"2020-05-22",23.1686
"2020-05-23",24.2356
"2020-05-24",24.4116
"2020-05-25",24.6547
"2020-05-26",24.3249
"2020-05-27",23.7937
"2020-05-28",23.6612
"2020-05-29",23.7825
"2020-05-30",23.508
"2020-05-31",23.437
"2020-06-01",23.1942
"2020-06-02",21.806
"2020-06-03",21.0836
"2020-06-04",20.9484
"2020-06-05",22.9574
"2020-06-06",22.7048
"2020-06-07",23.2151
"2020-06-08",22.9211
"2020-06-09",23.5744
"2020-06-10",23.8162
"2020-06-11",23.2648
"2020-06-12",23.5966
"2020-06-13",23.2317
"2020-06-14",23.187
"2020-06-15",23.2359
"2020-06-16",23.398
"2020-06-17",23.623
"2020-06-18",23.2157
"2020-06-19",23.5573
"2020-06-20",23.2852
"2020-06-21",23.5031
"2020-06-22",23.1902
"2020-06-23",22.8966
"2020-06-24",22.9947
"2020-06-25",23.0315
"2020-06-26",22.5293
"2020-06-27",22.2657
"2020-06-28",23.1694
"2020-06-29",23.4563
"2020-06-30",23.1721
"2020-07-01",22.9748
"2020-07-02",23.2427
"2020-07-03",22.7023
"2020-07-04",22.5503
"2020-07-05",22.2591
"2020-07-06",22.6169
"2020-07-07",22.7923
"2020-07-08",23.4216
"2020-07-09",23.2544
"2020-07-10",23.0514
"2020-07-11",22.3726
"2020-07-12",22.3294
"2020-07-13",22.708
"2020-07-14",22.9259
"2020-07-15",23.145
"2020-07-16",22.6904
"2020-07-17",22.8074
"2020-07-18",23.051
"2020-07-19",23.8503
"2020-07-20",22.245
"2020-07-21",22.4745
"2020-07-22",22.8934
"2020-07-23",22.2641
"2020-07-24",21.5767
"2020-07-25",22.3634
"2020-07-26",22.4051
"2020-07-27",22.4856
"2020-07-28",22.9118
"2020-07-29",22.8323
"2020-07-30",22.495
"2020-07-31",22.8042
"2020-08-01",22.8398
"2020-08-02",22.9907
"2020-08-03",23.2432
"2020-08-04",23.1535
"2020-08-05",23.0349
"2020-08-06",23.159
"2020-08-07",23.4106
"2020-08-08",22.7751
"2020-08-09",23.0008
"2020-08-10",22.7174
"2020-08-11",22.4631
"2020-08-12",21.5411
"2020-08-13",21.7535
"2020-08-14",21.8246
"2020-08-15",21.7214
"2020-08-16",21.5221
"2020-08-17",22.1167
"2020-08-18",21.6137
"2020-08-19",22.1362
"2020-08-20",22.4392
"2020-08-21",22.5318
"2020-08-22",22.5797
"2020-08-23",22.2809
"2020-08-24",22.3759
"2020-08-25",21.9596
"2020-08-26",22.1846
"2020-08-27",21.9384
"2020-08-28",21.5469
"2020-08-29",21.4323
"2020-08-30",22.3011
"2020-08-31",22.6275
"2020-09-01",22.8119
"2020-09-02",22.104
"2020-09-03",21.796
"2020-09-04",21.9143
"2020-09-05",22.2296
"2020-09-06",21.3395
"2020-09-07",21.9437
"2020-09-08",22.7366
"2020-09-09",22.5991
"2020-09-10",22.5378
"2020-09-11",22.6211
"2020-09-12",22.8597
"2020-09-13",22.769
"2020-09-14",22.376
"2020-09-15",22.8242
"2020-09-16",22.7983
"2020-09-17",22.898
"2020-09-18",23.2759
"2020-09-19",22.9295
"2020-09-20",23.0952
"2020-09-21",22.638
"2020-09-22",22.4389
"2020-09-23",22.692
"2020-09-24",22.7628
"2020-09-25",22.232
"2020-09-26",22.3333
"2020-09-27",22.6248
"2020-09-28",22.7368
"2020-09-29",22.6187
"2020-09-30",22.1867
"2020-10-01",22.1519
"2020-10-02",22.4931
"2020-10-03",22.3853
"2020-10-04",21.5798
"2020-10-05",21.2043
"2020-10-06",22.0015
"2020-10-07",21.2436
"2020-10-08",22.4411
"2020-10-09",21.8975
"2020-10-10",22.4709
"2020-10-11",23.0704
"2020-10-12",22.3052
"2020-10-13",22.5936
"2020-10-14",22.8989
"2020-10-15",22.9876
"2020-10-16",21.9128
"2020-10-17",22.0155
"2020-10-18",22.3946
"2020-10-19",22.1831
"2020-10-20",22.2638
"2020-10-21",22.765
"2020-10-22",22.5484
"2020-10-23",21.9224
"2020-10-24",22.2006
"2020-10-25",22.3043
"2020-10-26",22.8478
"2020-10-27",22.9161
"2020-10-28",22.5441
"2020-10-29",22.7193
"2020-10-30",22.755
"2020-10-31",23.2729
"2020-11-01",23.3337
"2020-11-02",22.7317
"2020-11-03",22.4896
"2020-11-04",23.1472
"2020-11-05",23.5585
"2020-11-06",23.0603
"2020-11-07",23.1753
"2020-11-08",22.878
"2020-11-09",22.9928
"2020-11-10",23.108
"2020-11-11",23.4716
"2020-11-12",23.7705
"2020-11-13",23.5881
"2020-11-14",23.5786
"2020-11-15",23.6635
"2020-11-16",23.3627
"2020-11-17",23.1606
"2020-11-18",23.1141
"2020-11-19",22.9128
"2020-11-20",22.6078
"2020-11-21",22.6454
"2020-11-22",22.1061
"2020-11-23",22.7902
"2020-11-24",23.302
"2020-11-25",22.8388
"2020-11-26",21.6399
"2020-11-27",21.5468
"2020-11-28",22.3819
"2020-11-29",23.0535
"2020-11-30",22.9932
"2020-12-01",22.6603
"2020-12-02",22.8749
"2020-12-03",21.9924
"2020-12-04",22.2425
"2020-12-05",22.8635
"2020-12-06",22.7964
"2020-12-07",22.7613
"2020-12-08",22.7001
"2020-12-09",22.3238
"2020-12-10",21.2326
"2020-12-11",20.6008
"2020-12-12",21.1166
"2020-12-13",21.0337
"2020-12-14",19.7295
"2020-12-15",22.1906
"2020-12-16",21.5167
"2020-12-17",21.9018
"2020-12-18",22.8634
"2020-12-19",22.9261
"2020-12-20",22.4916
"2020-12-21",22.7559
"2020-12-22",22.434
"2020-12-23",22.714
"2020-12-24",22.3012
"2020-12-25",21.7323
"2020-12-26",21.1419
"2020-12-27",22.4037
"2020-12-28",22.9626
"2020-12-29",22.6621
"2020-12-30",22.8068
"2020-12-31",22.4283
"2021-01-01",21.2497
"2021-01-02",22.6741
"2021-01-03",23.1717
"2021-01-04",22.8652
"2021-01-05",22.8981
"2021-01-06",22.961
"2021-01-07",22.9073
"2021-01-08",23.1614
"2021-01-09",22.5681
"2021-01-10",22.7458
"2021-01-11",22.863
"2021-01-12",22.9308
"2021-01-13",23.0399
"2021-01-14",22.8021
"2021-01-15",22.3808
"2021-01-16",21.9876
"2021-01-17",22.1008
"2021-01-18",21.5945
"2021-01-19",21.3981
"2021-01-20",23.1379
"2021-01-21",23.2267
"2021-01-22",22.4712
"2021-01-23",20.8219
"2021-01-24",19.6483
"2021-01-25",19.3864
"2021-01-26",18.5684
"2021-01-27",19.1182
"2021-01-28",20.8482
"2021-01-29",22.4193
"2021-01-30",22.5496
"2021-01-31",22.6042
"2021-02-01",22.5195
"2021-02-02",22.6078
"2021-02-03",20.9246
"2021-02-04",19.9748
"2021-02-05",20.9719
"2021-02-06",22.0096
"2021-02-07",22.8552
"2021-02-08",21.3017
"2021-02-09",19.3458
"2021-02-10",17.7522
"2021-02-11",17.7617
"2021-02-12",20.1216
"2021-02-13",21.9823
"2021-02-14",21.8755
"2021-02-15",20.8948
"2021-02-16",20.3079
"2021-02-17",20.3881
"2021-02-18",20.9562
"2021-02-19",22.7789
"2021-02-20",22.4477
"2021-02-21",22.1442
"2021-02-22",22.3945
"2021-02-23",21.6817
"2021-02-24",21.4359
"2021-02-25",21.6331
"2021-02-26",20.5639
"2021-02-27",20.2003
"2021-02-28",20.13
"2021-03-01",18.6892
"2021-03-02",18.7068
"2021-03-03",19.1355
"2021-03-04",19.426
"2021-03-05",20.5194
"2021-03-06",22.0698
"2021-03-07",22.7096
"2021-03-08",22.7187
"2021-03-09",21.3574
"2021-03-10",21.6845
"2021-03-11",21.7784
"2021-03-12",21.6425
"2021-03-13",22.2652
"2021-03-14",22.0301
"2021-03-15",20.8955
"2021-03-16",22.1847
"2021-03-17",21.8737
"2021-03-18",21.0613
"2021-03-19",22.1614
"2021-03-20",21.4979
"2021-03-21",22.5319
"2021-03-22",22.3968
"2021-03-23",22.8122
"2021-03-24",22.54
"2021-03-25",21.9481
"2021-03-26",22.6857
"2021-03-27",22.9176
"2021-03-28",22.8287
"2021-03-29",22.068
"2021-03-30",22.0994
"2021-03-31",23.3169
"2021-04-01",22.9802
"2021-04-02",23.1787
"2021-04-03",21.6237
"2021-04-04",20.4487
"2021-04-05",21.8655
"2021-04-06",21.962
"2021-04-07",21.0328
"2021-04-08",21.6262
"2021-04-09",22.494
"2021-04-10",22.6742
"2021-04-11",22.9044
"2021-04-12",23.1491
"2021-04-13",23.2374
"2021-04-14",22.9191
"2021-04-15",23.2353
"2021-04-16",23.0819
"2021-04-17",23.6373
"2021-04-18",23.3665
"2021-04-19",23.2779
"2021-04-20",23.4476
"2021-04-21",23.6095
"2021-04-22",23.4987
"2021-04-23",23.3007
"2021-04-24",23.0953
"2021-04-25",23.6035
"2021-04-26",23.6336
"2021-04-27",23.5659
"2021-04-28",23.623
"2021-04-29",24.0045
"2021-04-30",23.6155
"2021-05-01",24.0398
"2021-05-02",24.0581
"2021-05-03",23.4559
"2021-05-04",23.2325
"2021-05-05",23.7559
"2021-05-06",23.8576
"2021-05-07",23.8899
"2021-05-08",24.0862
"2021-05-09",24.0551
"2021-05-10",24.0712
"2021-05-11",24.4574
"2021-05-12",24.1475
"2021-05-13",23.8201
"2021-05-14",23.2835
"2021-05-15",23.1332
"2021-05-16",23.5732
"2021-05-17",23.6668
"2021-05-18",24.3167
"2021-05-19",23.8397
"2021-05-20",23.2371
"2021-05-21",22.8744
"2021-05-22",23.691
"2021-05-23",23.9316
"2021-05-24",24.3238
"2021-05-25",23.4763
"2021-05-26",22.98
"2021-05-27",23.6693
"2021-05-28",23.7721
"2021-05-29",23.856
"2021-05-30",23.5684
"2021-05-31",23.7967
"2021-06-01",23.2805
"2021-06-02",23.5456
"2021-06-03",23.7632
"2021-06-04",23.7811
"2021-06-05",23.1253
"2021-06-06",22.947
"2021-06-07",23.5682
"2021-06-08",23.1595
"2021-06-09",23.3769
"2021-06-10",23.073
"2021-06-11",22.4359
"2021-06-12",23.1663
"2021-06-13",23.3791
"2021-06-14",23.11
"2021-06-15",22.8303
"2021-06-16",22.9783
"2021-06-17",22.89
"2021-06-18",22.5875
"2021-06-19",22.6763
"2021-06-20",23.0044
"2021-06-21",23.2868
"2021-06-22",23.2106
"2021-06-23",22.783
"2021-06-24",22.792
"2021-06-25",22.3765
"2021-06-26",22.9605
"2021-06-27",22.1769
"2021-06-28",22.5027
"2021-06-29",22.3908
"2021-06-30",22.9046
"2021-07-01",22.4924
"2021-07-02",22.6934
"2021-07-03",23.1679
"2021-07-04",23.3104
"2021-07-05",23.5482
"2021-07-06",23.3293
"2021-07-07",23.1953
"2021-07-08",23.4226
"2021-07-09",23.0252
"2021-07-10",22.1522
"2021-07-11",22.7649
"2021-07-12",23.2134
"2021-07-13",22.7222
"2021-07-14",22.6364
"2021-07-15",23.199
"2021-07-16",23.0375
"2021-07-17",23.1107
"2021-07-18",23.1838
"2021-07-19",22.6922
"2021-07-20",22.4889
"2021-07-21",22.7507
"2021-07-22",22.9806
"2021-07-23",23.0569
"2021-07-24",22.6827
"2021-07-25",23.2115
"2021-07-26",22.5124
"2021-07-27",22.9092
"2021-07-28",22.7696
"2021-07-29",22.542
"2021-07-30",22.48
"2021-07-31",22.7101
"2021-08-01",22.4609
"2021-08-02",22.1008
"2021-08-03",22.4192
"2021-08-04",22.8618
"2021-08-05",22.8672
"2021-08-06",22.9782
"2021-08-07",23.5055
"2021-08-08",23.2511
"2021-08-09",22.8183
"2021-08-10",22.2227
"2021-08-11",23.1863
"2021-08-12",22.4551
"2021-08-13",22.6188
"2021-08-14",22.1541
"2021-08-15",22.1401
"2021-08-16",22.1996
"2021-08-17",22.4283
"2021-08-18",22.4048
"2021-08-19",21.7607
"2021-08-20",22.3867
"2021-08-21",22.4842
"2021-08-22",22.666
"2021-08-23",22.1977
"2021-08-24",21.9331
"2021-08-25",22.1255
"2021-08-26",22.6635
"2021-08-27",22.6916
"2021-08-28",23.0254
"2021-08-29",22.8227
"2021-08-30",22.1405
"2021-08-31",22.1057
"2021-09-01",22.8379
"2021-09-02",22.5189
"2021-09-03",22.1354
"2021-09-04",22.5092
"2021-09-05",22.9253
"2021-09-06",22.8741
"2021-09-07",22.3466
"2021-09-08",22.1732
"2021-09-09",22.1704
"2021-09-10",22.8973
"2021-09-11",22.4454
"2021-09-12",21.9877
"2021-09-13",22.8034
"2021-09-14",23.2711
"2021-09-15",23.1385
"2021-09-16",22.6797
"2021-09-17",23.184
"2021-09-18",23.1357
"2021-09-19",23.4313
"2021-09-20",23.2571
"2021-09-21",22.6694
"2021-09-22",23.1324
"2021-09-23",22.9272
"2021-09-24",23.4691
"2021-09-25",23.1195
"2021-09-26",22.9879
"2021-09-27",21.6171
"2021-09-28",22.3432
"2021-09-29",22.2211
"2021-09-30",23.0237
"2021-10-01",22.4411
"2021-10-02",23.1479
"2021-10-03",23.696
"2021-10-04",23.1316
"2021-10-05",22.9084
"2021-10-06",22.6026
"2021-10-07",22.6202
"2021-10-08",22.6323
"2021-10-09",23.0773
"2021-10-10",23.5772
"2021-10-11",22.4699
"2021-10-12",23.1093
"2021-10-13",22.5292
"2021-10-14",22.9879
"2021-10-15",22.6837
"2021-10-16",22.8495
"2021-10-17",22.2519
