,"(deg C) Mean Dew Point Temperature (ERA5) at Anuradhapura, 2007-01-01 to 2025-12-31"
"2018-11-02",24.0219
"2018-11-03",23.9809
"2018-11-04",23.5919
"2018-11-05",23.2092
"2018-11-06",22.4683
"2018-11-07",23.7519
"2018-11-08",23.9824
"2018-11-09",23.4956
"2018-11-10",22.3999
"2018-11-11",22.7249
"2018-11-12",22.1756
"2018-11-13",22.982
"2018-11-14",23.0382
"2018-11-15",22.3995
"2018-11-16",24.0541
"2018-11-17",23.7604
"2018-11-18",24.078
"2018-11-19",23.7868
"2018-11-20",23.4548
"2018-11-21",23.2599
"2018-11-22",24.0138
"2018-11-23",24.1223
"2018-11-24",23.6679
"2018-11-25",23.5102
"2018-11-26",21.6461
"2018-11-27",22.0326
"2018-11-28",23.5752
"2018-11-29",23.5645
"2018-11-30",23.2301
"2018-12-01",22.2749
"2018-12-02",21.9599
"2018-12-03",24.0586
"2018-12-04",24.1951
"2018-12-05",23.8156
"2018-12-06",23.4142
"2018-12-07",23.7373
"2018-12-08",22.9393
"2018-12-09",21.8702
"2018-12-10",21.5142
"2018-12-11",21.2731
"2018-12-12",21.6674
"2018-12-13",21.9535
"2018-12-14",22.6874
"2018-12-15",23.0143
"2018-12-16",22.0032
"2018-12-17",21.2868
"2018-12-18",22.0059
"2018-12-19",21.1652
"2018-12-20",22.8075
"2018-12-21",23.3058
"2018-12-22",23.8563
"2018-12-23",23.6032
"2018-12-24",23.6339
"2018-12-25",23.5586
"2018-12-26",23.4683
"2018-12-27",22.889
"2018-12-28",22.1595
"2018-12-29",21.8483
"2018-12-30",21.7399
"2018-12-31",21.3157
"2019-01-01",20.2105
"2019-01-02",19.1339
"2019-01-03",19.0286
"2019-01-04",19.4901
"2019-01-05",21.48
"2019-01-06",19.5948
"2019-01-07",21.4971
"2019-01-08",21.6132
"2019-01-09",20.8204
"2019-01-10",20.4441
"2019-01-11",20.3381
"2019-01-12",21.5033
"2019-01-13",22.7297
"2019-01-14",21.4402
"2019-01-15",21.2251
"2019-01-16",20.9758
"2019-01-17",18.7748
"2019-01-18",18.4196
"2019-01-19",18.9615
"2019-01-20",20.4804
"2019-01-21",20.5999
"2019-01-22",21.3996
"2019-01-23",21.6338
"2019-01-24",22.6484
"2019-01-25",23.4331
"2019-01-26",23.144
"2019-01-27",21.8508
"2019-01-28",20.4207
"2019-01-29",20.6483
"2019-01-30",21.11
"2019-01-31",21.6067
"2019-02-01",21.7881
"2019-02-02",22.1059
"2019-02-03",23.3119
"2019-02-04",23.5168
"2019-02-05",23.3338
"2019-02-06",22.1885
"2019-02-07",22.636
"2019-02-08",23.9123
"2019-02-09",23.6605
"2019-02-10",23.1899
"2019-02-11",22.1056
"2019-02-12",21.9328
"2019-02-13",21.7055
"2019-02-14",23.3614
"2019-02-15",23.5857
"2019-02-16",23.7579
"2019-02-17",23.7487
"2019-02-18",24.1622
"2019-02-19",23.1367
"2019-02-20",21.4317
"2019-02-21",21.486
"2019-02-22",20.672
"2019-02-23",20.3041
"2019-02-24",20.5528
"2019-02-25",22.5557
"2019-02-26",23.2731
"2019-02-27",23.0178
"2019-02-28",22.7654
"2019-03-01",22.417
"2019-03-02",22.4377
"2019-03-03",22.2688
"2019-03-04",21.9353
"2019-03-05",23.0138
"2019-03-06",23.1403
"2019-03-07",23.0696
"2019-03-08",23.0861
"2019-03-09",23.5691
"2019-03-10",21.5237
"2019-03-11",20.6611
"2019-03-12",19.8723
"2019-03-13",20.8985
"2019-03-14",20.6292
"2019-03-15",21.2869
"2019-03-16",22.1996
"2019-03-17",22.9323
"2019-03-18",23.0171
"2019-03-19",21.9921
"2019-03-20",21.6667
"2019-03-21",23.25
"2019-03-22",23.9278
"2019-03-23",23.3243
"2019-03-24",21.7138
"2019-03-25",20.5386
"2019-03-26",21.2104
"2019-03-27",21.2159
"2019-03-28",19.0821
"2019-03-29",20.3793
"2019-03-30",21.9189
"2019-03-31",21.3833
"2019-04-01",21.614
"2019-04-02",21.9735
"2019-04-03",22.1471
"2019-04-04",21.3372
"2019-04-05",21.4004
"2019-04-06",21.5626
"2019-04-07",22.6787
"2019-04-08",22.9292
"2019-04-09",22.9928
"2019-04-10",23.8128
"2019-04-11",23.7682
"2019-04-12",23.4122
"2019-04-13",23.4105
"2019-04-14",23.0811
"2019-04-15",22.9792
"2019-04-16",24.2878
"2019-04-17",24.3585
"2019-04-18",24.467
"2019-04-19",24.616
"2019-04-20",24.2552
"2019-04-21",24.8895
"2019-04-22",24.0593
"2019-04-23",24.5239
"2019-04-24",23.9602
"2019-04-25",23.805
"2019-04-26",24.6542
"2019-04-27",25.3703
"2019-04-28",24.8046
"2019-04-29",24.4286
"2019-04-30",24.9383
"2019-05-01",24.9509
"2019-05-02",25.2036
"2019-05-03",24.5568
"2019-05-04",23.5466
"2019-05-05",23.5843
"2019-05-06",23.2451
"2019-05-07",22.696
"2019-05-08",22.174
"2019-05-09",23.5115
"2019-05-10",24.5409
"2019-05-11",24.1387
"2019-05-12",24.0695
"2019-05-13",24.2713
"2019-05-14",23.5146
"2019-05-15",23.7115
"2019-05-16",24.4664
"2019-05-17",24.4743
"2019-05-18",24.3303
"2019-05-19",24.7052
"2019-05-20",24.5552
"2019-05-21",24.4754
"2019-05-22",24.1452
"2019-05-23",24.0716
"2019-05-24",24.136
"2019-05-25",24.1599
"2019-05-26",24.1933
"2019-05-27",24.5035
"2019-05-28",25.2958
"2019-05-29",24.7615
"2019-05-30",24.1903
"2019-05-31",24.0929
"2019-06-01",23.6394
"2019-06-02",24.2609
"2019-06-03",24.3284
"2019-06-04",24.2298
"2019-06-05",24.4401
"2019-06-06",24.3439
"2019-06-07",24.3782
"2019-06-08",24.1348
"2019-06-09",24.0456
"2019-06-10",23.8563
"2019-06-11",23.9541
"2019-06-12",24.0953
"2019-06-13",23.9284
"2019-06-14",24.2433
"2019-06-15",24.635
"2019-06-16",24.618
"2019-06-17",24.7269
"2019-06-18",24.4371
"2019-06-19",24.2654
"2019-06-20",24.2134
"2019-06-21",24.1074
"2019-06-22",23.3867
"2019-06-23",24.0377
"2019-06-24",24.3198
"2019-06-25",24.0031
"2019-06-26",23.7283
"2019-06-27",23.2802
"2019-06-28",22.7888
"2019-06-29",23.0698
"2019-06-30",23.106
"2019-07-01",23.0259
"2019-07-02",23.6935
"2019-07-03",23.8149
"2019-07-04",23.473
"2019-07-05",23.6106
"2019-07-06",23.2919
"2019-07-07",23.2777
"2019-07-08",23.8816
"2019-07-09",23.5384
"2019-07-10",23.7191
"2019-07-11",23.7992
"2019-07-12",23.7337
"2019-07-13",23.2168
"2019-07-14",23.1586
"2019-07-15",23.2757
"2019-07-16",23.6051
"2019-07-17",23.9618
"2019-07-18",23.7274
"2019-07-19",22.8646
"2019-07-20",22.8351
"2019-07-21",22.9099
"2019-07-22",23.6825
"2019-07-23",22.7544
"2019-07-24",23.0064
"2019-07-25",23.2755
"2019-07-26",23.2758
"2019-07-27",22.9902
"2019-07-28",22.8509
"2019-07-29",22.8897
"2019-07-30",23.1418
"2019-07-31",23.4743
"2019-08-01",23.6873
"2019-08-02",23.573
"2019-08-03",23.2797
"2019-08-04",23.7473
"2019-08-05",23.8654
"2019-08-06",23.8734
"2019-08-07",23.8022
"2019-08-08",23.6684
"2019-08-09",23.9417
"2019-08-10",23.5954
"2019-08-11",23.6936
"2019-08-12",20.5202
"2019-08-13",24.0061
"2019-08-14",23.226
"2019-08-15",23.3968
"2019-08-16",24.2665
"2019-08-17",24.1297
"2019-08-18",24.0977
"2019-08-19",23.5458
"2019-08-20",23.3784
"2019-08-21",23.6998
"2019-08-22",23.5778
"2019-08-23",23.5813
"2019-08-24",23.4828
"2019-08-25",23.7764
"2019-08-26",23.2843
"2019-08-27",23.0326
"2019-08-28",23.5335
"2019-08-29",23.6318
"2019-08-30",23.1833
"2019-08-31",23.7978
"2019-09-01",23.8064
"2019-09-02",23.4994
"2019-09-03",23.5412
"2019-09-04",23.2891
"2019-09-05",23.6566
"2019-09-06",23.8624
"2019-09-07",23.4452
"2019-09-08",23.3505
"2019-09-09",23.3368
"2019-09-10",23.6588
"2019-09-11",23.716
"2019-09-12",23.065
"2019-09-13",22.9752
"2019-09-14",23.2324
"2019-09-15",23.3617
"2019-09-16",23.5478
"2019-09-17",23.7458
"2019-09-18",23.3319
"2019-09-19",23.4755
"2019-09-20",23.4194
"2019-09-21",23.6756
"2019-09-22",23.7667
"2019-09-23",24.0148
"2019-09-24",23.5049
"2019-09-25",22.2812
"2019-09-26",22.1254
"2019-09-27",23.0182
"2019-09-28",23.5413
"2019-09-29",23.6139
"2019-09-30",23.5922
"2019-10-01",23.6553
"2019-10-02",23.5763
"2019-10-03",23.5052
"2019-10-04",23.9006
"2019-10-05",23.6492
"2019-10-06",23.2225
"2019-10-07",23.7991
"2019-10-08",23.79
"2019-10-09",23.536
"2019-10-10",23.5473
"2019-10-11",23.5832
"2019-10-12",23.6856
"2019-10-13",23.8089
"2019-10-14",24.3543
"2019-10-15",24.0708
"2019-10-16",23.8677
"2019-10-17",23.9628
"2019-10-18",24.3128
"2019-10-19",24.3237
"2019-10-20",24.3222
"2019-10-21",24.0836
"2019-10-22",23.8458
"2019-10-23",24.1441
"2019-10-24",23.5395
"2019-10-25",23.895
"2019-10-26",23.9888
"2019-10-27",23.4846
"2019-10-28",23.637
"2019-10-29",23.6776
"2019-10-30",23.6868
"2019-10-31",23.6418
"2019-11-01",23.7918
"2019-11-02",24.2117
"2019-11-03",23.9821
"2019-11-04",24.3032
"2019-11-05",23.4217
"2019-11-06",23.8975
"2019-11-07",24.2512
"2019-11-08",24.4749
"2019-11-09",24.058
"2019-11-10",24.098
"2019-11-11",24.1891
"2019-11-12",23.4828
"2019-11-13",23.2777
"2019-11-14",24.0595
"2019-11-15",24.0508
"2019-11-16",23.6328
"2019-11-17",24.0325
"2019-11-18",23.9462
"2019-11-19",24.1623
"2019-11-20",23.9139
"2019-11-21",23.6714
"2019-11-22",23.8948
"2019-11-23",24.0072
"2019-11-24",23.6648
"2019-11-25",23.6502
"2019-11-26",23.8476
"2019-11-27",23.985
"2019-11-28",24.0627
"2019-11-29",24.2141
"2019-11-30",24.0981
"2019-12-01",23.5599
"2019-12-02",24.1114
"2019-12-03",23.8129
"2019-12-04",23.803
"2019-12-05",23.6339
"2019-12-06",23.7554
"2019-12-07",23.0569
"2019-12-08",22.2398
"2019-12-09",22.541
"2019-12-10",23.1802
"2019-12-11",22.9117
"2019-12-12",23.6635
"2019-12-13",23.5988
"2019-12-14",23.3883
"2019-12-15",23.046
"2019-12-16",23.2921
"2019-12-17",23.4974
"2019-12-18",24.0556
"2019-12-19",23.6671
"2019-12-20",23.6349
"2019-12-21",23.5896
"2019-12-22",23.3747
"2019-12-23",23.8002
"2019-12-24",23.7563
"2019-12-25",23.6876
"2019-12-26",22.0684
"2019-12-27",21.3563
"2019-12-28",21.4791
"2019-12-29",21.92
"2019-12-30",22.5178
"2019-12-31",23.5248
"2020-01-01",23.8033
"2020-01-02",24.2434
"2020-01-03",24.2548
"2020-01-04",23.8369
"2020-01-05",23.5087
"2020-01-06",23.6815
"2020-01-07",23.2779
"2020-01-08",21.4478
"2020-01-09",20.9553
"2020-01-10",20.2339
"2020-01-11",21.993
"2020-01-12",20.8607
"2020-01-13",18.9076
"2020-01-14",18.3383
"2020-01-15",19.3682
"2020-01-16",22.2246
"2020-01-17",23.3738
"2020-01-18",23.7556
"2020-01-19",23.5538
"2020-01-20",22.3406
"2020-01-21",22.9225
"2020-01-22",23.934
"2020-01-23",23.623
"2020-01-24",22.7544
"2020-01-25",21.7657
"2020-01-26",20.5843
"2020-01-27",19.8585
"2020-01-28",20.6593
"2020-01-29",20.9718
"2020-01-30",21.135
"2020-01-31",21.2515
"2020-02-01",20.6031
"2020-02-02",20.4552
"2020-02-03",21.9694
"2020-02-04",22.1242
"2020-02-05",21.5084
"2020-02-06",21.4936
"2020-02-07",20.6097
"2020-02-08",20.1277
"2020-02-09",20.0905
"2020-02-10",19.8698
"2020-02-11",21.9237
"2020-02-12",22.7091
"2020-02-13",22.2418
"2020-02-14",21.6896
"2020-02-15",21.5697
"2020-02-16",21.9394
"2020-02-17",20.4372
"2020-02-18",18.9729
"2020-02-19",19.5633
"2020-02-20",21.5422
"2020-02-21",23.9767
"2020-02-22",23.3403
"2020-02-23",23.3515
"2020-02-24",22.9041
"2020-02-25",23.125
"2020-02-26",22.9986
"2020-02-27",22.1071
"2020-02-28",21.109
"2020-02-29",20.4578
"2020-03-01",21.2161
"2020-03-02",21.0846
"2020-03-03",20.3051
"2020-03-04",20.3122
"2020-03-05",21.9925
"2020-03-06",23.0831
"2020-03-07",23.1708
"2020-03-08",22.6802
"2020-03-09",22.0789
"2020-03-10",22.8291
"2020-03-11",22.2512
"2020-03-12",21.8729
"2020-03-13",21.7586
"2020-03-14",21.1049
"2020-03-15",22.0647
"2020-03-16",23.2522
"2020-03-17",23.033
"2020-03-18",23.8785
"2020-03-19",23.1786
"2020-03-20",21.9309
"2020-03-21",21.6099
"2020-03-22",22.2178
"2020-03-23",22.0352
"2020-03-24",22.1766
"2020-03-25",21.9422
"2020-03-26",21.6693
"2020-03-27",21.1856
"2020-03-28",21.9972
"2020-03-29",22.6541
"2020-03-30",23.2834
"2020-03-31",22.1144
"2020-04-01",20.9968
"2020-04-02",21.5881
"2020-04-03",22.1664
"2020-04-04",24.1644
"2020-04-05",24.8127
"2020-04-06",24.5577
"2020-04-07",24.091
"2020-04-08",24.1699
"2020-04-09",23.3538
"2020-04-10",23.253
"2020-04-11",23.3909
"2020-04-12",24.2206
"2020-04-13",23.5733
"2020-04-14",23.5936
"2020-04-15",23.9837
"2020-04-16",24.0822
"2020-04-17",23.9596
"2020-04-18",24.2808
"2020-04-19",24.3662
"2020-04-20",24.1464
"2020-04-21",24.2841
"2020-04-22",24.3884
"2020-04-23",24.5819
"2020-04-24",24.6854
"2020-04-25",24.7597
"2020-04-26",24.4763
"2020-04-27",24.6516
"2020-04-28",24.9904
"2020-04-29",24.8499
"2020-04-30",24.4449
"2020-05-01",24.6639
"2020-05-02",24.8056
"2020-05-03",24.6909
"2020-05-04",24.3259
"2020-05-05",24.7155
"2020-05-06",24.8203
"2020-05-07",24.5293
"2020-05-08",25.1383
"2020-05-09",25.5786
"2020-05-10",25.1989
"2020-05-11",25.014
"2020-05-12",25.1993
"2020-05-13",25.0769
"2020-05-14",25.1923
"2020-05-15",25.7841
"2020-05-16",26.509
"2020-05-17",26.0688
"2020-05-18",25.7078
"2020-05-19",25.1894
"2020-05-20",24.8541
"2020-05-21",24.6727
"2020-05-22",24.5199
"2020-05-23",25.5052
"2020-05-24",25.6552
"2020-05-25",26.0073
"2020-05-26",25.5652
"2020-05-27",25.1421
"2020-05-28",24.7006
"2020-05-29",24.4983
"2020-05-30",24.5177
"2020-05-31",24.3989
"2020-06-01",24.4366
"2020-06-02",24.0084
"2020-06-03",23.4921
"2020-06-04",23.3295
"2020-06-05",24.3251
"2020-06-06",23.7487
"2020-06-07",24.3453
"2020-06-08",24.1655
"2020-06-09",24.5832
"2020-06-10",25.1065
"2020-06-11",24.5019
"2020-06-12",24.7917
"2020-06-13",24.1615
"2020-06-14",24.2206
"2020-06-15",24.3211
"2020-06-16",24.4946
"2020-06-17",24.4582
"2020-06-18",24.3572
"2020-06-19",24.3301
"2020-06-20",24.2335
"2020-06-21",24.454
"2020-06-22",23.9119
"2020-06-23",24.587
"2020-06-24",24.2675
"2020-06-25",24.3725
"2020-06-26",24.048
"2020-06-27",23.226
"2020-06-28",24.4094
"2020-06-29",24.5478
"2020-06-30",24.4963
"2020-07-01",24.1417
"2020-07-02",24.1873
"2020-07-03",23.8436
"2020-07-04",23.8651
"2020-07-05",23.276
"2020-07-06",23.6421
"2020-07-07",23.862
"2020-07-08",24.5007
"2020-07-09",24.7276
"2020-07-10",24.5902
"2020-07-11",23.8593
"2020-07-12",23.7877
"2020-07-13",24.1096
"2020-07-14",24.2159
"2020-07-15",24.3285
"2020-07-16",23.9598
"2020-07-17",23.9481
"2020-07-18",24.216
"2020-07-19",24.7453
"2020-07-20",23.7202
"2020-07-21",23.4633
"2020-07-22",23.6462
"2020-07-23",23.4826
"2020-07-24",23.2469
"2020-07-25",23.698
"2020-07-26",23.921
"2020-07-27",24.3457
"2020-07-28",24.3993
"2020-07-29",23.5823
"2020-07-30",23.1477
"2020-07-31",23.681
"2020-08-01",23.7682
"2020-08-02",23.7003
"2020-08-03",23.8179
"2020-08-04",23.7222
"2020-08-05",23.7442
"2020-08-06",24.1658
"2020-08-07",23.8935
"2020-08-08",23.2568
"2020-08-09",23.8829
"2020-08-10",23.4901
"2020-08-11",23.3694
"2020-08-12",22.8079
"2020-08-13",22.8536
"2020-08-14",22.9955
"2020-08-15",22.6954
"2020-08-16",22.8878
"2020-08-17",23.2269
"2020-08-18",22.7942
"2020-08-19",23.4734
"2020-08-20",23.5596
"2020-08-21",23.3621
"2020-08-22",23.6276
"2020-08-23",23.2697
"2020-08-24",23.046
"2020-08-25",22.894
"2020-08-26",23.0728
"2020-08-27",22.2169
"2020-08-28",22.6399
"2020-08-29",22.6471
"2020-08-30",23.0196
"2020-08-31",23.6463
"2020-09-01",23.8167
"2020-09-02",23.2347
"2020-09-03",23.5243
"2020-09-04",23.1201
"2020-09-05",23.284
"2020-09-06",23.1514
"2020-09-07",23.5573
"2020-09-08",23.8658
"2020-09-09",23.8573
"2020-09-10",23.9352
"2020-09-11",23.9293
"2020-09-12",23.8321
"2020-09-13",23.8685
"2020-09-14",23.6092
"2020-09-15",23.9685
"2020-09-16",23.8709
"2020-09-17",23.7277
"2020-09-18",24.0103
"2020-09-19",23.1571
"2020-09-20",23.6592
"2020-09-21",23.4818
"2020-09-22",23.5303
"2020-09-23",23.4036
"2020-09-24",23.672
"2020-09-25",23.4607
"2020-09-26",23.4099
"2020-09-27",23.4365
"2020-09-28",23.4891
"2020-09-29",23.412
"2020-09-30",22.9705
"2020-10-01",22.9226
"2020-10-02",22.9795
"2020-10-03",22.4072
"2020-10-04",21.8136
"2020-10-05",22.2184
"2020-10-06",22.6675
"2020-10-07",22.9774
"2020-10-08",23.5669
"2020-10-09",22.6749
"2020-10-10",23.6099
"2020-10-11",23.4409
"2020-10-12",22.5648
"2020-10-13",22.594
"2020-10-14",23.1073
"2020-10-15",23.3863
"2020-10-16",22.1201
"2020-10-17",23.1021
"2020-10-18",23.5153
"2020-10-19",23.1244
"2020-10-20",23.1834
"2020-10-21",23.2995
"2020-10-22",22.8487
"2020-10-23",22.5381
"2020-10-24",22.9217
"2020-10-25",22.735
"2020-10-26",23.1214
"2020-10-27",22.9832
"2020-10-28",23.1139
"2020-10-29",22.7179
"2020-10-30",23.3285
"2020-10-31",23.7661
"2020-11-01",23.3374
"2020-11-02",23.0407
"2020-11-03",23.0434
"2020-11-04",23.6302
"2020-11-05",23.8544
"2020-11-06",23.7058
"2020-11-07",23.9493
"2020-11-08",23.6734
"2020-11-09",23.8054
"2020-11-10",23.7246
"2020-11-11",23.9541
"2020-11-12",24.4647
"2020-11-13",24.4412
"2020-11-14",24.3177
"2020-11-15",24.5143
"2020-11-16",24.0516
"2020-11-17",23.8158
"2020-11-18",23.8251
"2020-11-19",23.6626
"2020-11-20",23.6824
"2020-11-21",22.9913
"2020-11-22",22.987
"2020-11-23",23.8915
"2020-11-24",23.8372
"2020-11-25",23.6407
"2020-11-26",22.7344
"2020-11-27",23.3801
"2020-11-28",23.9172
"2020-11-29",24.0763
"2020-11-30",23.45
"2020-12-01",23.1526
"2020-12-02",23.6023
"2020-12-03",22.4741
"2020-12-04",23.2314
"2020-12-05",24.0579
"2020-12-06",24.0002
"2020-12-07",23.8174
"2020-12-08",23.7161
"2020-12-09",23.3581
"2020-12-10",22.0801
"2020-12-11",21.4278
"2020-12-12",22.5033
"2020-12-13",21.3253
"2020-12-14",20.8911
"2020-12-15",23.0911
"2020-12-16",22.9625
"2020-12-17",23.4547
"2020-12-18",23.7272
"2020-12-19",23.4968
"2020-12-20",22.9209
"2020-12-21",22.5872
"2020-12-22",22.9359
"2020-12-23",23.3745
"2020-12-24",22.4346
"2020-12-25",22.6498
"2020-12-26",21.2243
"2020-12-27",23.4543
"2020-12-28",23.6386
"2020-12-29",23.6991
"2020-12-30",23.7606
"2020-12-31",23.2752
"2021-01-01",21.6233
"2021-01-02",23.4847
"2021-01-03",23.7696
"2021-01-04",23.7351
"2021-01-05",23.6883
"2021-01-06",23.6714
"2021-01-07",23.6785
"2021-01-08",23.9636
"2021-01-09",23.5313
"2021-01-10",23.6547
"2021-01-11",23.42
"2021-01-12",23.6787
"2021-01-13",23.666
"2021-01-14",23.7449
"2021-01-15",23.3062
"2021-01-16",23.2456
"2021-01-17",22.5178
"2021-01-18",21.2308
"2021-01-19",21.7974
"2021-01-20",23.953
"2021-01-21",24.151
"2021-01-22",23.2484
"2021-01-23",21.6411
"2021-01-24",19.7205
"2021-01-25",19.4332
"2021-01-26",19.4652
"2021-01-27",19.6133
"2021-01-28",21.0978
"2021-01-29",23.149
"2021-01-30",23.6425
"2021-01-31",23.4849
"2021-02-01",23.4474
"2021-02-02",23.2741
"2021-02-03",21.1399
"2021-02-04",20.4799
"2021-02-05",21.0359
"2021-02-06",21.8055
"2021-02-07",23.2534
"2021-02-08",20.7624
"2021-02-09",19.1473
"2021-02-10",18.2679
"2021-02-11",18.3021
"2021-02-12",20.4588
"2021-02-13",22.4644
"2021-02-14",22.4237
"2021-02-15",21.5947
"2021-02-16",21.3704
"2021-02-17",21.0557
"2021-02-18",21.6374
"2021-02-19",23.5322
"2021-02-20",23.2398
"2021-02-21",23.1282
"2021-02-22",23.2935
"2021-02-23",22.0221
"2021-02-24",21.6102
"2021-02-25",22.026
"2021-02-26",21.5423
"2021-02-27",21.6553
"2021-02-28",21.1678
"2021-03-01",20.3408
"2021-03-02",20.3237
"2021-03-03",20.1506
"2021-03-04",20.6294
"2021-03-05",21.5302
"2021-03-06",23.4569
"2021-03-07",23.9842
"2021-03-08",23.9258
"2021-03-09",23.5731
"2021-03-10",23.1521
"2021-03-11",22.7469
"2021-03-12",22.343
"2021-03-13",23.158
"2021-03-14",23.176
"2021-03-15",21.7206
"2021-03-16",22.8315
"2021-03-17",22.3166
"2021-03-18",21.8698
"2021-03-19",22.8804
"2021-03-20",23.1234
"2021-03-21",23.7798
"2021-03-22",23.1594
"2021-03-23",22.9438
"2021-03-24",23.33
"2021-03-25",23.3647
"2021-03-26",24.1092
"2021-03-27",23.8433
"2021-03-28",23.3645
"2021-03-29",22.997
"2021-03-30",23.022
"2021-03-31",24.0628
"2021-04-01",23.9601
"2021-04-02",24.1279
"2021-04-03",22.3682
"2021-04-04",22.4288
"2021-04-05",23.4917
"2021-04-06",23.3381
"2021-04-07",22.4899
"2021-04-08",22.4908
"2021-04-09",23.3549
"2021-04-10",23.4235
"2021-04-11",23.1376
"2021-04-12",23.9445
"2021-04-13",23.9253
"2021-04-14",23.5997
"2021-04-15",23.8415
"2021-04-16",24.0189
"2021-04-17",24.629
"2021-04-18",24.1904
"2021-04-19",24.5348
"2021-04-20",24.8006
"2021-04-21",24.8374
"2021-04-22",24.4162
"2021-04-23",24.6099
"2021-04-24",23.9647
"2021-04-25",24.2356
"2021-04-26",24.7638
"2021-04-27",24.8169
"2021-04-28",24.622
"2021-04-29",24.9416
"2021-04-30",24.5774
"2021-05-01",24.5654
"2021-05-02",24.5999
"2021-05-03",24.2018
"2021-05-04",24.1578
"2021-05-05",24.5985
"2021-05-06",24.5971
"2021-05-07",24.8098
"2021-05-08",24.8665
"2021-05-09",24.6577
"2021-05-10",24.6936
"2021-05-11",25.1729
"2021-05-12",25.1006
"2021-05-13",24.9871
"2021-05-14",24.1674
"2021-05-15",24.4932
"2021-05-16",24.5969
"2021-05-17",24.6784
"2021-05-18",25.0888
"2021-05-19",24.895
"2021-05-20",24.4332
"2021-05-21",24.2282
"2021-05-22",24.7138
"2021-05-23",25.0813
"2021-05-24",25.2971
"2021-05-25",24.2858
"2021-05-26",23.8662
"2021-05-27",24.304
"2021-05-28",24.6089
"2021-05-29",24.7785
"2021-05-30",24.4751
"2021-05-31",24.5435
"2021-06-01",24.2696
"2021-06-02",24.5321
"2021-06-03",24.7906
"2021-06-04",24.9344
"2021-06-05",24.3436
"2021-06-06",24.0918
"2021-06-07",24.4988
"2021-06-08",24.1256
"2021-06-09",24.2907
"2021-06-10",23.9155
"2021-06-11",23.4684
"2021-06-12",23.8319
"2021-06-13",24.119
"2021-06-14",23.667
"2021-06-15",23.5825
"2021-06-16",23.6056
"2021-06-17",23.4061
"2021-06-18",23.2187
"2021-06-19",23.3736
"2021-06-20",23.8278
"2021-06-21",24.0176
"2021-06-22",24.131
"2021-06-23",23.6706
"2021-06-24",23.6386
"2021-06-25",23.2845
"2021-06-26",23.5261
"2021-06-27",23.4199
"2021-06-28",23.2573
"2021-06-29",23.1966
"2021-06-30",23.6426
"2021-07-01",23.4158
"2021-07-02",23.3487
"2021-07-03",24.1797
"2021-07-04",24.2717
"2021-07-05",24.6285
"2021-07-06",24.3002
"2021-07-07",24.0255
"2021-07-08",24.2474
"2021-07-09",23.8083
"2021-07-10",22.6615
"2021-07-11",23.0724
"2021-07-12",23.5838
"2021-07-13",23.6475
"2021-07-14",23.5754
"2021-07-15",24.0969
"2021-07-16",24.2015
"2021-07-17",24.2759
"2021-07-18",24.3061
"2021-07-19",23.6274
"2021-07-20",23.3342
"2021-07-21",23.4812
"2021-07-22",23.4587
"2021-07-23",23.61
"2021-07-24",23.6096
"2021-07-25",23.858
"2021-07-26",23.7397
"2021-07-27",23.5292
"2021-07-28",23.4367
"2021-07-29",23.0845
"2021-07-30",23.2915
"2021-07-31",23.5673
"2021-08-01",23.4413
"2021-08-02",22.7678
"2021-08-03",23.083
"2021-08-04",23.5963
"2021-08-05",23.5757
"2021-08-06",23.8083
"2021-08-07",24.0289
"2021-08-08",24.0536
"2021-08-09",23.4588
"2021-08-10",23.2084
"2021-08-11",23.9664
"2021-08-12",23.5918
"2021-08-13",23.4889
"2021-08-14",23.2741
"2021-08-15",23.2551
"2021-08-16",23.1929
"2021-08-17",23.3172
"2021-08-18",23.0989
"2021-08-19",22.6298
"2021-08-20",23.1556
"2021-08-21",23.7572
"2021-08-22",23.5735
"2021-08-23",23.1764
"2021-08-24",22.8024
"2021-08-25",23.156
"2021-08-26",23.6639
"2021-08-27",23.246
"2021-08-28",23.3537
"2021-08-29",23.0438
"2021-08-30",22.6378
"2021-08-31",23.0408
"2021-09-01",23.5156
"2021-09-02",23.6665
"2021-09-03",23.4891
"2021-09-04",23.3659
"2021-09-05",23.5354
"2021-09-06",23.3284
"2021-09-07",22.8212
"2021-09-08",22.9323
"2021-09-09",22.9221
"2021-09-10",23.6789
"2021-09-11",23.0746
"2021-09-12",23.0221
"2021-09-13",23.3306
"2021-09-14",23.871
"2021-09-15",23.7235
"2021-09-16",23.7003
"2021-09-17",24.1917
"2021-09-18",24.6122
"2021-09-19",24.6816
"2021-09-20",24.2799
"2021-09-21",23.5827
"2021-09-22",23.9958
"2021-09-23",24.232
"2021-09-24",24.5225
"2021-09-25",24.177
"2021-09-26",24.1297
"2021-09-27",22.4432
"2021-09-28",22.7956
"2021-09-29",23.3508
"2021-09-30",24.357
"2021-10-01",23.8221
"2021-10-02",24.1806
"2021-10-03",24.4254
"2021-10-04",24.2011
"2021-10-05",24.0678
"2021-10-06",23.8354
"2021-10-07",23.7558
"2021-10-08",23.8203
"2021-10-09",24.3776
"2021-10-10",24.4584
"2021-10-11",23.4329
"2021-10-12",23.6147
"2021-10-13",23.5292
"2021-10-14",24.0314
"2021-10-15",23.7658
"2021-10-16",23.5133
