,"(deg C) Mean Dew Point Temperature (ERA5) at Matara, 2007-01-01 to 2025-12-31"
"2018-10-30",23.1272
"2018-10-31",23.3234
"2018-11-01",22.9101
"2018-11-02",23.4099
"2018-11-03",23.4181
"2018-11-04",23.5623
"2018-11-05",22.6226
"2018-11-06",22.1977
"2018-11-07",23.5174
"2018-11-08",23.2843
"2018-11-09",22.9124
"2018-11-10",23.2682
"2018-11-11",22.4097
"2018-11-12",21.8061
"2018-11-13",22.2007
"2018-11-14",22.6524
"2018-11-15",22.851
"2018-11-16",23.762
"2018-11-17",22.9767
"2018-11-18",22.9676
"2018-11-19",23.0484
"2018-11-20",22.8623
"2018-11-21",23.6118
"2018-11-22",23.4817
"2018-11-23",23.4132
"2018-11-24",23.0595
"2018-11-25",23.2439
"2018-11-26",23.3525
"2018-11-27",23.4137
"2018-11-28",23.2234
"2018-11-29",22.9593
"2018-11-30",22.7983
"2018-12-01",22.4187
"2018-12-02",22.6172
"2018-12-03",23.1356
"2018-12-04",23.4478
"2018-12-05",23.3037
"2018-12-06",22.8369
"2018-12-07",22.6214
"2018-12-08",23.21
"2018-12-09",23.0579
"2018-12-10",22.9073
"2018-12-11",22.4911
"2018-12-12",21.6698
"2018-12-13",21.2579
"2018-12-14",22.0163
"2018-12-15",22.0219
"2018-12-16",21.6999
"2018-12-17",21.6217
"2018-12-18",21.9756
"2018-12-19",22.954
"2018-12-20",23.0899
"2018-12-21",22.9628
"2018-12-22",22.7815
"2018-12-23",22.9627
"2018-12-24",22.7222
"2018-12-25",22.804
"2018-12-26",22.4962
"2018-12-27",22.8863
"2018-12-28",22.0323
"2018-12-29",21.5619
"2018-12-30",21.3272
"2018-12-31",22.0029
"2019-01-01",22.3491
"2019-01-02",22.2498
"2019-01-03",21.9283
"2019-01-04",21.9104
"2019-01-05",21.6132
"2019-01-06",22.0435
"2019-01-07",21.8033
"2019-01-08",22.5803
"2019-01-09",22.6722
"2019-01-10",22.8397
"2019-01-11",23.0673
"2019-01-12",22.6324
"2019-01-13",22.943
"2019-01-14",22.8582
"2019-01-15",23.1428
"2019-01-16",22.987
"2019-01-17",22.4764
"2019-01-18",21.6599
"2019-01-19",21.2395
"2019-01-20",21.1046
"2019-01-21",21.305
"2019-01-22",21.4271
"2019-01-23",22.2371
"2019-01-24",22.655
"2019-01-25",22.7413
"2019-01-26",22.8852
"2019-01-27",22.8422
"2019-01-28",22.1358
"2019-01-29",21.9048
"2019-01-30",21.8755
"2019-01-31",21.6551
"2019-02-01",22.1513
"2019-02-02",22.4399
"2019-02-03",22.9775
"2019-02-04",23.0546
"2019-02-05",22.9537
"2019-02-06",22.8535
"2019-02-07",22.9595
"2019-02-08",23.4459
"2019-02-09",23.2845
"2019-02-10",23.0508
"2019-02-11",22.2978
"2019-02-12",21.5906
"2019-02-13",22.3789
"2019-02-14",22.9614
"2019-02-15",23.1702
"2019-02-16",23.0935
"2019-02-17",23.4942
"2019-02-18",23.6575
"2019-02-19",22.7634
"2019-02-20",21.0991
"2019-02-21",21.4696
"2019-02-22",21.6212
"2019-02-23",20.2566
"2019-02-24",21.1148
"2019-02-25",23.1125
"2019-02-26",23.4422
"2019-02-27",23.3779
"2019-02-28",22.7458
"2019-03-01",22.6431
"2019-03-02",22.3825
"2019-03-03",23.8578
"2019-03-04",23.5773
"2019-03-05",23.4864
"2019-03-06",24.1227
"2019-03-07",23.8231
"2019-03-08",23.8294
"2019-03-09",23.4232
"2019-03-10",22.4055
"2019-03-11",21.8838
"2019-03-12",21.6241
"2019-03-13",22.5043
"2019-03-14",22.8058
"2019-03-15",21.1436
"2019-03-16",22.9983
"2019-03-17",23.35
"2019-03-18",22.9133
"2019-03-19",22.529
"2019-03-20",22.1815
"2019-03-21",23.1822
"2019-03-22",23.5016
"2019-03-23",23.3746
"2019-03-24",22.7832
"2019-03-25",20.6305
"2019-03-26",20.7404
"2019-03-27",21.7089
"2019-03-28",22.4466
"2019-03-29",22.5102
"2019-03-30",22.9029
"2019-03-31",23.1045
"2019-04-01",22.3886
"2019-04-02",22.08
"2019-04-03",22.3916
"2019-04-04",21.3238
"2019-04-05",22.0797
"2019-04-06",22.9704
"2019-04-07",23.5721
"2019-04-08",23.8978
"2019-04-09",23.7105
"2019-04-10",24.45
"2019-04-11",24.008
"2019-04-12",24.4419
"2019-04-13",24.1609
"2019-04-14",24.5012
"2019-04-15",23.7828
"2019-04-16",23.671
"2019-04-17",23.7183
"2019-04-18",23.734
"2019-04-19",24.2028
"2019-04-20",23.7385
"2019-04-21",23.8466
"2019-04-22",23.5898
"2019-04-23",24.0744
"2019-04-24",24.092
"2019-04-25",23.7071
"2019-04-26",24.4821
"2019-04-27",24.8085
"2019-04-28",24.5909
"2019-04-29",24.1038
"2019-04-30",24.011
"2019-05-01",24.8497
"2019-05-02",24.8617
"2019-05-03",24.1296
"2019-05-04",24.6172
"2019-05-05",24.1884
"2019-05-06",23.3509
"2019-05-07",24.609
"2019-05-08",23.4163
"2019-05-09",23.4327
"2019-05-10",24.3986
"2019-05-11",24.2728
"2019-05-12",25.0234
"2019-05-13",25.0086
"2019-05-14",24.7243
"2019-05-15",24.5607
"2019-05-16",25.1223
"2019-05-17",24.9345
"2019-05-18",24.4632
"2019-05-19",25.1333
"2019-05-20",24.9445
"2019-05-21",24.8169
"2019-05-22",23.5708
"2019-05-23",23.8773
"2019-05-24",24.2127
"2019-05-25",24.3615
"2019-05-26",24.3161
"2019-05-27",24.8764
"2019-05-28",25.579
"2019-05-29",24.837
"2019-05-30",24.7272
"2019-05-31",24.3466
"2019-06-01",24.2444
"2019-06-02",24.9409
"2019-06-03",24.3809
"2019-06-04",24.2572
"2019-06-05",24.6008
"2019-06-06",24.638
"2019-06-07",24.3466
"2019-06-08",24.2996
"2019-06-09",24.1908
"2019-06-10",23.7428
"2019-06-11",23.5767
"2019-06-12",23.9924
"2019-06-13",24.1215
"2019-06-14",24.1793
"2019-06-15",24.9504
"2019-06-16",24.9338
"2019-06-17",24.9673
"2019-06-18",24.8958
"2019-06-19",24.7647
"2019-06-20",24.598
"2019-06-21",24.434
"2019-06-22",24.1158
"2019-06-23",24.2733
"2019-06-24",24.8827
"2019-06-25",24.7046
"2019-06-26",24.5003
"2019-06-27",24.1714
"2019-06-28",23.8245
"2019-06-29",23.734
"2019-06-30",24.0466
"2019-07-01",24.1365
"2019-07-02",24.3484
"2019-07-03",24.055
"2019-07-04",24.2854
"2019-07-05",24.247
"2019-07-06",23.8424
"2019-07-07",23.6639
"2019-07-08",24.3157
"2019-07-09",23.7795
"2019-07-10",23.5007
"2019-07-11",24.0681
"2019-07-12",24.1377
"2019-07-13",23.5037
"2019-07-14",23.8452
"2019-07-15",23.7674
"2019-07-16",24.0446
"2019-07-17",23.6582
"2019-07-18",23.2724
"2019-07-19",23.1994
"2019-07-20",23.3306
"2019-07-21",23.3498
"2019-07-22",23.0533
"2019-07-23",23.141
"2019-07-24",23.2368
"2019-07-25",23.8683
"2019-07-26",23.9775
"2019-07-27",23.1352
"2019-07-28",23.3311
"2019-07-29",22.9709
"2019-07-30",23.2266
"2019-07-31",23.7991
"2019-08-01",24.2241
"2019-08-02",24.4353
"2019-08-03",24.4932
"2019-08-04",24.6241
"2019-08-05",24.3394
"2019-08-06",23.8119
"2019-08-07",24.1362
"2019-08-08",23.0846
"2019-08-09",23.3683
"2019-08-10",23.5475
"2019-08-11",24.0666
"2019-08-12",22.0208
"2019-08-13",23.1185
"2019-08-14",23.4147
"2019-08-15",23.673
"2019-08-16",23.6416
"2019-08-17",23.5092
"2019-08-18",23.7866
"2019-08-19",23.4113
"2019-08-20",23.7339
"2019-08-21",23.4886
"2019-08-22",23.0075
"2019-08-23",22.8267
"2019-08-24",23.1458
"2019-08-25",23.4948
"2019-08-26",23.223
"2019-08-27",23.3825
"2019-08-28",23.6782
"2019-08-29",23.7291
"2019-08-30",22.9403
"2019-08-31",24.0651
"2019-09-01",23.6049
"2019-09-02",24.0277
"2019-09-03",24.1678
"2019-09-04",23.7973
"2019-09-05",23.6711
"2019-09-06",23.9523
"2019-09-07",24.2283
"2019-09-08",23.9974
"2019-09-09",23.7159
"2019-09-10",24.2703
"2019-09-11",23.5023
"2019-09-12",23.1565
"2019-09-13",23.5578
"2019-09-14",23.6116
"2019-09-15",23.236
"2019-09-16",23.2335
"2019-09-17",23.5615
"2019-09-18",23.9437
"2019-09-19",23.2123
"2019-09-20",23.21
"2019-09-21",23.7464
"2019-09-22",23.7216
"2019-09-23",23.2028
"2019-09-24",22.6578
"2019-09-25",22.1995
"2019-09-26",21.7946
"2019-09-27",22.6523
"2019-09-28",22.8628
"2019-09-29",22.9047
"2019-09-30",22.8782
"2019-10-01",22.7286
"2019-10-02",23.0734
"2019-10-03",22.9445
"2019-10-04",23.1854
"2019-10-05",23.1797
"2019-10-06",22.5847
"2019-10-07",23.0814
"2019-10-08",23.5659
"2019-10-09",23.3019
"2019-10-10",23.2292
"2019-10-11",22.937
"2019-10-12",23.0796
"2019-10-13",23.0434
"2019-10-14",23.8871
"2019-10-15",23.2472
"2019-10-16",22.9843
"2019-10-17",23.1103
"2019-10-18",23.3678
"2019-10-19",23.0901
"2019-10-20",23.1378
"2019-10-21",23.0407
"2019-10-22",23.1167
"2019-10-23",23.538
"2019-10-24",22.4334
"2019-10-25",22.7138
"2019-10-26",23.0558
"2019-10-27",23.1229
"2019-10-28",22.8259
"2019-10-29",22.8874
"2019-10-30",23.0327
"2019-10-31",23.3741
"2019-11-01",22.6336
"2019-11-02",22.8092
"2019-11-03",23.0315
"2019-11-04",23.3439
"2019-11-05",23.5896
"2019-11-06",23.4197
"2019-11-07",23.3547
"2019-11-08",23.9339
"2019-11-09",23.392
"2019-11-10",23.5096
"2019-11-11",23.217
"2019-11-12",22.8101
"2019-11-13",22.6204
"2019-11-14",22.908
"2019-11-15",23.5164
"2019-11-16",23.0536
"2019-11-17",23.1166
"2019-11-18",23.1273
"2019-11-19",23.5762
"2019-11-20",22.7719
"2019-11-21",22.7727
"2019-11-22",23.0184
"2019-11-23",23.0732
"2019-11-24",23.5208
"2019-11-25",23.0185
"2019-11-26",22.5695
"2019-11-27",23.0861
"2019-11-28",23.1525
"2019-11-29",23.8458
"2019-11-30",23.1644
"2019-12-01",23.3729
"2019-12-02",23.5581
"2019-12-03",23.3493
"2019-12-04",23.1797
"2019-12-05",23.365
"2019-12-06",23.3314
"2019-12-07",22.9962
"2019-12-08",23.3899
"2019-12-09",23.1567
"2019-12-10",23.2769
"2019-12-11",22.913
"2019-12-12",23.3025
"2019-12-13",22.9113
"2019-12-14",22.428
"2019-12-15",22.44
"2019-12-16",21.9106
"2019-12-17",22.6294
"2019-12-18",23.0094
"2019-12-19",23.0272
"2019-12-20",22.8963
"2019-12-21",23.5042
"2019-12-22",23.4262
"2019-12-23",23.4819
"2019-12-24",23.5521
"2019-12-25",22.9651
"2019-12-26",22.2599
"2019-12-27",22.6816
"2019-12-28",22.829
"2019-12-29",22.5592
"2019-12-30",21.8768
"2019-12-31",22.755
"2020-01-01",22.9484
"2020-01-02",23.4361
"2020-01-03",23.074
"2020-01-04",23.1215
"2020-01-05",22.8393
"2020-01-06",22.2904
"2020-01-07",22.2728
"2020-01-08",22.6179
"2020-01-09",22.6448
"2020-01-10",21.1166
"2020-01-11",22.2744
"2020-01-12",22.504
"2020-01-13",22.2285
"2020-01-14",20.1729
"2020-01-15",20.5668
"2020-01-16",21.0246
"2020-01-17",22.266
"2020-01-18",22.1902
"2020-01-19",22.6758
"2020-01-20",23.1598
"2020-01-21",22.7758
"2020-01-22",22.865
"2020-01-23",22.6022
"2020-01-24",22.1174
"2020-01-25",21.9976
"2020-01-26",21.8467
"2020-01-27",20.8579
"2020-01-28",19.8313
"2020-01-29",19.8516
"2020-01-30",20.5224
"2020-01-31",19.6972
"2020-02-01",18.7244
"2020-02-02",19.9254
"2020-02-03",20.7761
"2020-02-04",21.1603
"2020-02-05",21.6218
"2020-02-06",21.5867
"2020-02-07",21.182
"2020-02-08",20.5119
"2020-02-09",20.6997
"2020-02-10",20.379
"2020-02-11",19.437
"2020-02-12",21.6782
"2020-02-13",23.0211
"2020-02-14",23.6696
"2020-02-15",23.1721
"2020-02-16",22.1047
"2020-02-17",21.6113
"2020-02-18",20.0379
"2020-02-19",19.9806
"2020-02-20",21.0201
"2020-02-21",22.1705
"2020-02-22",21.6811
"2020-02-23",20.7324
"2020-02-24",20.4722
"2020-02-25",21.3067
"2020-02-26",21.1089
"2020-02-27",21.7794
"2020-02-28",21.0897
"2020-02-29",20.9404
"2020-03-01",21.5461
"2020-03-02",22.5102
"2020-03-03",22.1287
"2020-03-04",21.14
"2020-03-05",22.4596
"2020-03-06",23.3448
"2020-03-07",21.6718
"2020-03-08",21.8296
"2020-03-09",21.8949
"2020-03-10",21.8834
"2020-03-11",20.8827
"2020-03-12",21.0833
"2020-03-13",20.7295
"2020-03-14",21.6779
"2020-03-15",22.1604
"2020-03-16",22.9409
"2020-03-17",22.5332
"2020-03-18",21.7736
"2020-03-19",23.0713
"2020-03-20",22.649
"2020-03-21",21.9462
"2020-03-22",21.6943
"2020-03-23",21.3391
"2020-03-24",21.7069
"2020-03-25",21.2767
"2020-03-26",19.8749
"2020-03-27",20.3509
"2020-03-28",22.053
"2020-03-29",23.3997
"2020-03-30",23.4564
"2020-03-31",23.428
"2020-04-01",22.3583
"2020-04-02",20.9195
"2020-04-03",21.7424
"2020-04-04",23.0952
"2020-04-05",23.2613
"2020-04-06",23.1845
"2020-04-07",23.4326
"2020-04-08",23.8002
"2020-04-09",23.698
"2020-04-10",22.6914
"2020-04-11",23.5302
"2020-04-12",23.6327
"2020-04-13",23.4663
"2020-04-14",23.6017
"2020-04-15",23.4391
"2020-04-16",23.7531
"2020-04-17",23.9746
"2020-04-18",24.0199
"2020-04-19",23.8461
"2020-04-20",23.9221
"2020-04-21",24.2847
"2020-04-22",24.0634
"2020-04-23",23.9992
"2020-04-24",24.4114
"2020-04-25",24.4467
"2020-04-26",24.7646
"2020-04-27",24.8793
"2020-04-28",24.6428
"2020-04-29",24.8001
"2020-04-30",24.3047
"2020-05-01",24.8204
"2020-05-02",24.9305
"2020-05-03",24.7262
"2020-05-04",24.8243
"2020-05-05",24.3676
"2020-05-06",24.094
"2020-05-07",24.3254
"2020-05-08",24.6663
"2020-05-09",24.8285
"2020-05-10",24.7517
"2020-05-11",24.4193
"2020-05-12",24.1946
"2020-05-13",24.7266
"2020-05-14",24.9596
"2020-05-15",24.8891
"2020-05-16",25.3164
"2020-05-17",25.7292
"2020-05-18",24.6064
"2020-05-19",24.356
"2020-05-20",24.1042
"2020-05-21",24.2527
"2020-05-22",24.093
"2020-05-23",24.9675
"2020-05-24",24.9386
"2020-05-25",24.8891
"2020-05-26",25.3785
"2020-05-27",24.369
"2020-05-28",24.3611
"2020-05-29",24.6617
"2020-05-30",24.3465
"2020-05-31",24.6358
"2020-06-01",23.8541
"2020-06-02",23.1341
"2020-06-03",22.3997
"2020-06-04",22.8766
"2020-06-05",23.7563
"2020-06-06",23.5219
"2020-06-07",23.5077
"2020-06-08",23.8643
"2020-06-09",24.9963
"2020-06-10",24.7606
"2020-06-11",24.512
"2020-06-12",24.5395
"2020-06-13",24.4369
"2020-06-14",23.8864
"2020-06-15",24.5274
"2020-06-16",24.4926
"2020-06-17",24.6789
"2020-06-18",25.0135
"2020-06-19",24.6132
"2020-06-20",23.9513
"2020-06-21",24.1227
"2020-06-22",23.7657
"2020-06-23",23.6974
"2020-06-24",24.3124
"2020-06-25",23.7831
"2020-06-26",23.1704
"2020-06-27",23.4322
"2020-06-28",24.169
"2020-06-29",24.25
"2020-06-30",24.6648
"2020-07-01",24.6215
"2020-07-02",24.4376
"2020-07-03",23.2549
"2020-07-04",24.0505
"2020-07-05",23.53
"2020-07-06",23.4148
"2020-07-07",23.8694
"2020-07-08",24.1466
"2020-07-09",23.9698
"2020-07-10",23.6179
"2020-07-11",23.5621
"2020-07-12",23.5542
"2020-07-13",24.0745
"2020-07-14",24.2453
"2020-07-15",23.7724
"2020-07-16",23.3157
"2020-07-17",23.6862
"2020-07-18",23.7372
"2020-07-19",23.9164
"2020-07-20",22.903
"2020-07-21",23.451
"2020-07-22",23.9337
"2020-07-23",22.9001
"2020-07-24",22.4044
"2020-07-25",23.1918
"2020-07-26",23.4025
"2020-07-27",23.2904
"2020-07-28",23.3032
"2020-07-29",23.4395
"2020-07-30",23.1731
"2020-07-31",23.6856
"2020-08-01",23.546
"2020-08-02",23.4039
"2020-08-03",23.382
"2020-08-04",23.6515
"2020-08-05",23.7415
"2020-08-06",23.0946
"2020-08-07",23.8128
"2020-08-08",23.6595
"2020-08-09",23.168
"2020-08-10",23.2316
"2020-08-11",23.3355
"2020-08-12",22.8965
"2020-08-13",22.9813
"2020-08-14",22.9802
"2020-08-15",23.2448
"2020-08-16",23.2321
"2020-08-17",23.7031
"2020-08-18",23.0613
"2020-08-19",23.3015
"2020-08-20",23.533
"2020-08-21",23.694
"2020-08-22",23.7486
"2020-08-23",23.6323
"2020-08-24",23.5381
"2020-08-25",23.519
"2020-08-26",23.8584
"2020-08-27",23.4305
"2020-08-28",22.9299
"2020-08-29",23.2012
"2020-08-30",23.7808
"2020-08-31",23.7803
"2020-09-01",23.495
"2020-09-02",23.1291
"2020-09-03",23.7047
"2020-09-04",23.8238
"2020-09-05",23.4678
"2020-09-06",22.2853
"2020-09-07",22.6962
"2020-09-08",23.2259
"2020-09-09",23.2348
"2020-09-10",23.4441
"2020-09-11",23.8529
"2020-09-12",23.8551
"2020-09-13",23.4669
"2020-09-14",23.5282
"2020-09-15",23.6572
"2020-09-16",23.8329
"2020-09-17",23.9545
"2020-09-18",23.2507
"2020-09-19",23.4155
"2020-09-20",23.1358
"2020-09-21",22.7882
"2020-09-22",22.9224
"2020-09-23",23.1604
"2020-09-24",23.5333
"2020-09-25",23.565
"2020-09-26",23.7906
"2020-09-27",23.3994
"2020-09-28",23.5442
"2020-09-29",23.5977
"2020-09-30",22.7251
"2020-10-01",22.6132
"2020-10-02",22.9709
"2020-10-03",23.3961
"2020-10-04",23.402
"2020-10-05",22.6795
"2020-10-06",22.9963
"2020-10-07",22.728
"2020-10-08",22.8519
"2020-10-09",23.3438
"2020-10-10",23.3785
"2020-10-11",23.6259
"2020-10-12",23.3453
"2020-10-13",23.3932
"2020-10-14",23.4409
"2020-10-15",23.6035
"2020-10-16",23.8749
"2020-10-17",22.8994
"2020-10-18",23.0102
"2020-10-19",23.382
"2020-10-20",23.0272
"2020-10-21",24.1817
"2020-10-22",23.9755
"2020-10-23",23.7939
"2020-10-24",23.753
"2020-10-25",23.7627
"2020-10-26",24.0814
"2020-10-27",23.8724
"2020-10-28",23.8451
"2020-10-29",23.6608
"2020-10-30",23.4622
"2020-10-31",23.8587
"2020-11-01",23.7852
"2020-11-02",23.288
"2020-11-03",23.6654
"2020-11-04",23.0916
"2020-11-05",23.3574
"2020-11-06",23.3379
"2020-11-07",23.3122
"2020-11-08",23.176
"2020-11-09",23.5776
"2020-11-10",23.1855
"2020-11-11",23.6192
"2020-11-12",23.9526
"2020-11-13",23.8268
"2020-11-14",23.7658
"2020-11-15",23.786
"2020-11-16",23.4693
"2020-11-17",22.9532
"2020-11-18",22.9839
"2020-11-19",23.356
"2020-11-20",23.1777
"2020-11-21",23.1733
"2020-11-22",22.9559
"2020-11-23",23.0177
"2020-11-24",22.8546
"2020-11-25",23.3105
"2020-11-26",23.1896
"2020-11-27",23.2207
"2020-11-28",22.2924
"2020-11-29",23.14
"2020-11-30",23.4682
"2020-12-01",23.4007
"2020-12-02",22.8884
"2020-12-03",23.4323
"2020-12-04",23.5651
"2020-12-05",23.2029
"2020-12-06",22.6774
"2020-12-07",22.6646
"2020-12-08",22.7342
"2020-12-09",22.8401
"2020-12-10",22.768
"2020-12-11",22.6462
"2020-12-12",22.9249
"2020-12-13",22.1815
"2020-12-14",21.5807
"2020-12-15",21.7675
"2020-12-16",21.9595
"2020-12-17",22.0111
"2020-12-18",22.5313
"2020-12-19",23.3208
"2020-12-20",23.2514
"2020-12-21",23.5099
"2020-12-22",23.0589
"2020-12-23",22.833
"2020-12-24",23.1337
"2020-12-25",22.7735
"2020-12-26",22.717
"2020-12-27",23.0901
"2020-12-28",23.4111
"2020-12-29",23.0549
"2020-12-30",22.6737
"2020-12-31",22.5779
"2021-01-01",22.1278
"2021-01-02",23.4656
"2021-01-03",23.2591
"2021-01-04",23.2875
"2021-01-05",23.1899
"2021-01-06",23.0687
"2021-01-07",23.2067
"2021-01-08",23.372
"2021-01-09",22.8225
"2021-01-10",22.9527
"2021-01-11",23.0393
"2021-01-12",23.0682
"2021-01-13",23.1974
"2021-01-14",22.9487
"2021-01-15",23.0061
"2021-01-16",22.707
"2021-01-17",22.3177
"2021-01-18",22.5828
"2021-01-19",23.2597
"2021-01-20",23.5681
"2021-01-21",23.4024
"2021-01-22",22.8948
"2021-01-23",22.2599
"2021-01-24",22.1268
"2021-01-25",22.2178
"2021-01-26",21.065
"2021-01-27",21.2632
"2021-01-28",22.5429
"2021-01-29",23.3394
"2021-01-30",22.8501
"2021-01-31",22.8143
"2021-02-01",22.7837
"2021-02-02",22.7939
"2021-02-03",22.8225
"2021-02-04",22.5001
"2021-02-05",22.6531
"2021-02-06",23.1678
"2021-02-07",23.0533
"2021-02-08",22.7247
"2021-02-09",22.5245
"2021-02-10",21.7149
"2021-02-11",21.6604
"2021-02-12",22.3468
"2021-02-13",22.8449
"2021-02-14",23.1095
"2021-02-15",22.9415
"2021-02-16",22.2576
"2021-02-17",22.3092
"2021-02-18",22.2256
"2021-02-19",22.794
"2021-02-20",22.5945
"2021-02-21",21.9003
"2021-02-22",22.5651
"2021-02-23",22.5588
"2021-02-24",22.4568
"2021-02-25",22.5879
"2021-02-26",22.5703
"2021-02-27",22.3947
"2021-02-28",22.3031
"2021-03-01",21.4407
"2021-03-02",19.7308
"2021-03-03",20.112
"2021-03-04",20.6052
"2021-03-05",21.3227
"2021-03-06",22.4656
"2021-03-07",22.9013
"2021-03-08",22.9549
"2021-03-09",22.5347
"2021-03-10",22.2423
"2021-03-11",21.6825
"2021-03-12",22.528
"2021-03-13",22.3938
"2021-03-14",22.1658
"2021-03-15",21.7207
"2021-03-16",22.3044
"2021-03-17",22.1163
"2021-03-18",22.9481
"2021-03-19",23.0128
"2021-03-20",23.3328
"2021-03-21",23.0735
"2021-03-22",23.5163
"2021-03-23",23.4406
"2021-03-24",23.0259
"2021-03-25",22.9175
"2021-03-26",23.2533
"2021-03-27",23.4504
"2021-03-28",22.6903
"2021-03-29",22.6491
"2021-03-30",23.3519
"2021-03-31",24.1947
"2021-04-01",24.8229
"2021-04-02",24.5947
"2021-04-03",23.67
"2021-04-04",22.6106
"2021-04-05",23.9467
"2021-04-06",23.7259
"2021-04-07",23.0509
"2021-04-08",23.3913
"2021-04-09",23.6842
"2021-04-10",23.1051
"2021-04-11",22.982
"2021-04-12",23.0888
"2021-04-13",23.4651
"2021-04-14",23.3023
"2021-04-15",23.8732
"2021-04-16",23.3681
"2021-04-17",24.1544
"2021-04-18",24.2087
"2021-04-19",24.2273
"2021-04-20",24.2924
"2021-04-21",24.2472
"2021-04-22",24.3692
"2021-04-23",24.2372
"2021-04-24",24.1168
"2021-04-25",24.3035
"2021-04-26",24.3834
"2021-04-27",24.7028
"2021-04-28",24.7487
"2021-04-29",25.1399
"2021-04-30",24.4519
"2021-05-01",24.2373
"2021-05-02",24.0379
"2021-05-03",23.6664
"2021-05-04",23.3163
"2021-05-05",23.8056
"2021-05-06",23.943
"2021-05-07",23.7771
"2021-05-08",24.1618
"2021-05-09",24.2277
"2021-05-10",24.4394
"2021-05-11",24.6733
"2021-05-12",24.3663
"2021-05-13",24.0522
"2021-05-14",23.6385
"2021-05-15",24.0285
"2021-05-16",24.7151
"2021-05-17",24.5694
"2021-05-18",24.7501
"2021-05-19",24.8696
"2021-05-20",24.0849
"2021-05-21",23.9566
"2021-05-22",24.6387
"2021-05-23",24.3854
"2021-05-24",24.3726
"2021-05-25",23.577
"2021-05-26",23.3519
"2021-05-27",24.2685
"2021-05-28",24.4872
"2021-05-29",24.5243
"2021-05-30",24.1746
"2021-05-31",24.4826
"2021-06-01",23.7973
"2021-06-02",24.8053
"2021-06-03",24.3103
"2021-06-04",24.1053
"2021-06-05",24.0386
"2021-06-06",23.744
"2021-06-07",24.4052
"2021-06-08",23.6046
"2021-06-09",23.74
"2021-06-10",23.8211
"2021-06-11",23.2639
"2021-06-12",24.3766
"2021-06-13",23.6197
"2021-06-14",23.3804
"2021-06-15",23.2458
"2021-06-16",23.5211
"2021-06-17",23.606
"2021-06-18",23.4642
"2021-06-19",23.4616
"2021-06-20",23.9616
"2021-06-21",24.1316
"2021-06-22",24.1566
"2021-06-23",23.8184
"2021-06-24",23.7369
"2021-06-25",23.5524
"2021-06-26",23.817
"2021-06-27",23.5648
"2021-06-28",23.8896
"2021-06-29",24.0161
"2021-06-30",24.4127
"2021-07-01",23.5244
"2021-07-02",24.0115
"2021-07-03",24.1083
"2021-07-04",23.6734
"2021-07-05",24.1441
"2021-07-06",23.9018
"2021-07-07",24.1816
"2021-07-08",24.164
"2021-07-09",23.467
"2021-07-10",22.9056
"2021-07-11",23.6415
"2021-07-12",24.0155
"2021-07-13",23.6453
"2021-07-14",23.7779
"2021-07-15",23.9562
"2021-07-16",23.8855
"2021-07-17",23.5458
"2021-07-18",23.8764
"2021-07-19",23.9793
"2021-07-20",23.5279
"2021-07-21",23.7832
"2021-07-22",23.9369
"2021-07-23",23.698
"2021-07-24",23.4631
"2021-07-25",23.7322
"2021-07-26",23.3468
"2021-07-27",23.6931
"2021-07-28",23.6399
"2021-07-29",23.4958
"2021-07-30",24.0811
"2021-07-31",24.1189
"2021-08-01",23.7851
"2021-08-02",23.4279
"2021-08-03",23.729
"2021-08-04",23.9644
"2021-08-05",24.0008
"2021-08-06",23.8199
"2021-08-07",23.5001
"2021-08-08",23.7353
"2021-08-09",23.639
"2021-08-10",23.5758
"2021-08-11",23.7598
"2021-08-12",23.1919
"2021-08-13",23.7422
"2021-08-14",23.3928
"2021-08-15",23.2666
"2021-08-16",23.4994
"2021-08-17",23.9097
"2021-08-18",23.8166
"2021-08-19",22.8644
"2021-08-20",23.4373
"2021-08-21",23.6163
"2021-08-22",23.3469
"2021-08-23",23.6292
"2021-08-24",23.4986
"2021-08-25",23.3966
"2021-08-26",23.4183
"2021-08-27",23.3723
"2021-08-28",23.6457
"2021-08-29",23.0329
"2021-08-30",23.257
"2021-08-31",23.562
"2021-09-01",24.053
"2021-09-02",23.5886
"2021-09-03",23.6231
"2021-09-04",23.9
"2021-09-05",23.6621
"2021-09-06",24.0044
"2021-09-07",23.8377
"2021-09-08",23.6348
"2021-09-09",23.4479
"2021-09-10",23.9711
"2021-09-11",24.1304
"2021-09-12",23.016
"2021-09-13",23.9033
"2021-09-14",24.4167
"2021-09-15",24.2079
"2021-09-16",23.9268
"2021-09-17",24.4369
"2021-09-18",24.137
"2021-09-19",24.5998
"2021-09-20",23.8316
"2021-09-21",23.3006
"2021-09-22",24.1065
"2021-09-23",24.037
"2021-09-24",24.3355
"2021-09-25",24.0959
"2021-09-26",23.4966
"2021-09-27",22.9498
"2021-09-28",22.5622
"2021-09-29",23.0459
"2021-09-30",23.506
"2021-10-01",22.7871
"2021-10-02",23.3233
"2021-10-03",23.8853
"2021-10-04",23.8862
"2021-10-05",23.3391
"2021-10-06",22.9611
"2021-10-07",23.8586
"2021-10-08",23.8319
"2021-10-09",23.5012
"2021-10-10",24.2304
"2021-10-11",23.6057
"2021-10-12",23.9378
"2021-10-13",23.4329
"2021-10-14",23.6342
